build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
582130500,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,115,2019-09-07 19:06:20 UTC,582130501,582130502,582130503,cron
579243824,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,104,2019-08-31 19:05:59 UTC,579243825,579243826,579243827,cron
576268034,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,231,2019-08-24 19:05:33 UTC,576268036,576268037,576268038,cron
573209954,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,113,2019-08-17 19:04:37 UTC,573209955,573209956,573209957,cron
570284753,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,237,2019-08-10 19:03:51 UTC,570284754,570284755,570284756,cron
567362937,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,176,2019-08-03 19:03:45 UTC,567362939,567362941,567362942,cron
564451013,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,105,2019-07-27 19:03:31 UTC,564451014,564451015,564451016,cron
562351663,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,241,2019-07-23 00:00:51 UTC,562351664,562351665,562351666,push
562347322,6fd078fce0f98ac63f7aa56c4a8f3f22d517dd1e,,master,passed,115,2019-07-22 23:44:55 UTC,562347323,562347324,562347325,push
562314359,717384c447cdb69ced3405a84edb266edea8837e,353,master,passed,95,2019-07-22 22:01:55 UTC,562314360,562314361,562314362,pull_request
561478957,a7a482eb15642ae1041baf5b921f0db581e9b2ce,,master,passed,109,2019-07-20 19:03:11 UTC,561478958,561478959,561478960,cron
560075800,1b091861604cebee521c1fdf26a66299a4c5b7d1,350,master,passed,100,2019-07-17 16:56:22 UTC,560075801,560075802,560075803,pull_request
558699537,4f2efaa63502d81d0355614df5a699db16120a57,353,master,passed,96,2019-07-15 00:29:06 UTC,558699538,558699539,558699540,pull_request
558695275,a7a482eb15642ae1041baf5b921f0db581e9b2ce,,master,passed,106,2019-07-15 00:01:10 UTC,558695276,558695277,558695278,push
558694490,3c420b9d671882817b53f44ab7db4796eed9e901,351,master,passed,102,2019-07-14 23:57:04 UTC,558694491,558694492,558694493,pull_request
558694164,d45609365d0f159f522e158a4042cb505ff2c8cf,351,master,passed,102,2019-07-14 23:54:16 UTC,558694165,558694166,558694167,pull_request
558676733,0b6eedc0e528c5ac8214f78773309a76c15b222e,351,master,passed,97,2019-07-14 22:14:58 UTC,558676734,558676735,558676736,pull_request
558380916,1f60b7a29a61f2bc0eef8e7f47bdab5e7f13277d,351,master,passed,100,2019-07-13 23:13:09 UTC,558380917,558380918,558380919,pull_request
558325991,34b22245d209a8c4aadc7021a1f991ed97ff282a,350,master,passed,102,2019-07-13 19:12:51 UTC,558325992,558325993,558325994,pull_request
558324225,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,107,2019-07-13 19:02:49 UTC,558324226,558324227,558324228,cron
558323686,fcb3299c34ba1d0711e88d52209ce40476ace76f,350,master,passed,103,2019-07-13 19:00:15 UTC,558323687,558323688,558323689,pull_request
557720644,82eac466da969e570de90423bdf303420c231b8b,351,master,passed,96,2019-07-12 07:50:25 UTC,557720645,557720646,557720647,pull_request
557702938,e5519e8ad4ce288bbbc805fb8f29ea9f2f3ea93a,351,master,passed,99,2019-07-12 06:49:59 UTC,557702939,557702940,557702941,pull_request
556523695,a80e86eb2e565857e8e19edd4631def775336363,350,master,passed,94,2019-07-09 22:07:18 UTC,556523696,556523697,556523698,pull_request
555093381,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,108,2019-07-06 19:02:43 UTC,555093382,555093383,555093384,cron
552230391,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,112,2019-06-29 19:02:41 UTC,552230394,552230396,552230398,cron
549027788,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,106,2019-06-22 07:38:44 UTC,549027789,549027790,549027791,push
549026688,955d4f8e1e3ea31dcb6dc656ae45c45c37aacf65,,master,passed,109,2019-06-22 07:31:48 UTC,549026689,549026690,549026691,push
548862313,64ae4433e12645efb1d29b4f20cd539c8588d4ac,347,master,passed,102,2019-06-21 20:33:17 UTC,548862314,548862315,548862316,pull_request
546189431,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,113,2019-06-15 19:01:16 UTC,546189432,546189433,546189434,cron
543211377,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,136,2019-06-08 19:01:04 UTC,543211378,543211379,543211380,cron
540181834,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,152,2019-06-01 19:00:46 UTC,540181835,540181836,540181837,cron
539299948,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,334,2019-05-30 16:34:20 UTC,539299950,539299952,539299953,push
539299068,adade58c145dc08a4fe02a98f7279e0d698b871a,,master,passed,200,2019-05-30 16:32:51 UTC,539299069,539299070,539299071,push
492481971,722461ee3e4d769857c4b75581e126b3434b27f0,328,master,passed,220,2019-02-13 01:30:39 UTC,492481972,492481973,492481974,492481975,pull_request
492481382,26e27388c88d59e2725370776cc707243d4ab410,328,master,passed,231,2019-02-13 01:28:01 UTC,492481383,492481384,492481385,492481386,pull_request
492399911,4fd77a6e7abe2bb4b13e45b2d3389f62f62a7992,328,master,passed,205,2019-02-12 21:44:45 UTC,492399912,492399913,492399914,492399915,pull_request
492320867,cc286488228cd20ce30278886c02830ffcc40a6c,328,master,passed,218,2019-02-12 18:59:16 UTC,492320868,492320869,492320870,492320871,pull_request
491030753,7a5fdf9cec8d3c3287aa7aedc85721ca1038f217,,master,passed,222,2019-02-09 18:52:27 UTC,491030754,491030755,491030756,491030757,cron
487928992,7a5fdf9cec8d3c3287aa7aedc85721ca1038f217,,master,passed,226,2019-02-02 18:52:08 UTC,487928993,487928994,487928995,487928996,cron
487506634,7a5fdf9cec8d3c3287aa7aedc85721ca1038f217,,master,passed,429,2019-02-01 15:55:55 UTC,487506635,487506636,487506637,487506638,push
484821685,07c178cf03e4dcb65ba8d3d38b58e029ea7b3de4,,master,passed,193,2019-01-26 18:51:43 UTC,484821688,484821689,484821690,484821691,cron
484587144,623cdb8efc89f43d1ed31adadd28c16b363928e6,326,master,passed,282,2019-01-25 23:11:51 UTC,484587145,484587146,484587147,484587148,pull_request
483454527,07c178cf03e4dcb65ba8d3d38b58e029ea7b3de4,,master,passed,169,2019-01-23 15:31:41 UTC,483454528,483454529,483454530,483454531,push
483454269,baa1f31acca882705bd3a95d71ee24ebfd6fdb6d,,master,passed,220,2019-01-23 15:30:50 UTC,483454270,483454271,483454273,483454276,push
481829747,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,204,2019-01-19 18:50:59 UTC,481829748,481829749,481829750,481829751,cron
478813901,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,222,2019-01-12 18:50:58 UTC,478813902,478813903,478813904,478813905,cron
475772647,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,321,2019-01-05 18:50:40 UTC,475772649,475772650,475772651,475772652,cron
473389163,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,202,2018-12-29 18:49:51 UTC,473389164,473389167,473389168,473389169,cron
471407941,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,249,2018-12-22 18:48:56 UTC,471407942,471407943,471407944,471407945,cron
468470669,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,191,2018-12-15 18:48:08 UTC,468470672,468470673,468470674,468470675,cron
465405096,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,135,2018-12-08 18:47:17 UTC,465405097,465405100,465405101,465405103,cron
462245621,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,248,2018-12-01 18:45:57 UTC,462245622,462245623,462245624,462245625,cron
461345084,3baf6269ead48cf7e08b67b62056da63b600a1e1,323,master,passed,308,2018-11-29 15:54:15 UTC,461345085,461345086,461345087,461345088,pull_request
459195367,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,272,2018-11-24 18:45:20 UTC,459195368,459195369,459195370,459195371,cron
456418375,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,189,2018-11-17 18:44:32 UTC,456418376,456418377,456418378,456418379,cron
453367784,86e7127634d5894c59da0f3ee1b1a4ff45ddf78c,,master,passed,174,2018-11-10 20:06:03 UTC,453367785,453367786,453367787,453367788,push
453348104,61c2b06f1e39da8cccae19c58590ab7446a38e69,,master,errored,180,2018-11-10 18:44:00 UTC,453348105,453348106,453348107,453348108,cron
450286607,61c2b06f1e39da8cccae19c58590ab7446a38e69,,master,passed,216,2018-11-03 18:43:08 UTC,450286608,450286609,450286610,450286611,cron
448067290,61c2b06f1e39da8cccae19c58590ab7446a38e69,,master,passed,218,2018-10-29 22:34:05 UTC,448067291,448067292,448067293,448067294,push
448066403,54f4ed5b556b3c05dec32096c67fecb17fe83f0e,321,master,passed,260,2018-10-29 22:31:41 UTC,448066404,448066405,448066406,448066407,pull_request
448066121,4b88686917c24ab2d5b4399e64b598ce43d6467c,,drop-requests-from-req,passed,256,2018-10-29 22:30:47 UTC,448066122,448066123,448066124,448066125,push
447526004,5f9507e79659b44b16b61d3a5634186f581d470a,,master,passed,223,2018-10-28 21:13:42 UTC,447526005,447526006,447526007,447526008,push
447525276,dc1b9802ea1b7755555409d2cd3c662012bb0808,320,master,passed,156,2018-10-28 21:10:53 UTC,447525277,447525280,447525283,447525289,pull_request
447525269,ba6a532da41368bc02d6f03f566f66c5f60f4b08,,py26-dev-travis,passed,232,2018-10-28 21:10:51 UTC,447525270,447525271,447525272,447525273,push
447523574,6cbd445f04f2b5e0a99127f7765e7c7a0f72bcbd,320,master,errored,117,2018-10-28 21:06:38 UTC,447523575,447523576,447523577,447523578,pull_request
447523555,c572686b51162d035bda472c121682bd19c369eb,,py26-dev-travis,errored,143,2018-10-28 21:05:50 UTC,447523556,447523557,447523558,447523559,push
447522548,a9645d898b03013f52f6b7556b9304bea8ff1a76,320,master,failed,154,2018-10-28 20:59:49 UTC,447522549,447522550,447522551,447522552,pull_request
447522535,62fdafc824d59751a1a9afbbf2ff0de745d0d235,,py26-dev-travis,failed,157,2018-10-28 20:59:27 UTC,447522536,447522537,447522538,447522542,push
447521995,7a30b8039aaa0104dbd51c023d66c4b1cda413fa,320,master,errored,180,2018-10-28 20:57:52 UTC,447521996,447521997,447521998,447521999,pull_request
447521941,6d0cb744977447b9d77608c037c6d7c33fa60cd8,,py26-dev-travis,errored,177,2018-10-28 20:57:43 UTC,447521942,447521943,447521944,447521945,push
447169397,3badffbb48ff52d10f90e2f84815ca16b8a5e798,,master,errored,256,2018-10-27 18:42:36 UTC,447169398,447169400,447169401,447169402,cron
446724049,3badffbb48ff52d10f90e2f84815ca16b8a5e798,,master,errored,298,2018-10-26 15:07:59 UTC,446724050,446724051,446724052,446724053,push
444156480,2bc7dc242c1743d6a0c411f0197e94c799c814c8,,master,passed,197,2018-10-20 18:42:19 UTC,444156481,444156482,444156483,444156484,cron
441073498,2bc7dc242c1743d6a0c411f0197e94c799c814c8,,master,passed,310,2018-10-13 18:41:21 UTC,441073499,441073500,441073501,441073502,cron
438075903,2bc7dc242c1743d6a0c411f0197e94c799c814c8,,master,passed,221,2018-10-06 18:41:27 UTC,438075905,438075906,438075908,438075909,cron
435962738,2bc7dc242c1743d6a0c411f0197e94c799c814c8,,master,passed,268,2018-10-02 04:51:11 UTC,435962739,435962740,435962741,435962742,push
435958741,7700155baa7716151d70c3b6f90b090f4de804ac,,master,passed,211,2018-10-02 04:30:02 UTC,435958742,435958743,435958744,435958745,push
435958257,3672990912597d56c6f253e051f31b91afa6ff91,,master,passed,218,2018-10-02 04:26:48 UTC,435958258,435958259,435958260,435958261,push
435878676,4678d7552cae8eafb71c80a9f105bfe15e12a645,315,master,passed,171,2018-10-01 22:40:05 UTC,435878677,435878678,435878679,435878680,pull_request
435854959,01f60f1568a04bf8d13e97629c4ec7737c14a706,315,master,passed,251,2018-10-01 21:40:11 UTC,435854960,435854961,435854962,435854963,pull_request
435057350,6f059ad6ed76f94d22f8dbb8e2fd896463418725,,master,passed,264,2018-09-29 18:41:10 UTC,435057351,435057352,435057353,435057355,cron
432141211,358b524299b7769a681d5823990ac5084cde1979,315,master,passed,169,2018-09-23 14:00:48 UTC,432141212,432141213,432141214,432141215,pull_request
432126518,d4bbfa8ec37cd2de473b6ca9b81c68d7e807ddab,315,master,passed,229,2018-09-23 12:55:22 UTC,432126519,432126520,432126521,432126522,pull_request
431939912,6f059ad6ed76f94d22f8dbb8e2fd896463418725,,master,passed,189,2018-09-22 18:40:48 UTC,431939916,431939918,431939919,431939920,cron
431936011,243091944a0da0bf428779ced410fd2f6e6b324b,315,master,passed,157,2018-09-22 18:24:22 UTC,431936012,431936013,431936014,431936015,pull_request
429048454,6f059ad6ed76f94d22f8dbb8e2fd896463418725,,master,passed,206,2018-09-15 18:40:14 UTC,429048455,429048456,429048457,429048458,cron
427998962,6f059ad6ed76f94d22f8dbb8e2fd896463418725,,master,passed,312,2018-09-13 04:56:07 UTC,427998965,427998966,427998967,427998968,push
427650737,4e9a36d8b5857045b167afdab2f2136e092913bc,311,master,passed,154,2018-09-12 12:05:08 UTC,427650738,427650739,427650740,427650741,pull_request
426163256,15ebf88611a96785d8765609c682e72a2b63e583,,master,passed,242,2018-09-08 18:40:02 UTC,426163258,426163259,426163261,426163262,cron
423433902,15ebf88611a96785d8765609c682e72a2b63e583,,master,passed,195,2018-09-01 18:39:28 UTC,423433903,423433904,423433905,423433906,cron
420565144,15ebf88611a96785d8765609c682e72a2b63e583,,master,passed,246,2018-08-25 18:38:53 UTC,420565145,420565146,420565147,420565148,cron
417698004,15ebf88611a96785d8765609c682e72a2b63e583,,master,passed,215,2018-08-18 18:38:48 UTC,417698005,417698006,417698007,417698008,cron
415435733,df02c6dcd48599dceaea168aad46ace2947f8961,150,master,passed,249,2018-08-13 12:59:53 UTC,415435734,415435735,415435736,415435737,pull_request
414931996,15ebf88611a96785d8765609c682e72a2b63e583,,master,passed,211,2018-08-11 18:38:02 UTC,414931997,414931998,414931999,414932000,cron
414119181,15ebf88611a96785d8765609c682e72a2b63e583,,master,passed,216,2018-08-09 15:35:06 UTC,414119182,414119183,414119184,414119185,push
414101705,46fabe9ac64283b3bc4890a016045b757ece6048,309,master,passed,188,2018-08-09 14:56:36 UTC,414101706,414101707,414101708,414101709,pull_request
412143850,4d7bef5b40dd48a52c336ee71809ac0cb5851e59,,master,passed,227,2018-08-04 18:37:14 UTC,412143851,412143852,412143854,412143855,cron
409350650,4d7bef5b40dd48a52c336ee71809ac0cb5851e59,,master,passed,292,2018-07-28 18:36:59 UTC,409350651,409350652,409350654,409350655,cron
409166809,907627a085615f288e4b80ce1b2a3a728356494b,306,master,passed,276,2018-07-28 00:36:21 UTC,409166810,409166811,409166812,409166813,pull_request
406652070,4d7bef5b40dd48a52c336ee71809ac0cb5851e59,,master,passed,235,2018-07-21 18:36:40 UTC,406652071,406652072,406652073,406652074,cron
403963333,4d7bef5b40dd48a52c336ee71809ac0cb5851e59,,master,passed,200,2018-07-14 18:35:41 UTC,403963335,403963337,403963338,403963339,cron
401275927,4d7bef5b40dd48a52c336ee71809ac0cb5851e59,,master,passed,217,2018-07-07 18:34:46 UTC,401275928,401275929,401275930,401275931,cron
399213992,4d7bef5b40dd48a52c336ee71809ac0cb5851e59,,master,passed,216,2018-07-02 16:41:38 UTC,399213993,399213994,399213995,399213996,push
399207841,27687d09986435441f72ac745932b86babebc043,,master,passed,256,2018-07-02 16:25:44 UTC,399207842,399207843,399207844,399207845,push
398884827,3955a94d2f4ccb0bbd0ac2e330a04e4284f4b0e1,303,master,passed,171,2018-07-01 19:39:05 UTC,398884829,398884831,398884832,398884833,pull_request
398642562,b7c550187ecb62a657e79e8aebc40713efa5c48f,,master,passed,286,2018-06-30 18:34:19 UTC,398642563,398642564,398642565,398642566,cron
395897267,b7c550187ecb62a657e79e8aebc40713efa5c48f,,master,passed,189,2018-06-23 18:34:11 UTC,395897268,395897269,395897270,395897271,cron
393184782,b7c550187ecb62a657e79e8aebc40713efa5c48f,,master,passed,446,2018-06-16 23:09:04 UTC,393184783,393184784,393184785,393184786,push
393130161,1dd021152ace2b093de2bc2658fcbdfa7b5da427,,master,passed,204,2018-06-16 18:33:21 UTC,393130162,393130163,393130165,393130166,cron
393128914,84bb14cf2fb303726d0a7b1267ea2503b556146a,302,master,passed,179,2018-06-16 18:27:06 UTC,393128915,393128916,393128917,393128918,pull_request
393056494,31f5880bedce55d683dfc9942b2ae91edb192183,303,master,passed,124,2018-06-16 12:42:17 UTC,393056495,393056496,393056497,393056498,pull_request
393056231,7d439554ce3c7cd1bd9ac08183266f96f7a0cf30,302,master,passed,180,2018-06-16 12:40:17 UTC,393056232,393056233,393056234,393056235,pull_request
390187245,1dd021152ace2b093de2bc2658fcbdfa7b5da427,,master,passed,153,2018-06-09 18:33:17 UTC,390187246,390187247,390187248,390187249,cron
387178580,1dd021152ace2b093de2bc2658fcbdfa7b5da427,,master,passed,183,2018-06-02 18:32:21 UTC,387178582,387178583,387178584,387178585,cron
384162515,1dd021152ace2b093de2bc2658fcbdfa7b5da427,,master,passed,294,2018-05-26 18:32:02 UTC,384162516,384162518,384162519,384162522,cron
383145726,1dd021152ace2b093de2bc2658fcbdfa7b5da427,,master,passed,180,2018-05-24 11:34:09 UTC,383145727,383145728,383145729,383145730,push
383143198,f774eb28bedb43e416a60c98cb85815513d3a5ed,,v2018.1,passed,215,2018-05-24 11:28:16 UTC,383143199,383143200,383143201,383143202,push
383143185,f774eb28bedb43e416a60c98cb85815513d3a5ed,,master,passed,209,2018-05-24 11:27:55 UTC,383143186,383143187,383143188,383143189,push
381139253,a7bd72f32d788a854323897f8c0fa818ecd10e1f,,master,passed,160,2018-05-19 18:31:02 UTC,381139255,381139257,381139258,381139259,cron
