build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
582130500,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,115,2019-09-07 19:06:20 UTC,582130501,582130502,582130503,cron
579243824,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,104,2019-08-31 19:05:59 UTC,579243825,579243826,579243827,cron
576268034,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,231,2019-08-24 19:05:33 UTC,576268036,576268037,576268038,cron
573209954,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,113,2019-08-17 19:04:37 UTC,573209955,573209956,573209957,cron
570284753,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,237,2019-08-10 19:03:51 UTC,570284754,570284755,570284756,cron
567362937,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,176,2019-08-03 19:03:45 UTC,567362939,567362941,567362942,cron
564451013,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,105,2019-07-27 19:03:31 UTC,564451014,564451015,564451016,cron
562351663,3f041b88b7cf623a22d50e702663b1e3e8076f3c,,master,passed,241,2019-07-23 00:00:51 UTC,562351664,562351665,562351666,push
562347322,6fd078fce0f98ac63f7aa56c4a8f3f22d517dd1e,,master,passed,115,2019-07-22 23:44:55 UTC,562347323,562347324,562347325,push
562314359,717384c447cdb69ced3405a84edb266edea8837e,353,master,passed,95,2019-07-22 22:01:55 UTC,562314360,562314361,562314362,pull_request
561478957,a7a482eb15642ae1041baf5b921f0db581e9b2ce,,master,passed,109,2019-07-20 19:03:11 UTC,561478958,561478959,561478960,cron
560075800,1b091861604cebee521c1fdf26a66299a4c5b7d1,350,master,passed,100,2019-07-17 16:56:22 UTC,560075801,560075802,560075803,pull_request
558699537,4f2efaa63502d81d0355614df5a699db16120a57,353,master,passed,96,2019-07-15 00:29:06 UTC,558699538,558699539,558699540,pull_request
558695275,a7a482eb15642ae1041baf5b921f0db581e9b2ce,,master,passed,106,2019-07-15 00:01:10 UTC,558695276,558695277,558695278,push
558694490,3c420b9d671882817b53f44ab7db4796eed9e901,351,master,passed,102,2019-07-14 23:57:04 UTC,558694491,558694492,558694493,pull_request
558694164,d45609365d0f159f522e158a4042cb505ff2c8cf,351,master,passed,102,2019-07-14 23:54:16 UTC,558694165,558694166,558694167,pull_request
558676733,0b6eedc0e528c5ac8214f78773309a76c15b222e,351,master,passed,97,2019-07-14 22:14:58 UTC,558676734,558676735,558676736,pull_request
558380916,1f60b7a29a61f2bc0eef8e7f47bdab5e7f13277d,351,master,passed,100,2019-07-13 23:13:09 UTC,558380917,558380918,558380919,pull_request
558325991,34b22245d209a8c4aadc7021a1f991ed97ff282a,350,master,passed,102,2019-07-13 19:12:51 UTC,558325992,558325993,558325994,pull_request
558324225,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,107,2019-07-13 19:02:49 UTC,558324226,558324227,558324228,cron
558323686,fcb3299c34ba1d0711e88d52209ce40476ace76f,350,master,passed,103,2019-07-13 19:00:15 UTC,558323687,558323688,558323689,pull_request
557720644,82eac466da969e570de90423bdf303420c231b8b,351,master,passed,96,2019-07-12 07:50:25 UTC,557720645,557720646,557720647,pull_request
557702938,e5519e8ad4ce288bbbc805fb8f29ea9f2f3ea93a,351,master,passed,99,2019-07-12 06:49:59 UTC,557702939,557702940,557702941,pull_request
556523695,a80e86eb2e565857e8e19edd4631def775336363,350,master,passed,94,2019-07-09 22:07:18 UTC,556523696,556523697,556523698,pull_request
555093381,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,108,2019-07-06 19:02:43 UTC,555093382,555093383,555093384,cron
552230391,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,112,2019-06-29 19:02:41 UTC,552230394,552230396,552230398,cron
549027788,a4f80c1e9ca6adb7489676ff5b531ef603799afa,,master,passed,106,2019-06-22 07:38:44 UTC,549027789,549027790,549027791,push
549026688,955d4f8e1e3ea31dcb6dc656ae45c45c37aacf65,,master,passed,109,2019-06-22 07:31:48 UTC,549026689,549026690,549026691,push
548862313,64ae4433e12645efb1d29b4f20cd539c8588d4ac,347,master,passed,102,2019-06-21 20:33:17 UTC,548862314,548862315,548862316,pull_request
546189431,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,113,2019-06-15 19:01:16 UTC,546189432,546189433,546189434,cron
543211377,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,136,2019-06-08 19:01:04 UTC,543211378,543211379,543211380,cron
540181834,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,152,2019-06-01 19:00:46 UTC,540181835,540181836,540181837,cron
539299948,b6f3afbd1004017779648d548468944f3fdc61cf,,master,passed,334,2019-05-30 16:34:20 UTC,539299950,539299952,539299953,push
539299068,adade58c145dc08a4fe02a98f7279e0d698b871a,,master,passed,200,2019-05-30 16:32:51 UTC,539299069,539299070,539299071,push
539016909,22cdf8d26f6027023c40df95628ddd112451599f,344,master,passed,146,2019-05-30 01:01:23 UTC,539016910,539016911,539016912,539016913,pull_request
537234952,4a25ab4770241b479dc47c1b81fdd1677f7573d8,,master,passed,240,2019-05-25 19:00:28 UTC,537234953,537234954,537234955,537234956,cron
534253001,4a25ab4770241b479dc47c1b81fdd1677f7573d8,,master,passed,185,2019-05-18 18:59:41 UTC,534253002,534253003,534253004,534253005,cron
531214190,4a25ab4770241b479dc47c1b81fdd1677f7573d8,,master,passed,198,2019-05-11 18:59:13 UTC,531214191,531214192,531214193,531214194,cron
529049098,4a25ab4770241b479dc47c1b81fdd1677f7573d8,,master,passed,195,2019-05-06 22:52:10 UTC,529049099,529049100,529049101,529049102,push
529042663,9f6a658187db648cf302290fd24ef4759e8a376b,339,master,passed,196,2019-05-06 22:31:06 UTC,529042664,529042665,529042666,529042667,pull_request
529042654,c5827d96810886e8dcc88768daabe317fe0c4369,,unicode-var-view,passed,191,2019-05-06 22:31:03 UTC,529042655,529042656,529042657,529042658,push
529038594,bcd12c16f20831dfd0945425966fc0521b74604d,339,master,failed,155,2019-05-06 22:19:08 UTC,529038595,529038596,529038597,529038598,pull_request
529038572,03367885966556f3fd7e1c4ea241c8145020e07d,,unicode-var-view,failed,192,2019-05-06 22:18:54 UTC,529038573,529038574,529038575,529038576,push
529018948,a5a3b7628ae1ecd0777b40a195ed4e72f8128dc0,339,master,passed,180,2019-05-06 21:24:02 UTC,529018949,529018950,529018953,529018954,pull_request
529018872,ca98b937c67ed00c387659c83194581b7394cbfc,,unicode-var-view,passed,210,2019-05-06 21:23:46 UTC,529018873,529018874,529018875,529018876,push
528237216,1bc67bf858f3a216e495c6eccd73b0e723d54a5a,,master,passed,265,2019-05-04 18:58:52 UTC,528237220,528237223,528237225,528237227,cron
525406864,1bc67bf858f3a216e495c6eccd73b0e723d54a5a,,master,passed,191,2019-04-27 18:58:40 UTC,525406866,525406868,525406870,525406871,cron
524663232,1bc67bf858f3a216e495c6eccd73b0e723d54a5a,,master,passed,208,2019-04-25 20:52:22 UTC,524663233,524663234,524663235,524663236,push
524658609,26f4298d7bc0ee1b8e2e3c2d4d2602a9e16ca964,,master,passed,270,2019-04-25 20:42:08 UTC,524658610,524658611,524658612,524658613,push
524658604,26f4298d7bc0ee1b8e2e3c2d4d2602a9e16ca964,,v2019.1,passed,189,2019-04-25 20:42:04 UTC,524658605,524658606,524658607,524658608,push
524196210,a3d93154112155d10fb3d1132abac86d82fa6f3b,337,master,passed,224,2019-04-24 21:20:18 UTC,524196211,524196212,524196213,524196214,pull_request
522547520,a36ec82e6a70b94afb1c300bd689283fff8bb489,,master,passed,211,2019-04-20 18:58:38 UTC,522547521,522547522,522547523,522547524,cron
521970269,a36ec82e6a70b94afb1c300bd689283fff8bb489,,master,passed,224,2019-04-19 00:12:51 UTC,521970270,521970271,521970272,521970273,push
519728807,728c08e1ff98a02824a10d5c523238eede868f38,,master,passed,326,2019-04-13 18:57:49 UTC,519728808,519728809,519728810,519728811,cron
516650967,728c08e1ff98a02824a10d5c523238eede868f38,,master,passed,187,2019-04-06 18:57:40 UTC,516650972,516650973,516650974,516650975,cron
513552650,728c08e1ff98a02824a10d5c523238eede868f38,,master,passed,217,2019-03-30 18:56:58 UTC,513552651,513552652,513552653,513552654,cron
510645642,728c08e1ff98a02824a10d5c523238eede868f38,,master,passed,192,2019-03-24 17:51:08 UTC,510645647,510645650,510645654,510645658,push
510381308,73513ac3e60ac9fe27ec74de21423ead46ee67d7,,master,passed,221,2019-03-23 18:56:28 UTC,510381309,510381310,510381311,510381312,cron
507271252,73513ac3e60ac9fe27ec74de21423ead46ee67d7,,master,passed,215,2019-03-16 18:55:53 UTC,507271253,507271254,507271255,507271256,cron
505071388,73513ac3e60ac9fe27ec74de21423ead46ee67d7,,master,passed,215,2019-03-12 06:18:32 UTC,505071389,505071390,505071391,505071392,push
504958328,d24acbc99b6df347df1393fbe2ad35e9dc07fd02,330,master,passed,512,2019-03-11 22:41:19 UTC,504958329,504958330,504958331,504958332,pull_request
504084012,1bae45309a72a6284edf289873ca09ec5e52bf52,,master,passed,204,2019-03-09 18:54:54 UTC,504084013,504084014,504084015,504084016,cron
500875556,1bae45309a72a6284edf289873ca09ec5e52bf52,,master,passed,213,2019-03-02 18:54:45 UTC,500875557,500875558,500875559,500875560,cron
497548922,1bae45309a72a6284edf289873ca09ec5e52bf52,,master,passed,216,2019-02-23 18:53:47 UTC,497548924,497548925,497548926,497548928,cron
494293186,1bae45309a72a6284edf289873ca09ec5e52bf52,,master,passed,240,2019-02-16 18:52:59 UTC,494293187,494293188,494293189,494293190,cron
492819143,1bae45309a72a6284edf289873ca09ec5e52bf52,,master,passed,201,2019-02-13 17:33:40 UTC,492819144,492819145,492819146,492819147,push
