build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759601943,35d82dd0539ab1c2b5ed75f12ceccff24e6e7848,,master,passed,606,2021-02-19 07:39:11 UTC,759601944,759601945,759601946,push
759528942,72a571cb3020fff7c97dcb0ab9336672c32a1b54,16,master,passed,650,2021-02-18 19:24:10 UTC,759528943,759528944,759528945,pull_request
749641424,71bde4fffdd5b019c737f59f5bb095fd11901f87,,0.9.0.RC2,passed,558,2020-12-14 18:01:43 UTC,749641425,749641426,749641427,push
749641371,71bde4fffdd5b019c737f59f5bb095fd11901f87,,releases,passed,581,2020-12-14 16:58:03 UTC,749641372,749641373,749641374,push
749641225,d2830d26beae9c206bcda14bf0c36c7e1aca1015,,master,passed,594,2020-12-14 16:57:07 UTC,749641226,749641227,749641228,push
745636746,31f37be685cab0a8a89e1e23299279b8b3437b0a,,master,passed,555,2020-11-24 14:09:56 UTC,745636747,745636748,745636749,push
745367211,6e7a3a6bc27986d24bdb77b167471e829fbd13d8,,master,passed,783,2020-11-23 09:13:37 UTC,745367212,745367213,745367214,push
744983702,7d264a5b8f338de268d4613ffd8d7a5ed312eab0,12,master,passed,566,2020-11-20 23:45:00 UTC,744983704,744983706,744983707,pull_request
744706338,b8d04f287ab414f606e35975749f4c6f8379abfd,12,master,passed,562,2020-11-19 18:49:43 UTC,744706339,744706340,744706341,pull_request
744549444,6142716fa53eef98961754774424269d28f4c6e9,12,master,failed,563,2020-11-19 00:19:26 UTC,744549445,744549446,744549447,pull_request
744547111,6142716fa53eef98961754774424269d28f4c6e9,12,master,canceled,0,,744547112,744547113,744547114,pull_request
744546719,6142716fa53eef98961754774424269d28f4c6e9,12,master,canceled,0,,744546720,744546721,744546722,pull_request
726054800,38ea34fb0ac147a2c3e81de117f17abd6961d363,,master,passed,569,2020-09-10 19:59:50 UTC,726054801,726054802,726054803,push
725507321,fd57c88291e9caec30d778d8c56340eaf29ae9db,11,master,passed,593,2020-09-09 08:17:40 UTC,725507322,725507323,725507324,pull_request
725494823,a83fce90946d10b9a8dad3824d69e16463bdbcf4,11,master,passed,548,2020-09-09 07:26:03 UTC,725494824,725494825,725494826,pull_request
725244989,9739e860f6647504185f9d5d14d4ed2d18a2b9aa,,master,passed,548,2020-09-08 14:15:50 UTC,725244990,725244991,725244992,push
725244706,3ba877deebc3e939158f13e216c8556e2be82d70,,master,passed,550,2020-09-08 14:13:50 UTC,725244707,725244708,725244709,push
