build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753337630,ad9ffc96d9cd2f2251adfca40a6392a2f510548f,,11206-always-wrap-outgoing-links,failed,4594,2021-01-07 10:30:32 UTC,753337631,753337632,753337633,753337634,753337635,753337636,753337637,753337638,753337639,push
753184943,66b8651e076e34c0d5d9becb38c2c225b715f894,,11206-always-wrap-outgoing-links,failed,4668,2021-01-06 13:59:52 UTC,753184944,753184945,753184946,753184947,753184948,753184949,753184950,753184951,753184952,push
750347520,820ed63848d9d113fc4882a83fc133fec7b5657b,16199,master,passed,4555,2020-12-18 05:44:44 UTC,750347521,750347522,750347523,750347524,750347525,750347526,750347527,750347528,750347529,pull_request
750347510,24eca06a1b6cf7f0df1cf42fb9d8f90e5d8baecc,,dependabot/pip/requirements/boto3-1.16.39,passed,4802,2020-12-18 05:40:46 UTC,750347511,750347512,750347513,750347514,750347515,750347516,750347517,750347518,750347519,push
750347440,360091442a68d219f3cbbc61bce0f57009fbf491,16198,master,passed,4692,2020-12-18 05:37:01 UTC,750347441,750347442,750347443,750347444,750347445,750347446,750347447,750347448,750347449,pull_request
750347430,da28dcf15fa68001fdcb24855c0342514332d505,,dependabot/pip/requirements/botocore-1.19.39,passed,4694,2020-12-18 05:37:02 UTC,750347431,750347432,750347433,750347434,750347435,750347436,750347437,750347438,750347439,push
750347396,1e184018afca2bd8189c91baaa98bc933973e306,16197,master,passed,4511,2020-12-18 05:36:49 UTC,750347397,750347398,750347399,750347400,750347401,750347402,750347403,750347404,750347405,pull_request
750347382,00a44e7fb6131cf2265ddb520d51788f3c21e7b4,,dependabot/pip/requirements/sqlalchemy-1.3.21,passed,4778,2020-12-18 13:16:09 UTC,750347383,750347384,750347385,750347386,750347387,750347388,750347389,750347390,750347391,push
750299422,93c55ff07995a7c3d66e6ab308c86e064ab1e7ba,,master,passed,4688,2020-12-17 21:43:58 UTC,750299423,750299424,750299425,750299426,750299427,750299428,750299429,750299430,750299431,push
750258158,52c97c1fb0b1cc06db6a0ea0ce6121995e3ae9be,16196,master,passed,5476,2020-12-17 17:29:55 UTC,750258159,750258160,750258161,750258162,750258163,750258164,750258165,750258166,750258167,pull_request
750251218,f52cdd47a727b3085ca5fa8062c7e331e810a7d8,,master,passed,4576,2020-12-17 16:24:42 UTC,750251219,750251220,750251221,750251222,750251223,750251224,750251225,750251226,750251227,push
750242679,2b0c4a45f2776b0ebfd06aace9ab6716e54432b7,16196,master,passed,5608,2020-12-17 16:01:09 UTC,750242680,750242681,750242682,750242683,750242684,750242685,750242686,750242687,750242688,pull_request
750229380,cc9e2215b453676c585c22c29a6f6c00d07e2ff1,16196,master,failed,5338,2020-12-17 15:02:13 UTC,750229381,750229382,750229383,750229384,750229385,750229386,750229387,750229388,750229389,pull_request
750227522,e4db0831f3cd965fb3f1237a113df3bbf2478fa7,,master,passed,4645,2020-12-17 14:45:41 UTC,750227523,750227524,750227525,750227526,750227527,750227528,750227529,750227530,750227531,push
750225744,74df26038e13bd9a07f9ce48ff86a926b2934961,,master,passed,4686,2020-12-17 14:33:35 UTC,750225745,750225746,750225747,750225748,750225749,750225750,750225751,750225752,750225753,push
750218003,7ca1eb2fb27d93011bcc2b7524a98dd9dc77fec8,16196,master,failed,4461,2020-12-17 13:38:54 UTC,750218004,750218005,750218006,750218007,750218008,750218009,750218010,750218011,750218012,pull_request
