build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747047919,82be0922cb896b3f0ea7df4d1f5e3c5911f92ac8,,master,passed,1028,2020-12-01 18:52:57 UTC,747047920,747047921,747047922,747047923,747047924,747047925,747047926,747047927,747047928,747047929,push
746884280,ecd351919af66f2ee148cdf970180fcf73503a6b,285,master,passed,1362,2020-12-01 03:14:36 UTC,746884281,746884282,746884283,746884284,746884285,746884286,746884287,746884288,746884289,746884290,pull_request
746884227,7d2b11c719d43ecd30d85d4a0f9d1f4969acd6b9,,quiet-output,passed,1311,2020-12-01 02:02:16 UTC,746884228,746884229,746884230,746884233,746884234,746884235,746884236,746884237,746884238,746884239,push
745945111,39957431e67861ab76dd17151171e1d086e5cff7,,v1.1.5,passed,1076,2020-11-25 22:21:01 UTC,745945112,745945113,745945114,745945115,745945116,745945117,745945118,745945119,745945120,745945121,push
745944631,39957431e67861ab76dd17151171e1d086e5cff7,,master,passed,958,2020-11-25 19:22:44 UTC,745944632,745944633,745944634,745944635,745944636,745944637,745944638,745944639,745944640,745944641,push
745682707,bd5ea994c66805760824f161a186891724b97726,284,master,passed,1069,2020-11-24 18:23:51 UTC,745682708,745682709,745682710,745682711,745682712,745682713,745682714,745682715,745682716,745682717,pull_request
745682645,39fcc71606ea017d6bd69932a284264659360b1f,,upgrade-fwd-1.1.1,passed,1027,2020-11-24 18:18:08 UTC,745682646,745682647,745682648,745682649,745682650,745682651,745682652,745682653,745682654,745682655,push
742981508,9761574b284ca5ae9ac74f0ef4ffdcd7068d3f69,,v1.1.4,passed,956,2020-11-11 17:15:31 UTC,742981509,742981511,742981512,742981514,742981516,742981518,742981520,742981522,742981523,742981524,push
742980908,9761574b284ca5ae9ac74f0ef4ffdcd7068d3f69,,master,passed,976,2020-11-11 16:06:04 UTC,742980909,742980910,742980911,742980912,742980913,742980914,742980915,742980916,742980917,742980918,push
742870229,dee0a1ed0d9be203c36f4609e01299c463b2de39,283,master,passed,969,2020-11-11 05:48:10 UTC,742870230,742870231,742870232,742870233,742870234,742870235,742870236,742870237,742870238,742870239,pull_request
742870200,7d7c3ef9d42a87052b4e57b6e2aa2b54b8414ea5,,unsafe-cleanup,passed,945,2020-11-11 05:20:33 UTC,742870201,742870202,742870203,742870204,742870205,742870206,742870207,742870208,742870209,742870210,push
742868364,29bd4a42114f5dfe95f84572effe0ba8d33692aa,,master,passed,1024,2020-11-11 04:49:10 UTC,742868365,742868366,742868367,742868368,742868369,742868370,742868371,742868372,742868373,742868374,push
742501946,ec9d06651cd005f6ab06ce5ef8754b10e03ca311,281,master,passed,1082,2020-11-09 18:17:15 UTC,742501947,742501948,742501949,742501950,742501951,742501952,742501953,742501954,742501955,742501956,pull_request
742501908,fcf6fff274e714880eb9aff48d06fa2516532705,,travis-go115,passed,970,2020-11-09 17:09:56 UTC,742501909,742501910,742501911,742501912,742501913,742501914,742501915,742501916,742501917,742501918,push
742010518,7dcb1f1e923b2d8d67e374024d4e552d67f46334,,v1.1.3,passed,983,2020-11-07 01:23:37 UTC,742010519,742010520,742010521,742010522,742010523,742010524,push
738403042,6b18e19823f041b9387a4e514d7278ffdcd03437,281,master,errored,941,2020-10-23 20:17:35 UTC,738403043,738403044,738403045,738403046,738403047,738403048,738403049,738403050,738403051,738403052,pull_request
738402993,f9c80780ae8593cee2eff6cd41993e0a6de18c26,,travis-go115,errored,955,2020-10-23 19:06:39 UTC,738402994,738402995,738402996,738402997,738402998,738403000,738403002,738403003,738403004,738403005,push
738160769,aa033334bbbea622edc873a3229edba28b2a3e79,281,master,errored,1218,2020-10-22 23:26:00 UTC,738160770,738160771,738160772,738160773,738160774,738160775,738160776,738160777,738160778,738160779,738160780,738160781,pull_request
738160721,6fec1257dcaf903dbbf51cfc38f9548dbd192b92,,travis-go115,errored,1134,2020-10-22 22:19:40 UTC,738160722,738160723,738160724,738160725,738160726,738160727,738160728,738160729,738160730,738160731,738160732,738160733,push
737784083,7dcb1f1e923b2d8d67e374024d4e552d67f46334,,master,passed,984,2020-10-21 17:52:03 UTC,737784084,737784085,737784086,737784087,737784088,737784089,push
737783312,8825d3fb5486c151812ac8f3a2cc4efcb2fc34fd,,master,canceled,0,,737783313,737783314,737783315,737783316,push
737399231,5c3fb7fd3f018e14c21f6624e5d909da296c724f,280,master,passed,1059,2020-10-20 13:03:25 UTC,737399232,737399233,737399234,737399235,737399236,737399237,pull_request
728068002,87c1ec45d5f4ebc0014901650f905d72fcc5acd6,,master,passed,789,2020-09-17 15:55:21 UTC,728068003,728068004,728068005,728068006,push
728059673,4fe99704602c542b8127615a0b3b8d2ed7ace6ea,279,master,passed,784,2020-09-17 15:26:21 UTC,728059674,728059675,728059676,728059677,pull_request
722662558,5031c74044bd4f85ccf2e0a030ede75334d8bafc,278,master,passed,749,2020-08-31 08:13:49 UTC,722662559,722662562,722662563,722662564,pull_request
713392887,c19499106e65d09e275eb3f364b8d09dbfd286f5,276,master,passed,794,2020-07-30 17:04:00 UTC,713392888,713392889,713392890,713392891,pull_request
713199335,5026759a248ee208f7fc32e7b72abd57487ec23b,276,master,failed,764,2020-07-30 07:40:38 UTC,713199336,713199337,713199338,713199339,pull_request
713199246,66a665cb197f2b74104daf39345fb18d8e15083a,276,master,failed,711,2020-07-30 07:39:44 UTC,713199247,713199248,713199249,713199250,pull_request
667532916,e88e92c0ccca5e5a22febee39f846063125e92bb,,master,passed,760,2020-03-27 02:36:04 UTC,667532917,667532918,667532919,667532920,push
667499084,d7e749a85dc40ca075828512f90b8fcb51efb7b1,270,master,passed,738,2020-03-26 23:55:49 UTC,667499085,667499086,667499087,667499088,pull_request
660402826,4253cdaa5267687e3b7612da7ff105d4414174da,,v1.1.2,passed,752,2020-03-09 23:39:07 UTC,660402827,660402828,660402829,660402830,push
658879589,4253cdaa5267687e3b7612da7ff105d4414174da,,master,passed,768,2020-03-05 21:00:28 UTC,658879590,658879591,658879592,658879593,push
658776732,e05047f008d8b826e2b2954424628ba6a5c2de4e,267,master,passed,738,2020-03-05 16:44:17 UTC,658776733,658776734,658776735,658776736,pull_request
658770525,fa5bbafda75fa648c6bdf24c9de02984ee947bcd,267,master,passed,770,2020-03-05 16:32:20 UTC,658770526,658770527,658770528,658770529,pull_request
624781643,490d90d0e69181d9cfedd28343d876cd361adcc3,,v1.1.1,passed,914,2019-12-13 20:15:05 UTC,624781644,624781645,624781646,624781647,push
597445293,490d90d0e69181d9cfedd28343d876cd361adcc3,,master,passed,932,2019-10-14 03:47:09 UTC,597445294,597445295,597445296,597445297,push
596403051,eca6934c11ac0ee7db0832c5054347d78609c810,264,master,passed,951,2019-10-11 02:30:44 UTC,596403052,596403053,596403054,596403055,pull_request
596184585,2133a29c6412588d894a4fba15c93beb1ee08602,264,master,passed,898,2019-10-10 15:54:46 UTC,596184586,596184587,596184588,596184589,pull_request
596177619,11631cbef63ae0020df4409bad522e215898ca7a,264,master,failed,1301,2019-10-10 15:38:45 UTC,596177620,596177621,596177622,596177623,pull_request
551572340,efe20429c9b7b2a358aba9ba2d40ad56d966ce00,,master,passed,824,2019-06-28 00:53:43 UTC,551572341,551572342,551572343,551572344,push
551559732,c4822cdbe88789453fba66423b06e594434aadba,256,master,passed,834,2019-06-27 23:55:01 UTC,551559733,551559734,551559735,551559736,pull_request
551138019,6e06a2fb99da862d4af54d0dee31eed84c62e26b,256,master,passed,800,2019-06-27 05:26:51 UTC,551138020,551138021,551138022,551138023,pull_request
549952062,2672e71b206b349200b835bcdf7c43669c7ba288,,master,passed,961,2019-06-24 21:27:16 UTC,549952063,549952064,549952065,549952066,push
549948521,82c25549717dd88e58305b1fc46857a9951f7da4,254,master,passed,789,2019-06-24 21:19:32 UTC,549948522,549948523,549948524,549948525,pull_request
544841108,0573788bc2a808c88dd1c6c416cff81d2b48f741,,master,passed,962,2019-06-12 17:04:52 UTC,544841109,544841110,544841111,544841112,push
544840627,6d1a9e89f7f70e11f17b1d1ebe27f81fb781b551,,master,errored,655,2019-06-12 17:03:30 UTC,544840628,544840629,544840630,544840631,push
544827341,6fbc5e902e7509cdaa64be8670011d5277105606,,master,failed,825,2019-06-12 16:28:18 UTC,544827342,544827343,544827344,544827345,push
