build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
625351670,d3239b486bb5c95c1d82c3062843c767969a6aa7,,master,passed,3592,2019-12-15 17:46:03 UTC,625351671,625351672,625351673,625351674,625351675,625351676,625351677,625351679,625351680,625351681,625351682,625351686,625351689,625351691,625351692,625351693,625351694,625351695,625351696,cron
619597860,937abd53d7741c5674c29f709f603aaac3d4d327,1385,master,passed,3414,2019-12-02 12:46:35 UTC,619597861,619597862,619597863,619597864,619597865,619597866,619597867,619597868,619597869,619597870,619597871,619597872,619597873,619597874,619597875,619597876,619597877,619597878,619597879,pull_request
619597528,c3314ce20be9023a743e017d4f4e8802b31d9a64,,master,passed,3867,2019-12-02 12:37:51 UTC,619597529,619597530,619597531,619597532,619597533,619597534,619597535,619597536,619597537,619597538,619597539,619597540,619597541,619597542,619597543,619597544,619597545,619597546,619597547,push
619577954,de253c8c8d48e4b3fee77d8a2e58e9efc6cbc1e6,1386,master,errored,2981,2019-12-02 11:59:50 UTC,619577955,619577956,619577957,619577958,619577959,619577960,619577961,619577962,619577963,619577964,619577965,619577966,619577967,619577968,619577969,619577970,619577971,619577972,619577973,pull_request
619572638,c267e17faad87932a81e95d61326c7cae4276608,,master,errored,3263,2019-12-02 11:47:07 UTC,619572639,619572640,619572641,619572642,619572643,619572644,619572645,619572646,619572647,619572648,619572649,619572650,619572651,619572652,619572653,619572654,619572655,619572656,619572657,push
619571883,ba4cc4c8a7ce118d6fc491662e99ee1decaf8f18,1385,master,errored,3443,2019-12-02 11:55:34 UTC,619571884,619571885,619571888,619571891,619571894,619571896,619571899,619571902,619571905,619571908,619571911,619571913,619571916,619571917,619571918,619571919,619571920,619571921,619571922,pull_request
619570471,0dc8d785645b65b13248a3ac83633b5346c7e316,1385,master,canceled,0,,619570472,619570474,619570476,619570480,619570483,619570486,619570489,619570492,619570494,619570497,619570501,619570503,619570506,619570509,619570512,619570515,619570518,619570521,619570525,pull_request
619569310,f395cb319d57c9e9b635a63a47bba5aafde97ab8,1385,master,errored,2873,2019-12-02 11:15:48 UTC,619569313,619569316,619569319,619569320,619569321,619569322,619569323,619569324,619569325,619569326,619569327,619569328,619569329,619569330,619569331,619569332,619569333,619569334,619569335,pull_request
619564099,5bb88244e7a7aba2140a99c16793b39b021e7c8b,1385,master,passed,3311,2019-12-02 11:04:03 UTC,619564100,619564101,619564102,619564103,619564104,619564105,619564106,619564107,619564108,619564109,619564110,619564111,619564112,619564113,619564114,619564115,619564116,619564117,619564118,pull_request
619561605,cb82d130a5f72c076bc4fea60b0d50375a79902a,1385,master,passed,3396,2019-12-02 10:55:19 UTC,619561606,619561607,619561608,619561609,619561610,619561611,619561612,619561613,619561614,619561615,619561616,619561617,619561618,619561619,619561620,619561621,619561622,619561623,619561624,pull_request
619536779,d26c42634cf727edb20c95ec4ef5544192b5b95d,1385,master,passed,3324,2019-12-02 09:54:15 UTC,619536780,619536781,619536782,619536785,619536786,619536787,619536788,619536789,619536790,619536791,619536792,619536793,619536794,619536795,619536796,619536797,619536798,619536799,619536800,pull_request
619532865,5083e4ca0f58ace69454133b8cc7bfdfb830693e,1385,master,passed,3322,2019-12-02 09:42:53 UTC,619532866,619532867,619532868,619532869,619532870,619532871,619532872,619532873,619532874,619532875,619532876,619532877,619532878,619532879,619532880,619532881,619532882,619532883,619532884,pull_request
619531121,04cfe4335b9f3e4d132a024c2f164a810b2d85e4,1385,master,passed,3429,2019-12-02 09:34:16 UTC,619531123,619531124,619531127,619531130,619531133,619531138,619531141,619531145,619531146,619531147,619531148,619531149,619531153,619531155,619531157,619531158,619531159,619531160,619531161,pull_request
619502304,83fba8383b0ea8190054ef8ddf48698547bf15fa,1384,master,passed,3370,2019-12-02 08:12:06 UTC,619502305,619502306,619502307,619502308,619502309,619502310,619502311,619502312,619502313,619502314,619502315,619502316,619502317,619502318,619502319,619502320,619502321,619502322,619502323,pull_request
619488170,91d9c98104120c548f45c12a20fa86f884da67e5,1384,master,passed,3374,2019-12-02 07:30:48 UTC,619488171,619488172,619488173,619488174,619488175,619488176,619488177,619488178,619488179,619488180,619488181,619488182,619488183,619488184,619488185,619488186,619488187,619488188,619488189,pull_request
619244773,985a92d0d8b084f6ac77fbf49f0b2bba581028d2,1383,master,passed,3273,2019-12-01 14:47:00 UTC,619244774,619244775,619244776,619244777,619244778,619244779,619244780,619244781,619244782,619244783,619244784,619244785,619244786,619244787,619244788,619244789,619244790,619244791,619244792,pull_request
619244045,a0ce0347a73d0972e3a4b2a9046b33c86f00c4bd,1383,master,passed,3267,2019-12-01 14:37:59 UTC,619244046,619244047,619244048,619244049,619244050,619244051,619244052,619244053,619244054,619244055,619244056,619244057,619244058,619244059,619244060,619244061,619244062,619244063,619244064,pull_request
