build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
678392765,38acc789327dedf4825ab067cd8a3ac6b07c69b8,275,master,passed,1564,2020-04-22 23:28:37 UTC,678392766,678392767,678392768,678392769,678392770,678392771,678392772,678392773,678392774,678392775,678392776,678392777,pull_request
678391822,f497b31bff499dcff3f599a05ca05211ef252d8b,275,master,passed,1552,2020-04-22 23:23:24 UTC,678391823,678391824,678391825,678391826,678391827,678391828,678391829,678391830,678391831,678391832,678391833,678391834,pull_request
677413296,49d28db89ad5f1173dfccec7bdbb1e1c1daa4780,282,master,passed,1612,2020-04-20 19:55:34 UTC,677413297,677413298,677413299,677413300,677413301,677413302,677413303,677413304,677413305,677413306,677413307,677413308,pull_request
677280354,be2f278f6e0fdc0cca6cc2b73c2075ec48738762,,v1.9.1,passed,1681,2020-04-20 14:40:27 UTC,677280355,677280356,677280357,677280358,677280359,677280360,677280361,677280362,677280363,677280364,677280365,677280366,push
677280160,be2f278f6e0fdc0cca6cc2b73c2075ec48738762,,master,passed,1672,2020-04-20 14:35:24 UTC,677280161,677280162,677280163,677280164,677280166,677280168,677280169,677280170,677280171,677280172,677280173,677280174,push
676914289,f21aedd72b8d843fed44246a4d676caeaa4a998b,280,master,passed,1540,2020-04-19 15:22:11 UTC,676914290,676914291,676914292,676914293,676914294,676914295,676914296,676914297,676914298,676914299,676914300,676914301,pull_request
676912088,3c8337e10f32d479b39d323641a732acab63cf37,280,master,passed,1546,2020-04-19 15:12:52 UTC,676912089,676912090,676912091,676912092,676912093,676912094,676912095,676912096,676912097,676912098,676912099,676912100,pull_request
676895524,901b17b2f413bb1af4feadb0c3f6b9851ab52910,278,master,passed,1598,2020-04-19 14:10:49 UTC,676895525,676895526,676895527,676895528,676895529,676895530,676895531,676895532,676895533,676895534,676895535,676895536,pull_request
676888310,f1e08e37da7d1cb5228172c8546445dd5a46d315,278,master,passed,1522,2020-04-19 13:43:42 UTC,676888311,676888312,676888313,676888314,676888315,676888316,676888317,676888318,676888319,676888320,676888321,676888322,pull_request
676504521,6f9850dca04345a84faac421a65df5edf59b20f7,275,master,passed,1519,2020-04-18 07:05:38 UTC,676504522,676504523,676504524,676504525,676504526,676504527,676504528,676504529,676504530,676504531,676504532,676504533,pull_request
676130819,29336dcd8ee1bc17000225105bc511f7cc53cf0d,275,master,passed,1607,2020-04-17 10:14:23 UTC,676130820,676130821,676130822,676130823,676130824,676130825,676130826,676130827,676130828,676130829,676130830,676130831,pull_request
675501899,17e4a0d96a3bbf1638803a88475f46d836bc542c,,master,passed,1549,2020-04-15 21:56:02 UTC,675501900,675501901,675501902,675501903,675501904,675501905,675501906,675501907,675501908,675501909,675501910,675501911,push
675484112,900e7b024c7d524044776f1ef27f4f08ea67524b,274,master,passed,1630,2020-04-15 21:00:30 UTC,675484113,675484114,675484115,675484116,675484117,675484118,675484119,675484120,675484121,675484122,675484123,675484124,pull_request
675190328,5b1a367505cc03f2479346f5f91166366bebb586,,master,passed,1545,2020-04-15 08:08:53 UTC,675190329,675190330,675190331,675190332,675190333,675190334,675190335,675190336,675190337,675190338,675190339,675190340,push
675190283,c5975dce3c5f1a532a7ffe17a189a594ec3646b9,273,master,errored,364,2020-04-15 08:07:04 UTC,675190284,675190285,675190286,675190287,675190288,675190289,675190290,675190291,675190292,675190293,675190294,675190295,pull_request
674982651,b61088546eecd7f9595bb008f00e328d9ab3fce4,271,master,passed,1638,2020-04-14 18:43:57 UTC,674982652,674982653,674982654,674982655,674982656,674982657,674982658,674982659,674982660,674982661,674982662,674982663,pull_request
674982485,48c7fc796275bb30275c457e3751cf420ba7d4b2,271,master,passed,1607,2020-04-14 18:38:56 UTC,674982488,674982489,674982490,674982491,674982492,674982493,674982494,674982495,674982496,674982497,674982498,674982499,pull_request
674408132,776fb47c109d4d480e6e0fcb41d69c7a88803918,,v1.9.0,passed,1612,2020-04-13 13:31:08 UTC,674408133,674408134,674408135,674408136,674408137,674408138,674408139,674408140,674408141,674408142,674408143,674408144,push
674408009,776fb47c109d4d480e6e0fcb41d69c7a88803918,,master,passed,1580,2020-04-13 13:26:01 UTC,674408010,674408011,674408012,674408013,674408014,674408015,674408016,674408017,674408018,674408019,674408020,674408021,push
674298248,0dba541e9ba7d5a0d88a481a9e10dc7e19293664,269,master,passed,1614,2020-04-13 07:40:20 UTC,674298249,674298250,674298251,674298252,674298253,674298254,674298255,674298256,674298257,674298258,674298259,674298260,pull_request
674289107,c050c66acc8e64bbb770383d85c7ce7e4aa78529,269,master,failed,1688,2020-04-13 07:01:54 UTC,674289108,674289109,674289110,674289111,674289112,674289113,674289114,674289115,674289116,674289117,674289118,674289119,pull_request
674062883,06265a95a86d1ba38d8708d2a236a023b8624639,269,master,passed,1702,2020-04-12 13:37:59 UTC,674062884,674062885,674062886,674062887,674062888,674062889,674062890,674062891,674062892,674062893,674062894,674062895,pull_request
674042189,575c6a2b9fddde12e97bf85b8bfb735f1dbec3db,269,master,passed,1716,2020-04-12 13:06:21 UTC,674042190,674042191,674042192,674042193,674042194,674042195,674042196,674042197,674042198,674042199,674042200,674042201,pull_request
672869312,6bd0c240366a2cb5ab4f3b250c5f0fed36a7dab5,,master,passed,1745,2020-04-09 08:31:32 UTC,672869313,672869314,672869315,672869316,672869317,672869318,672869319,672869320,672869321,672869322,672869323,672869324,push
672850705,9d5dc9d34d2a531a1fe36cca627b610ac444595b,268,master,passed,1742,2020-04-09 07:27:06 UTC,672850706,672850707,672850708,672850709,672850710,672850711,672850712,672850713,672850714,672850715,672850716,672850717,pull_request
672485950,23a4ac5082535e8ce55474e9653c504eb6b2e77f,267,master,passed,1871,2020-04-08 12:23:26 UTC,672485951,672485952,672485953,672485954,672485955,672485956,672485957,672485958,672485959,672485960,672485961,672485962,pull_request
672439586,ae009eeb8bf9a1897d490f8944ad2dd5991c999b,,master,passed,1746,2020-04-08 09:49:45 UTC,672439587,672439588,672439589,672439590,672439591,672439592,672439593,672439594,672439595,672439596,672439597,672439598,push
672372915,98ca153f78d9e5f0b17d279cbb8c54037147381f,266,master,passed,1749,2020-04-08 05:32:11 UTC,672372916,672372917,672372918,672372919,672372920,672372921,672372922,672372923,672372924,672372925,672372926,672372927,pull_request
672215538,b63a9daf4b4e2f4203ac6f711aaefd23198e866f,266,master,passed,1761,2020-04-07 19:29:34 UTC,672215539,672215540,672215541,672215542,672215543,672215544,672215545,672215546,672215547,672215548,672215549,672215550,pull_request
671971853,be0efcae5443039996259fcb406680a11d56e8e9,263,master,passed,1758,2020-04-07 07:48:22 UTC,671971854,671971855,671971856,671971857,671971858,671971859,671971860,671971861,671971862,671971863,671971864,671971865,pull_request
671665282,749d83d3e199a1475e03880f36c9aa42aeea879d,,master,passed,1774,2020-04-06 14:15:56 UTC,671665283,671665284,671665285,671665286,671665287,671665288,671665289,671665290,671665291,671665292,671665293,671665294,push
671665139,c79a689f6da06686303bf06c0561066451447916,261,master,errored,371,2020-04-06 14:14:13 UTC,671665140,671665141,671665142,671665143,671665144,671665145,671665146,671665147,671665148,671665149,671665150,671665151,pull_request
671183918,73988cdf0837a6f30ecc2980bfb6d48db3d7119a,,master,passed,1763,2020-04-05 09:08:19 UTC,671183919,671183920,671183921,671183922,671183923,671183924,671183925,671183926,671183927,671183928,671183929,671183930,push
671182095,bcd58586583bda20e9cc36b6642f7d9da1da5533,260,master,passed,1685,2020-04-05 08:57:13 UTC,671182096,671182097,671182098,671182099,671182100,671182101,671182102,671182103,671182104,671182105,671182106,671182107,pull_request
