build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751254385,cceaeead1c54b3ceafe806c3a03e87c8b71a22ea,,gh,passed,66,2020-12-23 20:52:01 UTC,751254386,push
751253618,c8ce27e82fa8bd12935ac2f6a392eb71da4fa70c,,gh,passed,66,2020-12-23 20:44:37 UTC,751253619,push
747944717,1034ea720197495140b26c16591cec1c194beda0,,master,passed,66,2020-12-06 15:18:10 UTC,747944718,push
747938939,9045a24cd452c426f8602792cdb45fb52fd7f1e7,453,master,passed,68,2020-12-06 14:27:20 UTC,747938940,pull_request
747849257,fa87159c74551a06d6a6264e2c31bb8d7604f85e,453,master,passed,65,2020-12-05 19:29:58 UTC,747849258,pull_request
747745662,19c7e6b260b10719669122fa72fcbd1194e2f0b4,,v3.6.5,passed,66,2020-12-05 01:06:56 UTC,747745663,push
747745496,19c7e6b260b10719669122fa72fcbd1194e2f0b4,,master,passed,69,2020-12-05 01:06:03 UTC,747745497,push
746477803,e92cbde48e8cbdfbe834962208a7d4fceab2e93c,452,master,passed,66,2020-11-28 19:50:59 UTC,746477804,pull_request
740701643,d6dbb5ac14c5c45c3d2740e8e5459976ae87e153,,master,passed,68,2020-11-01 23:20:13 UTC,740701644,push
740697214,a449486440d085bc8685176a874f1ae8f84df3b7,451,master,passed,68,2020-11-01 22:48:29 UTC,740697215,pull_request
740678277,4b2e982d73357189a3eee62ff487052eab7c460d,451,master,passed,66,2020-11-01 20:37:50 UTC,740678278,pull_request
740677009,4751d2d0e167429742de576a3a5d36ddaa322c04,451,master,passed,64,2020-11-01 20:31:18 UTC,740677010,pull_request
740675702,62ea65c90813d8aa1bf3e6f28cd8c20a20d15cab,451,master,passed,68,2020-11-01 20:22:42 UTC,740675703,pull_request
740674680,a941d58f9a1a6b101e8dc84a0b5d7c2eef20b193,451,master,passed,66,2020-11-01 20:15:28 UTC,740674681,pull_request
740672330,7718bd58a4a2f793b937959b1aad3e97c93bf52e,451,master,passed,66,2020-11-01 20:06:00 UTC,740672331,pull_request
740659804,8ecebda652d7b3f75052f580f354cd471bc22407,,master,passed,66,2020-11-01 18:47:06 UTC,740659805,push
740659605,211a340b4671ee1b6748359d8196531f19abb181,,master,passed,66,2020-11-01 18:45:23 UTC,740659606,push
740657742,e686076b88054b1c0280b9d0e8d3668533d2bf97,,master,passed,66,2020-11-01 18:36:04 UTC,740657743,push
740656476,e686076b88054b1c0280b9d0e8d3668533d2bf97,,static,passed,65,2020-11-01 18:29:20 UTC,740656477,push
740646403,f07e0e1954ca44674355c502fb54a88489868106,451,master,passed,70,2020-11-01 17:26:20 UTC,740646404,pull_request
739735243,a31ad4cf4982f88ad827c45d0794abd9d448689e,450,master,passed,70,2020-10-28 21:03:04 UTC,739735244,pull_request
739651397,32b38f27aed6a6b2ef24a48578fbc49e79d36ff8,450,master,passed,68,2020-10-28 15:44:36 UTC,739651398,pull_request
739645164,0d305c5d4df189da6b2467406aa04af84b21dba0,450,master,passed,67,2020-10-28 15:35:27 UTC,739645167,pull_request
739466974,b7c7b041488bf0ef8b2ebb45cbc8b8fc597234be,450,master,passed,70,2020-10-27 23:47:54 UTC,739466975,pull_request
738687762,6f6b6b4253be1dc6c090142c98261ca201eac517,449,master,passed,66,2020-10-25 09:01:51 UTC,738687763,pull_request
738503643,f71268f1d6601581e91ecd7aaca2a2f6cad7fab7,449,master,passed,63,2020-10-24 07:40:55 UTC,738503644,pull_request
712298498,f888f759cf844a25d7ce5d5530f48364df52ee57,,master,passed,64,2020-07-27 18:15:06 UTC,712298499,push
712027828,05a56312227692d09d47431c0f1faa7bf864f50f,448,master,passed,68,2020-07-26 23:34:53 UTC,712027829,pull_request
711993238,4d658954686a21d017345f354ebfd93ec7eead60,448,master,passed,68,2020-07-26 19:52:26 UTC,711993239,pull_request
711988206,bb809a8ad87312c3aab90d32b495a2e97e187cbb,447,master,passed,65,2020-07-26 19:19:36 UTC,711988207,pull_request
698339075,bc9757f1ae5ee30f92383183c10951a92e48291f,,v3.6.4,passed,64,2020-06-15 00:05:06 UTC,698339076,push
697784278,4d277a1100bc6ce86946a00a6c35330356b0f865,398,master,passed,67,2020-06-12 21:05:59 UTC,697784279,pull_request
697783648,bc9757f1ae5ee30f92383183c10951a92e48291f,,master,passed,67,2020-06-12 21:04:26 UTC,697783649,push
697735925,bc9757f1ae5ee30f92383183c10951a92e48291f,,2_fix,passed,66,2020-06-12 18:34:09 UTC,697735926,push
697734863,5544ad1ffed01213088ecdb0313ea21aaec39dc3,,master,passed,62,2020-06-12 18:30:13 UTC,697734864,push
697474969,bf65bf2d576a333ed1bfcd77087baf7044533b01,445,master,passed,66,2020-06-12 03:09:33 UTC,697474970,pull_request
697125942,d429fd09597a8f292d5e6a85c1497d2490d59e1e,445,master,passed,65,2020-06-11 07:10:27 UTC,697125943,pull_request
697121045,3af817678f2734a19d6c8600bd0f0b5817fb99cd,445,master,passed,69,2020-06-11 06:46:10 UTC,697121046,pull_request
697115914,6ddac82431da8145cbafdb445ed000116e2963ef,445,master,passed,64,2020-06-11 06:20:01 UTC,697115915,pull_request
697087678,a96e9ed2070ee8c4ae4971fe0e88ee243c3cd6b3,445,master,passed,64,2020-06-11 03:33:17 UTC,697087679,pull_request
696910319,4030a4570d4515219db929b8c3ff4d803654ccd8,445,master,passed,65,2020-06-10 16:09:44 UTC,696910320,pull_request
696806828,b3b7a84d35beffad9bd9577f504bd8dc4eb86d90,445,master,passed,66,2020-06-10 11:15:52 UTC,696806829,pull_request
694074787,4d322a6db74f2622dfb37f78c1aebee13b96f72c,,v3.6.3,passed,63,2020-06-03 00:47:41 UTC,694074788,push
692395726,4d322a6db74f2622dfb37f78c1aebee13b96f72c,,master,passed,64,2020-05-29 01:41:07 UTC,692395727,push
692382811,d2a34ccd5e17ae473a9fd392a0e0419c23db0301,444,master,passed,65,2020-05-29 00:25:08 UTC,692382812,pull_request
691120046,d928bc519a34cb5d710e72922985c34bc5a59648,,master,passed,61,2020-05-25 23:08:32 UTC,691120047,push
691117163,88571e95cbf116186755ac85909c94ee808f51d2,,ga,passed,66,2020-05-25 22:53:00 UTC,691117164,push
691116488,583e1426a7b066d5ecd56be9bd99ecc507349956,,ga,passed,62,2020-05-25 22:50:19 UTC,691116489,push
691115542,c920437057206682ba7d19e6f051ff7b796fe54c,,ga,passed,126,2020-05-25 22:45:33 UTC,691115543,691115544,push
691115049,db18a015be3af3bdec667c1352de082f19c86493,,ga,passed,131,2020-05-25 22:43:22 UTC,691115050,691115051,push
691112731,cac7bf04ace569f2162fb08d3d37d6e57bd51edb,,ga,passed,128,2020-05-25 22:32:58 UTC,691112732,691112733,push
690772479,c6464c3112e80e0979072cfd6f6974d63bf3d712,398,master,passed,127,2020-05-25 01:30:41 UTC,690772480,690772481,pull_request
690771897,229d90f089a0665957ca73daf3215485468e4a42,,master,passed,125,2020-05-25 01:25:51 UTC,690771898,690771899,push
690770145,229d90f089a0665957ca73daf3215485468e4a42,,ga,passed,121,2020-05-25 01:16:34 UTC,690770146,690770147,push
690769521,a1841083489d69357b750711e5264e21239957a6,,ga,passed,200,2020-05-25 01:13:15 UTC,690769522,690769523,push
690768611,c2da1115f9f589e607c642580eeec5833b4ec7bf,,ga,passed,198,2020-05-25 01:07:46 UTC,690768612,690768613,push
690767188,faf2dd6b13fdb13c897ef98523fe978edf75c6dd,,ga,passed,198,2020-05-25 01:00:32 UTC,690767189,690767190,push
690766528,6c53a49efe57457cd2c3c167ef421bb7fd0bc508,,ga,passed,197,2020-05-25 00:55:54 UTC,690766529,690766530,push
690766120,6e04e3596a80409984d4bf434a516875b4f9cd8c,,ga,passed,193,2020-05-25 00:54:07 UTC,690766121,690766122,push
690763530,d12443c29d33bd1005c26c1b64a664603d2ecf08,,ga,failed,191,2020-05-25 00:41:26 UTC,690763531,690763532,push
690762293,dd85de5dcef0225d5fbca520b87ff69d66da7df9,,master,passed,200,2020-05-25 00:34:59 UTC,690762294,690762295,push
690761478,dd85de5dcef0225d5fbca520b87ff69d66da7df9,,bb,passed,254,2020-05-25 00:29:42 UTC,690761479,690761480,push
690758672,28ed0e2123d1da68aec2b50683f34661353302f1,,bb,passed,190,2020-05-25 00:12:52 UTC,690758673,690758674,push
690756517,6982870edb5c68e9c4bbbe3ff48bcb413136ca7a,,ga,failed,194,2020-05-25 00:00:30 UTC,690756518,690756519,push
690756376,c0a274a3e4ceae431e49d5a5afa80ea9d304d897,,bb,passed,199,2020-05-24 23:59:43 UTC,690756377,690756378,push
690756271,d0f2f1016212c746448803735a8e8eee95fd69a1,,bb,canceled,0,,690756272,690756273,push
690755227,588b1a3a2e4aa8ba101f20d34d2e5bba12924cae,,master,passed,199,2020-05-24 23:51:14 UTC,690755228,690755229,push
690752413,588b1a3a2e4aa8ba101f20d34d2e5bba12924cae,,fixes,passed,206,2020-05-24 23:35:58 UTC,690752414,690752415,push
690751249,aeb8fa05ca970e3c82dcda3f09573848a391297b,,fixes,failed,190,2020-05-24 23:28:05 UTC,690751250,690751251,push
690746830,327cafea7f5929dc27199c7259680ae53757f3c1,,master,passed,201,2020-05-24 23:02:02 UTC,690746831,690746832,push
690746069,327cafea7f5929dc27199c7259680ae53757f3c1,,gogen,passed,198,2020-05-24 22:57:56 UTC,690746070,690746071,push
690741020,b4516dbbe43bcd574c6fcdb916c1f675e13f5814,,ga,failed,186,2020-05-24 22:32:54 UTC,690741021,690741022,push
690739019,21118b2215c04b510030bb3e16ec1a4c9d8a7257,,ga,failed,201,2020-05-24 22:22:22 UTC,690739020,690739021,push
690738859,9738e4ae0521bf7f7f3c8a145b85988da88cb161,,ga,errored,40,2020-05-24 22:21:20 UTC,690738860,690738861,push
690736772,64cf7eec7680b8559740209306a99969c4bc80d7,,ga,passed,192,2020-05-24 22:11:01 UTC,690736773,690736774,push
687903453,095c86dbed3a05fab0b0522ffd8695332874e70f,398,master,passed,201,2020-05-16 21:47:25 UTC,687903454,687903455,pull_request
686285376,a17c38f8c6d6a752f42a24a67fdda8b2a16a811a,,master,errored,805,2020-05-12 20:09:26 UTC,686285377,686285378,push
686250545,e1870bc14796a82010e5d249806127e7884af0a9,443,master,passed,207,2020-05-12 18:51:24 UTC,686250546,686250547,pull_request
685947431,a78e30c430dc585c69917b2c3fb5a664f65a13aa,443,master,passed,192,2020-05-12 03:52:40 UTC,685947432,685947433,pull_request
679116995,31adfeac64f0f084b67abf5d6c560d754b41f407,,master,passed,209,2020-04-24 16:43:19 UTC,679116996,679116997,push
679091076,a19bed2a9c95d2a7d90535e097a66772f9f6ef3c,442,master,passed,203,2020-04-24 15:40:14 UTC,679091077,679091078,pull_request
679083914,7aa68c1ee8bace58778907fd33fb18a260735e38,442,master,passed,211,2020-04-24 15:22:10 UTC,679083915,679083916,pull_request
679069335,eb62e820ccfe9396f0d63a15917231c3b58992a7,442,master,passed,197,2020-04-24 14:50:51 UTC,679069336,679069337,pull_request
677053868,8ba3f47f481ec9fd411f3e6812c3f3bca52c43bd,,master,passed,197,2020-04-20 00:32:23 UTC,677053869,677053870,push
677053097,8ba3f47f481ec9fd411f3e6812c3f3bca52c43bd,,travis,passed,193,2020-04-20 00:27:07 UTC,677053098,677053099,push
677051155,6578d774d128fdc3ec546fc23af8975bfedcf9d4,,travis,errored,803,2020-04-20 00:18:12 UTC,677051156,677051157,push
677048666,6993aab970db946828d5ee1ec9f2087840afea88,,travis,failed,198,2020-04-20 00:04:54 UTC,677048667,677048668,push
677047935,b5ffcfb5d492f185c5180b7fd16e33aa60caff98,,travis,errored,95,2020-04-20 00:01:47 UTC,677047936,677047937,push
677045897,21a960b73a8fc8a7c563f74cd7388dc6f3a2deae,,master,passed,193,2020-04-19 23:50:44 UTC,677045898,677045899,push
677045095,ca8247e34f90fca8d237f0ad06c92550730d9f1c,,travis,passed,187,2020-04-19 23:45:33 UTC,677045096,677045097,push
677044750,47b2e00f657d8230b75a900a4ddfd0cc05c35ffa,,master,passed,160,2020-04-19 23:42:53 UTC,677044751,677044752,push
677044207,47b2e00f657d8230b75a900a4ddfd0cc05c35ffa,,fix,passed,166,2020-04-19 23:39:43 UTC,677044208,677044209,push
677041910,8913c2aa43c8ffa4a6a5f9eefa481bc768381ec0,,travis,failed,176,2020-04-19 23:28:02 UTC,677041911,677041912,push
676620662,bb30d00c28b346bba83a2d99ac98bf9b7381077b,,master,passed,160,2020-04-18 15:51:15 UTC,676620663,676620664,push
