build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759952384,475fd2d65effe0855f7d43e5275994e801427104,,master,passed,158,2021-02-22 06:39:50 UTC,759952385,push
759932853,ebead9fb169cd67cdb7adaf1ef970f4ac67b61e9,1123,master,passed,150,2021-02-22 03:30:24 UTC,759932854,pull_request
759925561,b8c80d9b56b36d853d93e90b0878524d9ea1394a,,master,passed,156,2021-02-22 01:55:01 UTC,759925562,push
759725898,2e2aa30cae4c969aa43230961b0220cfa83725f9,1122,master,passed,157,2021-02-20 03:48:33 UTC,759725899,pull_request
759717403,7d2250ca3ae99ed6798ad7ecbf78ba46ea581c47,1122,master,passed,155,2021-02-20 01:47:27 UTC,759717404,pull_request
759716460,cab1e7dcfbac34fcbb065fa94ca011488d601a2a,1122,master,passed,152,2021-02-20 01:36:46 UTC,759716461,pull_request
759716458,947d7322aef2f3bf89afb816245cdfbbefb5620c,1122,master,canceled,0,,759716459,pull_request
759611182,1f30ceb6211972075e41fa04b647ec3e0a646dc8,,master,passed,150,2021-02-19 09:26:18 UTC,759611183,push
759609662,fa5db414c8c4c2731d5ebe727582ab13b283ffc2,1121,master,passed,161,2021-02-19 09:11:59 UTC,759609663,pull_request
759596118,1e9a6aeef597a7425faef06b35931b90e2110e05,,master,passed,155,2021-02-19 06:30:00 UTC,759596119,push
759585103,de589bf2fcb179552dbf928fa1269b9b5d8ef840,1119,master,passed,156,2021-02-19 04:43:05 UTC,759585104,pull_request
759446218,268faf6a1b12c39fb61923c9e019daf7f5c9ff8b,1119,master,passed,155,2021-02-18 06:43:38 UTC,759446219,pull_request
759446149,b322a22e9dbe351431e562b0dea4dcb6206fcaa7,1119,master,passed,157,2021-02-18 06:42:54 UTC,759446150,pull_request
757901549,39650000266faa64d024b4cb762a2e5a40ff8a7c,,master,passed,155,2021-02-07 08:17:04 UTC,757901550,push
757896429,13be558c6053edad45504c647f2195f08ca2f6db,1118,master,passed,161,2021-02-07 06:26:39 UTC,757896430,pull_request
757892062,2a511522668977718f3cae6fd4807497fa0829f5,1118,master,passed,150,2021-02-07 05:04:15 UTC,757892063,pull_request
757891486,9c93fabaafbfbd4431f367dd80e522823def0778,1118,master,passed,148,2021-02-07 04:57:41 UTC,757891487,pull_request
757891196,6a7af3d3cf29979377e853c9723cbb2914bebabb,1118,master,failed,159,2021-02-07 04:51:02 UTC,757891197,pull_request
757027591,39c3159c1022568aaa9cc76c11d2634cd81670ed,,master,passed,153,2021-02-01 06:42:37 UTC,757027592,push
757006061,bfcc15a5a30fb708f3eccf947c1413a5262877b9,1117,master,passed,148,2021-02-01 03:14:36 UTC,757006062,pull_request
757003819,5054f52155b3760e085626e5925fe9c83c3407bd,1114,master,errored,22,2021-02-01 02:43:03 UTC,757003820,pull_request
757003492,a9f77e424af043ff770ae101ca4e7467a4585568,,master,passed,145,2021-02-01 02:39:32 UTC,757003493,push
756999694,19d84ee5dbfbcd60a1a1513bbd4d8ae61de70354,1114,master,passed,141,2021-02-01 01:48:57 UTC,756999695,pull_request
756702994,f558fb75d43154b61fa8ff95756059108428a096,1114,master,failed,149,2021-01-29 12:48:26 UTC,756702995,pull_request
756701351,83c61577ef215ec2c6f9e824306dafb4a3c5703e,1115,master,passed,146,2021-01-29 12:26:42 UTC,756701352,pull_request
756671426,c5416c5e65ca2b78e3e86dc424b3be898dc7ec04,1114,master,failed,148,2021-01-29 06:21:17 UTC,756671427,pull_request
756671420,a8b9efd4267bdb3345512f81b99cccfcf9ffe885,1114,master,canceled,0,,756671421,pull_request
756668941,8acfb21d9e9bf8cbee992156cce9f5b17e6b97a3,1114,master,canceled,0,,756668942,pull_request
756516726,066c09be1eea1b49914b2a6e806329a599edce58,,master,passed,142,2021-01-28 06:35:24 UTC,756516727,push
756502275,d4163480708f4237c3682e28bac639a666a0eb16,1113,master,failed,143,2021-01-28 03:52:16 UTC,756502276,pull_request
756358584,4a9b23875036ce6d8e1fe11ebf317f54d0d6ce06,,master,passed,140,2021-01-27 05:43:06 UTC,756358585,push
756344892,c864373b47630fd1881d7eebdc6fd498df579cea,1111,master,passed,148,2021-01-27 03:25:49 UTC,756344893,pull_request
756187727,662da32ff8a06506410afd4d98e06d96ffff97e3,1111,master,passed,141,2021-01-26 03:14:42 UTC,756187728,pull_request
756183185,bb447fe5fbe4b421ae54a4355a1fdd8222e31980,1111,master,canceled,0,,756183186,pull_request
756066127,a5ecab283ca9d519be7871ab9eb8abb226b9af26,1112,master,passed,141,2021-01-25 10:13:34 UTC,756066128,pull_request
756066063,a5ecab283ca9d519be7871ab9eb8abb226b9af26,1112,master,canceled,0,,756066064,pull_request
756064652,b919825d860a0453057743abaea43f91e8ec2151,1111,master,failed,71,2021-01-25 09:59:26 UTC,756064653,pull_request
756064621,4ff26bce6d7b54a7423d15158429da57bacbc786,1111,master,canceled,0,,756064622,pull_request
753111966,93905f057e74d87be7c7d29de40ef917b758db8e,,master,passed,142,2021-01-06 02:40:24 UTC,753111967,push
753110242,ae96f4258bf98da94aee8037ad89aa526bd8ec15,,2.2.4,passed,149,2021-01-06 02:25:03 UTC,753110243,push
753108727,6eaf0e6edba87381f219caee728ee87fc0540583,1110,master,passed,142,2021-01-06 02:12:20 UTC,753108728,pull_request
753108617,ae96f4258bf98da94aee8037ad89aa526bd8ec15,,master,passed,143,2021-01-06 02:11:15 UTC,753108618,push
751123570,6bfb406dfb6b787b1027e0545e8b5ff7dc37c527,1110,master,failed,1010,2020-12-23 01:10:05 UTC,751123571,751123572,751123573,pull_request
749764616,ee7c15e323b74888a28b341425909e390d732373,1109,master,passed,142,2020-12-15 07:00:14 UTC,749764617,pull_request
748970311,4a3ef93052116e2768b1cbc21fab9a5465686137,1109,master,failed,964,2020-12-11 07:45:20 UTC,748970312,748970313,748970314,pull_request
748921873,9922c4ac58f1a27c4f7b3457ae7fde6b7a55fcb5,1109,master,failed,2766,2020-12-11 03:48:54 UTC,748921874,748921875,748921876,pull_request
748721833,290067d80ac3e27c83089d33be56661726fdae8b,1109,master,failed,990,2020-12-10 09:19:07 UTC,748721834,748721835,748721836,pull_request
748720473,4d2071a181568b3c385b1552a89912b616ca3add,1109,master,canceled,0,,748720474,748720475,748720476,pull_request
748711263,1bdb10a1abb081e07c4548e0a6a0630a6c6d4cc4,1109,master,failed,2611,2020-12-10 07:49:02 UTC,748711264,748711265,748711266,pull_request
748683535,ee5b0bf1d7b18080aeacc1bfed7fed24ce6ae05f,1108,master,failed,998,2020-12-10 04:20:41 UTC,748683536,748683537,748683538,pull_request
748670693,93abaf50bca50e0746cbd77e82031e539827aa66,1108,master,failed,2713,2020-12-10 02:24:11 UTC,748670694,748670695,748670696,pull_request
748513770,70c72079201c90a62ca7baeddf219c855afad3da,1107,master,failed,989,2020-12-09 09:35:01 UTC,748513771,748513772,748513773,pull_request
748496583,89dd3d44c064b5ba3281b52198d20d6f0104eb52,1107,master,failed,2550,2020-12-09 07:14:03 UTC,748496584,748496585,748496586,pull_request
748496575,bea15cfd974bf07f5847687eee0f3a09da518692,1107,master,canceled,0,,748496576,748496577,748496578,pull_request
739847285,04a08018250bead0309475211ccc2d65e72d4dd5,,master,passed,1403,2020-10-29 08:22:53 UTC,739847286,739847287,739847288,push
739230711,3ea86bf305e3e12e6436a94a7dd35acd943a7913,1106,master,passed,1022,2020-10-27 09:54:12 UTC,739230712,739230713,739230714,pull_request
739220651,90183ed6a958aaae241f2da5d445d31555921210,1106,master,failed,1049,2020-10-27 09:06:59 UTC,739220652,739220653,739220658,pull_request
739213826,3f769bdddcf6262c4e8845e7b581f7fcdf09aff2,1106,master,failed,1044,2020-10-27 08:24:58 UTC,739213827,739213828,739213829,pull_request
739211084,2e5cd23ba507a8e019a02a3a5ee2b48f107eed9a,1106,master,canceled,0,,739211085,739211086,739211087,pull_request
739210792,49e9bc4684e757701dd0b45ff8724925193c69a4,1106,master,canceled,0,,739210793,739210794,739210795,pull_request
739209821,f527436b92edb07efadb20694aa94123c208a66d,1106,master,canceled,0,,739209822,739209823,739209824,pull_request
739198718,1abbff3483e6adbb5003bb896426804cc82ee554,1106,master,failed,1048,2020-10-27 06:58:50 UTC,739198719,739198720,739198721,pull_request
739178049,89664e932071ac108d42941c0d51c9d11a9f0b7d,1106,master,failed,650,2020-10-27 04:52:12 UTC,739178050,739178051,739178052,pull_request
734505724,26866a529c5fbad1e405ad3820df002beed74135,,master,passed,1026,2020-10-10 08:00:21 UTC,734505725,734505726,734505727,push
734499946,1906a2912d47c3b9b538cd7f3875ee295a00ae11,1102,master,passed,2676,2020-10-10 07:04:19 UTC,734499947,734499948,734499949,pull_request
734499887,6a852ff9a76d2846f56bb33b2776a771631fd41b,,master,passed,2694,2020-10-10 07:03:15 UTC,734499888,734499889,734499890,push
734464447,5b7141495197513b17b51e15515c8a8426db553b,1104,master,passed,1024,2020-10-10 01:22:57 UTC,734464448,734464449,734464450,pull_request
734207111,63a4d61d7fd7d2cb04df5e08134322535c5bf2c3,1104,master,failed,2767,2020-10-09 07:18:30 UTC,734207112,734207113,734207114,pull_request
734206711,4bfe07b1fee29f65121b104ee3b22d7606ccdf33,1104,master,failed,2685,2020-10-09 07:16:36 UTC,734206712,734206713,734206714,pull_request
724660945,0b3ca769d5728d67333ac107ff86aecd36ec6d8f,,master,passed,992,2020-09-06 14:43:25 UTC,724660946,724660947,724660948,push
723346960,184ed2973a1def19d9733551b4328be417babee6,1102,master,passed,1097,2020-09-02 06:45:19 UTC,723346961,723346962,723346963,pull_request
723039883,dcd6ee064e428844f135100757e178cb2ef21fbc,,master,passed,1070,2020-09-01 10:49:34 UTC,723039884,723039885,723039886,push
723035327,5fce055bac01e11fe30174cb9891525deba82ac9,1101,master,passed,1086,2020-09-01 10:30:33 UTC,723035329,723035330,723035331,pull_request
723032994,8787591a29dc0419752a9c9502c9113321d4f399,1101,master,failed,1066,2020-09-01 10:18:45 UTC,723032995,723032996,723032997,pull_request
723025761,77c6534a55913646cd6e62a2bc9471997103c020,1101,master,failed,901,2020-09-01 09:45:37 UTC,723025762,723025763,723025764,pull_request
723025671,fd5eda0694435c1330ddf307f9d4d1844011059c,1101,master,failed,935,2020-09-01 09:45:07 UTC,723025672,723025673,723025674,pull_request
722306598,9046b76d6ae7da65161f7235b7f68d8f814d0bac,,master,passed,1087,2020-08-29 15:15:12 UTC,722306600,722306602,722306603,push
720907278,bc7ee97c70b4c39c4cb7aae2ccf76fb71b7bc19f,,master,passed,2604,2020-08-25 07:39:24 UTC,720907279,720907280,720907281,push
720906224,cb0a8fda1964d185257aef7c696c6ba5f4cc2bd1,1100,master,passed,2654,2020-08-25 07:34:52 UTC,720906225,720906226,720906227,pull_request
704173594,5c17241936e4a641636b47c6a7ad43523643262e,,master,passed,1313,2020-07-02 03:06:44 UTC,704173595,704173596,704173597,push
704173413,4824643454edd60c97f7d1ffa5c0fde10fec3377,,master,passed,1355,2020-07-02 03:06:00 UTC,704173414,704173415,704173416,push
699965947,febe527b77fe22e5c1e836eb6528d78119d37f79,,master,passed,994,2020-06-19 05:42:33 UTC,699965948,699965949,699965950,push
699964976,060a5c4bfc8c8d34e8bccc4964c90db40f9b65d3,,master,passed,1050,2020-06-19 05:37:46 UTC,699964977,699964978,699964979,push
699919471,0ac81d1fb57220abd5e7f4d50380be4608b50763,,2.2.3,passed,1088,2020-06-19 00:45:05 UTC,699919472,699919473,699919474,push
699918933,0ac81d1fb57220abd5e7f4d50380be4608b50763,,master,failed,982,2020-06-19 00:41:59 UTC,699918934,699918935,699918936,push
699645864,53f47d8d5bba493e70e30da67b23c6f4c71d8405,1090,master,passed,993,2020-06-18 10:46:56 UTC,699645865,699645866,699645867,pull_request
699596388,6b4f39ad5c57324646bee5161378ae5d4392028b,,master,passed,1001,2020-06-18 07:26:45 UTC,699596389,699596390,699596391,push
699593253,70369749a941c032d73526279a390a22ec7cc352,1089,master,passed,1009,2020-06-18 07:11:46 UTC,699593254,699593255,699593256,pull_request
699590734,af0f4da6a1f21ce5ec4662ea514e0807c2462ba4,1089,master,passed,986,2020-06-18 06:59:55 UTC,699590735,699590736,699590737,pull_request
699572993,e123e242acf40a75022bad39d8007c60e44cf6e0,1090,master,passed,1003,2020-06-18 05:17:34 UTC,699572994,699572995,699572996,pull_request
699561616,fa94611360ea773f57ae1069909eef0e878e2406,1089,master,failed,1003,2020-06-18 04:01:55 UTC,699561617,699561618,699561619,pull_request
699561508,38ee3335f4fb05fb2526baccbff03ac349f345c3,,master,passed,995,2020-06-18 03:59:22 UTC,699561509,699561510,699561511,push
699561040,dcebd29bbb48dcd6926f61f07b31190eabf0e482,1089,master,failed,1005,2020-06-18 03:56:56 UTC,699561041,699561042,699561043,pull_request
699559336,47c38381bc32992d694deb05f83a67ab4cddde82,1086,master,passed,978,2020-06-18 03:43:44 UTC,699559337,699559338,699559339,pull_request
699556109,39f154da0371da43c6496bef26d9fe528cf02f76,1089,master,failed,1009,2020-06-18 03:24:21 UTC,699556110,699556111,699556112,pull_request
698490430,faf18cb5e614b17383f5563c6df51ec3b8253ebf,,master,passed,1020,2020-06-15 11:45:23 UTC,698490431,698490432,698490433,push
698240431,a25cc9d86b8d9c70dc835552fe1c9282eaadb5fc,1088,master,failed,967,2020-06-14 15:50:27 UTC,698240432,698240433,698240434,pull_request
696488449,90692d58dc0f8695eafb4bcc6a6fa47d1666b630,1087,master,failed,1010,2020-06-09 14:27:03 UTC,696488451,696488452,696488454,pull_request
696485948,429e4c86c807f8ff64b0fc8707e1153fc37defb1,1087,master,failed,984,2020-06-15 07:01:07 UTC,696485949,696485950,696485951,pull_request
696471153,3b5070678d490a4f05bb01ef24a335b1f3d3d237,1086,master,passed,998,2020-06-18 03:50:07 UTC,696471154,696471155,696471156,pull_request
696461688,b54e6c99065c7c2fda43a30d7629a9cc176921bf,,master,passed,1009,2020-06-09 13:45:09 UTC,696461689,696461690,696461691,push
