build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755437147,eb7fd249d167cb90928aaae274aa6f713e8b058c,201,master,passed,607,2021-01-21 00:05:13 UTC,755437148,755437149,755437150,755437151,755437152,755437153,pull_request
755437138,5a450489c5d7940e6272af6cff8626fe69eef2bc,,dependabot/maven/com.fasterxml.jackson.core-jackson-databind-2.9.10.7,passed,1223,2021-01-21 00:05:07 UTC,755437140,755437141,755437142,755437144,755437145,755437146,push
751110297,e775eaa7c5e3a8a0a0d04ec0354be1785a98348e,,master,passed,764,2020-12-22 22:59:26 UTC,751110298,751110299,751110300,751110301,751110302,751110303,push
750198610,839566cbb76ab31b8b04838cd30113c29f7758df,200,master,passed,730,2020-12-17 11:05:47 UTC,750198611,750198612,750198613,750198614,750198615,750198616,pull_request
750197713,de753af5ac44651d7c01fd4dfb03f9ec43f55ddb,200,master,passed,565,2020-12-17 10:47:11 UTC,750197716,750197717,750197718,750197719,750197720,750197721,pull_request
746383188,a662dcd4fac69abeb24a745c0f5c69569911b7ea,,master,passed,239,2020-11-28 05:17:09 UTC,746383189,746383190,746383191,push
746335672,8704d9ca3e3c96202464b6609028124d59f34c66,,v0.8,passed,254,2020-11-27 21:53:34 UTC,746335673,746335674,746335675,push
745968955,8054396ce6fa73c82824cb5eb5d59fc82c0d3328,,master,passed,245,2020-11-25 23:25:20 UTC,745968956,745968957,745968958,push
745968951,8704d9ca3e3c96202464b6609028124d59f34c66,,spatial4j-0.8,passed,243,2020-11-25 23:25:18 UTC,745968952,745968953,745968954,push
745968943,8704d9ca3e3c96202464b6609028124d59f34c66,,master,canceled,0,,745968944,745968945,745968946,push
745030775,1f6e2047f0574a430fc711cf2cd5adf141a8bda9,,master,passed,264,2020-11-21 06:34:52 UTC,745030779,745030781,745030783,push
744820041,e5abb68c427f2f8a4a451a45a8e38f531a490050,197,master,passed,269,2020-11-21 00:42:58 UTC,744820042,744820043,744820044,pull_request
743850029,052cd128f3f14bb052ea08d2225b59a5bb7ffff8,,master,passed,261,2020-11-16 03:04:21 UTC,743850030,743850031,743850032,push
743331650,8af29680073cb175f41992e98ce7beaedc811786,,master,passed,257,2020-11-13 04:49:24 UTC,743331651,743331652,743331653,push
743047492,847b5396e14356c67abb4820cbf985b6867b1306,,master,passed,256,2020-11-11 22:57:38 UTC,743047493,743047494,743047495,push
739479279,ee3972390dd1990fb661f2f2946fc2a08c5cb630,,master,passed,254,2020-10-28 02:13:09 UTC,739479280,739479281,739479282,push
739218555,b5446a95900f6bae2dad5fe1912f64398b34f224,194,master,passed,222,2020-10-27 08:53:37 UTC,739218556,739218557,739218558,pull_request
738840747,ed34d17f58eee48689858deea4467d0021c33745,196,master,passed,246,2020-10-26 01:48:54 UTC,738840748,738840749,738840750,pull_request
736900188,2435128d4ea0e576c6bc3b62ad637095b22a8449,,master,passed,235,2020-10-18 21:52:51 UTC,736900189,736900190,736900191,push
736899363,9355805490800ec762b116e0bf1437464f601eb2,194,master,passed,247,2020-10-18 21:45:59 UTC,736899364,736899365,736899366,pull_request
736895771,cf970a127905e5091d9719f86966fb7a2581ae56,194,master,passed,275,2020-10-18 21:16:47 UTC,736895772,736895773,736895774,pull_request
