build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
706343864,f28923bfd079a8e3cca79790d8bbed5d4bfd8168,,master,passed,269,2020-07-08 22:55:12 UTC,706343865,706343866,706343867,706343868,706343869,706343870,push
706332077,3ad424a1f15fa6a38a2e4a678dbfa3c2545e568c,128,master,passed,263,2020-07-08 22:04:53 UTC,706332078,706332079,706332080,706332081,706332082,706332083,pull_request
706269728,3068026146a0604acd58cfbbd4ed4fda3aaa7ba7,128,master,passed,269,2020-07-08 18:39:53 UTC,706269729,706269730,706269731,706269732,706269733,706269734,pull_request
700181921,c9adcccf7796d48c489e075b0c848ddd8a8ef99d,,master,passed,378,2020-06-19 19:03:48 UTC,700181922,700181923,700181924,700181925,700181926,700181927,push
699474707,ea63e52c954688bfa85cbc2248c7971557a7b63b,127,master,passed,399,2020-06-17 21:13:21 UTC,699474708,699474709,699474710,699474711,699474712,699474713,pull_request
669351964,b676030140950cc7224920ca8028aed382067b51,,0.9.6,passed,247,2020-03-31 17:45:04 UTC,669351965,669351966,669351967,669351968,669351969,push
667800603,b676030140950cc7224920ca8028aed382067b51,,master,passed,348,2020-03-27 17:04:56 UTC,667800604,667800605,667800606,667800607,667800608,push
664971031,7c0bf892cd19a920f7a29a61a36cc140d4b05afe,126,master,passed,230,2020-03-20 18:26:12 UTC,664971032,664971033,664971034,664971035,664971036,pull_request
664971018,76f6c2b0816392a267b12a6a4891b4dfbf44e613,,rushy--ttl,passed,230,2020-03-20 18:26:08 UTC,664971019,664971020,664971021,664971022,664971023,push
664913593,d347c3cff9626717062f6ab6e037c558ca679327,126,master,passed,242,2020-03-20 16:06:02 UTC,664913594,664913595,664913596,664913597,664913598,pull_request
664913570,7c55bc1a7ab0f1c1ebbccf72ac3c6c8aebfed920,,rushy--ttl,passed,238,2020-03-20 16:05:57 UTC,664913571,664913572,664913574,664913575,664913576,push
664904839,8389d33eeeb0e93537b275d9b1f69d9b4391f97c,126,master,failed,238,2020-03-20 15:48:24 UTC,664904840,664904841,664904842,664904843,664904844,pull_request
664904780,92af6cbeaa96ac2b4f7007e59a2d5a7763e1b80d,,rushy--ttl,failed,240,2020-03-20 15:48:21 UTC,664904781,664904782,664904783,664904784,664904785,push
664567362,01d77b8a644d9521df1b0fd905b15043996317f7,126,master,passed,235,2020-03-19 20:07:40 UTC,664567363,664567364,664567365,664567366,664567367,pull_request
664567340,52765de24e9391df311a17623a88933c49882839,,rushy--ttl,passed,241,2020-03-19 20:06:42 UTC,664567341,664567342,664567343,664567344,664567345,push
664564694,fbab848d9bd9212210630b940955f567e38ef312,126,master,errored,236,2020-03-19 19:52:38 UTC,664564695,664564696,664564697,664564698,664564699,pull_request
664564676,2263d71486d05c68661a35a3d059a3ec68ff29a1,,rushy--ttl,errored,240,2020-03-19 19:52:34 UTC,664564677,664564678,664564679,664564680,664564681,push
664562060,d2269e6c250e1bbbc4d3e747427e69aaebd87f04,126,master,passed,234,2020-03-19 19:45:18 UTC,664562061,664562062,664562063,664562064,664562065,pull_request
664562041,cfff047e32f27521a9a20b7d1e8d4b23c758fb3e,,rushy--ttl,passed,231,2020-03-19 19:45:19 UTC,664562042,664562043,664562044,664562045,664562046,push
664202407,18fa0ecf5a425dd236dfce089481b5e1aa9830f1,126,master,passed,275,2020-03-19 01:23:20 UTC,664202408,664202409,664202410,664202411,664202412,pull_request
664202399,5088781069d049006d47775c7be8b6979cba69cc,,rushy--ttl,passed,305,2020-03-19 01:23:18 UTC,664202400,664202401,664202402,664202403,664202404,push
664017868,750dfb7c6a91f2ccc44059d9f3ad9fe04cdc5502,126,master,passed,235,2020-03-18 16:19:51 UTC,664017870,664017871,664017872,664017873,664017874,pull_request
664017844,fee3b88cffaa8ddac70416a66f4a51442b32fc2a,,rushy--ttl,passed,235,2020-03-18 16:19:48 UTC,664017845,664017846,664017847,664017848,664017849,push
663700638,06c5de1434ca1d8a0caf9e4bdbf50459520d9532,126,master,passed,347,2020-03-17 21:45:34 UTC,663700641,663700642,663700643,663700644,663700645,pull_request
663698876,2eafe63dce8ed69165183fcc207f76f8d2958e52,,rushy--ttl,passed,348,2020-03-17 21:40:06 UTC,663698877,663698878,663698879,663698880,663698881,push
656384552,d45af4275b6bd9cc0f3bbc2a6179c459f76c9e83,125,master,errored,268,2020-02-28 18:27:41 UTC,656384553,656384554,656384555,656384556,656384557,pull_request
656384544,c3fb6282ce07f7b7d15388a186643e603b18cc64,,dependabot/bundler/rake-13.0.1,errored,268,2020-02-28 18:27:40 UTC,656384545,656384546,656384547,656384548,656384549,push
650197286,0e674156098b8806c6a5133d2b37024347cf9cc2,,master,passed,234,2020-02-13 23:04:47 UTC,650197287,650197288,650197289,650197290,650197291,push
649729724,f1ce233b615949f643534dae65941fa4f3e4179a,124,master,passed,460,2020-02-13 00:30:15 UTC,649729725,649729726,649729727,649729728,649729729,pull_request
649729707,b45c122a1c14fcb5f2cd3643fdcf5e84bfab1183,,austin--customize-node-type,passed,457,2020-02-13 00:30:14 UTC,649729708,649729709,649729710,649729711,649729712,push
649699699,e1d84734fb63ea155200803aa8ab44267b13900c,124,master,passed,245,2020-02-12 23:03:15 UTC,649699700,649699701,649699702,649699703,649699704,pull_request
649699669,b2b22fdd98c2e281f80bdcd769dbfee3e85b5e7f,,austin--customize-node-type,passed,243,2020-02-12 23:03:14 UTC,649699670,649699671,649699672,649699673,649699674,push
649689065,51c8de68d0987ee242cd23becd1d941d2c9be962,124,master,passed,240,2020-02-12 22:38:06 UTC,649689066,649689067,649689068,649689069,649689070,pull_request
649689049,dd97e4f8215fdf3c5f3666d44fa36153e8414567,,austin--customize-node-type,passed,222,2020-02-12 22:38:04 UTC,649689050,649689051,649689052,649689053,649689054,push
