build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760305173,2492fe309eb51e1839276acd930096a10b6976a5,559,master,passed,384,2021-02-24 12:55:01 UTC,760305174,760305175,760305176,760305177,760305178,760305179,pull_request
760304035,1d111ba163d0a41859f052fa72785939f9e38f05,557,master,passed,352,2021-02-24 12:40:22 UTC,760304036,760304037,760304038,760304039,760304040,760304041,pull_request
760291435,7d8ef4edd51f42f47d89bf4cdf8fbad6388331e4,557,master,passed,364,2021-02-24 10:14:41 UTC,760291436,760291437,760291438,760291439,760291440,760291441,pull_request
760271655,bce8ce1aee9dcc00e802a3e5ad913f68917fab8f,555,master,passed,342,2021-02-24 06:32:59 UTC,760271656,760271657,760271658,760271659,760271660,760271661,pull_request
758980007,ebd89f9be61eea9b9641c5905a2dbfe2cb1ea5ea,553,master,failed,318,2021-02-15 01:11:51 UTC,758980008,758980009,758980010,758980011,758980012,758980013,pull_request
757233433,3a2b1557665d78cd234d4d31140baa489075cee6,547,master,failed,349,2021-02-02 13:42:53 UTC,757233434,757233435,757233436,757233437,757233438,757233439,pull_request
757101960,4826425cff4d0dbbf11c972b97fe641d07f8762b,547,master,failed,312,2021-02-01 18:18:59 UTC,757101961,757101962,757101963,757101964,757101965,757101966,pull_request
755049137,b309acb4b3175a88d7c6c968512672de354eb56b,540,master,failed,309,2021-01-18 17:08:14 UTC,755049138,755049139,755049140,755049141,755049142,755049143,pull_request
755047979,5d39405e47c8c82de3c3beb60f0f9b2b7f4df676,540,master,canceled,0,,755047980,755047981,755047982,755047983,755047984,755047985,pull_request
755044964,95e32db41c04fb1c6b8ac3ca7a3eb1265e646d9c,540,master,canceled,0,,755044965,755044966,755044967,755044968,755044969,755044970,pull_request
754781829,d1542c304b13c67f3031c7ac035cf490fe2ee063,539,master,failed,309,2021-01-16 16:29:45 UTC,754781830,754781831,754781832,754781833,754781835,754781837,pull_request
754625741,059486c3c787e9213c7c3890d94f49be5f964780,538,master,failed,313,2021-01-15 13:32:05 UTC,754625742,754625743,754625744,754625745,754625746,754625747,pull_request
751487577,d328fe6b68e7528b2d2d990bb2ab1ad1786e6f58,,master,failed,324,2020-12-25 17:33:41 UTC,751487578,751487579,751487580,751487581,751487582,751487583,push
751301959,a2d5206f864eeb7df17a2bfbee27c7495dcbf36d,532,master,failed,311,2020-12-24 04:53:17 UTC,751301960,751301961,751301962,751301963,751301964,751301965,pull_request
749412010,b399f07b9197c81d9474b46760287f1ce3d01a96,,master,failed,302,2020-12-13 12:09:19 UTC,749412011,749412012,749412013,749412014,749412015,749412016,push
749411189,1e40a7ec8142a620dfae8fc225eef221e27d6779,,master,failed,301,2020-12-13 12:01:32 UTC,749411190,749411191,749411192,749411193,749411194,749411195,push
749291466,aa05eeb2d8d6448c7bb0538a98748406f8c4408e,528,master,passed,281,2020-12-12 17:27:47 UTC,749291467,749291468,749291469,749291470,749291471,749291472,pull_request
749291271,85d3990be216dd20df7e1a1cef04884b76bc59b7,528,master,canceled,0,,749291272,749291273,749291274,749291275,749291276,749291277,pull_request
749282166,18a7e96b980b05ab2454d8e72ca54ecd1406db15,528,master,failed,264,2020-12-12 16:35:51 UTC,749282167,749282168,749282169,749282170,749282171,749282172,pull_request
749281551,29c5b6acedce714ae560ccfe1aad57892b8b99bf,528,master,canceled,0,,749281552,749281553,749281554,749281555,749281556,749281557,pull_request
749268164,578b794c25b742d0ca27adec1633507415d7f249,528,master,failed,303,2020-12-12 15:13:01 UTC,749268165,749268166,749268167,749268168,749268169,749268170,pull_request
749264150,b9099632970c3f97ca6816939e052823666615fd,528,master,failed,306,2020-12-12 14:39:34 UTC,749264151,749264152,749264153,749264154,749264155,749264156,pull_request
732698113,460d102550a2822aaa3a2f4eede4d4ee2780fd43,,master,failed,307,2020-10-04 12:37:56 UTC,732698114,732698115,732698116,732698117,732698118,732698119,push
725968057,0aed031de02cdc9c21e93923c298cd71741bfbc1,507,master,failed,279,2020-09-10 15:09:52 UTC,725968058,725968059,725968060,725968061,725968062,725968063,pull_request
725959291,7e22e4cb60c54a9f91fc325bbce7c49d7cbab127,507,master,failed,275,2020-09-10 14:55:33 UTC,725959292,725959293,725959294,725959295,725959296,725959297,pull_request
725954103,c7afe15ef919cd20ae80f98142b43e08bf3fe56b,507,master,failed,273,2020-09-10 14:46:49 UTC,725954104,725954105,725954106,725954107,725954108,725954111,pull_request
725937100,aa37cbd91006f8c270fb530da16ea7794f996f13,507,master,failed,261,2020-09-10 14:00:43 UTC,725937101,725937102,725937103,725937104,725937105,725937106,pull_request
725935227,4cb4a7c83fc89315bc5769d6c0133e78b30def89,507,master,failed,222,2020-09-10 13:54:33 UTC,725935228,725935229,725935230,725935231,725935232,pull_request
725932971,edf409721d33cc922a7ea5b960c22ab41a40b485,507,master,failed,310,2020-09-10 13:47:21 UTC,725932972,725932973,725932974,725932975,725932976,725932977,pull_request
725927907,dd87d4c3dc501cacd6ca8dcfd54ea06e22f1ae26,507,master,failed,312,2020-09-10 13:32:46 UTC,725927910,725927916,725927918,725927920,725927921,725927925,pull_request
724653089,6f31aa504a7bf1574a7ecb3caf39f09fc4c36ba1,309,master,failed,291,2020-09-06 14:10:22 UTC,724653090,724653091,724653092,724653093,724653094,724653095,pull_request
723982185,b5683929b116af86ed2ad50cf56827b48e8da35f,309,master,failed,308,2020-09-04 01:22:19 UTC,723982186,723982187,723982188,723982189,723982190,723982191,pull_request
720156208,deb83b5a4f4be9a901b2bc3513e67a8e66b95ca7,503,master,failed,295,2020-08-22 09:04:35 UTC,720156209,720156210,720156211,720156212,720156213,720156214,pull_request
720144211,1a16c92504e189abf0193d9b9fea0b3bc0d2856b,502,master,failed,305,2020-08-22 06:59:59 UTC,720144212,720144213,720144214,720144215,720144216,720144217,pull_request
718231142,38083e5923274dfe5ecc0586eb295228f8c99fc4,,master,passed,329,2020-08-15 18:41:41 UTC,718231143,718231144,718231145,718231146,718231147,718231148,push
718230279,b3e696d85d5193998fe4208c109e1dbb9f733e95,498,master,passed,314,2020-08-15 18:38:32 UTC,718230280,718230281,718230282,718230283,718230284,718230285,pull_request
718165683,6bf1b0dbfdfc70c8b91a868ebd26115ce7d7b20d,,master,failed,299,2020-08-15 11:30:13 UTC,718165684,718165685,718165686,718165687,718165688,718165689,push
718164843,87318fcac20666810a2fd35850b865942c099ac8,,master,failed,323,2020-08-15 11:25:58 UTC,718164844,718164845,718164846,718164847,718164848,718164849,push
718031159,19062be091f2b16fd91e86dc4a3ac1745e8fda38,487,master,failed,333,2020-08-14 20:04:21 UTC,718031160,718031161,718031162,718031163,718031164,718031165,pull_request
718017137,f80caf0fe8b636892b0ee4ae7df7a5a8c82d5df0,487,master,failed,343,2020-08-14 19:09:31 UTC,718017138,718017139,718017140,718017141,718017142,718017143,pull_request
717745566,8a1511c264e2b665c0ff83e163bed6b36e8b1775,487,master,failed,352,2020-08-13 22:29:26 UTC,717745567,717745568,717745569,717745570,717745571,717745572,pull_request
706387040,06a0200a0dd48b61e4b0e9c342d6c96ff13d2a34,493,master,failed,370,2020-07-09 03:08:01 UTC,706387041,706387042,706387043,706387044,706387047,706387048,pull_request
701234976,95da86d9828ee2ee63fa977cdcc39fc4cae86c10,487,master,failed,363,2020-06-23 11:36:10 UTC,701234977,701234978,701234979,701234980,701234981,701234982,pull_request
690726813,3c9b7615db70b8accd7f2f9602371eba20a301a4,487,master,failed,363,2020-05-24 21:20:05 UTC,690726814,690726815,690726816,690726817,690726818,690726819,pull_request
690719765,9aa48680e478c2c3d24f5a55e61d77f6b42d5474,487,master,failed,347,2020-05-24 20:54:29 UTC,690719766,690719767,690719768,690719769,690719770,690719771,pull_request
684211900,ac055f4a2ef9af7b55fe62f49d23e048dfd63645,483,master,failed,358,2020-05-07 10:58:45 UTC,684211901,684211902,684211903,684211904,684211905,684211906,pull_request
683162426,bc77eface9f43ec1e1575f8e45df8fb375cb08d8,,master,failed,347,2020-05-04 22:52:30 UTC,683162427,683162428,683162429,683162430,683162431,683162432,push
678398138,86497f96a088385d73db8e9fd6762635da62f942,,master,failed,370,2020-04-22 23:48:55 UTC,678398139,678398140,678398141,678398142,678398143,678398144,push
677774363,38f211888b7fb087a63b89e428513e728542a230,478,master,failed,367,2020-04-21 16:49:29 UTC,677774364,677774365,677774366,677774367,677774368,677774369,pull_request
668181863,e8654d832458351d7811fb20bec81c7d1d5cdbce,,devel,failed,619,2020-03-28 20:50:38 UTC,668181864,668181865,668181866,668181867,668181868,668181869,668181870,668181871,push
668181836,9d6edb7b98f9fba3882797fede0f66dafcd00e37,471,devel,errored,387,2020-03-28 20:49:27 UTC,668181837,668181838,668181839,668181840,668181841,668181842,668181843,668181844,pull_request
668026373,78c1b3f03f4faef3be63fcab79848cec1b9e0ef4,,devel,failed,600,2020-03-28 11:17:38 UTC,668026374,668026375,668026376,668026377,668026378,668026379,668026380,668026381,push
668024706,974df3277730113a0e58cc1185b5da723535f5f0,375,devel,failed,626,2020-03-28 11:09:08 UTC,668024707,668024708,668024709,668024710,668024711,668024712,668024713,668024714,pull_request
667597211,7a78c86f075f56eb4a65694cb3999b6ac5173597,470,master,failed,368,2020-03-27 08:12:27 UTC,667597212,667597213,667597214,667597215,667597216,667597218,pull_request
666915811,a0b78956e28387785e3bb6e2b4b1f1b32c2b3883,,master,failed,376,2020-03-25 18:22:59 UTC,666915812,666915813,666915814,666915815,666915816,666915817,push
664917854,1162027a956173e3a80c4878302437c80e3b1c0d,418,master,failed,367,2020-03-20 16:15:32 UTC,664917855,664917856,664917857,664917858,664917859,664917860,pull_request
657997828,0bbed00a24ce012b06404af86d03e9a167bded37,375,devel,failed,676,2020-03-03 23:59:17 UTC,657997829,657997830,657997831,657997832,657997833,657997834,657997835,657997836,pull_request
657986779,f4a89fbe4e57aee6c9501c1a082508d198403648,375,devel,failed,586,2020-03-03 23:22:03 UTC,657986780,657986781,657986782,657986783,657986784,657986785,657986786,pull_request
657980950,41227083eecfecb2d54ebece6c3267ba3c557ae1,375,devel,failed,603,2020-03-03 23:04:17 UTC,657980951,657980952,657980953,657980954,657980955,657980956,657980957,pull_request
656824259,c10d05fdff12edc27c97546f84932555646facfe,375,devel,failed,546,2020-03-01 02:47:28 UTC,656824260,656824261,656824262,656824263,656824264,656824265,656824266,pull_request
656820025,05518db9d9cfe040cbd8e912ef7a1b3d6e53699b,,master,passed,352,2020-03-01 02:26:04 UTC,656820026,656820027,656820028,656820029,656820030,656820031,push
656817759,d71438580f0bfe684596ffa10810ea9931eb9c18,,master,passed,364,2020-03-01 02:21:08 UTC,656817760,656817761,656817762,656817763,656817764,656817765,push
645747201,f86583f2276e9fab127048b2c367a04bd13ee8c5,,master,passed,512,2020-02-04 01:40:52 UTC,645747202,645747203,645747204,645747205,645747206,645747207,push
645747077,1b2a648059f5489e0390d7a6394a012806f44c37,435,master,errored,399,2020-02-04 01:39:37 UTC,645747078,645747079,645747080,645747081,645747082,645747083,pull_request
645746441,34705c7d150cec7c314fe96769685a2226ec9c3c,,devel,failed,411,2020-02-04 01:43:53 UTC,645746442,645746443,645746444,645746445,645746446,645746447,645746448,push
645059614,e2045c3a9f0c36146d74dd7d5141e318356ce5e1,,master,passed,346,2020-02-02 13:01:37 UTC,645059615,645059616,645059617,645059618,645059619,645059620,push
644370428,2c32de5548456596cc07e5adc2ec776f7599f5d9,460,master,passed,387,2020-01-31 14:10:01 UTC,644370429,644370430,644370431,644370433,644370435,644370436,pull_request
641971245,8a708272cb03d6182a5836172518a2e546db0e77,459,master,passed,356,2020-01-26 09:56:55 UTC,641971246,641971247,641971248,641971249,641971250,641971251,pull_request
641968395,f115347ffd7caed5c556968b889b9a8dc6442043,451,devel,failed,413,2020-01-26 09:39:49 UTC,641968396,641968397,641968398,641968399,641968400,641968401,641968402,pull_request
641881048,d0083a855248b7bc78faffa704a3af29ef9b50d3,457,master,passed,364,2020-01-26 00:53:21 UTC,641881050,641881052,641881053,641881054,641881055,641881057,pull_request
641867450,0849c25f6a0431820981fcbc6c191c37d169d661,,master,passed,361,2020-01-25 23:39:01 UTC,641867451,641867452,641867453,641867454,641867455,641867456,push
641813546,6c7c73939355c7eea362f13193c1c5ca50cb715f,456,master,passed,350,2020-01-25 19:44:03 UTC,641813547,641813548,641813549,641813550,641813551,641813552,pull_request
639734522,35397baaf1e70e54a40d88d865f7a062e9abb5a9,,master,passed,345,2020-01-21 01:17:07 UTC,639734523,639734524,639734525,639734526,639734527,639734528,push
636016386,5f4e9e1f114684a56872ce5dbedbf4750b534433,451,master,failed,406,2020-01-12 17:04:41 UTC,636016387,636016388,636016389,636016390,636016391,636016392,636016393,pull_request
632460626,85b8fe53362b0ed0766f31ccdc867078b615fc6a,451,master,passed,365,2020-01-03 21:43:57 UTC,632460627,632460628,632460629,632460630,632460631,632460632,pull_request
632448393,45cb9f1ee82ea41e79ad8b5da821c585b6fe9031,451,master,passed,353,2020-01-03 21:07:27 UTC,632448394,632448395,632448396,632448397,632448398,632448399,pull_request
632272360,d62079e409519a37f49312107f9655f3bf254093,451,master,passed,358,2020-01-03 12:47:42 UTC,632272361,632272362,632272363,632272364,632272365,632272366,pull_request
624268360,0ffb28a71192a75da4a171ac9163e112beb0e0f6,445,master,passed,528,2019-12-12 18:02:25 UTC,624268361,624268362,624268363,624268364,624268365,624268366,pull_request
615462957,8b1ec5fb89b6bf414c04d87545f3c58d3aed8632,437,master,passed,509,2019-11-22 09:30:10 UTC,615462958,615462959,615462960,615462961,615462962,615462963,pull_request
615457482,acf02f15f6ff16e7b4fdc133410034f2a315b4f5,437,master,failed,504,2019-11-22 09:14:03 UTC,615457484,615457485,615457487,615457488,615457489,615457490,pull_request
615085101,209c6dc33ab05eb3d54aca579c3b5a8ff18c83a1,435,master,passed,451,2019-11-21 14:36:51 UTC,615085102,615085103,615085104,615085105,615085106,615085107,pull_request
609664609,454b4f65a9c944ea2c90b38a75d384cddf524220,,master,passed,478,2019-11-09 14:56:40 UTC,609664610,609664611,609664612,609664613,609664614,609664615,push
604094626,9105e85a9b078bc1750be5bd958d56b16db3f3e9,,master,passed,456,2019-10-28 19:51:12 UTC,604094627,604094628,604094629,604094630,604094631,604094633,push
603805519,92454b7e26e6c4ef17ebf51430263da0cea95a35,428,master,passed,460,2019-10-28 09:11:35 UTC,603805520,603805521,603805522,603805523,603805524,603805525,pull_request
601574989,76ddc99c59ce93c70957c1af7c164562c21ec521,375,devel,failed,696,2019-10-23 00:27:15 UTC,601574990,601574991,601574992,601574993,601574994,601574995,601574996,pull_request
599794721,2f4693020ddf3174d7687f105488864b5bce2d49,423,master,passed,368,2019-10-18 19:09:11 UTC,599794722,599794723,599794724,599794725,599794726,599794727,pull_request
597575177,e60a1071d00ffe5cc10019919772ddd293e6d761,421,master,passed,384,2019-10-14 11:02:35 UTC,597575178,597575179,597575180,597575181,597575182,597575183,pull_request
597333955,986db15870dbc7cb4d28c0e32bfedbfc0226e183,419,master,failed,428,2019-10-13 18:44:05 UTC,597333956,597333957,597333958,597333959,597333960,597333961,597333962,pull_request
597328942,1dc6197292c06a3739a96962278c9dead960d89f,418,master,failed,400,2020-03-20 00:07:42 UTC,597328943,597328944,597328952,597328953,597328954,597328955,pull_request
