build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
756486648,75f847fadad8a4cee7810b85c1962c1196d06d84,119,master,errored,183,2021-01-28 12:11:11 UTC,756486649,756486650,756486651,756486652,756486653,756486654,pull_request
756486639,7f3d0c848e1ab1caa02ce7854577b1d3c8d33c6f,,github_actions,errored,123,2021-01-28 10:01:00 UTC,756486640,756486641,756486642,756486643,756486644,756486645,push
756485227,f4dd4957ef82718604660e5fa615e1e0b637b76c,,master,failed,602,2021-01-28 07:13:39 UTC,756485228,756485229,756485230,756485231,756485232,756485233,push
756485181,7b65f6832ab87f98e4cef64d2506df0e613893f6,,master,canceled,0,,756485182,756485183,756485184,756485185,756485186,756485187,push
756469284,bbcb493349f4aa60d322b5d02c264d0ee5652436,117,master,errored,148,2021-01-28 04:52:15 UTC,756469285,756469286,756469287,756469288,756469289,756469290,pull_request
756469275,8101a32fc1fab2b352fdab469d14241784c3e7e5,,pflag,errored,149,2021-01-28 01:01:44 UTC,756469276,756469277,756469278,756469279,756469280,756469281,push
756469192,c44bd1b14a69f20a2608af8a0f99d7048e0521f5,117,master,canceled,0,,756469193,756469194,756469195,756469196,756469197,756469198,pull_request
756469183,de3c58a896675727caefbcbf72a5d726adc020e2,,pflag,canceled,0,,756469184,756469185,756469186,756469187,756469188,756469189,push
756462427,0ffa98b77e3b89cf9d5ebb5353cf641e59c327f8,117,master,canceled,0,,756462428,756462429,756462430,756462431,756462432,756462433,pull_request
756462400,1ef0b910b701455e8e9a2df0bfd0b35e776935fe,,pflag,canceled,0,,756462401,756462402,756462403,756462404,756462405,756462406,push
756462370,9a99db6425bb126a03c4729f415847dd40f3413a,117,master,canceled,0,,756462371,756462372,756462373,756462374,756462375,756462376,pull_request
756462357,d07c68520cb8acd41da16fac6c643dea0f2117b5,,pflag,canceled,0,,756462358,756462359,756462361,756462363,756462365,756462367,push
756453119,f41b0dbc694d9fde68b1a2372c1cc71f99bc0377,118,master,errored,524,2021-01-27 21:36:09 UTC,756453120,756453121,756453122,756453123,756453124,756453125,pull_request
756452869,aafe02975da80befa7dd0500c4f01052660bd559,118,master,canceled,0,,756452870,756452871,756452872,756452873,756452874,756452875,pull_request
756426553,c99a60c9a8006b18c6a1ef1ae15608dd0d1a586e,117,master,canceled,0,,756426556,756426557,756426558,756426559,756426560,756426561,pull_request
756426500,0975b2b6e77821a2c690da2a875140ae5193b251,,pflag,errored,516,2021-01-27 17:19:32 UTC,756426501,756426502,756426503,756426504,756426505,756426506,push
