build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760222658,8dab36e6705d683dea811757100d4c3b35f17b6e,5005,2.4,errored,4363,2021-02-23 21:41:29 UTC,760222659,760222660,760222661,760222662,760222663,760222664,760222665,760222666,760222667,760222668,760222669,760222670,760222671,760222672,pull_request
753569178,16ab52759ba28417d0fdf8d9b308c8feba6d2b7c,4948,2.4,errored,393,2021-01-08 17:13:59 UTC,753569179,753569180,753569181,753569182,753569183,753569184,753569185,753569186,753569187,753569188,753569189,753569190,753569191,753569192,pull_request
752282134,58a7e7a7d5bd4cb074d401e009c20bb86c7e8e81,4769,master,failed,4906,2020-12-31 14:50:54 UTC,752282135,752282136,752282137,752282138,752282139,752282140,752282141,752282142,752282143,752282144,752282145,752282146,752282147,752282148,pull_request
752129385,44a7ab5bf06be3bfdf4b4a304b24f544d2f833cd,,master,failed,4565,2020-12-30 14:22:47 UTC,752129386,752129387,752129388,752129389,752129390,752129391,752129392,752129393,752129394,752129395,752129396,752129397,752129398,752129399,push
751973696,f2070bd8a4d0912165af4722c5c67f84ecaff9b3,4940,master,passed,5827,2020-12-29 13:58:46 UTC,751973697,751973698,751973699,751973700,751973701,751973702,751973703,751973704,751973705,751973706,751973707,751973708,751973709,751973710,pull_request
751857680,0930905befafc7d1cfadbaf10b2e802c7ddf4dca,4934,master,failed,5869,2020-12-28 19:04:51 UTC,751857681,751857682,751857683,751857684,751857685,751857686,751857687,751857688,751857689,751857690,751857691,751857692,751857693,751857694,pull_request
751849165,3e38be541b2a55f1222182135e881314f68427da,4940,master,passed,5792,2020-12-28 17:53:24 UTC,751849166,751849167,751849168,751849169,751849170,751849171,751849172,751849173,751849174,751849175,751849176,751849177,751849178,751849179,pull_request
751765442,f580ef364380d3d4c02e4d30bcff23cf1b954b38,4875,master,passed,5755,2020-12-28 05:09:35 UTC,751765443,751765444,751765445,751765446,751765447,751765448,751765449,751765450,751765451,751765452,751765453,751765454,751765455,751765456,pull_request
751712361,da8299de7d4a9f513be8835dbbe0ea303dfe1071,4939,master,failed,5831,2020-12-27 19:15:47 UTC,751712362,751712363,751712364,751712365,751712366,751712367,751712368,751712369,751712370,751712371,751712372,751712373,751712374,751712375,pull_request
751502426,39bc9a4d288f3b8e6816ebdc0b68b4001b531159,,master,passed,5935,2020-12-25 20:47:05 UTC,751502430,751502433,751502435,751502437,751502439,751502441,751502444,751502445,751502446,751502447,751502448,751502449,751502450,751502451,cron
751348748,39bc9a4d288f3b8e6816ebdc0b68b4001b531159,,master,passed,6105,2020-12-24 14:32:17 UTC,751348749,751348750,751348751,751348752,751348753,751348754,751348755,751348756,751348757,751348758,751348759,751348760,751348761,751348762,push
751018494,24e1b350ae023f7e22eb43b23081c641596a3efd,,master,errored,4369,2020-12-22 12:58:46 UTC,751018495,751018496,751018497,751018498,751018499,751018500,751018501,751018502,751018503,751018504,751018505,751018506,751018507,751018508,push
750912785,e2a4d8abe2316fd137b164c35960379e28513ce7,4936,master,errored,4546,2020-12-21 21:43:56 UTC,750912786,750912787,750912788,750912789,750912790,750912791,750912792,750912793,750912794,750912795,750912796,750912797,750912798,750912799,pull_request
750874116,3b960e600d236be58e7df5fb7dfc9dd4090ee67f,4935,master,errored,4551,2020-12-21 19:21:30 UTC,750874118,750874119,750874120,750874121,750874122,750874123,750874125,750874126,750874127,750874128,750874129,750874130,750874131,750874132,pull_request
750871750,5a29057f2ed5141c3f5007932f4ec933cdd4472e,4814,master,passed,5799,2020-12-21 17:04:55 UTC,750871751,750871752,750871753,750871754,750871755,750871756,750871757,750871758,750871759,750871760,750871761,750871762,750871763,750871764,pull_request
750848366,7a7a3f451b30744f705b2bb6085710fc8ef3c7c6,4814,master,failed,5981,2020-12-21 14:44:02 UTC,750848367,750848368,750848369,750848370,750848371,750848372,750848373,750848374,750848375,750848376,750848377,750848378,750848379,750848380,pull_request
750840267,bd235f3e1d5546f0c6e2833a5c8402ccb9e869d4,4814,master,errored,5264,2020-12-21 13:48:15 UTC,750840268,750840269,750840270,750840271,750840272,750840273,750840274,750840275,750840276,750840277,750840278,750840279,750840280,750840281,pull_request
750832828,6686f2b9ae4d6a9e119e376f8f35ae216ba329ce,4814,master,errored,608,2020-12-21 12:42:22 UTC,750832829,750832830,750832831,750832832,750832833,750832834,750832835,750832836,750832837,750832838,750832839,750832840,750832841,750832842,pull_request
750817596,51f2a5aeeef57eaa7cfb1d3e94636d8ef359d54f,4814,master,errored,5284,2020-12-21 10:32:34 UTC,750817597,750817598,750817599,750817600,750817601,750817602,750817603,750817604,750817605,750817606,750817607,750817608,750817609,750817610,pull_request
750814306,e7266e539ba65eb39c17a9ce9cc0efaf745f2d19,4828,master,errored,4436,2020-12-21 09:52:49 UTC,750814307,750814308,750814309,750814310,750814311,750814312,750814313,750814314,750814315,750814316,750814317,750814318,750814319,750814320,pull_request
750676050,ef1c142b3737d4b56e75d7ebdc442e0657a6b4b0,4934,master,errored,4474,2020-12-20 14:05:15 UTC,750676051,750676052,750676053,750676054,750676055,750676056,750676057,750676058,750676059,750676060,750676061,750676062,750676063,750676064,pull_request
750448843,79bce3d800e7e50fe5b39cf165ebd49ec063fdc1,4932,master,errored,4431,2020-12-18 19:07:38 UTC,750448844,750448845,750448846,750448847,750448848,750448849,750448850,750448851,750448852,750448853,750448854,750448855,750448856,750448857,pull_request
750408618,3a98212f03f8e6d258978e22882e04bcc6b060ac,4828,master,errored,4475,2020-12-18 15:11:15 UTC,750408619,750408620,750408621,750408622,750408623,750408624,750408625,750408626,750408627,750408628,750408629,750408630,750408631,750408632,pull_request
750300155,9c29ba923929a6aa63e380387086f643c9d3352b,4828,master,errored,4502,2020-12-17 22:29:35 UTC,750300156,750300157,750300158,750300159,750300160,750300161,750300162,750300163,750300164,750300165,750300166,750300167,750300168,750300169,pull_request
750299556,6480815b27bbb8f12265850246851f45db5c1ad1,4828,master,canceled,0,,750299557,750299558,750299559,750299560,750299561,750299562,750299563,750299564,750299565,750299566,750299567,750299568,750299569,750299570,pull_request
750223234,90df683d6d9c5c910c846b0e2043dda205bbf568,4814,master,errored,5138,2020-12-17 14:33:14 UTC,750223235,750223236,750223237,750223238,750223239,750223240,750223241,750223242,750223243,750223244,750223245,750223246,750223247,750223248,pull_request
750166311,4f1d28be4d956e5ce815bb5e6fcdd1d2e257be2d,4875,master,errored,4389,2020-12-17 06:24:18 UTC,750166312,750166313,750166314,750166315,750166316,750166317,750166318,750166319,750166320,750166321,750166322,750166323,750166324,750166325,pull_request
750143549,fe8a70bfff92ae0f9c70a07b2dc766e70f48ad11,4875,master,errored,4298,2020-12-17 02:45:02 UTC,750143550,750143551,750143552,750143553,750143554,750143555,750143556,750143557,750143558,750143559,750143560,750143561,750143562,750143563,pull_request
750110430,749066542dfd8946119a42d417b5208232fc9e1d,4875,master,errored,4405,2020-12-16 23:22:05 UTC,750110431,750110432,750110433,750110434,750110435,750110436,750110437,750110438,750110439,750110440,750110441,750110442,750110443,750110444,pull_request
750025494,d0af0086085741cb2580b8231f31cbad44a73cf5,,master,errored,4434,2020-12-16 14:50:53 UTC,750025495,750025496,750025497,750025498,750025499,750025500,750025501,750025502,750025503,750025504,750025505,750025506,750025507,750025508,push
749828976,dab62a1b4358807f3970a098c387011f921531d9,4927,master,errored,637,2020-12-15 15:34:03 UTC,749828977,749828978,pull_request
749828648,31520a7005297204203da01133a796ae58212b85,4927,master,canceled,0,,749828649,749828650,pull_request
749665337,7fb8d30e5bd4b01615675bd256ad60b97dbb4b1f,4924,master,errored,583,2020-12-14 22:04:42 UTC,749665338,749665339,pull_request
749664036,13435ecf7336e47dd519ea34d63137334b165b14,4924,master,canceled,0,,749664037,749664038,pull_request
749663194,40f3231e86648d9ed1893a493f639bd73001445e,4924,master,canceled,0,,749663195,749663196,pull_request
749662850,cc730748fa7c1bc9bb8e7adac2486b34455a9aaa,4922,master,errored,4459,2020-12-14 18:50:40 UTC,749662851,749662852,749662853,749662854,749662855,749662856,749662857,749662858,749662859,749662860,749662861,749662862,749662863,749662864,pull_request
749657499,1f79fd527f1928d71477dadbc4adf7b7620c3e2e,4922,master,canceled,0,,749657500,749657501,749657502,749657503,749657504,749657505,749657506,749657507,749657508,749657509,749657510,749657511,749657512,749657513,pull_request
749655887,83b0de9efc693384c1dcfa24ca2b81376fe46fd6,4922,master,canceled,0,,749655888,749655889,749655890,749655891,749655892,749655893,749655894,749655895,749655896,749655897,749655898,749655899,749655900,749655901,pull_request
749655291,0c11fb1d5da562de1318ec6e3da7c71c92074263,4922,master,canceled,0,,749655292,749655293,749655294,749655295,749655296,749655297,749655298,749655299,749655300,749655301,749655302,749655303,749655304,749655306,pull_request
749653649,1d743fa28b9767d2d9b00a9abd8fbce827438954,4922,master,canceled,0,,749653650,749653651,749653652,749653653,749653654,749653655,749653656,749653657,749653658,749653659,749653660,749653661,749653662,749653663,pull_request
749294402,f626aac6bf701df772452b978822d3086a48459f,4925,master,errored,4317,2020-12-12 18:05:57 UTC,749294403,749294404,749294405,749294406,749294407,749294408,749294409,749294410,749294411,749294412,749294413,749294414,749294415,749294416,pull_request
749294075,e4c3f84f60758e5711219c717f7035b70ad1483f,4925,master,canceled,0,,749294076,749294077,749294078,749294079,749294080,749294081,749294082,749294083,749294084,749294085,749294086,749294087,749294088,749294089,pull_request
749292218,988f6d1f71a3febd502592567702d0c8e3b3cd1d,4925,master,canceled,0,,749292219,749292220,749292221,749292222,749292223,749292224,749292225,749292226,749292227,749292228,749292229,749292230,749292231,749292232,pull_request
749290592,04bcf0dc2e3866d9a61ae7aac3dbc72224d5398d,4925,master,canceled,0,,749290593,749290594,749290595,749290596,749290597,749290598,749290599,749290600,749290601,749290602,749290603,749290604,749290605,749290606,pull_request
