build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
687809657,22fc51eb2c613473c4febfc81c3af01c38ada7b9,,dev,passed,237,2020-05-16 15:17:57 UTC,687809658,687809659,687809660,687809663,687809664,687809665,push
686125268,37fa2d7cb5d7ef55bbcc16dc4abdd19a3b5af69f,,dev,passed,232,2020-05-12 13:51:24 UTC,686125270,686125274,686125283,686125284,686125291,686125296,push
686100238,b67d4cc5625afef355517120efe05528e1a8e477,183,dev,passed,252,2020-05-12 13:14:19 UTC,686100239,686100240,686100241,686100242,686100243,686100244,pull_request
686100218,23bd89dfde40fd05239ced34587cd43e0d545a33,,dependabot/pip/flake8-3.8.1,passed,251,2020-05-12 13:13:11 UTC,686100219,686100220,686100221,686100222,686100223,686100224,push
686099859,a1d23682bfa9f2af5c8788fcdd29b16ff926007f,,dev,passed,243,2020-05-12 13:11:55 UTC,686099863,686099864,686099866,686099869,686099870,686099872,push
686080539,c524767835ac95a8df9a553ef0bc249c13f803ca,184,dev,passed,250,2020-05-12 12:23:08 UTC,686080540,686080541,686080542,686080543,686080544,686080545,pull_request
686080499,4b93016da4af0aba53e0679a5bbd677c546ae0d3,,dependabot/pip/pre-commit-2.4.0,passed,256,2020-05-12 12:21:46 UTC,686080500,686080501,686080502,686080503,686080504,686080505,push
686080426,b239f853b957dc38640455a41cf46c4876a1065f,183,dev,passed,250,2020-05-12 12:16:21 UTC,686080427,686080428,686080429,686080430,686080431,686080432,pull_request
686080409,3e723211c758ce2b64b618e01993c1af9e75a2ec,,dependabot/pip/flake8-3.8.1,passed,249,2020-05-12 12:14:14 UTC,686080410,686080411,686080412,686080413,686080414,686080415,push
680119993,09ef7ce7d9f20fd6406e077e368df23f215a4010,,dev,passed,235,2020-04-27 13:57:39 UTC,680119994,680119995,680119996,680119997,680119998,680119999,push
680066234,eb5e35bf22c63aab81b07c3a88afe87d33b213a5,182,dev,passed,257,2020-04-27 12:18:29 UTC,680066235,680066236,680066237,680066238,680066239,680066240,pull_request
680066227,e660c38a6bf84a1bac1baade192e4afe425393d4,,dependabot/pip/sphinx-3.0.3,passed,247,2020-04-27 12:17:19 UTC,680066228,680066229,680066230,680066231,680066232,680066233,push
679182582,6dd3cf03c2b874a776fbc636260ec3bcbc43d590,,dev,passed,255,2020-04-24 19:51:12 UTC,679182583,679182584,679182585,679182586,679182587,679182588,push
679182549,a6ac2de3b66ffaa1058f714ebceddd34929ff491,,dev,canceled,0,,679182550,679182551,679182552,679182553,679182554,679182555,push
678570964,461384d92117b6fcc9714838f2bd387a1bef8888,181,dev,passed,274,2020-04-23 12:14:55 UTC,678570965,678570966,678570967,678570968,678570969,678570970,pull_request
678570957,cf60ccb8ffaff9cb7fe967f51c0c310abc91a427,,dependabot/pip/pre-commit-2.3.0,passed,260,2020-04-23 12:14:47 UTC,678570958,678570959,678570960,678570961,678570962,678570963,push
677213499,de706e6ef09323cd5b528e78c2d639e5e56e2080,180,dev,passed,274,2020-04-20 12:14:12 UTC,677213500,677213501,677213502,677213503,677213504,677213505,pull_request
