build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753186312,36c12fd6d1706fb75e596a62b555ee819ddada6a,,master,passed,561,2021-01-06 14:12:30 UTC,753186313,753186314,753186315,push
751806452,32716f3fb43b42c9a344490dd6708c278d1f3781,,master,passed,574,2020-12-28 12:39:46 UTC,751806453,751806454,751806455,push
751778440,1ef00651e0d4e5aeb4555915c2e2874fc32f46d2,246,master,passed,577,2020-12-28 07:36:01 UTC,751778441,751778442,751778443,pull_request
739799047,2f22c150d9fba52f38393a23196c48806b19dab5,245,master,passed,580,2020-10-29 03:27:46 UTC,739799048,739799049,739799050,pull_request
739758932,d211d9b5007eb7ec59c8d3a572ca3dab23f79aa5,245,master,passed,609,2020-10-28 23:57:20 UTC,739758933,739758934,739758935,pull_request
737650914,09d4d907f1684c15f7676f403723ee510b0df419,245,master,passed,623,2020-10-21 08:16:51 UTC,737650915,737650916,737650917,pull_request
732393420,9ac3dc11123419f2f00d596ac5920db2486cc0a1,,v0.6.3,passed,584,2020-10-02 21:38:38 UTC,732393421,732393422,732393423,push
732387923,9ac3dc11123419f2f00d596ac5920db2486cc0a1,,master,passed,597,2020-10-02 21:10:17 UTC,732387924,732387925,732387926,push
732387809,56045be6ca40164365e3820cfcb3519326103eb5,241,master,passed,596,2020-10-02 21:09:19 UTC,732387810,732387811,732387812,pull_request
727237501,3f45375682a8f12a1278dd1720290d75a50062a9,,master,passed,572,2020-09-15 02:36:12 UTC,727237502,727237503,727237504,push
727205595,970bc438cd52a12725b16f580e7d9cf4619c5945,240,master,passed,685,2020-09-14 23:30:48 UTC,727205602,727205606,727205607,pull_request
681930935,dea0df127b150c39ed9a7b1faaa8fbde089ee834,,master,passed,380,2020-05-01 12:55:03 UTC,681930936,681930937,push
672154455,8f9411c8146316fda22e0cfb9088210426f7ebb1,239,master,passed,355,2020-04-07 16:05:08 UTC,672154456,672154457,pull_request
627911358,bc2947737be8bd5a6e2a3bdca84132f6fee8989c,,master,passed,390,2019-12-20 21:45:59 UTC,627911359,627911360,push
627907957,bf7285f4464dc8b43618d6be3ec941a0b9103e59,234,master,passed,352,2019-12-20 21:39:24 UTC,627907958,627907959,pull_request
626945616,eca7cff4a71c9c53920eaf4bd5fef18854765d4a,,v0.6.2,passed,398,2019-12-18 23:00:24 UTC,626945617,626945618,push
626938960,eca7cff4a71c9c53920eaf4bd5fef18854765d4a,,master,passed,369,2019-12-18 22:40:50 UTC,626938961,626938962,push
626937111,72b27aae8f98edc5a1403c37e338e21652b53519,231,master,passed,396,2019-12-18 22:35:52 UTC,626937112,626937113,pull_request
626851169,4808f9e2d3212429406580fc87b47270aa2b0191,,v0.6.0,passed,410,2019-12-18 19:14:51 UTC,626851170,626851171,push
626844825,4808f9e2d3212429406580fc87b47270aa2b0191,,master,passed,350,2019-12-18 18:58:10 UTC,626844827,626844829,push
626843415,ff58c6f90d1a8fc08abbf4b36828daa8ac8f13a5,230,master,passed,363,2019-12-18 18:53:51 UTC,626843416,626843419,pull_request
626832097,4eccfd64a4bc6e8917b33b6d75a21f3410131cf1,,v0.6.0,passed,393,2019-12-18 18:23:13 UTC,626832098,626832099,push
626819432,4eccfd64a4bc6e8917b33b6d75a21f3410131cf1,,master,passed,346,2019-12-18 17:51:14 UTC,626819433,626819434,push
626818135,40d9f970678e4215abfdc2a7b3e5410804bef3bf,229,master,passed,347,2019-12-18 17:47:59 UTC,626818136,626818137,pull_request
626815068,1a26d436d27ba7cfdcc633dc33bb146d6841e1c0,,master,passed,375,2019-12-18 17:39:39 UTC,626815069,626815070,push
626796099,abee4c62ad9f79189a389e96b9db38cd11629c07,228,master,passed,370,2019-12-18 16:55:25 UTC,626796100,626796101,pull_request
626542048,9dc20d210efde761ec861132721d2943301f6f55,228,master,passed,389,2019-12-18 05:34:55 UTC,626542049,626542051,pull_request
626522961,67df7a302780561eb9743ff0dd560c0e8012a60e,228,master,errored,369,2019-12-18 04:04:53 UTC,626522962,626522963,pull_request
626520973,03b7386fbe87b458ad980b0580acffc5891afb20,228,master,errored,330,2019-12-18 03:55:02 UTC,626520974,626520975,pull_request
626515467,5912449a51ce34a6a6a4195d1462734a217012f4,228,master,errored,288,2019-12-18 03:26:12 UTC,626515468,626515469,pull_request
626515292,dcf1b86ad1c2ebca5911002bd442fa67abd9cfb1,228,master,errored,276,2019-12-18 03:25:33 UTC,626515293,626515294,pull_request
626507345,63e693c76306ecc4daa50eefea7d026423070bcd,228,master,errored,336,2019-12-18 02:48:20 UTC,626507346,626507347,pull_request
626507160,022764effeb6ab9c2d27ca9b6d1d8a2852e3b853,228,master,errored,316,2019-12-18 02:47:24 UTC,626507161,626507162,pull_request
626504326,d8989624120e0762364c7ee09fd41f1472563abf,228,master,errored,325,2019-12-18 02:35:36 UTC,626504327,626504328,pull_request
626502804,0b89cb79ce19279ac41a0c832aa0c27a67607f87,228,master,errored,304,2019-12-18 02:29:23 UTC,626502805,626502806,pull_request
626460849,e11716c8a690ebd446f2490faffd555e9ce6773c,228,master,passed,395,2019-12-18 00:06:12 UTC,626460850,626460851,pull_request
626450286,0ea6d78d6317d8529fddbd3af2b7361aa5918b0c,228,master,failed,547,2019-12-17 23:32:36 UTC,626450287,626450288,626450289,pull_request
626428292,87f570a2036476a4f5794d5ca3748d4bb3fdd9d3,228,master,errored,621,2019-12-17 22:32:41 UTC,626428293,626428294,626428295,pull_request
626421734,747a8db250b0f957d3bdbc8da6858d79d22ac54b,228,master,errored,522,2019-12-17 22:16:42 UTC,626421735,626421736,626421737,pull_request
626402995,b904ea85a0c2e043d61d2161a958199c9e9e372c,228,master,errored,542,2019-12-17 21:27:13 UTC,626402996,626402997,626402998,pull_request
626395218,e9e8a0d9cdc867e538bd9845acce9378d0d0c47d,228,master,errored,622,2019-12-17 21:09:38 UTC,626395219,626395220,626395221,pull_request
626389171,b311b6f773905d094843fee5a4646c007e362d71,228,master,errored,529,2019-12-17 20:54:48 UTC,626389172,626389173,626389174,pull_request
626353690,73f66d2c8164ce62f7cda84c342e9f023f0eea53,,master,errored,493,2019-12-17 19:23:28 UTC,626353691,626353692,626353693,push
625790667,361459e2040fcf45ed0c4f56db8f44804da864a3,228,master,errored,518,2019-12-16 17:33:14 UTC,625790668,625790669,625790670,pull_request
416004382,3b021252cefa03efb7347388c5323876edce2cfd,219,master,failed,655,2018-08-17 03:26:57 UTC,416004383,416004384,416004385,pull_request
416001937,65323c00bb148fcb1fd94dbb1fad272e64cd4453,219,master,errored,597,2018-08-14 16:38:57 UTC,416001938,416001939,416001940,pull_request
411088408,1bd82af844b52da028160c29c9d5d8645f85a2ec,,v0.5.1,passed,703,2018-08-02 02:01:44 UTC,411088409,411088410,411088411,push
411087653,1bd82af844b52da028160c29c9d5d8645f85a2ec,,master,passed,712,2018-08-02 01:57:37 UTC,411087654,411087655,411087656,push
411083106,b5fe358eb2b62293455386a8e16057146e102038,213,master,passed,767,2018-08-02 01:44:31 UTC,411083107,411083108,411083109,pull_request
374844317,671ac8995a7a6b7930902589a7ebaad6dc8945aa,,master,passed,767,2018-05-04 11:34:44 UTC,374844318,374844319,374844320,push
373493762,d2b3d516b922c53a0a80a78b12373c45f8c6a017,,master,passed,837,2018-05-01 14:38:23 UTC,373493763,373493764,373493765,push
373486325,ec5dcb6d324c9ca740702f86853d63d0c5a296c4,203,master,passed,846,2018-05-01 14:20:08 UTC,373486326,373486327,373486328,pull_request
373457011,6b0bb9c521cd8f532656bfe4474c63d3cb1c384a,,master,failed,1063,2018-05-01 13:53:18 UTC,373457012,373457013,373457014,373457015,push
372779349,cede56e5db468de2c894f0c7090672d6cf50d214,202,master,failed,950,2018-05-01 19:08:15 UTC,372779350,372779351,372779352,372779353,pull_request
372744707,aef0b0bcb5b0f5f5d8bdb1334106660d56ded45f,201,master,passed,1142,2018-04-29 17:52:20 UTC,372744708,372744709,372744710,372744711,pull_request
372737772,958da4fc7d671f5a0f4f3c6a7da6cfe009434d75,201,master,passed,1181,2018-04-29 17:22:57 UTC,372737773,372737774,372737775,372737776,pull_request
372669411,80df3a37651afd09b5b29ad8e771896bc4f54a46,,master,passed,1326,2018-04-29 12:32:27 UTC,372669412,372669413,372669414,372669415,push
372669101,ea484d96dcfc678d6205a39e0b679e66c31c4923,,master,passed,1187,2018-04-29 12:26:58 UTC,372669102,372669103,372669104,372669105,push
372484371,97d5d6d9f268d348f9b30b4bdcdb47ab504267ef,,master,passed,1175,2018-04-28 18:26:46 UTC,372484372,372484373,372484374,372484375,push
371638459,2e2bfcdf1ed88e102b7535a51cf1ab2f814bd53c,,master,passed,1203,2018-04-26 16:06:35 UTC,371638460,371638461,371638462,371638463,push
371585342,a14dbb9cd8fa1de7986f7fc0d51f600cc1435554,197,master,passed,1189,2018-04-26 14:21:05 UTC,371585343,371585344,371585345,371585348,pull_request
371579967,9c941d3c8f4e24489cfdb39228d39f99131dabcc,197,master,errored,1174,2018-04-26 14:09:16 UTC,371579968,371579969,371579971,371579973,pull_request
371558435,99bb5fdbbc5e75870d39b3f7a634062bd02d9b17,197,master,errored,1159,2018-04-26 13:22:08 UTC,371558436,371558437,371558438,371558439,pull_request
370879558,40fddda8c46a019ce325b3ee02fa18bdf76d8167,197,master,errored,1192,2018-04-25 03:22:33 UTC,370879559,370879560,370879561,370879562,pull_request
370859619,f67544b449d28f732afe1279769aef07823b3bfc,197,master,errored,1206,2018-04-25 01:48:02 UTC,370859620,370859621,370859622,370859623,pull_request
370823443,8798be85279f32a8860a1e483aec3067ded28e8d,197,master,errored,898,2018-04-24 23:24:23 UTC,370823444,370823445,370823446,370823447,pull_request
370789049,1349f203a57a51cab047acb50f4156a41bdb5f46,197,master,errored,1003,2018-04-24 21:40:45 UTC,370789050,370789051,370789052,370789053,pull_request
370782430,947cefb18dad998173cf45210421552ff2c898c2,197,master,errored,1027,2018-04-24 21:24:08 UTC,370782431,370782432,370782433,370782434,pull_request
368337608,c267b3dec70463045e67c4ee27de000391e851ee,,v0.5.0,passed,1235,2018-04-18 20:29:38 UTC,368337609,368337610,368337611,368337612,push
368311777,c267b3dec70463045e67c4ee27de000391e851ee,,master,passed,1350,2018-04-18 19:31:04 UTC,368311778,368311779,368311780,368311781,push
368308933,04b8697c39ddfbc859bac6d19535b8c0644d64ff,,master,passed,1203,2018-04-18 19:24:24 UTC,368308934,368308935,368308936,368308937,push
368306223,c13c3991586de47e8d53d389191fd491bf7eeb32,,master,passed,1137,2018-04-18 19:17:17 UTC,368306224,368306225,368306226,368306227,push
368302765,7dc9d1af6e71000ea5d50944a3f34348061591bf,,master,passed,1242,2018-04-18 19:09:27 UTC,368302766,368302767,368302768,368302769,push
368300622,333addc4f2df47b1b76d784323af86a464685607,,master,passed,1294,2018-04-18 19:04:16 UTC,368300623,368300624,368300625,368300626,push
368293524,34a40dfd3cbfe2b381e62941eddf98766f559865,,master,passed,1148,2018-04-18 18:47:15 UTC,368293525,368293526,368293527,368293528,push
368290832,d4ff1fd779beeef492da635e4c796ef0a84d6840,,master,passed,1157,2018-04-18 18:40:18 UTC,368290833,368290834,368290835,368290836,push
368286430,02f0b6671ae15ac1327748eb501c4999b5efb7f8,,master,passed,1309,2018-04-18 18:31:01 UTC,368286431,368286432,368286433,368286434,push
368222332,bda5b3c0a60bfe76f566473ccbdb64c64918beaa,,master,passed,1249,2018-04-18 16:01:00 UTC,368222333,368222334,368222335,368222336,push
363493972,97db096348a3d819e1fa1b3b2082c61fc6ed456b,179,master,passed,1275,2018-04-07 13:40:46 UTC,363493973,363493974,363493975,363493976,pull_request
363493963,f5cc45620ba1eec83f63f601c8da1f4e3bb9dead,,text-features,passed,1243,2018-04-07 13:40:40 UTC,363493964,363493965,363493966,363493967,push
363473261,6f6e1a2ecd9760dd10bee0b16418011efa99f517,179,master,passed,1192,2018-04-07 11:53:46 UTC,363473262,363473263,363473264,363473265,pull_request
363473245,f7a4164dbc4c5e4c563044648cdeaeab7302b7e1,,text-features,passed,1144,2018-04-07 11:53:14 UTC,363473246,363473247,363473248,363473249,push
363466459,c39937434787d2562e55564b6b95bc583ed2f8d1,179,master,passed,1182,2018-04-07 11:16:16 UTC,363466460,363466461,363466462,363466463,pull_request
363466446,55fc12152bd32874a85f088e01a4dd9817fe38b0,,text-features,passed,1189,2018-04-07 11:16:03 UTC,363466447,363466448,363466449,363466450,push
363353032,ea81d8e119080c59d4ad29454621548c5a440d1c,179,master,passed,1129,2018-04-06 23:26:27 UTC,363353033,363353034,363353035,363353036,pull_request
363352998,1d939747cbe764ec7bb89db6acb6a9834322c615,,text-features,passed,1179,2018-04-06 23:26:21 UTC,363352999,363353000,363353001,363353002,push
363349009,e1233e40a352229c8bf55eebfe799e7355e970af,179,master,passed,1249,2018-04-06 23:14:37 UTC,363349010,363349011,363349012,363349013,pull_request
363348990,60d7d5fd53950c167ab3e3b7a22cf5e6a88466c9,,text-features,passed,1245,2018-04-06 23:11:08 UTC,363348991,363348992,363348993,363348994,push
363345240,1879e45b55e7edea6f1ebf5c76801d475ede8153,179,master,failed,1201,2018-04-06 23:06:20 UTC,363345241,363345242,363345243,363345244,pull_request
363345204,e1c0b2d68737f765ef5b0fe5539d39abd16240a5,,text-features,failed,1098,2018-04-06 23:02:30 UTC,363345205,363345206,363345207,363345208,push
363344603,85884e143890ce9694f075a227a5fbc7b3e963cf,179,master,failed,1042,2018-04-06 22:57:14 UTC,363344604,363344605,363344606,363344607,pull_request
363344577,5cb155956d8e4baa0efe6ba216e96ad089618f0c,,text-features,failed,1165,2018-04-06 22:57:10 UTC,363344578,363344579,363344580,363344581,push
363338554,cff34344dfc62b2a5d03f3350a4b0191674c0147,179,master,failed,1112,2018-04-06 22:37:23 UTC,363338555,363338556,363338557,363338558,pull_request
362737545,28029c05619a5527caa7faabb98fc323919cdbad,179,master,passed,1186,2018-04-05 17:21:31 UTC,362737546,362737547,362737548,362737549,pull_request
362737538,0a0cad695f743a2d64d96c3a6ab7330d7f401d6b,,text-features,passed,1233,2018-04-05 17:21:30 UTC,362737539,362737540,362737541,362737542,push
362712102,fd8216d5cb9a612e628f8b94e1e9711517f28a22,179,master,passed,1334,2018-04-05 16:34:16 UTC,362712103,362712104,362712105,362712106,pull_request
362712044,3fd7698080f3eb8e7f75473e667de14e20be787f,,text-features,passed,1240,2018-04-05 16:29:18 UTC,362712045,362712047,362712050,362712052,push
362711466,67efbac1e418a97a9a94b3b65aee4f5cde595ce7,,text-features,passed,1184,2018-04-05 16:23:46 UTC,362711467,362711468,362711469,362711470,push
362711387,658b155747650592ae1c1c236edd2aac8df7a67f,179,master,passed,1225,2018-04-05 16:23:44 UTC,362711389,362711391,362711393,362711396,pull_request
357532647,4135c3ef3a53861327e14eb490c55ae1f03e0b05,179,master,passed,1220,2018-03-23 18:36:26 UTC,357532648,357532649,357532650,357532651,pull_request
