build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
729103221,62179dc1f8a2a4aa858581919132403b41ceb7d1,,master,passed,2456,2020-09-21 19:28:24 UTC,729103222,729103223,729103224,729103225,729103226,729103227,729103228,729103229,729103230,729103231,729103232,729103233,729103234,729103235,push
728744020,14ba237b1cb24787fb5d5b691e88330f0e3d938f,401,master,passed,2470,2020-09-20 14:17:45 UTC,728744021,728744022,728744023,728744024,728744025,728744026,728744027,728744028,728744029,728744030,728744031,728744032,728744033,728744034,pull_request
728692989,b9af9eb1bf1ec3b24fe0991e7908a3f60bad97e5,,support_haml_slim_by_default,passed,2344,2020-09-20 05:15:04 UTC,728692990,728692991,728692992,728692993,728692994,728692995,728692996,728692997,728692998,728692999,728693000,728693001,728693002,728693003,push
728691468,560b281cf60e3acbcd3bd362707fbfaee8d18c2e,,support_haml_slim_by_default,failed,2373,2020-09-20 04:55:30 UTC,728691469,728691470,728691471,728691472,728691473,728691474,728691475,728691476,728691477,728691478,728691479,728691480,728691481,728691482,push
728690409,5c75f76f5789f856fb3fe44c61ad825afe5f3793,,support_haml_slim_by_default,failed,2422,2020-09-20 04:44:39 UTC,728690410,728690411,728690412,728690413,728690414,728690415,728690416,728690417,728690418,728690419,728690420,728690421,728690422,728690423,push
728655841,a2c720e7ff14f7b1d64deab396f28c740865903c,400,master,passed,2407,2020-09-19 22:50:40 UTC,728655842,728655843,728655844,728655845,728655846,728655847,728655848,728655849,728655850,728655851,728655852,728655853,728655854,728655855,pull_request
728650671,a93992d1b2a6dad5189fabfbb6d32fbc3d867fae,,background_check,passed,2427,2020-09-19 22:08:55 UTC,728650672,728650673,728650674,728650675,728650676,728650677,728650678,728650679,728650680,728650681,728650682,728650683,728650684,728650685,push
728650586,ee648c999da187e9d1def49d024311329dce8349,,background_check,errored,295,2020-09-19 22:07:33 UTC,728650587,728650588,728650589,728650590,728650591,728650592,728650593,728650594,728650595,728650596,728650597,728650598,728650599,728650600,push
725064643,59257f403efd038d3a2513972ea7253ed4a8b1b7,,v5.0.1,passed,2102,2020-09-07 21:57:41 UTC,725064644,725064645,725064646,725064647,725064648,725064649,725064650,725064651,725064652,725064653,725064654,725064655,725064656,725064657,push
725064539,59257f403efd038d3a2513972ea7253ed4a8b1b7,,master,passed,2104,2020-09-07 21:52:44 UTC,725064540,725064541,725064542,725064543,725064544,725064545,725064546,725064547,725064548,725064549,725064550,725064551,725064552,725064553,push
725054827,08726b583181767717c6c3580848b7efdc90bf8b,,v5.0.1.rc.1,passed,2102,2020-09-07 21:16:34 UTC,725054828,725054829,725054830,725054831,725054832,725054833,725054834,725054835,725054836,725054837,725054838,725054839,725054840,725054841,push
725054571,08726b583181767717c6c3580848b7efdc90bf8b,,master,passed,2164,2020-09-07 21:11:41 UTC,725054572,725054573,725054574,725054575,725054576,725054577,725054578,725054579,725054580,725054581,725054582,725054583,725054584,725054585,push
723917346,db6969beda133ac7ea75690ad83c62385d144972,,master,passed,2167,2020-09-03 20:40:52 UTC,723917347,723917348,723917349,723917350,723917351,723917352,723917353,723917354,723917355,723917356,723917357,723917358,723917359,723917360,push
723865926,76e4388118a78413beff956f8e48b8e61f067d82,396,master,passed,2210,2020-09-03 17:27:58 UTC,723865927,723865928,723865929,723865930,723865931,723865932,723865933,723865934,723865935,723865936,723865937,723865938,723865939,723865940,pull_request
722692746,c3a74759592c64f3b2c30c588520c925b922e305,,master,passed,2110,2020-08-31 10:16:50 UTC,722692747,722692748,722692749,722692750,722692751,722692752,722692753,722692754,722692755,722692756,722692757,722692758,722692759,722692760,push
722562578,8f171ef16a33d5bbb8d2bf6d7eba6aaf5bbc11d0,,master,passed,2084,2020-08-30 21:50:10 UTC,722562579,722562580,722562581,722562582,722562583,722562584,722562585,722562586,722562587,722562588,722562589,722562590,722562591,722562592,push
722560890,96827735eedbb2ff42b0ffb570df5b0ba3f6ca6c,,v5.0.0,passed,2106,2020-08-30 21:42:21 UTC,722560891,722560892,722560893,722560894,722560895,722560896,722560897,722560898,722560899,722560900,722560901,722560902,722560903,722560904,push
722560848,96827735eedbb2ff42b0ffb570df5b0ba3f6ca6c,,master,passed,2106,2020-08-30 21:33:42 UTC,722560849,722560850,722560851,722560852,722560853,722560854,722560855,722560856,722560857,722560858,722560859,722560860,722560861,722560862,push
722560668,1f350487e68dfde690f514c8f047454b79dddc28,,master,canceled,0,,722560669,722560670,722560671,722560672,722560673,722560674,722560675,722560676,722560677,722560678,722560679,722560680,722560681,722560682,push
722560358,830e7db93a915a1a32fb508dfd357935a7ea9101,,master,passed,2089,2020-08-30 21:29:09 UTC,722560359,722560360,722560361,722560362,722560363,722560364,722560365,722560366,722560367,722560368,722560369,722560370,722560371,722560372,push
722513698,80453940ff9da01232c899c685931cfb956e2564,,master,passed,2108,2020-08-30 16:51:23 UTC,722513699,722513700,722513701,722513702,722513703,722513704,722513705,722513706,722513707,722513708,722513709,722513710,722513711,722513712,push
722512612,b863c2ea3284561dff156c487c1b2221f0aa140c,,master,passed,2080,2020-08-30 16:46:15 UTC,722512613,722512614,722512615,722512616,722512617,722512618,722512619,722512620,722512621,722512622,722512623,722512624,722512625,722512626,push
722458062,b5fea4171e3c9268f733a366c3f7a70a07edb932,395,master,passed,2085,2020-08-30 11:46:25 UTC,722458063,722458064,722458065,722458066,722458067,722458068,722458069,722458070,722458071,722458072,722458073,722458074,722458075,722458076,pull_request
722458014,1f5e55d428dc6f445a3c45c3aee0084351215491,,coverband_5_readme_updates,passed,2108,2020-08-30 11:41:46 UTC,722458015,722458016,722458017,722458018,722458019,722458020,722458021,722458022,722458023,722458024,722458025,722458026,722458027,722458028,push
722379907,a0ca189909f5d260394b8fd5874387c694062366,,master,passed,2086,2020-08-29 22:41:00 UTC,722379908,722379909,722379910,722379911,722379912,722379913,722379914,722379915,722379916,722379917,722379918,722379919,722379920,722379921,push
722379238,e826fc366f0604ea35ed9b6cf2ebb313691e2245,,master,passed,2095,2020-08-29 22:36:11 UTC,722379239,722379240,722379241,722379242,722379243,722379244,722379245,722379246,722379247,722379248,722379249,722379250,722379251,722379252,push
722375925,4763f48a3cbf72943294ee926ea7e23778fe8ac7,392,master,passed,2122,2020-08-29 22:12:41 UTC,722375926,722375927,722375928,722375929,722375930,722375931,722375932,722375933,722375934,722375935,722375936,722375937,722375938,722375939,pull_request
722368600,99445b39a64aef8f86ecc6f387803070773e5cec,,master,passed,2131,2020-08-29 21:33:52 UTC,722368601,722368602,722368603,722368604,722368605,722368606,722368607,722368608,722368609,722368610,722368611,722368612,722368613,722368614,push
722359443,82474b49c614f6e56cb5ec786362699316960641,,v5.0.0.rc.8,passed,2128,2020-08-29 20:26:00 UTC,722359444,722359445,722359446,722359447,722359448,722359449,722359450,722359451,722359452,722359453,722359454,722359455,722359456,722359457,push
722325465,82474b49c614f6e56cb5ec786362699316960641,,master,passed,2117,2020-08-29 17:06:13 UTC,722325466,722325467,722325468,722325469,722325470,722325471,722325472,722325473,722325474,722325475,722325476,722325477,722325478,722325479,push
722315772,15bb0d5794525b130e2e4b372d190e6bf6540730,,master,failed,2120,2020-08-29 16:10:28 UTC,722315773,722315774,722315775,722315776,722315777,722315778,722315779,722315780,722315781,722315782,722315783,722315784,722315785,722315786,push
722213242,5d75af113f6b2713cd25517054c5685e8cf75569,,v5.0.0.rc.7,passed,2117,2020-08-29 03:19:35 UTC,722213243,722213244,722213245,722213246,722213247,722213248,722213249,722213250,722213251,722213252,722213253,722213254,722213255,722213256,push
722213187,5d75af113f6b2713cd25517054c5685e8cf75569,,master,passed,2144,2020-08-29 03:14:49 UTC,722213188,722213189,722213190,722213191,722213192,722213193,722213194,722213195,722213196,722213197,722213198,722213199,722213200,722213201,push
721891150,f7f4787da6b9161b5047813892a4fff50de419a2,,v5.0.0.rc.6,passed,2118,2020-08-28 02:46:27 UTC,721891151,721891152,721891153,721891154,721891155,721891156,721891157,721891158,721891159,721891160,721891161,721891162,721891163,721891164,push
721891018,f7f4787da6b9161b5047813892a4fff50de419a2,,master,passed,2153,2020-08-28 02:41:47 UTC,721891019,721891020,721891021,721891022,721891023,721891024,721891025,721891026,721891027,721891028,721891029,721891030,721891031,721891032,push
721207925,ed8087e9830381d2a192d48156f771c117e15f7f,,v5.0.0.rc.5,passed,2089,2020-08-26 03:00:53 UTC,721207926,721207927,721207928,721207929,721207930,721207931,721207932,721207933,721207934,721207935,721207936,721207937,721207938,721207939,push
721206948,ed8087e9830381d2a192d48156f771c117e15f7f,,master,passed,2129,2020-08-26 02:56:01 UTC,721206949,721206950,721206951,721206952,721206953,721206954,721206955,721206956,721206957,721206958,721206959,721206960,721206961,721206962,push
720510635,4b2b8a468b77376661afaa7d00a056c5e3e48a26,,master,passed,2163,2020-08-24 02:23:38 UTC,720510636,720510637,720510638,720510639,720510640,720510641,720510642,720510643,720510644,720510645,720510646,720510647,720510648,720510649,push
720499044,e4bebd42c1c23f7ac6ccf95cbb105282716888bf,390,master,passed,2100,2020-08-24 01:11:25 UTC,720499047,720499048,720499049,720499050,720499051,720499052,720499053,720499054,720499055,720499056,720499057,720499058,720499059,720499060,pull_request
720499022,d1a10efe63014cdbb38369514d785fbf54a6ad08,,improved_config,passed,2116,2020-08-24 01:06:43 UTC,720499023,720499024,720499025,720499026,720499027,720499028,720499029,720499030,720499031,720499032,720499033,720499034,720499035,720499036,push
720492053,ef6003d01d635d7017084fa3dc1ea1ce5755742f,390,master,failed,2084,2020-08-24 00:29:44 UTC,720492054,720492055,720492056,720492057,720492058,720492059,720492060,720492061,720492062,720492063,720492064,720492065,720492066,720492067,pull_request
720492036,b2f6a66b6bf6fc4c4d46dd704d13b9fcca029267,,improved_config,failed,2070,2020-08-24 00:21:56 UTC,720492037,720492038,720492039,720492040,720492041,720492042,720492043,720492044,720492045,720492046,720492047,720492048,720492049,720492050,push
720490608,63d8707301e3a6e48ba95ad90742c29731c3d154,390,master,failed,2165,2020-08-24 00:13:55 UTC,720490609,720490610,720490611,720490612,720490613,720490614,720490615,720490616,720490617,720490618,720490619,720490620,720490621,720490622,pull_request
720490585,81686882d400e0890892de7d8358abbee9054b60,,improved_config,failed,2098,2020-08-24 00:06:31 UTC,720490586,720490587,720490588,720490589,720490590,720490591,720490592,720490593,720490594,720490595,720490596,720490597,720490598,720490599,push
720489777,851abc550a6817a5a3a4384a6f8dfc31fece0579,390,master,canceled,0,,720489778,720489779,720489780,720489781,720489782,720489783,720489784,720489785,720489786,720489787,720489788,720489789,720489790,720489791,pull_request
720489756,a3026a9f33e7dd303c14652e62dbe35887da9340,,improved_config,failed,2154,2020-08-23 23:59:54 UTC,720489757,720489758,720489759,720489760,720489761,720489762,720489763,720489764,720489765,720489766,720489767,720489768,720489769,720489770,push
720487720,4c935780b63a4f8b1d36c61299876066315c66ac,390,master,errored,2034,2020-08-23 23:48:16 UTC,720487721,720487722,720487723,720487724,720487725,720487726,720487727,720487728,720487729,720487730,720487731,720487732,720487733,720487734,pull_request
720487677,f9ad35f9415261c5391da8e885ca6062d9f9f6ea,,improved_config,errored,1984,2020-08-23 23:43:35 UTC,720487678,720487679,720487680,720487681,720487682,720487683,720487684,720487685,720487686,720487687,720487688,720487689,720487690,720487691,push
720472487,0d2aec25d9b82f7ba3a2880f7f6f75b6e067ed8e,390,master,errored,2053,2020-08-23 22:08:17 UTC,720472488,720472489,720472490,720472491,720472492,720472493,720472494,720472495,720472496,720472497,720472498,720472499,720472500,720472501,pull_request
720472458,c155a5ed25de536f59acfb94d1e195cd480a9dd5,,improved_config,errored,2014,2020-08-23 22:03:36 UTC,720472460,720472463,720472465,720472466,720472467,720472468,720472469,720472470,720472471,720472472,720472473,720472474,720472475,720472476,push
720467276,8dc43f0622b034b7e65dd08bc373b5cbb543da53,390,master,failed,2116,2020-08-23 21:43:26 UTC,720467277,720467278,720467279,720467280,720467281,720467282,720467283,720467284,720467285,720467286,720467287,720467288,720467289,720467290,pull_request
720467261,3d912dcc043f40f24baeb421e4f58b78cfec42ed,,improved_config,failed,2083,2020-08-23 21:38:43 UTC,720467262,720467263,720467264,720467265,720467266,720467267,720467268,720467269,720467270,720467271,720467272,720467273,720467274,720467275,push
720463665,dc92137a765ef0107331debf68ac6db8ebe02391,390,master,failed,2111,2020-08-23 21:22:44 UTC,720463666,720463667,720463668,720463669,720463670,720463671,720463672,720463673,720463674,720463675,720463676,720463677,720463678,720463679,pull_request
720463648,cbb6c33f65848b3ab5993f9da5827f8962d7d6ba,,improved_config,failed,2066,2020-08-23 21:17:50 UTC,720463649,720463650,720463651,720463652,720463653,720463654,720463655,720463656,720463657,720463658,720463659,720463660,720463661,720463662,push
720456529,8d83f9703f9453da7debd2285cb8c26e551ad97a,390,master,failed,2139,2020-08-23 20:27:48 UTC,720456530,720456531,720456532,720456533,720456534,720456535,720456536,720456537,720456538,720456539,720456540,720456541,720456542,720456543,pull_request
720456265,9da589aa39eea10b9108e6af65b67473b09159a7,,improved_config,failed,2138,2020-08-23 20:23:04 UTC,720456266,720456267,720456268,720456269,720456270,720456271,720456272,720456273,720456274,720456275,720456276,720456277,720456278,720456279,push
718500898,0d82c5cc12449fbfa9f5577b7cea31243a9e3460,,v5.0.0.rc.4,passed,2236,2020-08-17 04:22:16 UTC,718500899,718500900,718500901,718500902,718500903,718500904,718500905,718500906,718500907,718500908,718500909,718500910,718500911,718500912,push
718499397,0d82c5cc12449fbfa9f5577b7cea31243a9e3460,,master,passed,2179,2020-08-17 04:14:25 UTC,718499398,718499399,718499400,718499401,718499402,718499403,718499404,718499405,718499406,718499407,718499408,718499409,718499410,718499411,push
716775194,6180a58cf88a1d0f519c084569daaf21e451d01d,,master,passed,2241,2020-08-11 02:45:21 UTC,716775195,716775196,716775197,716775198,716775199,716775200,716775201,716775202,716775203,716775204,716775205,716775206,716775207,716775208,push
716415778,48eaa7f583a126f1c28adbec849f46ff98e10814,,master,failed,2294,2020-08-10 01:41:59 UTC,716415779,716415781,716415782,716415783,716415785,716415786,716415787,716415789,716415791,716415792,716415793,716415794,716415795,716415796,push
716393304,9df923000d686e1432a414f7205909258b4917b9,388,master,failed,2093,2020-08-09 22:50:30 UTC,716393305,716393306,716393307,716393308,716393309,716393310,716393311,716393312,716393313,716393314,716393315,716393316,716393317,716393318,pull_request
716393289,985eec646988749d2c5c257adeec115146c36bed,,bug/fix_missing_web_report_requires,passed,2205,2020-08-09 22:45:56 UTC,716393290,716393291,716393292,716393293,716393294,716393295,716393296,716393297,716393298,716393299,716393300,716393301,716393302,716393303,push
716376477,0ca04a46a0569a8b24c05f8cc719a557d83f45f1,,master,failed,2165,2020-08-09 20:57:38 UTC,716376478,716376479,716376480,716376481,716376482,716376483,716376484,716376485,716376486,716376487,716376488,716376489,716376490,716376491,push
716371052,b8d5838533f8d8a7996206dd19992f7a4406c1fc,388,master,failed,2084,2020-08-09 20:23:07 UTC,716371053,716371054,716371055,716371056,716371057,716371058,716371059,716371060,716371061,716371062,716371063,716371064,716371065,716371066,pull_request
716371033,fb4b09485d66090ff535793897d24f3c8008871d,,bug/fix_missing_web_report_requires,failed,2133,2020-08-09 20:18:18 UTC,716371034,716371035,716371036,716371037,716371038,716371039,716371040,716371041,716371042,716371043,716371044,716371045,716371046,716371047,push
716203881,b55594b08b2732e4c7df3a241b6d84091fec4d60,388,master,failed,2142,2020-08-08 22:49:06 UTC,716203882,716203883,716203884,716203885,716203886,716203887,716203888,716203889,716203890,716203891,716203892,716203893,716203894,716203895,pull_request
716203844,3f0c96ff3d8ca162bd9665a086f8fc4ae729fa0c,,bug/fix_missing_web_report_requires,failed,2116,2020-08-08 22:44:20 UTC,716203845,716203846,716203847,716203848,716203849,716203850,716203851,716203852,716203853,716203854,716203855,716203856,716203857,716203858,push
714684915,78a1da323ecabc6ad780b272034854a5c3700c63,,master,passed,2134,2020-08-04 03:05:48 UTC,714684916,714684917,714684918,714684919,714684920,714684921,714684922,714684923,714684924,714684925,714684926,714684927,714684928,714684929,push
713140923,dafbbe545bc413bce0e20553cb243a2b3fb0a4b2,,v5.0.0.rc.3,passed,2057,2020-07-30 02:17:46 UTC,713140924,713140925,713140926,713140927,713140928,713140929,713140930,713140931,713140932,713140933,713140934,713140935,713140936,713140937,push
713140763,dafbbe545bc413bce0e20553cb243a2b3fb0a4b2,,master,passed,2079,2020-07-30 02:13:12 UTC,713140764,713140765,713140766,713140767,713140768,713140769,713140770,713140771,713140772,713140773,713140774,713140775,713140776,713140777,push
711787940,26fd626b2b3cb167a53892ad261ad2a0ff501f31,,master,passed,2170,2020-07-25 18:51:21 UTC,711787941,711787942,711787943,711787944,711787945,711787946,711787947,711787948,711787949,711787950,711787951,711787952,711787953,711787954,push
711760741,ac77a4b7608d0104a12d0abb3158c8b107e1cb33,386,master,passed,2055,2020-07-25 16:28:26 UTC,711760742,711760743,711760744,711760745,711760746,711760747,711760748,711760749,711760750,711760751,711760752,711760753,711760754,711760755,pull_request
711760724,dd1c77030ed7d21bd06cd024c3f6800f7523bd70,,reduce_footprint_when_not_using_web_reporter,passed,2078,2020-07-25 16:22:57 UTC,711760725,711760726,711760727,711760728,711760729,711760730,711760731,711760732,711760733,711760734,711760735,711760736,711760737,711760738,push
711758297,39f404fb5c4cc1902ed52003e374bed68cb290d7,386,master,failed,2089,2020-07-25 16:09:35 UTC,711758298,711758299,711758300,711758301,711758302,711758303,711758304,711758305,711758306,711758307,711758308,711758309,711758310,711758311,pull_request
711758211,274229ed085f606c7c436b54dab5dd2d2202c1ca,,reduce_footprint_when_not_using_web_reporter,failed,2074,2020-07-25 16:04:58 UTC,711758212,711758213,711758214,711758215,711758216,711758217,711758218,711758219,711758220,711758221,711758222,711758223,711758224,711758225,push
707254152,02aa2af9b74ffb30d41cc0bd493d62e71bc5bd7f,,master,passed,2334,2020-07-11 22:09:33 UTC,707254153,707254154,707254155,707254156,707254157,707254158,707254159,707254160,707254161,707254162,707254163,707254164,707254165,707254166,push
707253363,907c2cfdc57f1337dbbc34c1d906cf1a5d365e74,,master,passed,2110,2020-07-11 22:03:55 UTC,707253364,707253365,707253366,707253367,707253368,707253369,707253370,707253371,707253372,707253373,707253374,707253375,707253376,707253377,push
707250296,7ffe4fb8df7ddd8d7359119f701095880376ac1e,383,master,errored,348,2020-07-11 22:01:49 UTC,707250297,707250298,707250299,707250300,707250301,707250302,707250303,707250304,707250305,707250306,707250307,707250308,707250309,707250310,pull_request
