build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751912211,9d886a9db466cedafb1f8acec84df65902ccdb13,,dead_method_scanning,passed,3021,2020-12-29 02:22:30 UTC,751912212,751912213,751912214,751912215,751912216,751912217,751912218,751912219,751912220,751912221,751912222,751912223,751912224,751912225,push
751889759,1c92c5c8d25056ca88efb333d91fc0432157f94d,,dead_method_scanning,passed,3016,2020-12-28 22:49:59 UTC,751889761,751889762,751889763,751889764,751889765,751889766,751889767,751889768,751889769,751889770,751889771,751889772,751889773,751889774,push
751841978,431afba3c3e94fbc63e9db9f759a07472b08d253,,dead_method_scanning,passed,3009,2020-12-28 17:05:46 UTC,751841979,751841980,751841981,751841982,751841983,751841984,751841985,751841986,751841987,751841988,751841989,751841990,751841991,751841992,push
751626625,d4ee9f53f06233b367286da8b31f058ff0bcd47e,,dead_method_scanning,passed,3094,2020-12-27 00:40:02 UTC,751626626,751626627,751626628,751626629,751626630,751626631,751626632,751626633,751626634,751626635,751626636,751626637,751626638,751626639,push
750727449,bfabb9a9f3dfedba65eddd60aea7912457295ee8,,dead_method_scanning,passed,3034,2020-12-20 20:20:21 UTC,750727450,750727451,750727452,750727453,750727454,750727455,750727456,750727457,750727458,750727459,750727460,750727461,750727462,750727463,push
750726765,7d22b6e89cad39bbfba18a2a5f4cc1205f11d164,,dead_method_scanning,canceled,0,,750726766,750726767,750726768,750726769,750726770,750726771,750726772,750726773,750726774,750726775,750726776,750726777,750726778,750726779,push
750725710,e4726dcc060be1da41c02efd98852972ac32c9df,,dead_method_scanning,canceled,0,,750725711,750725712,750725713,750725714,750725715,750725716,750725717,750725718,750725719,750725720,750725721,750725722,750725723,750725724,push
750724017,6a224eb29d4477cc866998f038d4d26451081720,,dead_method_scanning,errored,568,2020-12-20 20:01:18 UTC,750724018,750724019,750724020,750724021,750724022,750724023,750724024,750724025,750724026,750724027,750724028,750724029,750724030,750724031,push
750722750,4f5f0de081565cfb350e96c3919161bea8a6d96a,,dead_method_scanning,errored,1534,2020-12-20 19:48:26 UTC,750722751,750722752,750722753,750722754,750722755,750722756,750722757,750722758,750722759,750722760,750722761,750722762,750722763,750722764,push
750670386,824c1d98cbcf64bb9f9ed386b160ef748d8205b2,,dead_method_scanning,passed,3022,2020-12-20 12:54:39 UTC,750670387,750670388,750670390,750670391,750670392,750670393,750670394,750670395,750670396,750670397,750670398,750670400,750670401,750670402,push
750666435,c815cc63afd8b5b52ae0e642b9c6ddaf9c5f28bb,,dead_method_scanning,failed,3014,2020-12-20 12:11:50 UTC,750666436,750666437,750666438,750666439,750666440,750666441,750666442,750666443,750666444,750666445,750666446,750666447,750666448,750666449,push
750665716,43f9c350aa56f51dbc0f433a8cb830a2acd3f5c5,,dead_method_scanning,errored,584,2020-12-20 12:05:14 UTC,750665717,750665718,750665719,750665720,750665721,750665722,750665723,750665724,750665725,750665726,750665727,750665728,750665729,750665730,push
750665614,22d4da1aa71ece00bea18b7035920dae4b6f9960,,dead_method_scanning,failed,2986,2020-12-20 11:54:53 UTC,750665615,750665616,750665617,750665618,750665619,750665620,750665621,750665622,750665623,750665624,750665625,750665626,750665627,750665628,push
750665313,6e524c9a7badb5e991f202927688ef507dc192d5,,dead_method_scanning,errored,729,2020-12-20 11:50:56 UTC,750665314,750665315,750665316,750665317,750665318,750665319,750665320,750665321,750665322,750665323,750665324,750665325,750665326,750665327,push
750663688,498e70469e22a55b21965b501fe7c44ff1af676a,,dead_method_scanning,failed,1167,2020-12-20 11:31:13 UTC,750663689,750663690,750663691,750663692,750663693,750663694,750663695,750663696,750663697,750663698,750663699,750663700,750663701,750663702,push
750662378,f40c99ce80ec32b127ab2276476a6a3dff5850ff,,dead_method_scanning,failed,1217,2020-12-20 11:12:10 UTC,750662379,750662380,750662381,750662382,750662383,750662384,750662385,750662386,750662387,750662388,750662389,750662390,750662391,750662392,push
750545801,174c8a99fa689bbd7c14ce20b4f32657f3c97de2,,dead_method_scanning,passed,3109,2020-12-19 13:02:17 UTC,750545802,750545803,750545804,750545805,750545806,750545807,750545808,750545809,750545810,750545811,750545812,750545813,750545814,750545815,push
749497376,413f0394908fbc1fabb2cabc6e89b055b5424def,,scan_method_body,passed,3061,2020-12-14 00:04:07 UTC,749497377,749497378,749497379,749497380,749497381,749497382,749497383,749497384,749497385,749497386,749497387,749497388,749497389,749497390,push
749496992,e97072e9a9be82ffe9fe2cdab180abf9c2019b1c,,scan_method_body,errored,886,2020-12-13 23:58:25 UTC,749496993,749496994,749496995,749496996,749496997,749496998,749496999,749497000,749497001,749497002,749497003,749497004,749497005,749497006,push
749470738,3b67d8afe18fb5124d0985209d4ceb6532cf7f22,,scan_method_body,failed,3090,2020-12-13 20:16:53 UTC,749470739,749470740,749470741,749470742,749470743,749470744,749470745,749470746,749470747,749470748,749470749,749470750,749470751,749470752,push
749469042,83304941015b7064ba6ab834b5ce6d025b2e4292,,scan_method_body,errored,1522,2020-12-13 20:00:29 UTC,749469043,749469044,749469045,749469046,749469047,749469048,749469049,749469050,749469051,749469052,749469053,749469054,749469055,749469056,push
749420252,44e80aeef45564763315efd614c90c57f2775127,,scan_method_body,failed,3119,2020-12-13 13:47:31 UTC,749420253,749420254,749420255,749420256,749420257,749420258,749420259,749420260,749420261,749420262,749420263,749420264,749420265,749420266,push
747870441,dff0a0065d3f33a4a6cf37847e48ed91181bf3c3,,master,passed,3002,2020-12-05 23:09:33 UTC,747870442,747870443,747870444,747870445,747870446,747870447,747870448,747870449,747870450,747870451,747870452,747870453,747870454,747870455,push
747869799,bc5a22e21bc164207b3add9aebc0517c05b795ad,,master,canceled,0,,747869800,747869801,747869802,747869803,747869804,747869805,747869806,747869807,747869808,747869809,747869810,747869811,747869812,747869813,push
747869495,23902101e9d846b19539e46eeca87dc81bea8eb0,,master,canceled,0,,747869496,747869497,747869498,747869499,747869500,747869501,747869502,747869503,747869504,747869505,747869506,747869507,747869508,747869509,push
747869378,108a70b09585c3632e7f7fc5f38e906c858421a1,,master,canceled,0,,747869379,747869380,747869381,747869382,747869383,747869384,747869385,747869386,747869387,747869388,747869389,747869390,747869391,747869392,push
747867358,4c96290647ee55935066ac1495192409f749a722,,master,passed,3778,2020-12-05 22:35:09 UTC,747867359,747867360,747867361,747867362,747867363,747867364,747867365,747867366,747867367,747867368,747867369,747867370,747867371,747867372,push
734173928,6ece3fd83dde7c7d8b08aa86aea85b9c2212bcdd,,v5.0.3,passed,2428,2020-10-09 03:39:39 UTC,734173929,734173930,734173931,734173932,734173933,734173934,734173935,734173936,734173937,734173938,734173939,734173940,734173941,734173942,push
734171894,6ece3fd83dde7c7d8b08aa86aea85b9c2212bcdd,,master,passed,2393,2020-10-09 03:22:26 UTC,734171895,734171896,734171897,734171898,734171899,734171900,734171901,734171902,734171903,734171904,734171905,734171906,734171907,734171908,push
733850267,78f1591358a046455c1eafc4afadd1ef71484c9e,,master,passed,2423,2020-10-08 02:08:20 UTC,733850268,733850269,733850270,733850271,733850272,733850273,733850274,733850275,733850276,733850277,733850278,733850279,733850280,733850281,push
733716228,f8e264003db8d98da14fd79d64ca78fed1bff411,406,master,passed,2410,2020-10-07 16:14:15 UTC,733716229,733716230,733716231,733716232,733716233,733716234,733716235,733716236,733716237,733716238,733716239,733716240,733716241,733716242,pull_request
732539883,73d6f0bc84962a29d54d31b1e408c03610897268,,master,passed,2361,2020-10-03 15:44:25 UTC,732539884,732539885,732539886,732539887,732539888,732539889,732539890,732539891,732539892,732539893,732539894,732539895,732539896,732539897,push
731479310,2958ddc07282e76df91da30b49a756ec9821d6b9,,v5.0.2,passed,2340,2020-09-30 03:24:49 UTC,731479311,731479312,731479313,731479314,731479315,731479316,731479317,731479318,731479319,731479320,731479321,731479322,731479323,731479324,push
731479114,2958ddc07282e76df91da30b49a756ec9821d6b9,,master,passed,2362,2020-09-30 03:16:59 UTC,731479115,731479116,731479117,731479118,731479119,731479120,731479121,731479122,731479123,731479124,731479125,731479126,731479127,731479128,push
731476716,78e707911c2ce2e05d50235698792a8d8cc63a25,,master,passed,2315,2020-09-30 03:01:03 UTC,731476717,731476718,731476719,731476720,731476721,731476722,731476723,731476724,731476725,731476726,731476727,731476728,731476729,731476730,push
731474889,d3f14dabc7589efbde9818276e8775c99f77caa2,,master,passed,2341,2020-09-30 02:47:08 UTC,731474890,731474891,731474892,731474893,731474894,731474895,731474896,731474897,731474898,731474899,731474900,731474901,731474902,731474903,push
731472670,339fdda4e1858b6d83d25da69e6479c2299b5320,,master,passed,2346,2020-09-30 02:31:41 UTC,731472671,731472672,731472673,731472674,731472675,731472676,731472677,731472678,731472679,731472680,731472681,731472682,731472683,731472684,push
731465333,e6b7f4ceb471ff382c6b2e5089b0bfbccfa4dcc5,,master,passed,2433,2020-09-30 01:39:33 UTC,731465334,731465335,731465336,731465337,731465338,731465339,731465340,731465341,731465342,731465343,731465344,731465345,731465346,731465347,push
731408212,3d7834fc7eb069e8ddc7929f970e564559384333,405,master,passed,2399,2020-09-29 20:54:32 UTC,731408213,731408214,731408215,731408216,731408217,731408218,731408219,731408221,731408222,731408230,731408231,731408232,731408233,731408234,pull_request
729110778,43c5ac94febc7a961346b0e9408d829d4d2ef8ad,,master,passed,2401,2020-09-21 19:59:00 UTC,729110779,729110780,729110781,729110782,729110783,729110784,729110785,729110786,729110787,729110788,729110789,729110790,729110791,729110792,push
