build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754591203,cbca4fa2f37012270bb66076471052135d1f3748,211,master,passed,198,2021-01-15 07:44:30 UTC,754591204,754591205,754591206,754591207,754591208,754591209,754591210,pull_request
754589742,e4eee00657b7c4d5e909653242c91e557b1cdb4a,210,master,passed,237,2021-01-15 07:29:12 UTC,754589743,754589744,754589745,754589746,754589747,754589748,754589749,754589750,pull_request
754459830,6229210ade04578d01481d4e947124615a2e2de1,,2.1.3,passed,327,2021-01-14 14:12:17 UTC,754459831,754459832,754459833,754459834,754459835,754459836,754459837,push
754459386,6229210ade04578d01481d4e947124615a2e2de1,,master,passed,202,2021-01-14 14:07:33 UTC,754459387,754459388,754459389,754459390,754459391,754459392,754459393,push
752121143,4fa635535d72da5f513e9a3b624cea2f3463555d,,master,passed,191,2020-12-30 13:13:52 UTC,752121144,752121145,752121146,752121147,752121148,752121149,752121150,push
751977690,c68b2565c5beb89614a899646876cb1348165159,,master,passed,195,2020-12-29 14:42:14 UTC,751977691,751977692,751977693,751977694,751977695,751977696,751977697,push
751030500,f2f91ce172fc0170d0ef8b138e0140d2a041ea2e,,master,passed,194,2020-12-22 14:40:39 UTC,751030502,751030503,751030504,751030505,751030506,751030507,751030508,push
750862741,10444f421ef4b5b774d68af39900bff6e4b80839,,master,passed,187,2020-12-21 16:21:16 UTC,750862742,750862743,750862744,750862745,750862746,750862747,750862748,push
750854223,7ef3456521be80c699d06d802adec176ca2b9169,,master,passed,189,2020-12-21 15:31:22 UTC,750854224,750854225,750854226,750854227,750854228,750854229,750854230,push
730815673,69c60f6d07c329f7d3ac2cba79bc03643bd424d8,,master,passed,192,2020-09-28 01:41:57 UTC,730815674,730815675,730815676,730815677,730815678,730815679,730815680,push
728803694,3df97528dd9082a0f669cb9c8a3872de70047ccf,206,master,passed,199,2020-09-20 19:45:53 UTC,728803695,728803696,728803697,728803698,728803699,728803700,728803701,pull_request
726085134,059cef1eab25fc881a2732dd07a38b545fb35586,,2.1.2,passed,338,2020-09-10 22:01:30 UTC,726085135,726085136,726085137,726085138,726085139,726085140,726085141,push
726084359,059cef1eab25fc881a2732dd07a38b545fb35586,,master,passed,199,2020-09-10 21:57:36 UTC,726084360,726084361,726084362,726084363,726084364,726084365,726084366,push
726084184,19ae0d044d4930f612c7b75eef0b15e17b100df4,,master,passed,199,2020-09-10 21:56:53 UTC,726084185,726084186,726084187,726084188,726084189,726084190,726084191,push
725883480,0672adf37dbd5263031a512cbf6d654bcb80231b,,master,passed,195,2020-09-10 10:40:35 UTC,725883481,725883482,725883483,725883484,725883485,725883486,725883487,push
725713962,db105fa768f91825db292b205f2319f3dcf35543,,2.1.1,passed,332,2020-09-09 20:24:37 UTC,725713963,725713964,725713965,725713966,725713967,725713968,725713969,push
725712509,db105fa768f91825db292b205f2319f3dcf35543,,master,passed,198,2020-09-09 20:19:12 UTC,725712511,725712512,725712513,725712514,725712515,725712516,725712517,push
721351785,2d207e2743bc85494d6248c5caf941e56e62922b,,master,passed,199,2020-08-26 14:03:19 UTC,721351786,721351787,721351788,721351789,721351790,721351791,721351792,push
720791164,a53999392832825389563eaec33c14596dafcac1,,master,passed,192,2020-08-24 21:01:26 UTC,720791165,720791166,720791167,720791168,720791169,720791170,720791171,push
716328307,e0d436535ecf71fc22a7df61f38bd733e0f258aa,,master,passed,198,2020-08-09 16:08:14 UTC,716328308,716328309,716328310,716328311,716328312,716328313,716328314,push
716321735,70c15e21b1daecd7db96440dae25a887ff3ce321,,master,failed,184,2020-08-09 15:35:18 UTC,716321736,716321737,716321738,716321739,716321740,716321741,716321742,push
716320525,918b4211dda56de2aab212d8f2cc604d55e44743,,master,failed,199,2020-08-09 15:26:36 UTC,716320526,716320527,716320528,716320529,716320530,716320531,716320532,push
716320330,4cf125edb4de0973c323190cb8de486f9c6ddf0d,,master,failed,189,2020-08-09 15:25:16 UTC,716320331,716320332,716320333,716320334,716320335,716320336,716320337,push
716319845,4cb5e45f31d775cb6d4feede6be3850592e3994c,164,master,failed,224,2020-08-09 15:21:53 UTC,716319846,716319847,716319848,716319849,716319850,716319851,716319852,pull_request
716316631,3ddb13d2b5cc7df926775afc407c2fd74bfef2c8,,master,passed,193,2020-08-09 15:00:21 UTC,716316632,716316633,716316634,716316635,716316636,716316637,716316638,push
716312287,352b4eda21c31ac9ab9ac9a435a7ae22def00309,,master,passed,188,2020-08-09 14:53:09 UTC,716312288,716312289,716312290,716312291,716312292,716312294,716312295,push
716311902,4d33bc9051a06d87145490c80cc17e24b09de6f9,,master,passed,196,2020-08-09 14:52:27 UTC,716311903,716311904,716311905,716311906,716311907,716311908,716311909,push
716306547,db18f4cd9a18c151a01a3070b86581c5de48bad4,,master,passed,202,2020-08-09 14:38:11 UTC,716306548,716306549,716306550,716306551,716306552,716306553,716306554,push
716305811,92b1b1fc25a6f9bcf8cab634ca995b5ea00f2fdc,,master,failed,101,2020-08-09 14:37:01 UTC,716305812,716305813,716305814,716305815,push
716258039,b8d13d034b457e53a87402941a1d69674148784d,,master,failed,97,2020-08-09 08:11:51 UTC,716258040,716258041,716258042,716258043,push
683785841,af71573676ef1b3ecbec6cbc57a411923a791a9c,199,master,failed,102,2020-05-06 11:16:17 UTC,683785842,683785843,683785844,683785845,pull_request
617453604,1b9d23c4b2b0f99f2b9941b40ffb52bb96b4db58,192,master,passed,374,2019-11-26 22:49:42 UTC,617453605,617453606,617453607,617453608,617453609,617453610,617453611,pull_request
611472060,042447915d676c11f40e94e69d977f3ace26d0f0,194,master,failed,95,2019-11-13 17:12:33 UTC,611472061,611472062,611472063,611472064,pull_request
589672520,77baf6b192133d2bd4a2b0a1c5ab7c120285022a,193,master,failed,117,2019-09-25 22:11:45 UTC,589672521,589672522,589672523,589672524,pull_request
589658294,8d02204aa83a5b448e5f12f569065d30dd736f90,192,master,passed,193,2019-09-25 21:32:46 UTC,589658295,589658296,589658297,589658298,589658299,589658300,pull_request
564524112,ee9e3213b299088f51b29ada01fcbd68790ddb61,186,master,failed,87,2019-07-28 02:02:36 UTC,564524113,564524114,564524115,564524116,pull_request
537653746,e20ba7cf1460e3d800acb9ea0844ade2933d8d39,186,master,passed,154,2019-05-27 06:53:48 UTC,537653747,537653748,537653749,537653750,pull_request
500365639,2e00d70a2c2be9841deb38081915a3d5b4cf9bb7,181,master,passed,198,2019-03-01 14:22:34 UTC,500365640,500365641,500365642,500365643,pull_request
495250818,2dc5522c1dfe034466f16d60d1883b4fd502e4d2,164,master,passed,135,2019-02-19 03:25:10 UTC,495250819,495250820,495250821,495250822,pull_request
495248861,7df3a47a0fd4f6ede53879a69dff7155a75040dc,164,master,failed,195,2019-02-19 03:17:29 UTC,495248862,495248863,495248864,495248865,pull_request
494516557,9dd4f07e08f0839a4664b206b4bd8ac157b5274e,164,master,failed,167,2019-02-17 15:06:47 UTC,494516558,494516559,494516560,494516561,pull_request
494512262,f4241fe36cf5f6506be195b022f2c42b65197310,164,master,failed,144,2019-02-17 14:48:28 UTC,494512263,494512264,494512265,494512266,pull_request
494511676,ee09b1f1054535d9a7b56c413a32a5f6047a7d57,164,master,failed,186,2019-02-17 14:45:30 UTC,494511677,494511678,494511679,494511680,pull_request
494494616,7b6dc68540dbdc95e2b40e5c8ba8d957c4e4bda4,164,master,failed,187,2019-02-17 13:32:13 UTC,494494617,494494618,494494619,494494620,pull_request
493940969,71231ddc5aa54f155d4f0563c56006fffbfc84e7,,master,passed,189,2019-02-15 20:24:12 UTC,493940970,493940971,493940972,493940973,push
493935945,1bd5f23cbcfd489c77afdf0da793f466ddb6434f,,2.1.0,passed,245,2019-02-15 20:11:51 UTC,493935946,493935947,493935948,493935949,push
493935087,1bd5f23cbcfd489c77afdf0da793f466ddb6434f,,master,passed,169,2019-02-15 20:09:37 UTC,493935088,493935090,493935092,493935095,push
490862892,1232de48d90d824b212497a0ea0daaee53c6c47a,164,master,failed,178,2019-02-09 04:58:44 UTC,490862893,490862894,490862895,490862896,pull_request
490861574,96e9bdd44babc799eb408b45628fc23cba6055f1,164,master,failed,426,2019-02-09 04:49:46 UTC,490861575,490861576,490861577,490861578,pull_request
490858644,96e9bdd44babc799eb408b45628fc23cba6055f1,164,master,failed,278,2019-02-09 04:30:18 UTC,490858645,490858646,490858647,490858648,pull_request
489824886,aa9b2d3c076e66defc6162762bb7a744ada8ee40,,master,passed,144,2019-02-07 00:18:52 UTC,489824887,489824888,489824889,489824890,push
489823190,0a249823166ad2eb8ed1914f79f157ab51f6ce36,,master,passed,203,2019-02-07 00:12:31 UTC,489823191,489823192,489823193,489823194,push
489821818,98b36aedcea0ed50dc002c3d17dc7ad4e3166781,,master,passed,181,2019-02-07 00:08:05 UTC,489821819,489821820,489821821,489821822,push
489818797,b792275a29b1b928ccd94c1f8124a964cc7b60a7,,master,passed,191,2019-02-07 00:00:49 UTC,489818798,489818800,489818802,489818804,push
489242699,3bf7713774e5c9b62be7dcdfdeda3bb0402baea2,179,master,passed,304,2019-02-05 21:06:48 UTC,489242700,489242701,489242702,489242703,pull_request
475870511,a44899a9a03e7c1c5e3a00b6e7c7013ce91e1616,164,master,failed,162,2019-01-06 02:03:30 UTC,475870512,475870513,475870514,475870515,pull_request
466174484,22fc23b04fe25c6e1dc182070f4e3d64ce745ddd,173,master,passed,104,2018-12-10 20:09:25 UTC,466174489,466174491,466174492,466174493,pull_request
453483095,4789b2d7fd01f3571594da6bff96fb847839e20a,164,master,passed,114,2018-11-11 06:41:19 UTC,453483096,453483097,453483098,453483099,pull_request
