build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
517070912,d763d359e68299c2b4e28e4b67770581ae083431,,master,errored,190,2019-04-08 04:17:14 UTC,517070913,517070914,push
517070905,c1bbe8a172129f7c89e0d59345b13a2b4782b783,,flexy-pool-parent-2.1.2,errored,199,2019-04-08 04:17:07 UTC,517070906,517070907,push
517070882,c1bbe8a172129f7c89e0d59345b13a2b4782b783,,master,canceled,0,,517070883,517070884,push
517069981,70271fd6062eb656f4be022e93d5a54f6701e1a4,,master,errored,198,2019-04-08 04:12:49 UTC,517069982,517069983,push
486018844,e508dbcc2bff832adce5011df3ee9867eb443c45,,master,errored,219,2019-01-29 17:28:55 UTC,486018845,486018846,push
476226816,6dc2bf93a3d79839ac8e4ae997963343640fc92b,,master,errored,191,2019-01-07 07:03:39 UTC,476226817,476226818,push
474411905,7ed27129735e30dc34c3b30587c683082821f0b8,,master,errored,181,2019-01-02 13:49:13 UTC,474411906,474411907,push
474411013,ffce3ab7d121e6041779885da14904fb7c366e6c,,master,errored,224,2019-01-02 13:46:46 UTC,474411015,474411017,push
449224011,817085d513924fd66e798dc46950da0b6449535e,,master,errored,167,2018-11-01 07:38:05 UTC,449224012,449224013,push
449221706,df3a24fb9aed96a50d3b5a9be5c903ffa729c752,,master,errored,188,2018-11-01 07:28:46 UTC,449221707,449221708,push
449221669,2f8bc11efa1e34363f07dac27961e36d4dccd3e8,,flexy-pool-parent-2.1.1,errored,162,2018-11-01 07:28:49 UTC,449221670,449221671,push
449221638,2f8bc11efa1e34363f07dac27961e36d4dccd3e8,,master,canceled,0,,449221639,449221640,push
449220655,b48df35fca2c4961c929520d5f79847e04cc7936,,master,errored,163,2018-11-01 07:24:46 UTC,449220656,449220657,push
449220033,ddaf2b1542306c6917f31554f877d13f39ebc3bf,,master,errored,154,2018-11-01 07:21:47 UTC,449220034,449220035,push
449218122,0d170ace26bdb6b9ef3a4c56fa721e91afbf3cf1,54,master,errored,162,2018-11-01 07:13:18 UTC,449218124,449218125,pull_request
449217460,5b6f70057004e7e4d6b0fe59a0399ff68eb9a4d1,,master,errored,168,2018-11-01 07:12:05 UTC,449217461,449217462,push
449217431,3ed4f99b9b9ac7eb040f81b2334658e8b311e4fe,,flexy-pool-parent-2.1.0,errored,157,2018-11-01 07:10:31 UTC,449217432,449217433,push
449217377,3ed4f99b9b9ac7eb040f81b2334658e8b311e4fe,,master,canceled,0,,449217378,449217379,push
449216156,fa44e37215c4e68139b2fab004c5cf943fd62c11,,master,errored,159,2018-11-01 07:05:23 UTC,449216157,449216158,push
449211145,06180ce470372d3249de4af57b36ee8a9e3602af,53,master,errored,165,2018-11-01 06:47:49 UTC,449211146,449211147,pull_request
449209026,d1c756a93a7fa67074e00fb4000b7fa7fd596b32,53,master,errored,119,2018-11-01 06:41:01 UTC,449209027,449209028,pull_request
443015285,7c473cfb0d4dac17b9fa0fa451d19ee4c88d8cf3,,master,errored,158,2018-10-18 04:55:37 UTC,443015286,443015287,push
443015276,bbfd89fdb66a5671f6f739cccbf8a0832613d585,,flexy-pool-parent-2.0.1,errored,154,2018-10-18 04:55:30 UTC,443015277,443015278,push
443015258,bbfd89fdb66a5671f6f739cccbf8a0832613d585,,master,canceled,0,,443015259,443015260,push
443014580,4783ba4aec51838a25dcf0d45df0ab4f1ad070b1,,master,errored,156,2018-10-18 04:50:33 UTC,443014581,443014582,push
427769513,e70f9bd5a2968699e1011d43ddca57260700cec0,,master,errored,156,2018-09-12 16:28:51 UTC,427769514,427769515,push
392764816,e1ac991dfa9cdcffab7924ae492cc05f48045555,,master,errored,260,2018-06-15 15:28:44 UTC,392764817,392764818,push
392764593,9f8c0a2c3847259d043715bf7288691cb6da6ad0,,master,errored,223,2018-06-15 15:28:13 UTC,392764594,392764595,push
388629260,8d6b16b0ac45e04b7672e3f77c4e3d05ce1e70cb,,master,errored,137,2018-06-06 07:09:09 UTC,388629261,388629262,push
359593670,5cffc5c3da106f38bd9aa5d713e9f18e95729cba,,master,errored,151,2018-03-28 22:09:03 UTC,359593671,359593672,push
359024655,e8a50a83e4f7b047326a4765c21f6de6d5efe4df,,master,errored,207,2018-03-27 18:26:25 UTC,359024656,359024657,push
359022494,7bb0eedab3f84637902863ef7826c5d14b372821,,master,errored,210,2018-03-27 18:21:51 UTC,359022495,359022496,push
359020311,f5dfd8212d4af4be24286433185d197197f92ae1,,master,errored,297,2018-03-27 18:17:05 UTC,359020312,359020313,push
359020097,e2530d53b0bf38e4a790d977edee1f318b0e8593,,master,errored,197,2018-03-27 18:16:32 UTC,359020098,359020099,push
342813565,286e7116891543546315958cdacb1645224266b6,,master,errored,198,2018-02-17 19:01:43 UTC,342813568,342813569,push
334417151,a5a1b4e223b2b64b75c36b0215b0bd949244b07b,,master,errored,150,2018-01-28 17:16:32 UTC,334417152,334417153,push
331686876,080c4b68ba479ace023cc79949f40bb3ed8380c6,,master,errored,303,2018-01-22 07:22:38 UTC,331686877,331686878,push
331675190,317e24c80a3d8cdfb26c97e9149cb0a27f13697e,,master,errored,191,2018-01-22 06:21:39 UTC,331675191,331675192,push
331671958,ba8e1f7f590da196281f412d3d1ea216be8cd7b9,,master,errored,74,2018-01-22 06:04:29 UTC,331671959,push
331669946,c2082225eb097953cc8422044224fef15e8a5bcb,,master,errored,44,2018-01-22 05:51:31 UTC,331669947,push
331667647,4375096caa9b54c659f439293f66531a9d1cf16c,,master,errored,72,2018-01-22 05:38:38 UTC,331667648,push
331667635,30e4b7c2c34bd2d1c3be90e723930807a0730911,,flexy-pool-parent-2.0.0,errored,93,2018-01-22 05:38:32 UTC,331667636,push
331667629,30e4b7c2c34bd2d1c3be90e723930807a0730911,,master,errored,61,2018-01-22 05:38:32 UTC,331667630,push
331666395,c8ce49881a5482c840420671e1b8e30400078c32,,master,errored,39,2018-01-22 05:31:59 UTC,331666396,push
331664573,b8498ae0efe773c462f1034b62254db1c8b153b0,,master,passed,613,2018-01-22 05:22:21 UTC,331664574,push
331659098,41bbb1e0b384400c21a54cbb3cc37609db69f694,,master,passed,624,2018-01-22 04:53:49 UTC,331659099,push
331537399,8e78ffead65369737017f205072731db2d4c34a5,,master,passed,624,2018-01-21 19:18:17 UTC,331537400,push
331482930,5faeb40a6fda6be25e8d001205276b5a3b0592ca,,master,failed,881,2018-01-21 15:38:18 UTC,331482931,331482932,push
331477618,27d16d289f8c7cd0f353eef9f701c1317262015f,,master,errored,160,2018-01-21 15:16:29 UTC,331477619,331477620,push
324966660,95e04631c2a40747265e54c28925c97efd1cc429,,master,errored,1167,2018-01-04 10:12:07 UTC,324966661,324966662,push
306665024,fbb729337fd9e99177fc9583c5cb240cb45c7175,,master,passed,1366,2017-11-24 09:16:10 UTC,306665025,306665026,push
306652262,65feb093140643c4bc101af7f9fa9e4c81e6665b,,master,errored,1362,2017-11-24 08:40:04 UTC,306652263,306652264,306652265,push
306652200,5f1f6d8490d00916d683846d1e1c6d454c991c98,,master,canceled,0,,306652201,306652202,306652203,push
306652178,5f1f6d8490d00916d683846d1e1c6d454c991c98,,flexy-pool-parent-1.3.0,errored,1426,2017-11-24 08:38:57 UTC,306652179,306652181,306652182,push
306649858,94f4f8b2268b65c29ae36b4c4df16094ad7bbd53,,master,errored,1308,2017-11-24 08:31:41 UTC,306649859,306649860,306649861,push
306649253,65a8286c9559c6e59ac3896a041bb01e8ad02507,,master,errored,1151,2017-11-24 08:29:43 UTC,306649255,306649256,306649258,push
305266489,19ad6770f8fbd3917696142b5c64856a031bbc58,44,master,errored,885,2017-11-21 13:06:05 UTC,305266490,305266491,305266492,pull_request
297246712,8b5a810e155d83b0959361d3404a690566fbf57a,,master,errored,1376,2017-11-04 15:50:17 UTC,297246714,297246715,297246716,push
265600581,be826a09f6f32d50ff5b33b35313df43fdb73147,,master,passed,2354,2017-08-17 14:30:04 UTC,265600582,265600583,265600584,push
248845888,d78ae211f2239c8f996b3c4185cd373d0c8236b8,,master,passed,2316,2017-06-30 16:13:20 UTC,248845889,248845890,248845891,push
248845869,2bbb2cea75cf641950dcfcd7976de81638946748,,master,passed,2197,2017-06-30 16:04:30 UTC,248845870,248845871,248845872,push
248845861,2bbb2cea75cf641950dcfcd7976de81638946748,,flexy-pool-parent-1.2.9,passed,2275,2017-06-30 16:04:26 UTC,248845863,248845865,248845866,push
248833927,d312f3b48be8a23c506c19861e4e0ff33cc3f0de,,master,passed,2129,2017-06-30 15:33:21 UTC,248833928,248833929,248833930,push
248814951,b05b902995d8d28f9f2d34a21aecb3dd670c6c00,,master,failed,2343,2017-06-30 14:50:28 UTC,248814952,248814953,248814954,push
248777958,29983cf52fe10f66fbd2a6a7af445e7091da35a2,41,master,passed,2169,2017-06-30 13:18:32 UTC,248777961,248777962,248777963,pull_request
248762482,9613f99d6f14fe30d9f07ea4220b15f23cd0e09d,41,master,failed,2463,2017-06-30 12:31:02 UTC,248762483,248762484,248762485,pull_request
235636757,e722defb4f9d35a78a65020a5017445e3a1de7bd,,master,passed,1842,2017-05-24 13:22:14 UTC,235636758,235636759,235636760,push
235636735,365a2890c45ec87ef4c15ee9bd3adf75800e3339,,flexy-pool-parent-1.2.8,passed,1744,2017-05-24 13:12:38 UTC,235636736,235636737,235636738,push
235636728,365a2890c45ec87ef4c15ee9bd3adf75800e3339,,master,passed,1947,2017-05-24 13:12:37 UTC,235636730,235636731,235636733,push
235631959,6786837c70de517f4dffeac45daf322288a5ae44,,master,passed,2216,2017-05-24 12:58:57 UTC,235631960,235631961,235631962,push
235631634,888838d236df353e06f99f2ca2b2cf25b42874ad,,master,errored,131,2017-05-24 12:57:53 UTC,235631635,235631636,235631637,push
235616860,127e134b7731e3e1554e699c0dd0a2d708c2937a,,master,passed,1534,2017-05-24 12:14:24 UTC,235616862,235616865,235616866,push
235604327,30b0b65bb81c999e0b5d6d41254844febe2337b7,40,master,passed,1691,2017-05-24 11:37:22 UTC,235604328,235604329,235604332,pull_request
180684093,a9eeff3fef3a26db2fbb5c7f248cad62ad608798,,master,passed,1669,2016-12-02 12:03:55 UTC,180684095,180684096,180684097,push
178800397,720fa2538fe43d340c8c278f10d788ac9afe9e1b,,master,passed,2316,2016-11-25 10:08:21 UTC,178800398,178800399,178800400,push
178800385,e1d0ce699a39bf89c97cb830d53569d34d22f329,,flexy-pool-parent-1.2.7,passed,2168,2016-11-25 09:54:44 UTC,178800386,178800387,178800388,push
178800367,e1d0ce699a39bf89c97cb830d53569d34d22f329,,master,passed,2174,2016-11-25 09:54:38 UTC,178800369,178800371,178800373,push
178769709,a12f88bbc65609d9ddcd60aeac907f02d300376b,,master,passed,1511,2016-11-25 06:18:37 UTC,178769710,178769711,178769712,push
178393834,a4c8772154779536fcefb1e9ecb7d5b0788cca70,37,master,passed,1626,2016-11-23 19:24:29 UTC,178393835,178393836,178393837,pull_request
178380551,a4c8772154779536fcefb1e9ecb7d5b0788cca70,37,master,errored,275,2016-11-23 18:35:31 UTC,178380552,178380553,178380554,pull_request
175365329,fb9d0a17f2f65bb76c8d5b1833d928316fb1bc70,,master,passed,1638,2016-11-12 20:15:09 UTC,175365330,175365331,175365332,push
174407587,35934c871f65f082c6ed2dc35c7d13e67a4f59e5,,master,passed,2154,2016-11-09 04:35:43 UTC,174407588,174407589,174407590,push
172541296,2567e7a19b0fad4aa8844e3d27a4b6d697966aca,,master,passed,2489,2016-11-02 08:57:39 UTC,172541297,172541298,172541299,push
172541281,08306aff920c6d79c93d5856dc62115aeeed4b6d,,flexy-pool-parent-1.2.6,passed,2691,2016-11-02 08:42:22 UTC,172541282,172541283,172541284,push
172541273,08306aff920c6d79c93d5856dc62115aeeed4b6d,,master,passed,2682,2016-11-02 08:39:32 UTC,172541274,172541275,172541276,push
172539389,d307aa7419a2a337c774b5d92021cdb4389be808,,master,passed,2496,2016-11-02 08:28:14 UTC,172539390,172539393,172539394,push
172531985,9ceedb0dde15358e2421aa801e2398f8b290ca42,,master,passed,2391,2016-11-02 07:48:30 UTC,172531987,172531988,172531989,push
172524779,bf13976ec0cd99e09e4a76fb227246f186112c05,34,master,passed,2060,2016-11-02 07:05:10 UTC,172524780,172524781,172524782,pull_request
167741727,60cddd803a33edc7239d25562b11d8e62604e678,,master,passed,2661,2016-10-14 19:57:21 UTC,167741728,167741729,167741730,push
167728598,6d830fecc0163b51e4a6a1e53dec59a33cd8a6a5,,master,passed,3193,2016-10-14 19:20:36 UTC,167728599,167728600,167728601,push
167728577,80fef6638c8ee1398135503f12b43a936ae9af20,,flexy-pool-parent-1.2.5,passed,3146,2016-10-14 19:15:08 UTC,167728579,167728580,167728582,push
167728551,80fef6638c8ee1398135503f12b43a936ae9af20,,master,passed,3053,2016-10-14 19:00:04 UTC,167728552,167728554,167728556,push
167727569,5caf957689aef24cfb4d1be67b9074abd92ca37e,,master,passed,3753,2016-10-14 18:55:57 UTC,167727571,167727573,167727575,push
167048699,132431c6f862c9be99773c835327943d7baecb20,,master,passed,3735,2016-10-12 13:10:58 UTC,167048701,167048702,167048703,push
162992836,61b293ce1f67b494652ca1b3d706a4060ecaebef,,master,passed,2031,2016-09-27 05:19:33 UTC,162992837,162992838,162992839,push
162992533,8b76dd91627030d337fd11bddf6e4400db7b1011,,master,passed,1970,2016-09-27 05:12:00 UTC,162992534,162992535,162992536,push
162992210,d1253ca49642dfda2beea038923c256862234f7f,,master,passed,1901,2016-09-27 05:09:34 UTC,162992212,162992214,162992215,push
