build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
554765142,28dacdc07ed62cf26a7898b2c5a163d404bf9196,670,master,passed,1012,2019-07-05 16:22:56 UTC,554765143,554765144,554765145,554765146,554765147,554765148,554765149,554765150,554765151,554765152,554765153,554765154,pull_request
549017673,a22c2c7e3e8a27df6bd9c11124a9aad4f39f1aae,656,master,passed,1010,2019-06-22 06:43:26 UTC,549017674,549017675,549017676,549017677,549017678,549017679,549017680,549017681,549017682,549017683,549017684,549017685,pull_request
547394042,22df9338f8ec73c85f0a7481f405913e88cf9097,,master,passed,1016,2019-06-18 19:47:04 UTC,547394043,547394044,547394045,547394046,547394047,547394048,547394049,547394050,547394051,547394052,547394053,547394054,push
539818097,feba1a063f6fd234f9e6bb7aa84694f1d2352703,645,master,passed,1585,2019-05-31 17:43:48 UTC,539818098,539818099,539818100,539818101,539818102,539818103,539818104,539818105,539818106,539818107,539818108,539818109,pull_request
537383963,bcdf63905589b40181390a00ba55f516ae1f9d4a,,master,passed,1228,2019-05-26 08:51:26 UTC,537383964,537383965,537383966,537383967,537383968,537383969,537383970,537383971,537383972,537383973,537383974,537383975,push
537241722,ebf6e99c68d3e67beb7d0115370da08e20660434,,master,passed,1187,2019-05-25 19:29:10 UTC,537241723,537241724,537241725,537241726,537241727,537241728,537241729,537241730,537241731,537241732,537241733,537241734,push
535010025,8b0c9abeb9b9b0af5258822dc8b87d797970c53b,,master,passed,1184,2019-05-20 20:58:02 UTC,535010026,535010027,535010028,535010029,535010030,535010031,535010032,535010033,535010034,535010035,535010036,535010037,push
534906766,087227719599bae119aa5ee2f2aa960003f8960f,602,master,passed,1182,2019-05-20 16:26:29 UTC,534906767,534906768,534906769,534906770,534906771,534906772,534906773,534906774,534906775,534906776,534906777,534906778,pull_request
534904759,fb6b0d86437ae944c495eb2cf5f59ffd41603f68,602,master,passed,1269,2019-05-20 16:21:29 UTC,534904760,534904761,534904762,534904763,534904764,534904765,534904766,534904767,534904768,534904769,534904770,534904771,pull_request
534538040,ef62008beb3d23c46affe6aea87e8762c605e55a,,master,passed,1193,2019-05-19 19:19:55 UTC,534538041,534538042,534538043,534538044,534538045,534538046,534538047,534538048,534538049,534538050,534538051,534538052,push
534530455,8e204ec100c6b822259b166ac7a77915a2d1fda4,,v0.17,errored,1370,2019-05-19 18:53:49 UTC,534530456,534530457,534530458,534530459,534530460,534530461,534530462,534530463,534530464,534530465,534530466,534530467,push
534530324,8e204ec100c6b822259b166ac7a77915a2d1fda4,,master,passed,1190,2019-05-19 18:49:51 UTC,534530325,534530326,534530327,534530328,534530329,534530330,534530331,534530332,534530333,534530334,534530335,534530336,push
534456343,58efcb691128583922477825c5801bc83d7fe95f,,master,passed,1176,2019-05-19 14:04:23 UTC,534456344,534456345,534456346,534456347,534456348,534456349,534456350,534456351,534456352,534456353,534456354,534456355,push
532532386,492a3a9c17b84417d2a2ffc7b96588b9b0dd3e0d,,master,passed,1131,2019-05-14 22:13:33 UTC,532532387,532532388,532532389,532532391,532532392,532532393,532532394,532532395,532532396,532532397,532532398,532532399,push
532527271,08f91a43f60124b5b8edf007ad30a362327c417e,,master,passed,995,2019-05-14 21:58:52 UTC,532527272,532527273,532527274,532527275,532527276,532527277,532527278,532527279,532527280,532527281,push
532408832,9df3b580ca3c0ae251473941bf6c1e5c89e2be08,,master,passed,990,2019-05-14 17:16:35 UTC,532408833,532408834,532408835,532408836,532408837,532408838,532408839,532408840,532408841,532408842,push
531973485,a460a156963ea234c3995b76e4bfd2ce5c9a5d55,,master,failed,882,2019-05-13 20:24:55 UTC,531973486,531973487,531973488,531973489,531973491,531973494,531973495,531973496,531973497,531973499,push
528480279,149c6b505f992564cfe0432c40c03f9952ac82c1,,master,failed,1048,2019-05-05 15:53:49 UTC,528480280,528480281,528480282,528480283,528480284,528480285,528480286,528480287,528480288,528480292,push
524201456,13279968118f1e70aa65f47d1b3e8a4eed07cb3f,662,master,failed,1001,2019-04-24 21:30:41 UTC,524201457,524201458,524201459,524201460,524201461,524201462,524201463,524201464,524201465,524201466,pull_request
500738251,0e18fc6eecd3cbc65b3cd26bd59c028ce5f22695,654,master,passed,1142,2019-03-02 09:36:20 UTC,500738252,500738253,500738254,500738255,500738256,500738257,500738258,500738259,500738260,500738261,pull_request
493400332,9415589476182d7af78f76576930db8778fbf374,656,master,failed,1286,2019-02-14 19:21:51 UTC,493400333,493400334,493400335,493400336,493400337,493400338,493400339,493400340,493400341,493400342,pull_request
480508108,d59cec3dca3d937ae8edd299aa8bc651c94edbe2,654,master,passed,1212,2019-01-16 18:06:38 UTC,480508109,480508110,480508111,480508112,480508113,480508114,480508115,480508116,480508117,480508118,pull_request
453692699,d852d4f0673467bf3040b94cdbfbb93cf84c65d3,644,master,failed,1222,2018-11-11 21:11:05 UTC,453692700,453692701,453692702,453692703,453692704,453692705,453692706,453692707,453692710,453692713,pull_request
453687008,711b5aa104c0ae8c5639c1dc8cbd3d18adb28969,644,master,failed,1282,2018-11-11 20:53:37 UTC,453687009,453687011,453687012,453687014,453687017,453687020,453687022,453687023,453687024,453687025,pull_request
453655392,caeedf02be000c2c60ff5d61bb5d2a0f9d26be57,644,master,failed,1429,2018-11-11 19:07:43 UTC,453655393,453655394,453655395,453655396,453655397,453655398,453655399,453655400,453655401,453655402,pull_request
452628125,83e37d032887dd6f90735a851c4d70672adfb0d7,646,master,failed,1148,2018-11-08 22:42:05 UTC,452628126,452628127,452628128,452628129,452628130,452628131,452628132,452628133,452628134,452628135,pull_request
452627097,d640706672acdc1d75beb93b3345868087afaca7,646,master,failed,1176,2018-11-08 22:39:05 UTC,452627098,452627099,452627100,452627101,452627102,452627103,452627104,452627105,452627106,452627107,pull_request
452623531,a318f958378df554e10834f05bdba8b405725ff5,646,master,failed,1096,2018-11-08 22:29:41 UTC,452623532,452623533,452623534,452623535,452623536,452623537,452623538,452623539,452623540,452623541,pull_request
452243349,671937e07d7973b78c0cbee153d4f3ad68ec48c6,,master,failed,1276,2018-11-08 06:33:32 UTC,452243350,452243351,452243352,452243353,452243354,452243355,452243356,452243357,452243358,452243359,push
452100134,9a13007daf4830f87fad5531191f5b1f92c1fbd3,646,master,failed,1365,2018-11-07 21:25:54 UTC,452100135,452100136,452100137,452100138,452100139,452100140,452100141,452100142,452100143,452100144,pull_request
452020519,a1b6aed0f2896e77d69fce8cdf8ebba1067be344,645,master,failed,1309,2018-11-07 18:12:42 UTC,452020520,452020521,452020522,452020523,452020524,452020525,452020526,452020527,452020528,452020529,pull_request
451893883,2abcc29dfbcaa8106f297237f72accf3bff2ae23,602,master,failed,1427,2018-11-07 13:53:04 UTC,451893884,451893885,451893886,451893887,451893888,451893889,451893890,451893891,451893892,451893893,pull_request
450509147,0fefd8811f2e6850a3de2064b48638f6d3ba16d7,644,master,failed,1308,2018-11-04 15:32:31 UTC,450509148,450509149,450509150,450509151,450509152,450509153,450509154,450509155,450509156,450509157,pull_request
449107169,c2f756b77bc4a93939a03af67a01dffdfb999f13,644,master,failed,1259,2018-10-31 22:52:07 UTC,449107170,449107171,449107172,449107173,449107174,449107175,449107176,449107177,449107178,449107179,pull_request
441083841,c9ea28ae40b964c8f5b80ec648552eed5b94ae7a,587,master,passed,1729,2018-10-13 19:23:49 UTC,441083842,441083843,441083844,441083845,441083846,441083847,441083848,441083849,441083850,441083851,pull_request
432680231,046fa09c76ee757d3b69e2691de0ea87ea0f84eb,640,master,passed,1329,2018-09-24 21:22:32 UTC,432680233,432680234,432680235,432680236,432680237,432680238,432680239,432680240,432680241,432680242,pull_request
432678849,6698709eeec00e1c812641dbbd536760b51fcf87,639,master,passed,1373,2018-09-24 21:18:50 UTC,432678850,432678851,432678852,432678853,432678854,432678855,432678856,432678857,432678858,432678859,pull_request
431023069,01b50f449294374bfec4b04d439f9310ad21f1ee,587,master,failed,1471,2018-09-20 13:13:32 UTC,431023070,431023071,431023072,431023073,431023074,431023075,431023076,431023077,431023078,431023079,pull_request
430733325,c3191d859b02683e6a848e9148e4b588be84a316,637,master,passed,1174,2018-09-19 20:33:43 UTC,430733326,430733327,430733328,430733329,430733330,430733331,430733334,430733335,430733336,430733337,pull_request
430704821,81f6deeaa3acf19c5dcde07c3fda785345d672a1,637,master,failed,2144,2018-09-19 19:27:43 UTC,430704822,430704823,430704824,430704825,430704826,430704827,430704828,430704829,430704830,430704831,pull_request
430701710,d8d42d8f2d8f19a37e776907b5d89e8a6d384e83,637,master,failed,2497,2018-09-19 19:19:28 UTC,430701711,430701712,430701713,430701714,430701715,430701716,430701717,430701718,430701719,430701720,pull_request
430633138,ebe5cef28aeabc57274234d340b7b0e52f059834,637,master,failed,2579,2018-09-19 16:31:52 UTC,430633145,430633146,430633148,430633150,430633151,430633153,430633154,430633156,430633157,430633158,pull_request
426336006,adf41e7b793c95fd89f34a32518e13cac3e82f38,635,master,failed,1225,2018-09-09 13:06:28 UTC,426336007,426336008,426336009,426336010,426336011,426336012,426336013,426336014,426336015,426336016,pull_request
416370031,3e38506a5cba3ab7fcbca6c65c9d911aaf4db229,,master,passed,1370,2018-08-15 13:54:40 UTC,416370032,416370034,416370035,416370036,416370037,416370038,416370039,416370040,416370041,416370042,push
416367213,14dc4a190104e28c61be4760b85b6425b0569830,,v0.16,errored,1259,2018-08-15 13:47:54 UTC,416367214,416367215,416367216,416367217,416367218,416367219,416367220,416367221,416367222,416367223,push
416364389,301ec7238ef1459b7cf1b695857cc71e6e890dfa,,master,passed,1570,2018-08-15 13:41:15 UTC,416364390,416364391,416364392,416364393,416364394,416364395,416364396,416364397,416364398,416364399,push
416335949,8953ef66c646af6495bed823af02a1a2bc85ca27,628,master,failed,1255,2018-08-15 12:29:40 UTC,416335950,416335951,416335952,416335953,416335954,416335955,416335956,416335957,416335958,416335959,416335960,pull_request
416335897,bb49f72a983ef7adf48ea60752d4c25e402bbf4b,,python37,failed,1579,2018-08-15 12:24:07 UTC,416335898,416335899,416335900,416335901,416335902,416335903,416335904,416335905,416335906,416335907,416335908,push
416326132,5b263e924d94a581a0f52dac583f344c555bf16b,,master,passed,1248,2018-08-15 11:55:28 UTC,416326133,416326134,416326135,416326136,416326137,416326138,416326139,416326140,416326141,416326142,push
416323288,7e12413aaa85927c49a894834480ff0ebd77643f,,master,failed,1260,2018-08-15 11:46:11 UTC,416323289,416323290,416323291,416323292,416323293,416323294,416323295,416323296,416323297,416323298,push
416321641,d6b76c57f60aa328d72d526f9b302dfcfc814082,,master,failed,1489,2018-08-15 11:40:46 UTC,416321642,416321643,416321644,416321645,416321646,416321647,416321648,416321649,416321650,416321652,push
416297754,a7ae124400a8e8ef379c1eb848d8fa44c24e88a5,,master,failed,1845,2018-08-15 10:15:19 UTC,416297755,416297756,416297757,416297758,416297759,416297760,416297761,416297762,416297763,416297764,push
409313971,d53c320316604f053ea697ef6dcda734bf7dbc44,,master,failed,1310,2018-07-28 15:52:08 UTC,409313974,409313975,409313976,409313977,409313978,409313979,409313980,409313981,409313982,409313983,push
403519611,bcf3b39ccb6673398e7a65bc1fbade8584add1b9,,master,passed,1364,2018-07-13 11:49:32 UTC,403519612,403519613,403519614,403519615,403519616,403519617,403519618,403519619,403519620,403519621,push
382246442,f20a7ae7d30f98f3b3af76a4465f72af68161ab5,,master,passed,1319,2018-05-22 16:27:16 UTC,382246443,382246444,382246445,382246446,382246447,382246448,382246449,382246450,382246451,382246452,push
382245878,2c8ee9be655be0c683ffc864ac2feb8e6cff9d42,,master,canceled,0,,382245879,382245880,382245881,382245882,382245883,382245884,382245885,382245886,382245887,382245888,push
382245391,4b30ed0e4ea57b9addb2377db997ffa309244e0a,,master,canceled,0,,382245392,382245393,382245394,382245395,382245396,382245397,382245398,382245399,382245400,382245401,push
382245093,759e8e51957fb28e4556891cc9400765138ca237,,master,passed,1325,2018-05-22 16:23:30 UTC,382245094,382245095,382245096,382245097,382245098,382245099,382245100,382245101,382245102,382245103,push
381773938,a0b4e0ea190dcf67c252b1edc62f45e83a7f7053,618,master,passed,1260,2018-05-21 17:15:44 UTC,381773939,381773940,381773941,381773942,381773943,381773944,381773945,381773946,381773947,381773948,pull_request
380800303,7a01bb79662ef0218040bef9b8ab7ec38267e7a7,618,master,passed,1277,2018-05-18 17:30:35 UTC,380800304,380800305,380800306,380800307,380800308,380800309,380800310,380800315,380800316,380800317,pull_request
378406789,76bf4b74c4d034b23fd5e7cc461df2baf3594ec9,,v0.15,errored,1303,2018-05-13 16:26:23 UTC,378406790,378406791,378406792,378406793,378406794,378406795,378406796,378406797,378406798,378406799,push
378402363,9b439891b3b774fdf39adc1390da1d57bcf18b52,,master,passed,1506,2018-05-13 16:07:45 UTC,378402366,378402367,378402368,378402369,378402370,378402371,378402372,378402373,378402374,378402375,push
377829383,e71664ec3ee887eb252b11ce45154a09c85ac684,,master,passed,1187,2018-05-11 17:17:16 UTC,377829384,377829385,377829386,377829387,377829388,377829389,377829390,377829391,377829392,377829393,push
377670251,96a390f4a5ef4ead4f77f0cdaf8a2219e4bcba78,,master,passed,1194,2018-05-11 10:29:08 UTC,377670252,377670253,377670254,377670255,377670256,377670257,377670258,377670259,377670260,377670261,push
361978051,fd28aa72fbef102e6fdba0f5435f9c6c03d85965,602,master,passed,1504,2018-04-04 05:46:44 UTC,361978052,361978053,361978054,361978055,361978056,361978057,361978058,361978059,361978060,361978061,pull_request
361976840,07634795822c83e27acf32fe8317f97aca9ce6d9,602,master,failed,1374,2018-04-04 05:41:01 UTC,361976841,361976842,361976843,361976844,361976845,361976846,361976847,361976848,361976849,361976850,pull_request
361768275,c41eb271bbc80d5793036547d2ee08a4d9fb0889,596,master,passed,1351,2018-04-03 18:20:45 UTC,361768276,361768277,361768278,361768279,361768280,361768281,361768282,361768283,361768284,361768285,pull_request
360345042,66b91e9c74f0c9cee53800f348966e4c0a95bd92,,master,passed,1261,2018-03-30 16:47:34 UTC,360345043,360345044,360345045,360345046,360345047,360345048,360345049,360345050,360345051,360345052,push
359534304,1382931e7fe91b3e1a48753e93d01a01c223616d,,master,passed,1685,2018-03-28 19:42:33 UTC,359534305,359534306,359534307,359534308,359534309,359534310,359534311,359534312,359534313,359534314,359534315,push
359524541,927644cba8d2052a1d02ee47bef7dbf3cbb3dbae,609,master,passed,1548,2018-03-28 19:23:42 UTC,359524542,359524543,359524544,359524545,359524546,359524547,359524548,359524549,359524550,359524551,359524552,pull_request
359524195,e57b6a87a31459edd9735e7932a2b291c099d860,,setup,passed,1709,2018-03-28 19:19:16 UTC,359524196,359524197,359524198,359524199,359524200,359524201,359524202,359524203,359524204,359524205,359524206,push
357612654,c845b31c26d9fcfdcb5c194a365d845e8c258509,606,master,passed,1529,2018-03-23 22:10:17 UTC,357612655,357612656,357612657,357612658,357612659,357612660,357612661,357612663,357612664,357612665,357612666,pull_request
354710312,78b85da6438cadbfd9f15023590b4a486dbc4dd2,605,master,passed,1527,2018-03-17 12:54:26 UTC,354710313,354710314,354710315,354710316,354710317,354710318,354710319,354710320,354710321,354710322,354710323,pull_request
353705161,e7ee38ac2492dc1bd7b76888ad62d4cb615c514d,604,master,passed,1612,2018-03-15 07:56:57 UTC,353705162,353705163,353705164,353705165,353705166,353705167,353705169,353705173,353705174,353705175,353705176,pull_request
353702669,ceee8d72ac78d82463912d22649b755ef9bedf0f,604,master,failed,1683,2018-03-15 07:47:48 UTC,353702670,353702671,353702672,353702673,353702674,353702675,353702676,353702677,353702678,353702679,353702680,pull_request
353669435,e4c7204bafda3f0cd04499a834131bcc89d3fed1,602,master,passed,1447,2018-03-15 05:05:33 UTC,353669436,353669437,353669438,353669439,353669440,353669441,353669442,353669443,353669444,353669445,353669446,pull_request
353666603,a0e153f5d0ae4ffb8493f31079a1f53aa73de48e,602,master,passed,1442,2018-03-15 04:49:27 UTC,353666604,353666605,353666606,353666607,353666608,353666609,353666610,353666611,353666612,353666613,353666614,pull_request
352400081,6c6c0f680e6c8cf09bcb1f990a00c5e171a2c558,602,master,passed,1515,2018-03-12 15:46:19 UTC,352400082,352400083,352400084,352400085,352400086,352400087,352400088,352400089,352400090,352400091,352400092,pull_request
352385981,1ea132ff2e723242dbdc3adc106cce6103189af0,602,master,failed,1527,2018-03-12 15:18:16 UTC,352385982,352385983,352385984,352385985,352385986,352385988,352385989,352385990,352385991,352385993,352385994,pull_request
352358065,8599ea9d0c474b3eb73b8e2ee43e28971e2a5d84,602,master,failed,1665,2018-03-12 14:23:33 UTC,352358066,352358067,352358068,352358069,352358070,352358071,352358072,352358073,352358074,352358075,352358076,pull_request
351693000,b693cb38f84f47d98049503e54490703d9277be7,583,master,passed,1545,2018-03-10 13:25:25 UTC,351693001,351693002,351693003,351693004,351693005,351693006,351693007,351693008,351693009,351693010,351693011,pull_request
350918014,6a11d7e1b9bb56641ee677ca46fc95e7d35f8498,602,master,passed,1460,2018-03-08 17:03:17 UTC,350918015,350918016,350918017,350918018,350918020,350918021,350918022,350918023,350918024,350918025,350918026,pull_request
350909430,a304aabae6d6a36ee5e9b862a75bd15598f47cef,602,master,failed,1595,2018-03-08 16:45:34 UTC,350909431,350909433,350909434,350909435,350909436,350909437,350909440,350909441,350909442,350909443,350909444,pull_request
349914356,764a623a7ed2e082cf439bc458828000541f609f,602,master,passed,1848,2018-03-06 17:02:08 UTC,349914357,349914358,349914359,349914360,349914361,349914362,349914363,349914364,349914365,349914366,349914367,pull_request
349816128,72320b0ea078b3382a35a929cdbd9d1da5813089,602,master,passed,1540,2018-03-06 13:36:12 UTC,349816129,349816130,349816131,349816132,349816133,349816134,349816135,349816136,349816137,349816138,349816139,pull_request
349801838,1e597c6a00b4f762fe412eca25e6d6f8b43df772,602,master,failed,1400,2018-03-06 12:59:55 UTC,349801839,349801840,349801841,349801842,349801843,349801844,349801845,349801846,349801847,349801848,349801849,pull_request
349796038,b6bc09b13cf098cc4e578decab0dbfcae68c436b,602,master,failed,1461,2018-03-06 12:44:36 UTC,349796039,349796040,349796041,349796042,349796043,349796044,349796045,349796048,349796049,349796050,349796051,pull_request
348725781,a26f60fb2d73a09190ea581edeeff2e445bc0d5c,583,master,passed,1653,2018-03-03 19:45:28 UTC,348725782,348725783,348725784,348725785,348725786,348725788,348725789,348725790,348725791,348725793,348725794,pull_request
348724142,9b529aaf3184cc411178fc2a68c14fc9b5b64548,583,master,canceled,1276,2018-03-03 19:39:40 UTC,348724143,348724146,348724147,348724148,348724149,348724150,348724151,348724152,348724153,348724154,348724155,pull_request
348706362,91799c70da6019aa96ca5f380c7bd7caac7f685f,583,master,failed,2040,2018-03-03 18:27:03 UTC,348706363,348706364,348706365,348706366,348706367,348706368,348706369,348706370,348706371,348706372,348706373,pull_request
348705202,9e31c04db297986c1cb1a2f4511c53a760cfc35f,583,master,canceled,1419,2018-03-03 18:22:07 UTC,348705206,348705210,348705211,348705212,348705213,348705214,348705215,348705216,348705217,348705219,348705220,pull_request
348692603,6a545edaa64fa15c6ef46c27007c722517abc9da,583,master,failed,2408,2018-03-03 17:31:04 UTC,348692605,348692610,348692613,348692616,348692619,348692622,348692626,348692631,348692633,348692635,348692636,pull_request
