build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761303153,50095275a8478b23068b26dc681c9245257573f8,499,master,errored,2076,2021-03-03 16:22:31 UTC,761303154,761303155,761303156,761303157,pull_request
761244552,47763b0974473075b57cd2cad6e6fc9dbf4f0fbe,,master,errored,1490,2021-03-03 05:58:32 UTC,761244553,761244554,761244555,761244556,push
761239012,da3b2f4555704573c9fb853ddf30fdd9005509fd,498,master,errored,1490,2021-03-03 05:01:41 UTC,761239013,761239014,761239015,761239016,pull_request
760663078,610529410192e952039e59b3e35dee200ba238f1,,v0.33.3,errored,932,2021-02-27 01:09:55 UTC,760663079,760663080,760663081,760663082,push
760662917,610529410192e952039e59b3e35dee200ba238f1,,master,errored,935,2021-02-27 01:06:59 UTC,760662918,760662919,760662920,760662921,push
760508693,e57cffca3c2f5ba5e56b6081bfd0e33b678399a2,,master,errored,931,2021-02-25 21:45:25 UTC,760508694,760508695,760508696,760508697,push
760389242,227f7529aff70d5fd51e1a449995adae2c12d4d0,,master,errored,917,2021-02-25 01:35:38 UTC,760389243,760389244,760389245,760389246,push
760388243,78b217bb8a209de3d44b5a432330ec2d00142957,,master,errored,918,2021-02-25 01:18:48 UTC,760388244,760388245,760388246,760388247,push
760380759,8f32461e7e6688d429e281ecf9aabaee73b5cee3,,master,passed,345,2021-02-24 23:48:31 UTC,760380760,760380761,760380762,760380763,push
760107593,859d0297e0c98c5116c27d344299aeace58182a9,,master,passed,348,2021-02-23 04:46:20 UTC,760107594,760107595,760107596,760107597,push
760106073,77f5eabcff7ac0c6fe4effb2de905d927078ee2f,496,master,errored,921,2021-02-23 04:30:24 UTC,760106074,760106075,760106076,760106077,pull_request
760101967,f9b51e39ccaad54ab9862872eab92d41e832ca37,495,master,errored,1504,2021-02-23 03:53:03 UTC,760101968,760101969,760101970,760101971,pull_request
760101455,f0ce09be9e498b15f9c05271ed413e76a6becf6a,496,master,passed,344,2021-02-23 03:45:12 UTC,760101456,760101457,760101458,760101459,pull_request
760101386,70bfdf4047f7c867f81233e97bcd9319df8fa471,496,master,failed,503,2021-02-23 03:44:26 UTC,760101387,760101388,760101389,760101390,760101391,760101392,760101393,pull_request
760097827,f7d390693af22f668335d23637f8ac05a88cac95,495,master,failed,482,2021-02-23 03:07:44 UTC,760097828,760097829,760097830,760097831,760097832,760097833,760097834,pull_request
760077554,a23268c7e0b5fff550884319ec7d11894adb5c1d,,master,errored,1064,2021-02-22 23:47:36 UTC,760077555,760077556,760077557,760077558,760077559,760077560,760077561,push
760077307,fa8573ee45fe64d0586fc4866b524ecfc811fa67,,monitoring,failed,472,2021-02-22 23:45:47 UTC,760077308,760077309,760077310,760077311,760077312,760077313,760077314,push
760068574,fa8573ee45fe64d0586fc4866b524ecfc811fa67,,master,failed,462,2021-02-22 22:31:46 UTC,760068575,760068576,760068577,760068578,760068579,760068580,760068581,push
760068542,463820c606a9ea68eb9ad76ea207c2cc391867f5,494,master,errored,250,2021-02-22 22:31:15 UTC,760068543,760068544,760068545,760068546,760068547,760068548,760068549,pull_request
760068172,bb157ba9e47f4ae4dcba7d8ae0c73ffc15ab09f0,,profiling,errored,1643,2021-02-22 22:27:47 UTC,760068173,760068174,760068175,760068176,760068177,760068178,760068179,push
759829471,fdde7dbda7483946f24a32bb5792db94d2bae414,,master,errored,1060,2021-02-21 03:58:30 UTC,759829473,759829475,759829477,759829478,759829479,759829480,759829481,push
759605303,d64fb3a7eda64a0182cc1e3a29c522c715e6d130,,master,failed,463,2021-02-19 08:19:33 UTC,759605304,759605305,759605306,759605307,759605308,759605309,759605310,push
759596943,05be86d0cb61531256a7654cd48e393dd306a3e8,,v0.33.2,failed,455,2021-02-19 06:39:46 UTC,759596944,759596945,759596946,759596947,759596948,759596949,759596950,push
759596794,05be86d0cb61531256a7654cd48e393dd306a3e8,,master,failed,467,2021-02-19 06:37:56 UTC,759596795,759596796,759596797,759596798,759596799,759596800,759596801,push
759596506,96e82e42bf2d8019097c57c867ff13ce20f101fd,,master,failed,464,2021-02-19 06:34:12 UTC,759596507,759596508,759596509,759596510,759596511,759596512,759596513,push
759595805,570e316ec9d8dfbeca96e9eee42a2c84a360d956,,master,errored,1081,2021-02-19 06:26:48 UTC,759595806,759595807,759595808,759595809,759595810,759595811,759595812,push
759587729,942f379bcca7124cdae489b64b9400fe034b5591,,master,failed,463,2021-02-19 05:08:14 UTC,759587730,759587731,759587732,759587733,759587734,759587735,759587736,push
759406999,9b94cbd1503a04640bcc3cfdd5bc461c54153484,,master,failed,520,2021-02-17 22:53:43 UTC,759407000,759407001,759407002,759407003,759407004,759407005,759407006,push
759258422,f9cc8978ba9c3c7c2b094115d112f0fb57a67e41,,master,errored,1095,2021-02-16 23:05:49 UTC,759258423,759258424,759258425,759258426,759258427,759258428,759258429,push
758814079,e9bb48679c7fbf3444db75d1ac2dd1a953211a46,493,master,errored,1678,2021-02-13 11:31:11 UTC,758814080,758814081,758814082,758814083,758814084,758814085,758814086,pull_request
756672936,567b28864be34d593286f116e0bfcbbf35a90826,,master,canceled,-422501,2021-02-03 15:02:14 UTC,756672937,756672938,756672939,756672940,756672941,756672942,756672943,push
756672925,b68cc5302b56f78e23e4d8509f9cbf310607be78,488,master,canceled,-422493,2021-02-03 15:02:15 UTC,756672926,756672927,756672928,756672929,756672930,756672931,756672932,pull_request
756672889,961cc99f38420f23087c44d1234983dfaf5aab17,,master,canceled,0,,756672890,756672891,756672892,756672893,756672894,756672895,756672896,push
756672812,d7de22ee442ba351c98ca91724f26fef5ac36c75,482,master,canceled,-440493,2021-02-03 15:02:03 UTC,756672813,756672814,756672815,756672816,756672817,756672818,756672819,pull_request
756672791,05b2a9c90ad70d4fed5cd0af6e7b78864b66fe06,,master,canceled,0,,756672792,756672793,756672794,756672795,756672796,756672797,756672798,push
756672776,454e77106730357570db2e42a1880b959eb60823,481,master,canceled,-447694,2021-02-03 15:01:57 UTC,756672777,756672778,756672779,756672780,756672781,756672782,756672783,pull_request
756640465,d4d0e626071cd23c90401b5bfa91bee788fa4b0a,488,master,canceled,0,,756640466,756640467,756640468,756640469,756640470,756640471,756640472,pull_request
756638649,f35c9529b34e589ba906111a1d5f74db4ad720f9,,v0.33.1,canceled,-462079,2021-02-03 15:01:47 UTC,756638650,756638651,756638652,756638653,756638654,756638655,756638656,push
756103465,bd03ad6e0457bc8264cefd04612a921b2f6556c0,486,master,canceled,-753451,2021-02-03 14:57:39 UTC,756103466,756103467,756103468,756103469,756103470,756103471,756103472,pull_request
755426373,ec7cd019e1718b3c441884c854c04612958797d1,,master,errored,1089,2021-01-20 21:58:21 UTC,755426374,755426375,755426376,755426377,755426378,755426379,755426380,push
755303026,cb87f2ca6ed3706b02e851ce828fa762e9089dbc,,v0.33.0,failed,508,2021-01-20 06:18:47 UTC,755303027,755303028,755303029,755303030,755303031,755303032,755303033,push
752723807,f10bf73893c5fca65da45479a9e6df1d1f87babb,482,master,failed,505,2021-01-04 02:27:06 UTC,752723808,752723809,752723810,752723811,752723812,752723813,752723814,pull_request
751885726,ed3fb69c00735feef291dd7fe5c0675f7232574b,481,master,errored,1102,2020-12-28 22:10:49 UTC,751885727,751885728,751885729,751885730,751885731,751885732,751885733,pull_request
751433277,2e35acfec69d5b5796c1b411e32cdc307fd23ee6,479,master,errored,1082,2020-12-25 05:05:40 UTC,751433278,751433279,751433280,751433281,751433282,751433283,751433284,pull_request
750309352,cb87f2ca6ed3706b02e851ce828fa762e9089dbc,,master,errored,1667,2020-12-17 23:00:04 UTC,750309353,750309354,750309355,750309356,750309357,750309358,750309359,push
750308779,67c9f533f7b39cf26b3ae108da268286b231ef22,,master,failed,523,2020-12-17 22:55:18 UTC,750308780,750308781,750308782,750308783,750308784,750308785,750308786,push
750308744,6e007bc64b8813e76c67ec1c9b4484439bee997f,,master,canceled,0,,750308745,750308746,750308747,750308748,750308749,750308750,750308751,push
750257822,d9b04214d49fb15700a62e884243642ceda6b0e4,475,master,failed,523,2020-12-17 17:05:31 UTC,750257823,750257824,750257825,750257826,750257827,750257828,750257829,pull_request
749753931,daabd54abb7d6db618710c48eeb70bac9d22ca22,473,master,errored,1084,2020-12-15 05:11:41 UTC,749753932,749753933,749753934,749753935,749753936,749753937,749753938,pull_request
749220150,e642a49c66c65ef2f27bb4b280d77bbf4fd803cd,,master,errored,1664,2020-12-12 06:16:29 UTC,749220151,749220152,749220153,749220154,749220155,749220156,749220157,push
749193803,495f1ce19a32cb2b9dcb5e1b4c990d4e1b97a14d,472,master,errored,1093,2020-12-12 01:54:35 UTC,749193805,749193807,749193808,749193809,749193810,749193811,749193812,pull_request
748644975,b37f66e0402a46aec11bc8eb3867ad0d9b348f70,,master,errored,1095,2020-12-09 22:24:18 UTC,748644977,748644979,748644980,748644981,748644982,748644983,748644984,push
748644893,ed80bb45bb73ff1c1aac1bce65c6e9b5350c81a3,470,master,errored,249,2020-12-09 22:24:04 UTC,748644894,748644895,748644896,748644897,748644898,748644899,748644900,pull_request
748491234,ce79f584893e82db852efbb0b60a150af173e56d,,master,errored,1086,2020-12-09 06:04:50 UTC,748491235,748491236,748491237,748491238,748491239,748491240,748491241,push
748491026,f1b89691d598cf41a9c49c1484689b0bd4363ee9,469,master,errored,1091,2020-12-09 06:03:38 UTC,748491027,748491028,748491029,748491030,748491031,748491032,748491033,pull_request
748488455,7c534759dcc57d42e8d0f19a3588dcf1ca32433c,,master,errored,1099,2020-12-09 05:47:42 UTC,748488456,748488457,748488458,748488459,748488460,748488461,748488462,push
748488380,c2a898b172c586245fffa8e76afc0668109b3e9f,468,master,errored,256,2020-12-09 05:47:14 UTC,748488381,748488382,748488383,748488384,748488385,748488386,748488388,pull_request
748285183,2960ff198fe6e1a41913979c43981f4d67ad5016,463,master,errored,1671,2020-12-08 06:44:58 UTC,748285184,748285185,748285186,748285187,748285188,748285189,748285190,pull_request
747108502,7a6e903b38410a1100d2119a011a9d6237a9db26,463,master,failed,519,2020-12-02 01:31:32 UTC,747108503,747108504,747108505,747108506,747108507,747108508,747108509,pull_request
747108286,2bf8c69ea281c74bcaeb1bebb9ad4e04fb090cc0,463,master,errored,1107,2020-12-02 01:30:02 UTC,747108287,747108288,747108289,747108290,747108291,747108292,747108293,pull_request
747108151,21c3f576673853d55ce799a5b9790e90a30aa16e,463,master,errored,1683,2020-12-02 01:28:12 UTC,747108152,747108153,747108154,747108155,747108156,747108157,747108158,pull_request
745036852,64481c932ae378941681c938de32a59e6d815d3f,463,master,errored,1098,2020-11-21 07:42:14 UTC,745036853,745036854,745036855,745036856,745036857,745036858,745036859,pull_request
745035766,cba5c524a0bb3194e51c92bd8a78924b8c791340,,master,failed,515,2020-11-21 07:16:20 UTC,745035767,745035768,745035769,745035770,745035771,745035772,745035773,push
744980937,0318282a68c706ced5c2db94e324a69d2660b821,462,master,errored,1116,2020-11-20 21:45:36 UTC,744980938,744980939,744980940,744980941,744980942,744980943,744980944,pull_request
740105073,f46af835a13b123a1a2cad4f3cc461e6747ffa7e,457,master,failed,514,2020-10-30 04:52:02 UTC,740105074,740105075,740105076,740105077,740105078,740105079,740105080,pull_request
740061608,6fa70500f1b684548ca61c5642d9f856c529efd0,,master,errored,1090,2020-10-29 23:21:56 UTC,740061609,740061610,740061611,740061612,740061613,740061614,740061615,push
738205011,0715017a12bbe7ab09a9eaba90b5707fd917e26c,,v0.32.0,errored,1106,2020-10-23 03:42:28 UTC,738205012,738205013,738205014,738205015,738205016,738205017,738205018,push
738198156,0715017a12bbe7ab09a9eaba90b5707fd917e26c,,master,failed,517,2020-10-23 02:50:01 UTC,738198157,738198158,738198159,738198160,738198161,738198162,738198163,push
736968568,c251c4ea192c790a64cbbd5f9243d773bc51391d,456,master,failed,519,2020-10-19 06:11:04 UTC,736968569,736968570,736968571,736968572,736968573,736968574,736968575,pull_request
735559407,df8f4d822476e512a8f9097396309ec68412c7d3,,master,errored,1099,2020-10-13 22:43:29 UTC,735559408,735559409,735559410,735559411,735559412,735559413,735559414,push
735559352,71f7dfaf650f25e806537255ebceebd98192f74d,437,master,errored,256,2020-10-13 22:43:18 UTC,735559353,735559354,735559355,735559356,735559357,735559358,735559359,pull_request
735558638,401b0f2d2d7742175314ea200cf1455313c61f51,,master,errored,1471,2020-10-13 22:38:45 UTC,735558639,735558640,push
735207126,4fbbc25c631edba1f050e7ba14726ec3583c075f,455,master,errored,907,2020-10-13 00:40:10 UTC,735207127,735207128,pull_request
721219560,47dac84669b0c51f15ad96aa4b1264cc61012011,437,master,errored,986,2020-08-26 04:17:48 UTC,721219561,721219562,721219563,721219564,721219565,721219566,pull_request
721217426,1f473d72c9414c8c4f2f3241882352ccc6e74bc4,437,master,failed,399,2020-08-26 04:03:08 UTC,721217427,721217428,721217429,721217430,721217431,721217432,pull_request
721214859,899657cd25eb608290c2dd2723a5fffc71d5612b,437,master,failed,192,2020-08-26 03:46:06 UTC,721214860,721214861,721214862,pull_request
721211320,97aba7a3ee777fc7188c3de0394c0c72d0b4d265,437,master,failed,135,2020-08-26 03:22:41 UTC,721211321,721211322,pull_request
721208671,015ef7da891b97a232ac2592fb8d27f6dd9f2138,437,master,failed,279,2020-08-26 03:04:23 UTC,721208672,721208673,pull_request
721206808,5243adc612f7d8a3f732d8781bc25b8076e2197a,437,master,failed,280,2020-08-26 02:55:03 UTC,721206809,721206810,pull_request
720317093,93bb5c2c23e77b1f33eb92ffbe6d068a808ce282,436,master,failed,276,2020-08-23 02:52:52 UTC,720317094,720317095,pull_request
720317051,f80b24dfa21b4c6b020a120d898234c7cfa68bfd,436,master,canceled,0,,720317052,720317053,pull_request
