build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760630541,fc5d9ce3f82a32dcb3fbc66d6f5f3b3809175948,322,master,passed,91,2021-02-26 19:37:06 UTC,760630542,760630543,760630544,pull_request
760629315,4718999ebd208df6eb753eed317fdbb515bd8857,322,master,passed,89,2021-02-26 19:25:44 UTC,760629316,760629317,760629318,pull_request
752263005,d81bcb66d225eb35f1d88b87218a1452deb75b74,,master,passed,86,2020-12-31 10:35:41 UTC,752263006,752263007,752263008,push
752203739,99ff69ff622eea7f24ddf14468590477a01a06d3,320,master,passed,89,2020-12-30 23:41:00 UTC,752203740,752203741,752203742,pull_request
752203462,f45f6e5324f8b60c8618942e70a143f8c9a7afa2,320,master,passed,87,2020-12-30 23:38:29 UTC,752203463,752203464,752203465,pull_request
752201813,698b4658f3e5f6bf4a304bdf67f6f6911bd57e04,319,master,passed,89,2020-12-30 23:20:47 UTC,752201814,752201815,752201816,pull_request
749389718,609bb49b26b93706f221629ef502ae8b96191bb3,,master,passed,89,2020-12-13 06:56:02 UTC,749389719,749389720,749389721,push
749213786,2a93b401482aba4f4d6a2789aff8e28a0576f4ec,317,master,passed,91,2020-12-12 06:06:42 UTC,749213787,749213788,749213789,pull_request
748630848,a8aeb3ac5467b47d0bb3bb45d80e4efe1ecd8933,317,master,passed,88,2020-12-09 21:59:12 UTC,748630849,748630850,748630851,pull_request
748252233,622e91cc73d18e686546266336ef838319c6d6d6,317,master,passed,92,2020-12-08 02:25:32 UTC,748252235,748252238,748252239,pull_request
748238460,f33774002b0d5efd23ebc5391a587bd0d1cda949,317,master,failed,88,2020-12-08 00:43:53 UTC,748238462,748238463,748238467,pull_request
748237494,8641840a64da191cd58421e241242988c22e3ddc,317,master,canceled,0,,748237495,748237496,748237497,pull_request
743908622,f57cd42346b8d70461cc3758dac60757c3c23911,,master,passed,87,2020-11-16 10:21:01 UTC,743908623,743908624,743908625,push
743908429,544d6014dcfd792936d03bce62ccdc82d796b584,,master,canceled,0,,743908430,743908431,743908432,push
743820395,012fd886fb5ffe0f9862da1e58ac7097053b1a4f,315,master,passed,84,2020-11-15 22:41:11 UTC,743820396,743820397,743820398,pull_request
743464351,d67c60055e91173a3b1a59b295aa7e11bac6096e,311,master,passed,89,2020-11-13 18:46:19 UTC,743464352,743464353,743464354,pull_request
742726294,e41c40462831c253eb91568b5cd8b0de0673607f,311,master,failed,88,2020-11-10 16:15:07 UTC,742726295,742726296,742726297,pull_request
742713311,36794a20cb01a7b9f8caa4b8342afac323274ac3,311,master,failed,89,2020-11-10 15:14:30 UTC,742713312,742713313,742713314,pull_request
742562102,8694f9553641f2f6b11e707662cd562a3a7fbe3b,311,master,failed,90,2020-11-09 22:47:26 UTC,742562103,742562104,742562105,pull_request
741704203,42b9674d4e6d5f61b6c0c9801c83343ae44c506c,311,master,passed,85,2020-11-05 19:09:07 UTC,741704204,741704205,741704206,pull_request
741682272,6498355654458ad8991deb894b559cca0f9734bd,311,master,failed,88,2020-11-05 17:29:07 UTC,741682273,741682274,741682275,pull_request
741680171,82bce240d046bbc802c0b9f0c66d0ddb81df062e,311,master,canceled,0,,741680173,741680174,741680175,pull_request
740947114,e01430a7c6cd60d2532ca31afc6fa5b74f180faf,,master,passed,86,2020-11-02 22:06:58 UTC,740947115,740947116,740947117,push
740941296,457dd4b111cdb7da7e0e6798651abea60c986175,314,master,errored,74,2020-11-02 20:03:26 UTC,740941297,740941298,740941299,pull_request
740934651,5799dbb83f99718b3d7188df643e671d6893a978,,master,canceled,0,,740934652,740934653,740934654,push
740917932,19282af5fb19b26d1d8d27cc390e6f779315f8f7,,master,passed,89,2020-11-02 18:16:34 UTC,740917933,740917934,740917935,push
740855081,7bc3d53a06dd7de00e0558477dfc76f1ca5c5a1b,313,master,passed,95,2020-11-02 15:00:29 UTC,740855082,740855083,740855084,pull_request
740855044,ee6b72beb23c04aecdbd303c850b539a3a459eae,,travis-bump,passed,88,2020-11-02 15:00:09 UTC,740855045,740855046,740855047,push
740845084,aba57d39918df2bd74a968d36dec4a0f41799e9e,,master,errored,132,2020-11-02 14:25:03 UTC,740845085,740845086,740845087,push
740842117,96963cff2e569bf0a15933f773a8bea7a762e2c4,,1.2.2,errored,268,2020-11-02 14:01:42 UTC,740842120,740842121,740842122,740842123,740842124,push
738764725,1a8a59b1390dc8b572f93445171b8977946a19f2,,master,errored,264,2020-10-25 17:51:42 UTC,738764726,738764727,738764728,738764729,738764730,push
738013465,154da9a0cf9e68b1755d1dde5d147c2c40f023e0,311,master,errored,269,2020-10-22 12:58:32 UTC,738013466,738013467,738013468,738013469,738013470,pull_request
709868507,223321fffd38a1856dd8ef19e625e7639fff4ed6,,1.2.1,passed,395,2020-07-20 04:59:52 UTC,709868508,709868509,709868510,709868511,709868512,push
709868481,223321fffd38a1856dd8ef19e625e7639fff4ed6,,master,passed,407,2020-07-20 04:59:05 UTC,709868482,709868483,709868484,709868485,709868486,push
709868326,538aaff3f46d6aa32e0fa8aceb9eb757eb6e80c0,,1.2.1,passed,394,2020-07-20 04:57:48 UTC,709868327,709868328,709868329,709868330,709868331,push
707425514,515553b61bd44b9094a237ed00e223df4b1d5869,,master,passed,399,2020-07-12 18:23:36 UTC,707425515,707425516,707425517,707425518,707425519,push
706438109,fc67a8e23bb5a765d9d81eb2e429a951119fc9ba,307,master,passed,395,2020-07-09 08:00:39 UTC,706438110,706438111,706438112,706438113,706438114,pull_request
705002557,e2b21a0222a487597a70d1e29ecaec2eb2a57b83,,1.2,passed,399,2020-07-04 21:28:00 UTC,705002558,705002559,705002560,705002561,705002562,push
705002437,922bcb08f0348e7f9d91322d6dce11b91ac18b6d,,master,passed,397,2020-07-04 21:26:59 UTC,705002438,705002439,705002440,705002441,705002442,push
704998219,e2b21a0222a487597a70d1e29ecaec2eb2a57b83,,release-1.2,passed,392,2020-07-04 21:05:19 UTC,704998220,704998221,704998222,704998223,704998224,push
704987219,82c82f05b8b83a47c32f73a607361d0e367357b2,,release-1.2,passed,393,2020-07-04 19:47:30 UTC,704987220,704987221,704987222,704987223,704987224,push
704075176,45a8676e4930bec11c8030bd08b2feb58fa71857,,master,passed,413,2020-07-01 20:19:09 UTC,704075177,704075178,704075179,704075180,704075181,push
704074424,2620bf2bffdc0c437f0e3213020fded6b975f64c,,master,passed,399,2020-07-01 20:16:07 UTC,704074425,704074426,704074427,704074428,704074429,push
699869358,b63c5c918474d6f80df2ded8b5e03d686eb55528,304,master,passed,399,2020-06-18 21:10:48 UTC,699869359,699869360,699869361,699869362,699869363,pull_request
699866702,4d7eebedfb5abd514b9c03c07cb95120c6251d4c,304,master,passed,422,2020-06-18 21:05:14 UTC,699866703,699866704,699866705,699866706,699866707,pull_request
699851703,6c291f311251ec919377ca5ac6b409cd84f72b4f,303,master,passed,407,2020-06-18 20:17:47 UTC,699851704,699851705,699851706,699851707,699851708,pull_request
696945445,11c68ec4fa10e949b17d1aa79dad91a74dbdaee0,302,master,passed,398,2020-06-10 17:58:00 UTC,696945446,696945447,696945448,696945449,696945450,pull_request
696829083,9d37aaa67646cc70e5f23915466a6b3c8ef2554f,302,master,passed,400,2020-06-10 12:42:09 UTC,696829084,696829085,696829086,696829087,696829088,pull_request
693974575,ac6e1b19af57ac0aff6e63c67c9597a03d164a20,,master,passed,395,2020-06-02 18:50:31 UTC,693974576,693974577,693974578,693974579,693974580,push
688596325,ba559f4a20772e5414e3007819b2e270c3456beb,300,master,passed,394,2020-05-18 22:40:56 UTC,688596326,688596327,688596328,688596329,688596330,pull_request
665833148,9f4e66fc2e00024126e198b3b3ad58e1c89b6168,,master,passed,394,2020-03-23 12:17:39 UTC,665833149,665833150,665833151,665833152,665833153,push
653019509,c0c6a8fa0b57ab23d62a63880643d2d968ec4cde,294,master,passed,411,2020-02-20 14:42:01 UTC,653019510,653019511,653019512,653019513,653019514,pull_request
651924519,6d269f8a5a08981d9f1a28adf974bb0fe4b82e6d,294,master,failed,412,2020-02-18 10:59:59 UTC,651924520,651924521,651924522,651924523,651924524,pull_request
636530621,fd750fb94a95ddbf552013e5d360ff98f7b3f81a,,master,passed,385,2020-01-13 19:43:29 UTC,636530622,636530623,636530624,636530625,636530626,push
