build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
359019147,f0609f9892efe755a73c7e3f1fbd21ec1aa6ea81,408,master,passed,998,2018-03-27 18:13:48 UTC,359019148,359019149,359019150,359019151,359019152,359019153,pull_request
347583920,c7449445e24323884c09a1c77cd9dd1a96b1344a,403,master,failed,1465,2018-03-01 02:57:47 UTC,347583921,347583922,347583923,347583924,347583925,347583926,347583927,347583928,347583929,347583930,pull_request
346121420,65c77e6e3b27e1093e623d06163ac0968d9f795e,407,master,failed,1073,2018-02-26 03:11:43 UTC,346121421,346121422,346121423,346121424,346121425,346121426,346121427,346121428,pull_request
304066993,f63a0daffc9afd35dad40e46e40a5bca4030af27,403,master,passed,1210,2017-11-18 19:30:11 UTC,304066994,304066995,304066996,304066997,304066998,304066999,304067000,304067001,pull_request
251071663,db61e9952f6f1cb9c65da90b0944dc71ac1329b4,399,master,passed,658,2017-07-07 08:31:21 UTC,251071664,251071665,251071666,251071667,251071668,251071669,pull_request
250976327,c0cbe8d13c7d255b307cd549ce60e377c75178f5,399,master,passed,843,2017-07-06 23:42:00 UTC,250976328,250976329,250976330,250976331,250976335,250976336,pull_request
250974925,5a5e0e162bfb1353db58cbf7ccf526c08c666097,399,master,failed,588,2017-07-06 23:34:16 UTC,250974926,250974927,250974928,250974929,250974930,250974931,pull_request
250940263,a64673ba5ce2efab2e9c776a5d625c8352ce661b,399,master,passed,703,2017-07-06 21:37:31 UTC,250940268,250940269,250940270,250940274,250940275,250940276,pull_request
250918317,13a256ee7f97dbfba96aa7bc2e5a157eb65d13c0,399,master,passed,652,2017-07-06 20:35:18 UTC,250918318,250918319,250918325,250918326,250918327,250918328,pull_request
250916659,146760b040cf5bd7783824c8bb5f6ae03d7f812f,399,master,passed,745,2017-07-06 20:30:32 UTC,250916660,250916661,250916662,250916663,250916664,250916665,pull_request
244029119,c2784c2e7bff2963a5478dabcaca5ffc3cb67734,397,master,failed,1114,2017-06-17 20:36:56 UTC,244029120,244029121,244029122,244029123,244029124,244029125,pull_request
244028026,274475870b27df262b0bd73d5f1e4017cb37aa70,,guard-api,failed,1129,2017-06-17 20:25:53 UTC,244028027,244028028,244028029,244028030,244028031,244028032,push
244026133,1cf25c7127112c246b6e1a38208c32a6aee8a6c7,,guard-api,passed,1611,2017-06-17 20:16:59 UTC,244026134,244026135,244026136,244026137,244026138,244026139,push
205043982,008e2a73a28d03e650f6362d74ec3d073cb65f50,394,master,passed,746,2017-02-24 17:14:38 UTC,205043983,205043986,205043987,205043988,205043991,205043992,pull_request
160016346,1cf25c7127112c246b6e1a38208c32a6aee8a6c7,,master,passed,792,2016-09-14 22:05:50 UTC,160016347,160016348,160016349,160016350,160016351,160016352,push
159975965,9cb16c18a52e5de9a8fdd3348a69dbfc8fd08b1a,387,master,passed,852,2016-09-14 19:22:54 UTC,159975966,159975967,159975968,159975969,159975970,159975971,pull_request
150313990,ee0b21d3f87bcbd3baa3dbad9387eeb169cfbb2f,,ctrl_c_workaround,failed,564,2016-08-06 19:15:22 UTC,150313991,150313992,150313993,150313994,150313995,150313996,push
148364461,ce8f1d0275137843736bda3361c1996457f6433f,,v4.7.3,passed,682,2016-07-29 16:57:28 UTC,148364462,148364463,148364464,148364465,148364466,148364467,push
148364452,ce8f1d0275137843736bda3361c1996457f6433f,,master,passed,642,2016-07-29 16:55:39 UTC,148364453,148364454,148364455,148364456,148364457,148364458,push
148363856,60e807deaab84325862c9f2dc7f6657c0243455b,,master,passed,701,2016-07-29 16:52:54 UTC,148363857,148363858,148363859,148363860,148363861,148363862,push
148359143,da1eb28dd513078fe1e2f59cfddc19daa8aa968b,,master,passed,717,2016-07-29 16:32:58 UTC,148359144,148359145,148359146,148359147,148359148,148359149,push
148358782,96bf7e2d1a8fe95b1ef8ffd7541dd032e6f64428,,master,passed,963,2016-07-29 16:30:57 UTC,148358783,148358784,148358785,148358786,148358787,148358788,push
146863859,5be75597eab8647dde8e83f66f2f1fec085aea28,384,master,passed,855,2016-07-23 15:02:19 UTC,146863860,146863861,146863862,146863863,146863864,146863865,pull_request
