build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
676061426,d8da5fb383383cc34af8624f2bec3dd0bbea48e3,280,master,passed,807,2020-04-17 05:57:32 UTC,676061427,676061428,676061429,676061430,676061431,676061432,676061433,676061434,676061435,676061436,pull_request
676061415,cbeac40794733b197a6a6bb1e741c6410b896271,,bestpractices,failed,691,2020-04-17 05:55:03 UTC,676061416,676061417,676061418,676061419,676061420,676061421,676061422,676061423,676061424,676061425,push
656911973,fc4a5ebaf94a5a0a73900e86f8a55895d0204e2f,,master,passed,368,2020-03-01 11:55:49 UTC,656911974,656911975,656911976,656911977,656911978,656911979,656911980,656911981,656911982,push
656909904,8a15055ab790712d738766d977faf1dd44124aaf,284,master,passed,395,2020-03-01 11:44:39 UTC,656909905,656909906,656909907,656909908,656909909,656909910,656909911,656909912,656909913,pull_request
656887900,147cf2d409d119671bf8798f4833ef5f38c4be54,285,master,passed,375,2020-03-01 09:42:30 UTC,656887901,656887902,656887903,656887904,656887905,656887906,656887907,656887908,656887909,pull_request
656873979,80debc9923ad33da86a6a3f703da5b99ae93b8b8,284,master,passed,376,2020-03-01 08:18:52 UTC,656873980,656873981,656873982,656873984,656873987,656873990,656873991,656873993,656873996,pull_request
645336482,ae18cad1602d83b2574f0ca27084ccf702f5afe2,280,master,passed,702,2020-02-03 08:07:56 UTC,645336483,645336484,645336485,645336486,645336487,645336488,645336489,645336490,645336491,645336492,pull_request
645336445,2f249fc00767baa7b36774a6d389b47aa22755e0,,bestpractices,passed,686,2020-02-03 08:05:44 UTC,645336446,645336447,645336448,645336449,645336450,645336451,645336452,645336453,645336454,645336455,push
645328530,8f77db18fe5482eda3e58c72904709d7b996aced,280,master,passed,699,2020-02-03 07:39:03 UTC,645328531,645328532,645328533,645328534,645328535,645328536,645328537,645328538,645328539,645328540,pull_request
645328518,725023197a6cc52dac75c16ef191773a30125295,,bestpractices,passed,686,2020-02-03 07:36:48 UTC,645328519,645328521,645328522,645328523,645328524,645328525,645328526,645328527,645328528,645328529,push
645327083,73ba9fba62aa5a23ee251d0169abcec2559b3ff2,280,master,failed,784,2020-02-03 07:31:39 UTC,645327084,645327085,645327086,645327087,645327088,645327089,645327090,645327091,645327092,645327093,pull_request
645327042,36713d979af240cdc7f35f50ec785072b14d4b8f,,bestpractices,failed,701,2020-02-03 07:29:31 UTC,645327043,645327044,645327045,645327046,645327047,645327048,645327049,645327050,645327051,645327052,push
645314095,53dcae9a799e6389dad021e8ba863fe5021d182e,,master,passed,372,2020-02-03 06:35:44 UTC,645314096,645314097,645314098,645314099,645314100,645314101,645314102,645314103,645314104,push
645311223,f9ec4cfc4e535d769c580847cd946af3df3f0a8f,279,master,passed,365,2020-02-03 06:29:04 UTC,645311224,645311225,645311226,645311227,645311228,645311229,645311230,645311231,645311232,pull_request
645311208,314aacb3698bb95a931458e562cbf78ac739f9a8,,drop-py34,passed,359,2020-02-03 06:28:07 UTC,645311209,645311210,645311211,645311212,645311213,645311214,645311215,645311216,645311217,push
645309767,cf9b8c1d523134a54f003b3ff9eb9fc156b872a8,279,master,passed,379,2020-02-03 06:24:49 UTC,645309768,645309769,645309770,645309771,645309772,645309773,645309774,645309775,645309777,pull_request
645309745,c63876f079557ef740664e853b3805b82e343889,,drop-py34,passed,373,2020-02-03 06:23:07 UTC,645309746,645309747,645309748,645309749,645309750,645309751,645309752,645309753,645309754,push
645308596,c8c75da2ce6b31102da3f41184c68db3bc6b66d6,279,master,passed,382,2020-02-03 06:20:39 UTC,645308597,645308598,645308599,645308600,645308601,645308602,645308603,645308604,645308605,pull_request
645308584,e57a95b5f82b35ed1e0874787d31f636ef19cb7c,,drop-py34,passed,362,2020-02-03 06:19:41 UTC,645308585,645308586,645308587,645308588,645308589,645308590,645308591,645308592,645308593,push
645302995,03990f07f40d7f02ab4493ae7fa14a61b1d7d810,279,master,passed,370,2020-02-03 05:56:30 UTC,645302996,645302997,645302998,645302999,645303000,645303002,645303004,645303005,645303006,pull_request
645302981,3db639fee74a10524e6908318f3f8f6e7c545e9b,,drop-py34,passed,368,2020-02-03 05:55:06 UTC,645302982,645302983,645302984,645302985,645302986,645302987,645302988,645302989,645302990,push
645302759,cbc89bf742ef7cbca17671ec9acd3898491c378f,,v1.4.3,passed,406,2020-02-03 05:53:18 UTC,645302760,645302761,645302762,645302763,645302764,645302765,645302766,645302767,645302768,645302769,push
645302178,cbc89bf742ef7cbca17671ec9acd3898491c378f,,master,passed,411,2020-02-03 05:51:04 UTC,645302179,645302180,645302181,645302182,645302183,645302184,645302185,645302186,645302187,645302188,push
645300854,9652502f6244023b1af37f4374278f272972c583,279,master,passed,364,2020-02-03 05:48:50 UTC,645300855,645300856,645300857,645300858,645300859,645300860,645300861,645300862,645300863,pull_request
645300837,893de670a3d316e3613d61b5b90adc872e2784e4,,drop-py34,passed,362,2020-02-03 05:47:16 UTC,645300838,645300839,645300840,645300841,645300842,645300843,645300844,645300845,645300846,push
645300518,6e46f9e3f014d64dd7d1e258eaf626e39870ee1f,,master,passed,410,2020-02-03 05:45:36 UTC,645300519,645300520,645300521,645300522,645300523,645300524,645300525,645300528,645300529,645300530,push
645236974,ddeedae3faf4b5e0b25f85e5dcba94693fd8520e,279,master,passed,366,2020-02-03 00:43:02 UTC,645236975,645236976,645236977,645236978,645236979,645236980,645236981,645236982,645236983,pull_request
