build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751932484,af98b60a8ee372e67d3bd35f173d470e0f2f16c1,568,master,errored,21,2020-12-29 05:51:18 UTC,751932487,pull_request
656612870,f7ea8c774e6f06b6c2cded22729588ae12ccbb37,567,master,errored,19,2020-02-29 09:58:42 UTC,656612871,pull_request
656612846,7a48f1e379bddfe5179be7f76428befde2074d49,,renovate/configure,errored,18,2020-02-29 09:58:36 UTC,656612847,push
655337004,f79d8f1bdbb119c423753dd958134fcef3995a93,,master,errored,20,2020-02-26 12:46:31 UTC,655337005,push
655335152,01f6924f1027fff902bf731147dea745c2b3d141,,master,errored,20,2020-02-26 12:41:23 UTC,655335153,push
639594799,22caf2a4701b802cff955794447bc6b1fc702ecc,567,master,errored,89,2020-01-20 17:54:45 UTC,639594800,pull_request
639594795,b836b8cb536c8e47de02f0e944a7fbeda6c7fce0,,renovate/configure,errored,85,2020-01-20 17:54:42 UTC,639594796,push
639547864,85fc77c3c1b41a1f21d902a96d036af4ca832d0b,,master,errored,86,2020-01-20 16:03:18 UTC,639547865,push
627823244,71daf58fb8768b6ff156642a12312664c8f5d436,567,master,errored,89,2019-12-20 17:39:59 UTC,627823245,pull_request
627823072,aa26deff081812e5226849cb32cc4ac243f9ccdf,,renovate/configure,errored,86,2019-12-20 17:39:28 UTC,627823073,push
625261071,8eb47a7989077fc39d9c5bb2a32b2875c75e07ce,566,master,errored,105,2019-12-15 11:14:07 UTC,625261072,pull_request
510745895,34eda46dfbf9124fb5d26057da1855c1bf9ac913,,master,passed,142,2019-03-25 00:21:00 UTC,510745896,push
510745787,8c30f0dc8b43c49db3bc512e18a4dfcb9c47e797,,master,canceled,0,,510745788,push
510745689,58507e33523f0f99bc2af070a9db37af4b7b9972,,master,passed,129,2019-03-25 00:19:53 UTC,510745690,push
510745665,f040aaf5585742f3cb9f13fa3b2c598d5ddae856,,master,canceled,0,,510745666,push
510745604,eadab589b180d87afa2a092b9a4b5e397918a91b,,master,canceled,0,,510745605,push
510744864,7ed60ca6134993d97fcf9b537ec7b0a19d8195d1,,master,passed,161,2019-03-25 00:15:52 UTC,510744865,push
284784608,0f54e5bb686ea70b1cdbe4e985ec2e8e644e2439,555,master,passed,134,2017-10-07 19:47:09 UTC,284784609,pull_request
264664119,0f38f22f0f0cb4c017ed1ae52bf7ac0982c3beac,553,master,passed,129,2017-08-15 08:56:01 UTC,264664120,pull_request
235311592,c4728663bad2718459c0fc45d0daafb5c542593a,552,master,passed,193,2017-05-23 17:10:04 UTC,235311593,pull_request
233540444,3e813b7dc1731860eaa3118f96237cb891397fc7,528,master,errored,725,2017-05-18 08:24:47 UTC,233540445,pull_request
233242772,0f3e4d8637f9921686ee5eb718e2cf28eb2b9a1c,551,master,passed,128,2017-05-17 13:47:38 UTC,233242773,pull_request
231573668,3e813b7dc1731860eaa3118f96237cb891397fc7,528,master,errored,743,2017-05-12 14:13:49 UTC,231573669,pull_request
229960041,af6f9a81eff38c6a98d1c0f35e4bad96b6cadf14,550,master,passed,145,2017-05-08 13:25:23 UTC,229960044,pull_request
184197988,c6530263b020a09d66baf210330b2d183fc7f450,528,master,errored,717,2016-12-15 10:30:10 UTC,184197989,pull_request
183972908,a9366553169e4f289a5812c7085c3dd1e3c7a952,528,master,errored,723,2016-12-14 16:22:06 UTC,183972909,pull_request
183972395,e33b5c7fab27395a4c8d6c87a0b6a75a22c33e63,528,master,errored,728,2016-12-14 16:20:21 UTC,183972396,pull_request
180791471,d204eddd343f960fb074d9c154b80fb93f1ba01d,541,master,passed,209,2016-12-02 18:47:32 UTC,180791472,pull_request
180341854,cf611f874f83cc98c42b04111f0087cf0fa17c1b,546,master,failed,117,2016-12-01 09:29:52 UTC,180341855,pull_request
180337684,c4f5676cd7cae1985c22879d013109e08a66a02e,546,master,failed,120,2016-12-01 09:07:54 UTC,180337685,pull_request
180337543,c9b175e37075121b866f538809c2326662f29af7,546,master,failed,118,2016-12-01 09:07:17 UTC,180337544,pull_request
180069230,7963ae138267986174c488da43381e8b3da87c64,546,master,passed,151,2016-11-30 12:34:59 UTC,180069231,pull_request
180067450,ca701f73cc2312676e0a4856f28b0d80da059640,546,master,failed,114,2016-11-30 12:28:22 UTC,180067451,pull_request
180063906,86f8b60570bce5807ae56e88618c361dd86cb002,546,master,failed,119,2016-11-30 12:12:25 UTC,180063907,pull_request
180063890,86f8b60570bce5807ae56e88618c361dd86cb002,546,master,failed,127,2016-11-30 12:12:21 UTC,180063891,pull_request
180060048,2ce44a626d9ffa481294d91f8ad6c3007cf3505c,546,master,failed,156,2016-11-30 11:56:06 UTC,180060049,pull_request
178163190,fd1014845672f75579df556418e2dbbcc40c6232,544,master,failed,120,2016-11-23 01:43:39 UTC,178163191,pull_request
178160428,e099c18a2f84c66024ec8dd743c0aa18da086446,544,master,failed,119,2016-11-23 01:25:56 UTC,178160429,pull_request
178132529,9b5b11aba3bda651704c66770b4372d7937869ee,543,master,passed,124,2016-11-22 22:57:51 UTC,178132530,pull_request
178107926,87936676fdf6e0f81a84a1097398f477e9085c48,542,master,passed,135,2016-11-22 21:18:08 UTC,178107927,pull_request
176787320,4db69024d9b4c64bc7b902cc2a5f512c5f5fac20,541,master,passed,132,2016-11-17 18:44:18 UTC,176787321,pull_request
176784830,84580fadf2516375f3d25264f5cf5004b9395511,541,master,failed,127,2016-11-17 18:36:07 UTC,176784831,pull_request
176229710,852f57a2e0463d544c23114ea5dc9cd523c2fc18,540,master,passed,130,2016-11-16 00:08:11 UTC,176229711,pull_request
171972312,9eec88e2cab932bfea84f3f305dabb3ebd59f106,538,master,passed,127,2016-10-31 12:36:18 UTC,171972313,pull_request
170253375,8ad22bdcfc20e66649e201460b9f029f6f5b7f5f,537,master,passed,137,2016-10-24 21:00:34 UTC,170253376,pull_request
162425162,31b1d5381d38357c44878c25afdadd3248e1c8db,528,master,passed,129,2016-09-24 13:29:54 UTC,162425163,pull_request
160929190,6d68a72e3b89f6f05d7805845b61cd15be3ac6ce,,master,passed,133,2016-09-19 02:27:14 UTC,160929191,push
160317069,bd9bb6877cb43550c9caf96b5034042adeb9662c,527,master,passed,143,2016-09-15 23:19:16 UTC,160317070,pull_request
155249907,30a4d9034b5225c30111605d75346889439265cb,534,master,passed,120,2016-08-26 05:55:45 UTC,155249908,pull_request
155248690,f370b1e7015d74ee07af0091a500f7e158ae9dff,533,master,passed,128,2016-08-26 05:43:17 UTC,155248691,pull_request
152228780,542c09b69e58fc70b4d94cdb189f300fa57374a8,531,master,passed,137,2016-08-14 17:08:06 UTC,152228781,pull_request
150043797,ff4c277abf9bac93aefd8466fcb5971d74c0b8dc,528,master,passed,199,2016-08-05 12:53:55 UTC,150043798,pull_request
149478112,146445bba881d4a784c9b5396c507e869d0ee9e9,528,master,passed,140,2016-08-03 13:55:37 UTC,149478113,pull_request
148166417,159ee11a7b219e54ccb8b68dbcda3ff060d094c2,527,master,passed,154,2016-07-28 22:12:08 UTC,148166418,pull_request
148057833,1cda625cec80e8f010c83c9dd95a9cf5d449ab8f,526,master,passed,125,2016-07-28 14:52:48 UTC,148057834,pull_request
148047948,56510d77cbd6f20ac568109b4f259097359aa6bd,525,master,passed,160,2016-07-28 14:16:54 UTC,148047949,pull_request
147356127,fb0f24f7c53f1e6694054c2e5bfcd742d8e7f3d4,,master,passed,126,2016-07-26 02:42:08 UTC,147356128,push
147356097,7004206ff861c7a6d70162d697537814a69e1f5e,,master,passed,257,2016-07-26 02:41:32 UTC,147356098,147356099,push
147355443,27c44b391b95751fcc2192c3c3171a81d4023706,,master,passed,275,2016-07-26 02:36:32 UTC,147355444,147355445,push
147355409,9b5468cc289f06d41c0fcbca4846372ba8b57991,,master,passed,239,2016-07-26 02:35:55 UTC,147355412,147355413,push
147223573,a886383bc47bdab7d3918268db38fa1a4bc36f78,523,master,passed,293,2016-07-25 16:19:31 UTC,147223577,147223578,pull_request
146770032,d60f4a7642d6233acad39cb0629a0069a3a46d80,522,master,passed,244,2016-07-22 22:17:24 UTC,146770033,146770034,pull_request
146760483,95230c9f7d7c4ff946bd7aa015661963f38097f0,522,master,passed,250,2016-07-22 21:28:06 UTC,146760486,146760488,pull_request
145909784,0adc27771b9c6f271b31c859d74439743e81667f,,master,passed,240,2016-07-19 19:02:27 UTC,145909785,145909786,push
145909419,1823a99bf922881cb2478449da98c7dd4ccc742a,,master,passed,252,2016-07-19 19:02:27 UTC,145909420,145909421,push
145909280,802a4925b78bab190c17f9ee7b49716b3632a79e,521,master,errored,49,2016-07-19 19:00:58 UTC,145909281,145909282,pull_request
145604002,281b658686bf04d5e4096a91a0c2b7911d2dab0f,521,master,passed,252,2016-07-18 17:42:34 UTC,145604003,145604004,pull_request
145601608,91d8289bc233ce3b2d0fdefa7e9389e0afc1fa59,521,master,failed,254,2016-07-18 17:31:17 UTC,145601609,145601610,pull_request
145588890,eb1ff1b1b5a78f5f36374a14623eca8aec082dbe,521,master,passed,254,2016-07-18 16:41:47 UTC,145588891,145588892,pull_request
137906259,ec026911f017df67f64d7a8c41d0a89fdb659c43,519,master,passed,249,2016-06-15 20:21:50 UTC,137906260,137906261,pull_request
132603320,b3cf48650f916b7cd85e6266293ee185e6ca4122,,master,passed,264,2016-05-24 15:57:56 UTC,132603322,132603323,push
132603287,43bbdac29cf93938b9bfc9a79a34044786be2204,,master,passed,247,2016-05-24 15:54:24 UTC,132603288,132603289,push
132602813,ffd192881860290f0ee6b69cd115246c0ab21171,,master,passed,247,2016-05-24 15:54:49 UTC,132602821,132602837,push
132602754,197735e32ed78d01f960e3d1d3a53715b7a6c0c5,,master,passed,251,2016-05-24 15:53:53 UTC,132602769,132602783,push
129056392,5236092fac7fd36fd1b205c34dbfd398eca1dc90,,0.2.22,passed,241,2016-05-10 07:01:21 UTC,129056393,129056394,push
129056376,5236092fac7fd36fd1b205c34dbfd398eca1dc90,,master,passed,250,2016-05-10 07:01:06 UTC,129056377,129056378,push
128895667,c612646a76699a9e1865150a3b37d93d1f427ce8,,master,passed,243,2016-05-09 16:16:00 UTC,128895671,128895672,push
128438069,fb2daec0ebcc1b99b677325796ceda7b39cf38d1,518,master,passed,281,2016-05-07 00:22:18 UTC,128438070,128438071,pull_request
121478493,ff1783b965381b846d37a1cb7ebba669cb291c8b,516,master,passed,239,2016-04-07 16:52:08 UTC,121478494,121478495,pull_request
116286572,60f234d5c63b336dd2feb2305c6a35045d1a8756,465,master,failed,189,2016-03-16 02:41:15 UTC,116286573,116286574,pull_request
116285322,aeb469f5b667dd52503f4959a417e0b7a2ea3b8d,461,master,passed,192,2016-03-16 02:30:47 UTC,116285323,116285324,pull_request
116285242,7a5221e9f48bb862a5faff965ff649c853fa4925,461,master,passed,196,2016-03-16 02:29:41 UTC,116285243,116285244,pull_request
116202584,e069cc33017059f188bca0b39b927b1f3383734f,505,master,passed,265,2016-03-15 19:08:42 UTC,116202586,116202588,pull_request
116202532,0514696afc5c6e717740daaca70f5380920cf8b9,504,master,passed,201,2016-03-15 19:12:45 UTC,116202533,116202534,pull_request
116202468,57efb18f77be0a789197c9acc44d49b8dc55bce5,503,master,passed,205,2016-03-15 19:03:55 UTC,116202469,116202470,pull_request
116201162,9f6df8da255d0a9d2e6afaa2dc4f51c6dc375add,500,master,passed,109,2016-03-15 18:57:04 UTC,116201165,pull_request
116200956,029b07890c92bc3e730adde5bdf391ad9e9de152,500,master,passed,112,2016-03-15 18:56:29 UTC,116200964,pull_request
113413793,83e7dd6b8fcedf482628a223e99418501667fbe4,513,master,failed,340,2016-03-03 14:52:38 UTC,113413794,113413795,pull_request
103674756,543c6e35210eff7b48387af44e33af56fd2131b7,,master,passed,191,2016-01-20 19:08:42 UTC,103674757,103674758,push
98003813,3e73f38cee73b52c4cb97c058f1214b33f558860,508,master,failed,179,2015-12-20 20:06:31 UTC,98003814,98003815,pull_request
97430373,5ccd9d545bb4ed5a2f52b297587638573cc0148a,507,master,passed,163,2015-12-17 11:59:14 UTC,97430375,97430377,pull_request
96367779,98a7a67c610e121a537cb171912b268e76c16794,505,master,failed,333,2015-12-11 22:18:41 UTC,96367780,96367781,pull_request
96345279,c5dbe7ab47dae63f150ab097b2f9d755db430c48,504,master,failed,299,2015-12-11 20:06:30 UTC,96345280,96345281,pull_request
96344730,f8fc5c1a145289e2b1ceb1a2fe75b5fab3f9192f,500,master,passed,157,2015-12-11 20:03:04 UTC,96344731,pull_request
96342472,00e33c518f9b2f2c322622491f063cdc77296b58,500,master,failed,137,2015-12-11 19:49:32 UTC,96342473,pull_request
96308728,19f44f6deef6d96690c6d893f9f1dd5d65ff515b,503,master,failed,349,2015-12-11 16:50:12 UTC,96308729,96308730,pull_request
96307078,942349fedb045d0ef6b84bfd87fc3845b38a24cf,502,master,failed,388,2015-12-11 16:42:25 UTC,96307079,96307080,pull_request
96306810,8e96b63d258a2cc168a9b9c3bd5f1f79ba082850,501,master,passed,356,2015-12-11 16:41:13 UTC,96306811,96306812,pull_request
96306345,ec6d2b9fa09e7659ddc8af909f5e71306a71a7fd,500,master,failed,157,2015-12-11 16:39:39 UTC,96306346,pull_request
83669143,bbbc7087fb76254fcefe36a358b3c9082d8dbb37,,master,failed,334,2015-10-05 10:56:06 UTC,83669144,83669145,push
79967463,bee5b3c839b1d1266df46e0d2be6d39dade30a30,,master,passed,321,2015-09-12 06:57:58 UTC,79967464,79967465,push
79967248,b6284c412e506012457def7bc8fd608d370dca00,499,master,passed,292,2015-09-12 06:54:03 UTC,79967249,79967250,pull_request
77569686,b18b8fb711eb7a178c58574716032ad8de525912,,master,passed,273,2015-08-27 19:45:06 UTC,77569687,77569688,push
77569436,b771775a22e6a6fcad273dea2e00cd44cedc160d,,master,passed,338,2015-08-27 19:42:08 UTC,77569437,77569438,push
77569093,209ca8c4e3524c615f4aa2282d35e91c8cb36f37,,master,passed,303,2015-08-27 19:41:43 UTC,77569094,77569095,push
77569049,d24447cb27b7276057668986c35f165e75bcc0c8,,master,passed,361,2015-08-27 19:40:08 UTC,77569050,77569051,push
77568988,6f24006eb601f3f0000bfb8a2233831fa202f751,,master,passed,276,2015-08-27 19:38:36 UTC,77568991,77568992,push
77568938,250ab629a8505375f12b4b56c589e197570b0a85,,master,passed,307,2015-08-27 19:38:14 UTC,77568939,77568940,push
77548540,8e050d480c0b5166b2e5fdde7a6b079043597f11,,master,passed,276,2015-08-27 17:34:48 UTC,77548541,77548542,push
77545006,6c6e7199481aa2d502b03279090d701042bbe5cf,,master,passed,296,2015-08-27 17:23:41 UTC,77545007,77545008,push
77544902,8f427a54b7eb4d57ca94ca3fe87496039999ac3d,,master,passed,330,2015-08-27 17:21:55 UTC,77544905,77544908,push
