build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
709052626,260e6065696c66d8dce5800d3af78b526d09ef41,352,release-1.18,passed,1718,2020-07-17 06:08:11 UTC,709052627,709052628,709052629,709052630,pull_request
708681503,a883750b9dcc0e43d53e52e87c55c3cb5dbcf7ff,343,master,failed,1414,2020-07-16 10:14:34 UTC,708681504,708681505,708681506,708681507,pull_request
708677742,87b9085634e21576eec28663795b3362a19850d9,343,master,errored,1273,2020-07-16 10:01:18 UTC,708677743,708677744,708677745,708677746,pull_request
708391198,fe2983942ee065ae8d2d987c45270a9d1e553ce3,338,master,failed,1435,2020-07-15 16:39:07 UTC,708391199,708391200,708391201,708391202,pull_request
708363763,9d247b52144f4dbfab364808fb4faa8fe2ac38bc,298,master,failed,1440,2020-07-15 14:30:42 UTC,708363764,708363765,708363766,708363767,pull_request
708346211,4f037debb915f8233edd7533d4da7e11444593f3,338,master,failed,1441,2020-07-15 14:08:41 UTC,708346214,708346215,708346217,708346218,pull_request
708345711,323f9b102c719ec175dadcf1f3df245217422d17,338,master,failed,1441,2020-07-15 14:02:41 UTC,708345712,708345713,708345714,708345715,pull_request
708318137,097251bca1704f1aa5bdc8b4dd30d9c8c67f8100,338,master,failed,1423,2020-07-15 12:33:13 UTC,708318138,708318139,708318140,708318141,pull_request
708316035,98fcc173a35629d6c62ccb2a79ea7bc49dfeede6,338,master,failed,1424,2020-07-15 12:24:23 UTC,708316036,708316037,708316038,708316039,pull_request
708013255,ca865534eeb3812563fdfe2cd9dd486c58b4fdab,,release-1.17,passed,1323,2020-07-14 14:48:18 UTC,708013256,708013257,708013258,push
708013243,104786844af9890ab4f19f2aab9adf49153bcbf4,,release-1.18,passed,1761,2020-07-14 14:40:27 UTC,708013244,708013245,708013246,708013247,push
708005797,e86ee30408df313988802a12052e3f9781c775b5,338,master,failed,1430,2020-07-14 14:29:48 UTC,708005798,708005799,708005800,708005802,pull_request
707993275,a76968be6a4553d68bb21c6c2721d3db6f00d199,346,release-1.17,passed,1306,2020-07-14 14:22:11 UTC,707993277,707993280,707993281,pull_request
707992729,a9c502882f66c1564dc5dee42236410696ca905a,345,release-1.18,passed,1735,2020-07-14 14:14:20 UTC,707992730,707992731,707992732,707992733,pull_request
707990475,9dd9a79ceb282a7cae401a1967f6d49f5cad7262,346,release-1.17,canceled,0,,707990476,707990477,707990478,pull_request
707990134,eabb21d224e79245793685cfa6603191ee3dd6ac,345,release-1.18,passed,1757,2020-07-14 14:06:49 UTC,707990135,707990136,707990137,707990138,pull_request
707988518,8772b8827e0a18eaeb17be1b3ce893abf24b3742,346,release-1.17,passed,1301,2020-07-14 14:00:55 UTC,707988521,707988522,707988523,pull_request
707987576,2980cfa16ea492655bb447c19bff8a10869f973d,345,release-1.18,passed,1727,2020-07-14 13:58:57 UTC,707987577,707987578,707987579,707987580,pull_request
707983750,ee414ea36650c79347813f9d0156a88834f2065c,,master,failed,1429,2020-07-14 13:47:42 UTC,707983751,707983752,707983753,707983754,push
707978280,a85b9b4a96ac3d4edd0aee6c9c2da2b84f2b233b,344,master,failed,1420,2020-07-14 13:28:09 UTC,707978281,707978282,707978283,707978284,pull_request
707977393,f2b641bfe82887516dbf15d017ae1726e726a8ab,298,master,failed,1436,2020-07-14 13:25:28 UTC,707977394,707977395,707977396,707977397,pull_request
