build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
565297539,f9118f5c490bd484c8017c3109f546152d12499b,1361,master,passed,1475,2019-07-30 04:23:04 UTC,565297540,565297541,565297542,565297543,565297544,565297545,565297546,565297547,565297548,pull_request
563973111,59841c2ec9be0237a1505e06f1d9435ce426109f,1360,master,passed,1532,2019-07-26 11:18:49 UTC,563973112,563973113,563973114,563973115,563973116,563973117,563973118,563973119,563973120,pull_request
560309066,93b1699cde5fbafe8a237f8f0d21c8f687b78f2f,,master,passed,1281,2019-07-18 04:35:39 UTC,560309068,560309069,560309070,560309071,560309072,560309073,560309074,560309075,560309076,push
560305310,46b05a8af3d51aa0760d04f66c25990f95ace47e,1357,master,passed,1386,2019-07-18 04:16:17 UTC,560305311,560305312,560305313,560305314,560305315,560305316,560305317,560305318,560305319,pull_request
560018308,d64eddae7d59cebd24b5100d72147fcf2e7cd1dc,,master,passed,1603,2019-07-17 14:59:22 UTC,560018309,560018310,560018311,560018312,560018313,560018314,560018315,560018316,560018317,push
558342521,caa29cd6d492d19e19cf9e06e56dc4e1f741adf7,1355,master,passed,1406,2019-07-13 20:16:59 UTC,558342522,558342523,558342524,558342525,558342526,558342527,558342528,558342529,558342530,pull_request
558342164,77052e4a7ae24ef1994a83b08558adcfe979dcac,1355,master,passed,1308,2019-07-13 20:15:22 UTC,558342165,558342166,558342167,558342168,558342169,558342170,558342171,558342172,558342173,pull_request
558121772,5c9ee3fe4925caee5396851550fb21ac15f652cd,1354,master,passed,1408,2019-07-13 02:23:32 UTC,558121773,558121774,558121775,558121776,558121777,558121778,558121779,558121780,558121781,pull_request
555050601,49fe8fb9459a13aeec0d24a5997167f84c88d26f,,master,passed,1270,2019-07-06 15:44:57 UTC,555050602,555050603,555050604,555050605,555050606,555050607,555050608,555050609,555050610,push
555042118,14136da5d9330deedd201d9eda17d6df7505e692,1349,master,passed,1287,2019-07-06 15:06:34 UTC,555042119,555042120,555042121,555042122,555042123,555042124,555042125,555042126,555042127,pull_request
554613840,5b49b590e3dc5d2747df6278c46aae1666f6cf01,1348,master,passed,1553,2019-07-05 09:41:41 UTC,554613841,554613842,554613843,554613844,554613845,554613846,554613847,554613848,554613849,pull_request
553933948,3286e0a3cac73dfb444ec22637dc4e8b75a87078,1348,master,passed,1364,2019-07-03 20:27:15 UTC,553933949,553933950,553933951,553933952,553933953,553933954,553933955,553933956,553933957,pull_request
548350958,ee6ae7ab29a55d906d8eba1fa03bd7e67bd8dcd1,1342,master,passed,1423,2019-06-20 18:57:26 UTC,548350959,548350960,548350961,548350962,548350963,548350964,548350965,548350966,548350967,pull_request
543688101,f537a208591088499b388b06b2aca4efd5445119,,master,passed,1270,2019-06-10 11:33:01 UTC,543688102,543688103,543688104,543688105,543688106,543688107,543688108,543688109,543688110,push
543572410,a0a06eefa9d0586c3cdd54b582307156d5a81238,1336,master,passed,1442,2019-06-10 04:28:55 UTC,543572411,543572412,543572413,543572414,543572415,543572416,543572417,543572418,543572419,pull_request
541738689,e03174404d8af131d75c16052b4cd25819c5d97b,1332,master,passed,1457,2019-06-05 13:23:26 UTC,541738690,541738691,541738692,541738693,541738694,541738695,541738696,541738697,541738698,pull_request
541277271,0049354040156cbbc521f0e6a62d32ebab780958,,7.x,passed,1561,2019-06-04 14:42:05 UTC,541277272,541277273,541277274,541277275,541277276,541277277,541277278,541277279,541277280,push
540825441,91e5bc36924a3cfbcadcf68d9cb37db37981de72,,master,passed,1441,2019-06-03 16:00:21 UTC,540825442,540825443,540825444,540825445,540825446,540825447,540825448,540825449,540825450,push
540791299,e1a4b2036232ceac8d0951336677eb98b71d3b0f,1329,master,passed,1530,2019-06-03 14:51:11 UTC,540791300,540791301,540791302,540791303,540791304,540791305,540791306,540791307,540791308,pull_request
540768535,e20599811aff8ff7529a11951ef1a32a1ca085b3,1332,master,passed,1452,2019-06-03 14:06:21 UTC,540768536,540768537,540768538,540768539,540768540,540768541,540768542,540768543,540768544,pull_request
540368522,9b14e7a1a7f692c6d123a865c2e829d1d03ae509,1329,master,passed,1347,2019-06-02 12:53:22 UTC,540368523,540368524,540368525,540368526,540368527,540368528,540368529,540368530,540368531,pull_request
540367841,0c8a8d2ea31f6e0c84da30a7e1b6017c6a06dde4,1329,master,passed,1459,2019-06-02 12:49:59 UTC,540367842,540367843,540367844,540367845,540367846,540367847,540367848,540367849,540367850,pull_request
540366351,5eb449a7a0d6add699c83ef1463ac9e7320f0522,1329,master,passed,1433,2019-06-02 12:44:02 UTC,540366352,540366353,540366354,540366356,540366357,540366358,540366359,540366360,540366361,pull_request
539989946,b6d421d2e293acb29024ed7cd0892e51c590a9ef,,7.x,passed,1448,2019-06-01 04:54:21 UTC,539989947,539989948,539989949,539989950,539989951,539989952,539989953,539989954,539989955,push
539978257,e8abf68d283601044d85ab8df5532c88e20e3f00,1329,master,passed,1352,2019-06-01 03:33:00 UTC,539978258,539978259,539978260,539978261,539978262,539978263,539978264,539978265,539978266,pull_request
539896597,073c9a4fd3032aa424bd5f1371c6432255ef8804,,7.x,passed,1437,2019-05-31 21:32:24 UTC,539896598,539896599,539896600,539896601,539896602,539896603,539896604,539896605,539896606,push
539881813,0f84f11b0b1fa9565417ec638d1238fc64798a8d,,7.x,passed,1506,2019-05-31 20:50:32 UTC,539881814,539881815,539881816,539881817,539881819,539881821,539881822,539881824,539881825,push
539879053,cc5292d4ce12427f732429554cda4440a8c7d2e2,1334,7.x,passed,1571,2019-05-31 20:41:57 UTC,539879054,539879055,539879056,539879057,539879058,539879059,539879060,539879061,539879062,pull_request
539813566,47a475e97ae1dfba80a590a82d5c2e8b06a1d3fd,1332,master,passed,1515,2019-05-31 17:32:36 UTC,539813567,539813568,539813569,539813570,539813571,539813572,539813573,539813574,539813575,pull_request
539800799,c1f4b89326ccdc8f890ecb137d5ccf786d8afdbe,1331,master,passed,1451,2019-05-31 16:58:32 UTC,539800800,539800801,539800802,539800803,539800804,539800805,539800806,539800807,539800808,pull_request
539778949,ecb09c7d2e350acace07226b628163d75252bd6a,1330,7.x,passed,1455,2019-05-31 16:06:43 UTC,539778950,539778951,539778952,539778953,539778954,539778955,539778956,539778957,539778958,pull_request
539767466,b1b939c000252f378212e9ad70b99f90a985a231,1329,master,failed,1551,2019-05-31 15:39:16 UTC,539767467,539767468,539767469,539767470,539767471,539767472,539767473,539767474,539767475,pull_request
539764555,83b877317a56aee7e22edda085db16c32dbfbf36,1329,master,passed,1544,2019-05-31 15:32:15 UTC,539764556,539764557,539764558,539764559,539764560,539764561,539764562,539764563,539764564,pull_request
539757134,3932d800ba19eb773a3ee91c8bf80cce356ab8f9,,7.x,passed,1517,2019-05-31 15:14:01 UTC,539757135,539757136,539757137,539757138,539757139,539757140,539757141,539757142,539757143,push
539755548,2add51fefc763d5fdc66f56305fddf17ea951262,1328,7.x,passed,1630,2019-05-31 15:10:24 UTC,539755549,539755550,539755551,539755552,539755553,539755554,539755555,539755556,539755557,pull_request
539733392,e107f36db08f00a2832523e1b52249ec084f907f,1327,master,passed,1517,2019-05-31 14:21:10 UTC,539733393,539733394,539733395,539733396,539733397,539733398,539733399,539733400,539733401,pull_request
538026914,b04aef2833a85bdedfd7370e80a0a63969138f56,1325,master,passed,1388,2019-05-28 02:14:23 UTC,538026915,538026916,538026917,538026918,538026919,538026920,538026921,538026922,538026923,pull_request
536842086,2d42cd4840ce346ed6fe61f27e3f7359212b6df3,,7.x,passed,1532,2019-05-24 15:46:18 UTC,536842087,536842088,536842089,536842090,536842091,536842092,536842093,536842094,536842095,push
536836756,437ab6831ba9c5e4221fe93b1d5f42af6cd7a2ff,1315,7.x,passed,1561,2019-05-24 15:34:50 UTC,536836757,536836758,536836759,536836760,536836761,536836762,536836763,536836764,536836765,pull_request
536836515,b8f023f1ac81d2cc372f410638fe83dee0838544,1315,7.x,passed,1521,2019-05-24 15:33:03 UTC,536836516,536836517,536836518,536836519,536836520,536836521,536836522,536836523,536836524,pull_request
536419218,0b1e32b0d6d44590f0dae2e28b99bd7ccb6579f7,,master,passed,1471,2019-05-23 18:02:07 UTC,536419220,536419221,536419222,536419223,536419224,536419225,536419226,536419227,536419228,push
536410492,94e5f7745726d83d2be4d2bdd5326ebf92867a70,1320,master,passed,1539,2019-05-23 17:40:38 UTC,536410495,536410496,536410497,536410498,536410499,536410500,536410501,536410502,536410503,pull_request
535800992,e6eac0af4a4d7a21946c186ff9ec6475206c9813,,master,passed,1401,2019-05-22 13:58:24 UTC,535800993,535800994,535800995,535800996,535800997,535800998,535800999,535801000,535801001,push
534595216,9ae1614914bc471873756c4b4ab8e081774df2e4,,7.x,passed,1496,2019-05-19 23:36:00 UTC,534595217,534595218,534595219,534595220,534595221,534595222,534595223,534595224,534595225,push
531223887,97b399bb03c976c0c6dedabea85b3ac54bcf04f2,1318,7.x,passed,1506,2019-05-11 19:44:03 UTC,531223888,531223889,531223890,531223891,531223892,531223893,531223894,531223895,531223896,pull_request
531223597,3891d338fbf87a10c4f521d39da3cb0136a249fe,1318,7.x,passed,1513,2019-05-11 19:42:08 UTC,531223598,531223599,531223600,531223601,531223602,531223603,531223604,531223605,531223606,pull_request
530448076,21fadb2980f4a0d61f9f844088651e047b6f2e3e,1317,master,passed,1332,2019-05-09 20:03:22 UTC,530448077,530448078,530448079,530448080,530448081,530448082,530448083,530448084,530448085,pull_request
530444948,7293e3af95a00366cc2bb6706bac0df1c124d8bf,1317,master,failed,1449,2019-05-09 19:56:06 UTC,530444949,530444950,530444951,530444952,530444953,530444954,530444955,530444956,530444957,pull_request
530373861,f32d013bb76e25d6e970c9c1176a86796c4771a5,1316,7.x,passed,1691,2019-05-09 16:47:09 UTC,530373862,530373863,530373864,530373865,530373866,530373867,530373868,530373869,530373870,pull_request
530288721,9fe26fc20bbdb075b5ba4403b2c38fa0d3cab006,1315,master,passed,1410,2019-05-09 13:40:27 UTC,530288722,530288723,530288724,530288725,530288726,530288727,530288728,530288729,530288730,pull_request
529850677,6e623c3f2c115f3709eafd8352643bdbb7aa449e,1313,master,passed,1526,2019-05-08 15:52:44 UTC,529850678,529850679,529850680,529850681,529850682,529850683,529850684,529850685,529850686,pull_request
529826572,33a8962387227506e6e7015353ec9921498931cf,1312,master,passed,1425,2019-05-08 14:58:00 UTC,529826573,529826574,529826575,529826576,529826577,529826578,529826579,529826580,529826581,pull_request
529823849,86f654196e4e4a41908f4e6ff1d31fede42c0b5d,1312,master,passed,1661,2019-05-08 14:52:44 UTC,529823850,529823851,529823852,529823853,529823854,529823855,529823856,529823857,529823858,pull_request
529480639,62366cee4c4eb0afe28f7f0392947ed60c7e585e,1309,master,passed,1426,2019-05-07 20:35:45 UTC,529480640,529480641,529480642,529480643,529480644,529480645,529480646,529480647,529480648,pull_request
