build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760070810,4d12d5548cf4456025d4d0baef1f90d840388243,,v6.2.2,passed,314,2021-02-22 23:01:06 UTC,760070811,760070812,push
760070799,4d12d5548cf4456025d4d0baef1f90d840388243,,master,passed,305,2021-02-22 22:57:47 UTC,760070800,760070801,push
760070796,f1e8abd671486c5dd25c2d282ea9503e1df3cde7,,develop,passed,311,2021-02-22 22:57:47 UTC,760070797,760070798,push
760041686,f7a0b8d008d6747c9d4b2f72f8d643b35298b6f7,,develop,passed,303,2021-02-22 19:15:32 UTC,760041687,760041688,push
760040082,f4e56451354a475d866c5a79c4075dd32dcaa90e,,v6.2.1,failed,303,2021-02-22 19:12:11 UTC,760040083,760040084,push
760040076,f4e56451354a475d866c5a79c4075dd32dcaa90e,,master,failed,311,2021-02-22 19:01:52 UTC,760040077,760040078,push
760040062,98eb806208c1bc5ccc8c898d805625128d6b4fbd,,develop,failed,310,2021-02-22 19:01:45 UTC,760040064,760040066,push
760039668,cec2aebaa2fc1e7c457845aefaf65e6fcebecdb4,,develop,canceled,0,,760039669,760039670,push
759701984,eddb80161612a0f1bb60d6853cdf4e36a2eb1017,,v6.2.0,passed,308,2021-02-19 23:00:20 UTC,759701985,759701986,push
759701979,eddb80161612a0f1bb60d6853cdf4e36a2eb1017,,master,passed,302,2021-02-19 22:56:58 UTC,759701980,759701981,push
759701976,207388ad30fe161f987d9c8a13ccd68e8bd0fc66,,develop,passed,294,2021-02-19 22:56:58 UTC,759701977,759701978,push
759701948,675d5f4dee2835420e717d719e5e7d860629c6d4,,develop,canceled,0,,759701949,759701950,push
759258828,df34b7cc74b9ca8609ce4ebfe191dd662506c424,,v6.1.1,passed,282,2021-02-16 23:21:20 UTC,759258829,759258830,push
759258823,df34b7cc74b9ca8609ce4ebfe191dd662506c424,,master,passed,306,2021-02-16 23:13:50 UTC,759258824,759258825,push
759258820,4ca6ff572d2f614594654ed0b110de3f4a861613,,develop,passed,287,2021-02-16 23:13:48 UTC,759258821,759258822,push
759258745,e37193b641bb55529e2554abdce8c54d64adac25,,develop,canceled,0,,759258746,759258747,push
758894739,5532cf8a6f61bb80b10f1b07565f50dd19876de4,,develop,passed,271,2021-02-14 05:41:10 UTC,758894740,758894741,push
758874340,29f247f8bbd9717c9185b5ef85829aca50c74bcf,,v6.1.0,passed,278,2021-02-13 23:32:54 UTC,758874341,758874342,push
758874337,29f247f8bbd9717c9185b5ef85829aca50c74bcf,,master,passed,274,2021-02-13 23:31:56 UTC,758874338,758874339,push
