build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
580339531,1babde2cb805a3d7c6ab132b402a3ba4aa3fa5b7,252,master,passed,644,2019-09-03 17:14:56 UTC,580339532,580339533,580339534,580339535,580339536,580339537,pull_request
580339520,28fa91d30c6c46af8f1f0c625d1d1d9a9e09f42f,,github-actions,passed,642,2019-09-03 17:12:57 UTC,580339521,580339522,580339523,580339524,580339525,580339526,push
580334668,896356f26d3f803628a47f578b4a7fa4a2bf842d,252,master,passed,626,2019-09-03 17:00:06 UTC,580334669,580334670,580334671,580334672,580334673,580334674,pull_request
580334649,0eb2d8b951b3aa26624417aae628a45582cecfcd,,github-actions,passed,645,2019-09-03 17:00:05 UTC,580334650,580334651,580334652,580334653,580334654,580334655,push
580330332,1423afdb71513a214577cdba2741b0784dda36f2,252,master,passed,667,2019-09-03 16:52:05 UTC,580330333,580330335,580330336,580330337,580330338,580330339,pull_request
580330307,bee1029da6e4c33516e0f465a73c16135d2be938,,github-actions,passed,631,2019-09-03 16:49:59 UTC,580330308,580330309,580330310,580330311,580330312,580330313,push
580324736,a6aece9c88e892bf9fd86048491466f1a273e459,252,master,passed,670,2019-09-03 16:42:11 UTC,580324737,580324738,580324739,580324740,580324741,580324742,pull_request
580324473,e09d185cf79016f40b69624057487dfc680782ea,,github-actions,passed,684,2019-09-03 16:38:08 UTC,580324474,580324475,580324476,580324477,580324478,580324479,push
577082386,d5dafc1490b26fc8109571bd30311c9b729ea8a5,,master,passed,691,2019-08-26 23:20:28 UTC,577082387,577082388,577082389,577082390,577082391,577082392,push
577060835,b2a24eddb12cd449c22b52215b7e1c6f423179c5,250,master,passed,634,2019-08-26 22:15:37 UTC,577060836,577060837,577060838,577060839,577060840,577060841,pull_request
577009002,54e9576f9741d1105b74fd3abe6f4e7d4c946b5b,250,master,passed,647,2019-08-26 20:15:30 UTC,577009003,577009004,577009005,577009006,577009007,577009008,pull_request
576949705,5699c9dfa7067a99000e281091dd6400a1e84122,,master,passed,674,2019-08-26 18:11:55 UTC,576949706,576949707,576949708,576949709,576949710,576949711,push
576921068,b24bcd3fcea8c9c0951d1eebccc839d10fa868cf,245,master,passed,642,2019-08-26 18:02:59 UTC,576921069,576921070,576921071,576921072,576921073,576921074,pull_request
576919021,b0ca7907da965f841263a4958decefb474352e6e,245,master,canceled,0,,576919022,576919024,576919026,576919027,576919029,576919031,pull_request
575974992,ba0f3534437eb22cff535714c76a43ef7dacddcf,245,master,passed,648,2019-08-23 19:26:09 UTC,575974993,575974994,575974995,575974996,575974997,575974998,pull_request
574544786,7e31b7293fee118fca52a3ba12a7cfdfc6f692b1,245,master,passed,649,2019-08-20 21:42:19 UTC,574544787,574544788,574544789,574544790,574544791,574544792,pull_request
574456437,f6ca790148cacb9b1144248d531adeffac0f7d3c,,master,passed,648,2019-08-20 16:45:38 UTC,574456438,574456439,574456440,574456441,574456442,574456443,push
574453366,782d3ea20e671325a2125f17a3bdaf20ee3d3a7a,,master,passed,656,2019-08-20 16:38:49 UTC,574453367,574453368,574453369,574453370,574453371,574453372,push
568512889,762856daf858360e4bd848fd82040f266bfdb2e2,,v2.2.2,passed,922,2019-08-06 19:12:15 UTC,568512890,568512891,568512892,568512893,568512894,568512895,push
568512584,762856daf858360e4bd848fd82040f266bfdb2e2,,master,passed,1007,2019-08-06 19:06:48 UTC,568512585,568512586,568512587,568512588,568512589,568512590,push
568454269,bdfd06f019a44ec2438b7f62d6d1cca1fd709a0b,249,master,passed,866,2019-08-06 18:57:10 UTC,568454270,568454271,568454272,568454273,568454274,568454275,pull_request
568052822,7ad74da1c242a735bd805c836f3ddf5830b19a83,,v2.2.1,passed,837,2019-08-05 20:34:02 UTC,568052823,568052824,568052825,568052826,568052827,568052828,push
568052216,7ad74da1c242a735bd805c836f3ddf5830b19a83,,master,passed,865,2019-08-05 20:27:07 UTC,568052217,568052218,568052219,568052221,568052223,568052224,push
567992305,16cefcb269deb01d19f4f2f9f9e0186526b9dd16,248,master,passed,813,2019-08-05 17:34:00 UTC,567992306,567992307,567992308,567992309,567992310,567992311,pull_request
567545002,1a56e103b506d72b629c01eadfe13ff5dc065d78,245,master,passed,891,2019-08-04 14:00:44 UTC,567545003,567545004,567545005,567545006,567545007,567545008,pull_request
566656321,de558b56cab9fa36576158a2ffa7783f0246ba16,,master,passed,693,2019-08-01 20:14:39 UTC,566656322,566656323,566656324,566656325,566656326,566656327,push
566655753,daacc4fa9b2eb84161ffb33706e7b1ef59340686,,master,passed,708,2019-08-01 20:12:44 UTC,566655754,566655755,566655756,566655757,566655758,566655759,push
566648794,cf1acaf3741b14c2e3653f80047dbe27f3af26e1,247,master,passed,720,2019-08-01 20:00:20 UTC,566648795,566648796,566648797,566648798,566648799,566648800,pull_request
566648155,c7dae357b4b0cf4f7792bab9f646dc240a91838f,246,master,passed,661,2019-08-01 19:58:22 UTC,566648156,566648157,566648158,566648159,566648160,566648161,pull_request
565617198,756aed90986351de88c9b1d9d73314e9524da1a1,245,master,passed,647,2019-07-30 18:20:42 UTC,565617199,565617200,565617201,565617202,565617203,565617204,pull_request
565592838,37d02abb519729503c1d4e163f2cebb30d70ca97,243,master,passed,634,2019-07-30 17:11:16 UTC,565592839,565592840,565592841,565592842,565592843,565592844,pull_request
565580756,41b9add648123b8181b77583adab1982fadb6614,,master,passed,639,2019-07-30 16:41:21 UTC,565580757,565580760,565580761,565580762,565580774,565580777,push
565579259,9f93c47c86e0a1dae08929c88d13e1caa4ff96ac,,v2.2.0,passed,641,2019-07-30 16:38:41 UTC,565579260,565579261,565579262,565579263,565579264,565579265,push
565578782,9f93c47c86e0a1dae08929c88d13e1caa4ff96ac,,master,passed,630,2019-07-30 16:36:41 UTC,565578783,565578784,565578785,565578786,565578787,565578788,push
565577656,7a6ba3993f2918b756e2cfaa94b4ebc143f3b085,,master,passed,636,2019-07-30 16:33:31 UTC,565577657,565577658,565577659,565577660,565577661,565577662,push
565574888,a3ef503e868bae2b24efeee6eecf36dbaf314217,244,master,passed,635,2019-07-30 16:25:10 UTC,565574889,565574890,565574891,565574892,565574893,565574894,pull_request
563371856,7e83c0f4751b8df28b06f4a0a9546c7b0a70bb09,243,master,passed,629,2019-07-25 03:34:29 UTC,563371857,563371858,563371859,563371860,563371861,563371862,pull_request
563290330,2a934de4cc4ca86a76d10c96f51b7fd535776e38,240,master,passed,631,2019-07-24 21:46:12 UTC,563290331,563290332,563290333,563290334,563290335,563290336,pull_request
563267341,43f5a2fd965b43d9d06895ce3d36e0121f60b1bf,240,master,passed,911,2019-07-24 20:49:30 UTC,563267342,563267343,563267345,563267346,563267348,563267349,pull_request
563258950,8509e8a688aa6d50ba91627ef00e7a13518a6026,,master,passed,732,2019-07-24 20:25:13 UTC,563258951,563258952,563258953,563258954,563258955,563258956,push
563255783,bc3c7b109d131f92f72bc9a5f9b5d2b7e1366a54,242,master,passed,660,2019-07-24 20:16:49 UTC,563255784,563255785,563255786,563255787,563255788,563255789,pull_request
563238055,c42453c336fece50a123f410554df0bb55b21859,,master,passed,722,2019-07-24 19:35:50 UTC,563238056,563238057,563238058,563238059,563238060,563238061,push
563155874,57ffce47897373c4b49f85f58eda1ffe9e2111c7,241,master,passed,653,2019-07-24 16:07:48 UTC,563155875,563155876,563155877,563155879,563155881,563155883,pull_request
563145868,1885aacd66849767b0579f4bcf8895e5cf5c8ac0,240,master,passed,631,2019-07-24 15:46:43 UTC,563145869,563145870,563145871,563145872,563145873,563145874,pull_request
554782765,2c73da53b7315128706eb565ba4e686c3fe25ff5,,master,passed,630,2019-07-05 17:18:08 UTC,554782766,554782767,554782768,554782769,554782770,554782771,push
554781434,050d5dfdd30bbf81ccbacd4cd869177e7bfc076d,238,master,passed,620,2019-07-05 17:12:43 UTC,554781435,554781436,554781437,554781438,554781439,554781440,pull_request
544967068,7b391dd5923558542b97bc0ac5053f51cd3025b7,,master,passed,650,2019-06-12 22:04:18 UTC,544967069,544967070,544967071,544967072,544967073,544967075,push
544958909,984fb0a00a0c228f6fecc88ef880682ad48ddccd,237,master,passed,636,2019-06-12 21:45:06 UTC,544958910,544958911,544958912,544958913,544958914,544958915,pull_request
544958133,ddfa628f91132d056db514308928f412ed97d132,237,master,passed,640,2019-06-12 21:40:59 UTC,544958134,544958135,544958136,544958137,544958138,544958139,pull_request
544958126,ddfa628f91132d056db514308928f412ed97d132,237,master,canceled,0,,544958127,544958128,544958129,544958130,544958131,544958132,pull_request
544958012,c2d92bbc0257ff3597e9f5476aa9d7a4124026ef,237,master,canceled,0,,544958013,544958014,544958015,544958016,544958017,544958018,pull_request
544957521,fa9bce2538a1658d85941f4c84d68710bc808563,237,master,passed,631,2019-06-12 21:38:53 UTC,544957522,544957523,544957524,544957525,544957526,544957527,pull_request
544957502,fa9bce2538a1658d85941f4c84d68710bc808563,237,master,canceled,0,,544957503,544957504,544957505,544957506,544957507,544957508,pull_request
544957412,aa04d2eda50eaa2c0c39cdd6af5e3a08df07b602,237,master,canceled,0,,544957413,544957414,544957415,544957416,544957417,544957418,pull_request
544952509,d653e2b1c288fda4075538f44ffd1c26eb25af34,237,master,passed,634,2019-06-12 21:26:42 UTC,544952510,544952511,544952512,544952513,544952514,544952515,pull_request
544948997,dad551094c102136da9ba59f4ca511217e1b476f,237,master,failed,857,2019-06-12 21:19:04 UTC,544948998,544948999,544949000,544949001,544949002,544949003,pull_request
544946628,e6805f7809aaf619efbc9f4104e65cd257881281,237,master,passed,634,2019-06-12 21:14:09 UTC,544946629,544946630,544946631,544946632,544946633,544946634,pull_request
544943890,0563b3d8f1e23a5692037d019a6903d2167f75ce,237,master,failed,876,2019-06-12 21:08:50 UTC,544943891,544943892,544943893,544943894,544943895,544943896,pull_request
544940331,9d57ae30a5b289d9bf0a8f047d93f3b1ea27d90d,236,master,errored,156,2019-06-12 21:00:07 UTC,544940332,544940333,544940334,544940335,544940336,544940337,pull_request
544447745,26f7c1b1371e86b0aab7f640af980a59df1ec098,,master,passed,665,2019-06-11 21:37:11 UTC,544447746,544447747,544447748,544447749,544447750,544447751,push
544444957,43444aceae0e1982a42fa29953152bff80797f96,235,master,passed,689,2019-06-11 21:29:38 UTC,544444958,544444959,544444960,544444961,544444962,544444963,pull_request
543993637,c347f8304a4b3fc99dfd1512accbcc280d99cd37,235,master,passed,624,2019-06-11 00:43:06 UTC,543993638,543993639,543993640,543993641,543993642,543993643,pull_request
543876427,a90f3a40a9eb0ace91d435b9787001decd3636bb,235,master,failed,822,2019-06-10 21:34:34 UTC,543876428,543876429,543876430,543876431,543876432,543876433,pull_request
543847222,99190c2d4fc6dcaf70df5103afc441d78908a5f8,235,master,passed,622,2019-06-10 17:48:39 UTC,543847223,543847224,543847225,543847226,543847227,543847228,pull_request
543779624,c87380fc7bd0b96562ce6424e799851bd57eaaf0,235,master,passed,633,2019-06-10 15:14:28 UTC,543779625,543779626,543779627,543779628,543779629,543779630,pull_request
543294212,78cad118bd7e21063db37952f37b996a089170bf,235,master,passed,625,2019-06-09 03:46:53 UTC,543294213,543294214,543294215,543294216,543294217,543294218,pull_request
543292898,7cb0dddb3edc77789790ed58f20cfb9a68d750d3,235,master,failed,847,2019-06-09 03:39:08 UTC,543292899,543292900,543292901,543292902,543292903,543292904,pull_request
543289379,c3de4f087c9ee57396f0eea9e351df69ff8f0416,235,master,failed,1353,2019-06-09 03:13:20 UTC,543289380,543289381,543289382,543289383,543289384,543289385,pull_request
543287823,2b358e87184dc0ebd9413495d0b8fbc930759952,235,master,failed,1379,2019-06-09 03:01:46 UTC,543287824,543287825,543287826,543287827,543287828,543287829,pull_request
542984968,f23602c176f72cda367f618f20e0c89940431130,,master,passed,653,2019-06-07 22:29:38 UTC,542984969,542984970,542984971,542984972,542984973,542984974,push
542971578,c766c84e1d6317eea854803e3609af8797ab61d6,232,master,passed,700,2019-06-07 21:52:39 UTC,542971579,542971580,542971581,542971582,542971583,542971584,pull_request
542966580,708fb55e2af6d5a58046f1ff5597f0024b5865e2,,master,passed,668,2019-06-07 21:47:08 UTC,542966581,542966582,542966588,542966589,542966590,542966592,push
542959000,07ecdf5b0b63bf7085370f7887699032b4a5f43f,232,master,failed,835,2019-06-07 21:33:16 UTC,542959001,542959002,542959003,542959004,542959005,542959006,542959007,pull_request
542935276,812113d1ead080761d08e6b0bedfd3910cee45db,234,master,passed,853,2019-06-07 20:47:03 UTC,542935277,542935278,542935279,542935280,542935281,542935282,pull_request
542907095,280c17f78cd18b0b80a2c89baf164a9607a02a4a,232,master,failed,1611,2019-06-07 20:14:53 UTC,542907096,542907097,542907098,542907099,542907100,542907101,542907102,pull_request
542903041,696e2a4614fcffb16ce0efb14193589a61848794,232,master,canceled,0,,542903042,542903043,542903044,542903045,542903046,542903047,542903048,pull_request
542011202,083618828ee0472cf7f71b53d6b8fcc516c07202,232,master,passed,812,2019-06-05 23:33:00 UTC,542011203,542011204,542011205,542011206,542011207,542011208,542011209,pull_request
541901167,251904c3613be2b5dcf2feedafc4cdce972ab31d,232,master,passed,909,2019-06-05 19:35:58 UTC,541901168,541901169,541901170,541901171,541901172,541901173,541901174,pull_request
541503825,84f2673e2832a5332350aa904d2d0f945af93ca3,232,master,passed,769,2019-06-05 00:14:39 UTC,541503826,541503827,541503828,541503829,541503830,541503831,541503832,pull_request
541011981,093c57c27c99ae622d6db52bf9ddd0ab986b78c3,232,master,passed,812,2019-06-04 00:32:47 UTC,541011982,541011983,541011984,541011985,541011986,541011987,541011988,pull_request
541006823,794f8d686e47d3912ef90e1d5ac3c71d3905e1c9,232,master,failed,1036,2019-06-04 00:09:20 UTC,541006824,541006825,541006826,541006827,541006828,541006829,541006830,pull_request
540909818,1499c38ee8d75ee54e3938d383df6cca438715cd,232,master,passed,838,2019-06-03 19:21:10 UTC,540909819,540909820,540909821,540909822,540909823,540909824,540909825,pull_request
530367653,c3c73add8a4ed988c5a017d19e340decbea64b14,,master,passed,819,2019-05-09 16:30:24 UTC,530367654,530367655,530367656,530367657,530367658,530367659,530367660,push
530335446,b7d1f8717980293ecde2918ce785b4451e9e4777,230,master,passed,805,2019-05-09 15:19:20 UTC,530335447,530335448,530335449,530335450,530335451,530335452,530335453,pull_request
529473107,ad0d186ea0b4f78cad7771f184c346c14ccb6088,,master,passed,783,2019-05-07 20:16:48 UTC,529473108,529473109,529473110,529473111,529473112,529473113,529473114,push
529472795,e585ad126e3b4fa0635ddf207ca4aba7a6ca0ee2,,master,passed,779,2019-05-07 20:14:37 UTC,529472796,529472797,529472798,529472799,529472800,529472801,529472803,push
529419567,c1ed37ea86e8d6b282da59f6a64cf58690ddace4,229,master,passed,771,2019-05-07 18:01:09 UTC,529419568,529419569,529419570,529419571,529419572,529419573,529419574,pull_request
529415721,1fa36e22f08bdb952462c2c11444bdfdaafd7244,228,master,passed,757,2019-05-07 17:49:50 UTC,529415724,529415725,529415726,529415727,529415728,529415729,529415730,pull_request
522344699,f3a348f4ce2248cce8b398e93e08d984fb9100e5,,master,passed,829,2019-04-19 23:36:47 UTC,522344700,522344701,522344702,522344703,522344704,522344705,522344706,push
522331944,3e9ce987d3dd4de46d8fab959cbcde5958f94d3e,225,master,passed,859,2019-04-19 22:41:01 UTC,522331945,522331946,522331947,522331948,522331949,522331950,522331951,pull_request
521260697,70404466c4a05c9dd229d3ba190359144395b7ec,224,master,passed,811,2019-04-17 15:20:09 UTC,521260698,521260699,521260700,521260701,521260702,521260703,521260704,pull_request
521257032,1fab87becab1d20b8db503735abae867bfe4a502,224,master,canceled,0,,521257033,521257034,521257035,521257036,521257037,521257038,521257039,pull_request
520914327,a9c8e9dd8c745b09f9d3d61aadccfe3d0bdae0d4,224,master,passed,981,2019-04-16 19:02:15 UTC,520914328,520914329,520914330,520914331,520914332,520914333,520914334,pull_request
520886546,4aca310bf5860fcd84459b1e79370977dadbb829,224,master,passed,1165,2019-04-16 17:57:45 UTC,520886547,520886548,520886549,520886550,520886551,520886552,520886553,pull_request
520885474,2de760a53f67ab84be84843b5b5ffc70736bfda1,224,master,passed,1084,2019-04-16 17:54:04 UTC,520885475,520885476,520885477,520885478,520885479,520885480,520885481,pull_request
520883075,6d889cab9dbf40a3fcbfe5456233ce945ce6d792,224,master,passed,1336,2019-04-16 17:49:10 UTC,520883076,520883077,520883078,520883079,520883080,520883081,520883082,pull_request
520873319,7a33e590bc8fefc2fb248b84a7e2d8fc375d6123,224,master,passed,852,2019-04-16 17:24:11 UTC,520873320,520873321,520873322,520873323,520873324,520873325,520873326,pull_request
520868431,cf7ee8ca8a71e1b186bafaa007c8408e16136a62,224,master,passed,862,2019-04-16 17:13:03 UTC,520868432,520868433,520868434,520868435,520868438,520868439,520868440,pull_request
520380220,20739ce67cdaefaa7cc827c2357a91fd7563d3d2,224,master,passed,954,2019-04-15 16:35:54 UTC,520380223,520380229,520380230,520380231,520380232,520380233,520380234,pull_request
510314296,2f78fc8d50c19e852a978545595c802540af058c,221,master,failed,903,2019-03-23 14:25:28 UTC,510314297,510314298,510314299,510314300,510314302,510314303,510314305,pull_request
508609923,6068cc19fcc0b1cbe33db142f1c391f0be978998,,master,passed,844,2019-03-19 21:20:51 UTC,508609924,508609925,508609926,508609927,508609928,508609929,508609930,push
508523506,b36a23ffe9a4c271bd0e4ffd4258fd31c8a67e78,223,master,passed,911,2019-03-19 18:22:59 UTC,508523507,508523508,508523509,508523510,508523511,508523512,508523513,pull_request
508493581,42c2b429e11f996dfb17e4e780f4fb30748b7c8e,221,master,failed,835,2019-03-19 16:59:26 UTC,508493582,508493583,508493584,508493585,508493586,508493587,508493588,pull_request
507900183,ac2568ec12372b7723c652f60da87fa26d889c19,221,master,failed,801,2019-03-18 15:04:29 UTC,507900184,507900185,507900186,507900187,507900188,507900189,507900190,pull_request
507895825,a64e8d17042d9bac06d440c517387fe0b07e4dfb,221,master,failed,815,2019-03-18 14:55:18 UTC,507895828,507895829,507895830,507895832,507895833,507895835,507895836,pull_request
507838693,58255e74acebcfb0a8d3f3917ba1477b3427a918,221,master,failed,878,2019-03-18 12:57:48 UTC,507838694,507838695,507838696,507838697,507838698,507838699,507838700,pull_request
507825545,01849ad4220ad33a3b3028084c435cb336f32cf8,221,master,failed,882,2019-03-18 12:25:03 UTC,507825546,507825547,507825548,507825549,507825550,507825551,507825552,pull_request
507787363,19635fb18eaf7fd86311e13e444ddf75457008b3,221,master,failed,844,2019-03-18 10:42:03 UTC,507787364,507787365,507787366,507787367,507787368,507787369,507787370,pull_request
507179974,3d980bbb96bd45b90f442cab5b50ac570d81746e,221,master,failed,845,2019-03-16 12:27:00 UTC,507179975,507179976,507179977,507179978,507179979,507179980,507179981,pull_request
506932453,558eed017170b7aeb30f24c9c24e9572a6fbb428,221,master,failed,919,2019-03-15 19:18:51 UTC,506932454,506932455,506932456,506932457,506932458,506932459,506932460,pull_request
506927185,fdc2d0c7f5189c4f6887c1fb195304f633439199,221,master,failed,995,2019-03-15 18:58:46 UTC,506927186,506927187,506927188,506927189,506927190,506927191,506927192,pull_request
506853135,8dfae073c5c4b1c02a05e5d36a62e8390b26a57d,221,master,failed,1110,2019-03-15 16:25:45 UTC,506853136,506853137,506853138,506853139,506853140,506853141,506853142,pull_request
500494445,b52c3eeb1ae3275d0850b200a768e7150f3da2c5,221,master,passed,941,2019-03-01 19:02:39 UTC,500494446,500494447,500494448,500494449,500494450,500494451,500494452,pull_request
500488122,7157af43c73cb98157b557e02678ea552d1238d4,221,master,failed,1094,2019-03-01 18:47:37 UTC,500488123,500488124,500488125,500488126,500488127,500488128,500488129,pull_request
500487564,5dbc8d3f31ee96e57efb230053989e6d333cb147,221,master,failed,1090,2019-03-01 18:44:46 UTC,500487565,500487566,500487567,500487568,500487569,500487570,500487571,pull_request
496711176,590fbbfe6a878a25762879dc31fb433f33b1aa23,,master,passed,918,2019-02-21 20:58:37 UTC,496711177,496711178,496711179,496711180,496711182,496711183,496711184,push
496704433,3b34c59907484baa6afc26448ebd4fd65705e865,219,master,passed,1139,2019-02-21 20:42:53 UTC,496704434,496704435,496704436,496704437,496704438,496704439,496704440,pull_request
496679886,a31abee7f25ff906909e57893dd979dbbcc6c8ec,,master,passed,958,2019-02-21 19:46:55 UTC,496679887,496679888,496679889,496679890,496679891,496679892,496679893,push
496647518,7d5c17d044b1aba5f3960869bdf72d86d1cb6910,220,master,passed,1220,2019-02-21 18:42:53 UTC,496647519,496647520,496647521,496647522,496647523,496647524,496647525,pull_request
496101268,bfb90a8ebe53a356625324a8c04051a61056fb39,219,master,passed,1006,2019-02-20 17:14:12 UTC,496101270,496101271,496101275,496101276,496101277,496101279,496101281,pull_request
496071609,89723d9dfd9491c5472e25d229ed7322e1c57238,219,master,passed,892,2019-02-20 16:12:34 UTC,496071610,496071611,496071612,496071613,496071614,496071615,496071616,pull_request
496061921,396c11f5e061c3ff88de9a077256cf31ab86d2f7,219,master,passed,911,2019-02-20 15:51:59 UTC,496061922,496061923,496061924,496061925,496061926,496061927,496061928,pull_request
492998062,1ab7ef20d71de8289edc26ff2b79b7827b612601,,master,passed,925,2019-02-14 00:46:12 UTC,492998063,492998064,492998065,492998066,492998067,492998068,492998069,push
492994500,986d9f497bd84c219b722c83401b91785b6e3b56,217,master,passed,934,2019-02-14 00:32:23 UTC,492994501,492994502,492994503,492994504,492994505,492994506,492994507,pull_request
492993027,7fd768076bf75eb819860d00582de745476336fc,,master,passed,905,2019-02-14 00:27:30 UTC,492993028,492993029,492993030,492993031,492993032,492993033,492993034,push
492990940,2bf0dbbf3e174a85e91f2c4e79e9ff32b4f78f54,218,master,passed,975,2019-02-14 00:19:41 UTC,492990941,492990942,492990943,492990944,492990945,492990946,492990947,pull_request
492879163,1ed28819e49b99aa91c4f59debe0ba8d988ebb0b,217,master,failed,1187,2019-02-13 19:54:27 UTC,492879164,492879165,492879166,492879167,492879168,492879169,492879170,pull_request
485513428,8d34a507883009106f02b9b3baad53f6766ca6aa,,v2.1.1,passed,848,2019-01-28 17:38:14 UTC,485513429,485513430,485513431,485513432,485513433,485513434,485513435,push
485511727,8d34a507883009106f02b9b3baad53f6766ca6aa,,master,passed,960,2019-01-28 17:34:24 UTC,485511728,485511729,485511730,485511731,485511732,485511733,485511734,push
485457353,69b211e12d621d85c24ad51a74852c1617d6596c,216,master,passed,848,2019-01-28 15:45:49 UTC,485457354,485457355,485457356,485457357,485457358,485457359,485457360,pull_request
485456375,b382a0cac428f789402e765eb97480e610bdaac4,216,master,passed,922,2019-01-28 15:42:18 UTC,485456376,485456377,485456378,485456379,485456380,485456381,485456382,pull_request
476959732,ef2cf23e898124a7f336dc4bcb87c6a9c50f27c9,,v2.1.0,passed,920,2019-01-08 17:52:10 UTC,476959733,476959734,476959735,476959736,476959737,476959738,476959739,push
476957749,ef2cf23e898124a7f336dc4bcb87c6a9c50f27c9,,master,passed,2374,2019-01-08 17:45:19 UTC,476957750,476957751,476957752,476957753,476957754,476957755,476957756,push
476955440,258e009a26327caa4c564afd381486e2e5609d0f,212,master,passed,911,2019-01-08 17:41:08 UTC,476955441,476955442,476955443,476955444,476955445,476955446,476955447,pull_request
476944524,e0ebfbe7dc84dc8fe32926937b1b8e7bd8a97501,,master,failed,1511,2019-01-08 17:31:15 UTC,476944525,476944526,476944527,476944528,476944529,476944530,476944531,push
476943925,65560b738a01bfd420cdbeaae3b7bd78503c2855,,master,passed,2327,2019-01-08 17:36:02 UTC,476943926,476943927,476943928,476943929,476943930,476943931,476943932,push
476916053,6946afa7b2682bfe0b40aecefc47b83bfddb796c,211,master,passed,3868,2019-01-08 16:08:33 UTC,476916054,476916055,476916056,476916057,476916058,476916059,476916060,pull_request
476900824,3b24bb7ee038f0ef5227ed56d73f51d82a12274f,172,master,passed,920,2019-01-08 15:36:17 UTC,476900825,476900826,476900827,476900828,476900829,476900830,476900831,pull_request
476612158,c1b21e94d430fbd91adb525d0276102235cfac20,,master,passed,934,2019-01-07 23:46:44 UTC,476612159,476612160,476612161,476612162,476612163,476612164,476612165,push
476611938,a5be172071bfdd8acdfd8a9ea3813da1e42ef5a2,210,master,passed,829,2019-01-07 23:44:24 UTC,476611939,476611940,476611941,476611942,476611943,476611944,476611945,pull_request
