build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
659924477,78bb6e995ef0646660a5dc52aeac065425523d65,,v1.0.5,errored,577,2020-03-08 22:34:12 UTC,659924478,659924479,659924480,659924481,659924482,659924483,push
658431948,c0178e3dd96fdc1e2c04d34c5d9d38c6a05ddc47,,master,errored,539,2020-03-04 22:16:01 UTC,658431949,658431950,658431951,658431952,658431953,658431954,push
658430087,b286d6ef7c9d92b5e4aba5b89482204d7ebaa096,,0.6.1,passed,1058,2020-03-04 22:10:45 UTC,658430088,658430089,push
658404020,b286d6ef7c9d92b5e4aba5b89482204d7ebaa096,,b0.6.1,passed,1042,2020-03-04 21:07:34 UTC,658404021,658404022,push
658379793,0ec0f3f8d439a7f22ccec04de2f2aadfb43f102e,,b0.6.1,passed,1124,2020-03-04 19:59:55 UTC,658379794,658379796,push
658368159,e8cfe6d6cee377e02769c51da04c0dc6efc1416c,,b0.6.1,passed,1107,2020-03-04 19:27:25 UTC,658368160,658368161,push
658196656,15d22b8d77a1e9fb1200fbdbb7363cc6f266c91a,,b0.6.1,passed,1032,2020-03-04 12:43:18 UTC,658196657,658196658,push
658191500,086196a213f828611ce0772bd2d4b59762079826,,b0.6.1,failed,1060,2020-03-04 12:28:50 UTC,658191501,658191502,push
658186065,8605328aa13f1326c655e7f32da0f7303bc9cf82,,b0.6.1,failed,1017,2020-03-04 12:13:14 UTC,658186066,658186067,push
658170109,39fa53459a1876950c8f3e5107a15aa12852b526,,b0.6.1,passed,1079,2020-03-04 11:25:02 UTC,658170110,658170112,push
657002208,5035a57a082cd3663ced9f8bda0e13d34c801a22,,pyup-scheduled-update-2020-03-01,errored,555,2020-03-01 18:18:43 UTC,657002209,657002210,657002211,657002212,657002213,657002214,push
657002193,b548e954f639ad5501c7c27fff0c8640576b976f,,pyup-scheduled-update-2020-03-01,canceled,0,,657002194,657002195,657002196,657002197,657002198,657002199,push
657001852,5c8fd2f9f01a43df27a41b53d8f1e922fb13c3a8,,pyup-scheduled-update-2020-03-01,errored,520,2020-03-01 18:16:05 UTC,657001853,657001854,657001855,657001856,657001857,657001858,push
657001839,70c139bf46df170ca642ab886ed0f5e512788143,,pyup-scheduled-update-2020-03-01,canceled,0,2020-03-01 18:15:42 UTC,657001840,657001841,657001842,657001843,657001844,657001845,push
657001830,1c3190e45109994d6f01109be8242d3001f4596f,,pyup-scheduled-update-2020-03-01,canceled,0,,657001831,657001832,657001833,657001834,657001835,657001836,push
657001823,54f3bd681a421ac3bd5f550039e0d0f7cd9f99e0,,pyup-scheduled-update-2020-03-01,canceled,0,,657001824,657001825,657001826,657001827,657001828,657001829,push
657001816,c049831c78bb02827fb5f02609835a893983ca20,,pyup-scheduled-update-2020-03-01,canceled,0,,657001817,657001818,657001819,657001820,657001821,657001822,push
657001807,96a60550088a199dd1153335a8652788135573b5,,pyup-scheduled-update-2020-03-01,canceled,0,,657001808,657001809,657001810,657001811,657001812,657001813,push
657001786,08baac841ea01f5ac6cf80b00146445593bc4e13,,pyup-scheduled-update-2020-03-01,canceled,0,,657001787,657001788,657001789,657001790,657001791,657001792,push
657001774,77b5966b3e31a3ba9a41c0ac420c2606d62d51e0,,pyup-scheduled-update-2020-03-01,canceled,0,2020-03-01 18:15:29 UTC,657001775,657001776,657001777,657001778,657001779,657001780,push
657001765,71b458695efba84b0cb23a6c055a70a9aafa8e97,,pyup-scheduled-update-2020-03-01,canceled,0,,657001766,657001767,657001768,657001769,657001770,657001771,push
657001756,547c9fe9034bee4fcbfbb9383385d56e22592aae,,pyup-scheduled-update-2020-03-01,canceled,0,,657001757,657001758,657001759,657001760,657001761,657001762,push
657001747,06aedd3281c7a2e4f1f8256d59e11ef294ca51a0,,pyup-scheduled-update-2020-03-01,canceled,0,,657001748,657001749,657001750,657001751,657001752,657001753,push
657001740,541923e2c1498d18077b0513cc1465f494ad80f8,,pyup-scheduled-update-2020-03-01,canceled,0,,657001741,657001742,657001743,657001744,657001745,657001746,push
657001733,6cd24c08ecb8581d7ef18dd08132f475ce3925f5,,pyup-scheduled-update-2020-03-01,canceled,0,,657001734,657001735,657001736,657001737,657001738,657001739,push
657001726,300b184a48671d306095ff36131d287f091f424e,,pyup-scheduled-update-2020-03-01,canceled,0,,657001727,657001728,657001729,657001730,657001731,657001732,push
657001702,6be95d386d6023541a7b6b52c14adf6c163c1ee7,,pyup-scheduled-update-2020-03-01,canceled,0,,657001703,657001704,657001705,657001706,657001707,657001708,push
657001678,8346be38e1f76213f915dfb2eb938c771d7bc692,,pyup-scheduled-update-2020-03-01,canceled,0,,657001679,657001680,657001681,657001682,657001683,657001684,push
657001671,b24e003d79f698bb68eacbb34231faddb8719c31,,pyup-scheduled-update-2020-03-01,canceled,0,,657001672,657001673,657001674,657001675,657001676,657001677,push
657001656,4b21c77bdfd15db84fe8183e88da9f33277346b2,,pyup-scheduled-update-2020-03-01,canceled,0,,657001657,657001658,657001659,657001660,657001661,657001662,push
657001620,330ff49baa1d5d9e2432b65d17352246d3326ba4,,pyup-scheduled-update-2020-03-01,canceled,0,,657001621,657001622,657001623,657001624,657001625,657001626,push
657001613,630416f694c2d3939322ddda298dc18566238d8a,,pyup-scheduled-update-2020-03-01,canceled,0,,657001614,657001615,657001616,657001617,657001618,657001619,push
657001604,0ff1037c48dda70d94975028a1bf3ba690b33050,,pyup-scheduled-update-2020-03-01,canceled,0,,657001605,657001606,657001607,657001608,657001609,657001610,push
657001589,28f4e7dd6e85a72ec579e64f26ddbef4a99000f1,,pyup-scheduled-update-2020-03-01,canceled,0,,657001590,657001591,657001592,657001593,657001594,657001595,push
657001580,cf6cfd9c90d603d8b439867f149a87d3cda725aa,,pyup-scheduled-update-2020-03-01,canceled,0,,657001581,657001582,657001583,657001584,657001585,657001586,push
657001570,517805a873d3b65b56c2e287edb86836387cd10a,,pyup-scheduled-update-2020-03-01,canceled,0,,657001571,657001572,657001573,657001574,657001575,657001576,push
657001556,173a9daa227fd599e6721132efc14b25e1081bc2,,pyup-scheduled-update-2020-03-01,canceled,0,,657001557,657001558,657001559,657001560,657001561,657001562,push
657001547,c1feb66611a4e8f8c3fcefb4ed5149986a7a213a,,pyup-scheduled-update-2020-03-01,canceled,0,,657001548,657001549,657001550,657001551,657001552,657001553,push
657001532,33cbc7a7b795a0c70e0072a856a4ab9459acf510,,pyup-scheduled-update-2020-03-01,canceled,0,,657001533,657001534,657001535,657001537,657001538,657001539,push
657001525,db0893cad2d29d750a9d8eefd5e8ab3c3a7914e8,,pyup-scheduled-update-2020-03-01,canceled,0,,657001526,657001527,657001528,657001529,657001530,657001531,push
657001502,86baa6444fe56fa3ffb2520fac1140ebaa4e1552,,pyup-scheduled-update-2020-03-01,canceled,0,,657001503,657001504,657001505,657001506,657001507,657001508,push
657001495,e8373ada843b197a0d77b1184184358bf5753e4d,,pyup-scheduled-update-2020-03-01,canceled,0,,657001496,657001497,657001498,657001499,657001500,657001501,push
657001482,1412abb113171878d08a15fe3a1e748a5d664b71,,pyup-scheduled-update-2020-03-01,canceled,0,,657001483,657001484,657001485,657001486,657001487,657001488,push
657001471,c5dc7113d73bc37dea67712dca276acc39bdbf4f,,pyup-scheduled-update-2020-03-01,canceled,0,,657001472,657001473,657001474,657001475,657001476,657001477,push
657001420,423c96a30c9cea25203b38dd5c5a05d888423f94,,pyup-scheduled-update-2020-03-01,canceled,0,,657001421,657001422,657001423,657001424,657001426,657001427,push
657001404,04035959a562fb6fb8f2c3406376b07f912f54a2,,pyup-scheduled-update-2020-03-01,canceled,0,,657001405,657001406,657001407,657001408,657001409,657001410,push
657001377,184d59533f888b15ea5cc3719f7ac0ae3052d763,,pyup-scheduled-update-2020-03-01,canceled,0,,657001378,657001379,657001380,657001381,657001382,657001383,push
657001370,44e49b2411e0321881c56ab51e7b20cba0b144b3,,pyup-scheduled-update-2020-03-01,canceled,0,,657001371,657001372,657001373,657001374,657001375,657001376,push
657001353,84438b64fc0650b914404d217cb657a40ddc6e8b,,pyup-scheduled-update-2020-03-01,canceled,0,,657001354,657001355,657001356,657001357,657001358,657001359,push
657001346,7ee3a487bbef199e0e7c930c04bfabd00b6625ba,,pyup-scheduled-update-2020-03-01,canceled,0,,657001347,657001348,657001349,657001350,657001351,657001352,push
657001330,5b457a705503cc6cb478df67b28c294f564542b2,,pyup-scheduled-update-2020-03-01,canceled,0,,657001331,657001332,657001333,657001334,657001335,657001336,push
657001323,37bb63f7bf9eeadfc9dde79052b05f599ca90b5d,,pyup-scheduled-update-2020-03-01,canceled,0,,657001324,657001325,657001326,657001327,657001328,657001329,push
657001308,1b3d33c71312056f0c5488b39eda9e99093b281b,,pyup-scheduled-update-2020-03-01,canceled,0,,657001309,657001310,657001312,657001313,657001314,657001315,push
657001300,da06dda0bf7c0e91f9457067a972807146b28990,,pyup-scheduled-update-2020-03-01,canceled,0,,657001301,657001302,657001303,657001304,657001305,657001306,push
657001293,6d7a2526fc068f4a2aabc3e664360d5ba384cdb1,,pyup-scheduled-update-2020-03-01,canceled,0,,657001294,657001295,657001296,657001297,657001298,657001299,push
657001286,796d85f6ae14b146b036a364aafb19b86a468992,,pyup-scheduled-update-2020-03-01,canceled,0,,657001287,657001288,657001289,657001290,657001291,657001292,push
657001277,39b1effe7bc77d3349927273688fa1a87503157a,,pyup-scheduled-update-2020-03-01,canceled,0,,657001278,657001279,657001280,657001281,657001282,657001283,push
657001264,918738fddf1992e341f77942bc7b536e8bd2a65e,,pyup-scheduled-update-2020-03-01,canceled,0,,657001265,657001266,657001267,657001268,657001269,657001270,push
657001257,d68d88cd66bf88716464f4269db3cc08edd35041,,pyup-scheduled-update-2020-03-01,canceled,0,,657001258,657001259,657001260,657001261,657001262,657001263,push
657001243,b997a394a5ad63314c05fffa2e36bbc018112a8c,,pyup-scheduled-update-2020-03-01,canceled,0,,657001244,657001245,657001246,657001247,657001248,657001249,push
657001236,25267ee21c84e34d4409774e29b65ec1edba9085,,pyup-scheduled-update-2020-03-01,canceled,0,,657001237,657001238,657001239,657001240,657001241,657001242,push
657001229,9fb43d01fee9dbab4ce12b34f3806d6f0ccbb557,,pyup-scheduled-update-2020-03-01,canceled,0,,657001230,657001231,657001232,657001233,657001234,657001235,push
657001222,ef94c381f4eb1fd9e2bb721097e5e68aa979ba61,,pyup-scheduled-update-2020-03-01,canceled,0,,657001223,657001224,657001225,657001226,657001227,657001228,push
657001187,d800ebfa81a5f516747bbc3b6c37cd9aa739083e,,pyup-scheduled-update-2020-03-01,canceled,0,,657001188,657001189,657001190,657001191,657001192,657001193,push
657001175,d8839495783ef28c5d6bf52d66eb3a0bcf00681d,,pyup-scheduled-update-2020-03-01,canceled,0,,657001176,657001177,657001178,657001179,657001180,657001181,push
657001166,f91281e799ac5f3b66fd283fd4d6d9a725c94e1b,,pyup-scheduled-update-2020-03-01,canceled,0,,657001167,657001168,657001169,657001170,657001171,657001172,push
657001159,95eb7b6497edb20ef30b5bf0c8700200f538abbd,,pyup-scheduled-update-2020-03-01,canceled,0,,657001160,657001161,657001162,657001163,657001164,657001165,push
657001149,c99d92e52402948b81ad45654ac4b8a379098858,,pyup-scheduled-update-2020-03-01,canceled,0,,657001150,657001152,657001153,657001154,657001155,657001156,push
657001119,3c86a6302c286d9137dd2a5082446ac01ff37999,,pyup-scheduled-update-2020-03-01,canceled,0,,657001120,657001121,657001122,657001123,657001124,657001125,push
657001092,4d9edd05895df41b9c8a92d9b61279c33d465e25,,pyup-scheduled-update-2020-03-01,canceled,0,,657001093,657001094,657001095,657001096,657001097,657001098,push
657001083,e8ad3822ac37b7dfc41967ce59ad36e622604d2d,,pyup-scheduled-update-2020-03-01,canceled,0,,657001084,657001085,657001086,657001087,657001088,657001089,push
657001074,aaa6a64bc174f9b1ed1181e3f3e6b2a1bcda3233,,pyup-scheduled-update-2020-03-01,canceled,0,,657001075,657001076,657001077,657001078,657001079,657001080,push
657001051,1d7fdbec29fcc3805bff2868a8e99890017b52ff,,pyup-scheduled-update-2020-03-01,canceled,0,,657001052,657001053,657001054,657001055,657001056,657001057,push
657001042,23a0948677914311d381d32237c0107245408782,,pyup-scheduled-update-2020-03-01,canceled,0,,657001043,657001044,657001045,657001046,657001047,657001048,push
657001033,0fa54c8fa074649a196415d9cafcb0777da30bf9,,pyup-scheduled-update-2020-03-01,canceled,0,,657001034,657001035,657001036,657001037,657001038,657001039,push
657001026,dbf073455ee936af2d279d404b1eff7f70237ce9,,pyup-scheduled-update-2020-03-01,canceled,0,,657001027,657001028,657001029,657001030,657001031,657001032,push
657001019,923cfddac16da454d649258333c23019b1a02f97,,pyup-scheduled-update-2020-03-01,canceled,0,,657001020,657001021,657001022,657001023,657001024,657001025,push
657001008,e79433d965ec119b1777ffe9a99e18f4b86e9e8d,,pyup-scheduled-update-2020-03-01,canceled,0,,657001009,657001010,657001011,657001012,657001013,657001014,push
657001001,7a1571387950b09b2bbcbfb21f1df14d06ea1e84,,pyup-scheduled-update-2020-03-01,canceled,0,,657001002,657001003,657001004,657001005,657001006,657001007,push
657000986,17296fed06cb76dde24687d0c47afcfb35163505,,pyup-scheduled-update-2020-03-01,canceled,0,,657000987,657000988,657000990,657000992,657000993,657000994,push
657000977,6fbfa454e0a9595f7d66190cb10840b045ebefe2,,pyup-scheduled-update-2020-03-01,canceled,0,,657000978,657000979,657000980,657000981,657000982,657000983,push
657000964,f28d34fe5af26b724a9bcceb3f1bb700f6c105e2,,pyup-scheduled-update-2020-03-01,canceled,0,,657000965,657000966,657000967,657000968,657000969,657000970,push
657000952,415afab1c033bec789f7bdb9f693d00f19bae6ed,,pyup-scheduled-update-2020-03-01,canceled,0,,657000953,657000954,657000955,657000956,657000957,657000958,push
657000943,1535395ce185618d589883349f87472df6fe68d8,,pyup-scheduled-update-2020-03-01,canceled,0,,657000944,657000945,657000946,657000947,657000948,657000949,push
657000933,8b0b3c70a54f08ccc8d27928719c0a3a6df1249d,,pyup-scheduled-update-2020-03-01,canceled,0,,657000934,657000935,657000936,657000937,657000938,657000939,push
657000926,4f35673b9cdb2e54c08424ea4bb3afcecf67c5f2,,pyup-scheduled-update-2020-03-01,canceled,0,,657000927,657000928,657000929,657000930,657000931,657000932,push
657000911,46ebc6d44ac9cbc07bd6af3c241db4260fe15299,,pyup-scheduled-update-2020-03-01,canceled,0,,657000912,657000913,657000914,657000915,657000916,657000917,push
657000904,dae99dcf22e7ecdded0cfca91260811e200414b3,,pyup-scheduled-update-2020-03-01,canceled,0,,657000905,657000906,657000907,657000908,657000909,657000910,push
657000897,1b9941229d032601333b64b7cb04224a082c0c96,,pyup-scheduled-update-2020-03-01,canceled,0,,657000898,657000899,657000900,657000901,657000902,657000903,push
657000874,8ad2470d75e48da034b24fd5d44766a4153ea492,,pyup-scheduled-update-2020-03-01,canceled,0,,657000876,657000877,657000878,657000880,657000883,657000885,push
657000860,6a5dcadeead3b8b51a68fd1f52609c2cd91e3cfc,,pyup-scheduled-update-2020-03-01,canceled,0,,657000861,657000862,657000864,657000865,657000866,657000867,push
657000849,d861e140b442a9b7a9b55614cc965ab0c551e7d9,,pyup-scheduled-update-2020-03-01,canceled,0,,657000850,657000851,657000852,657000853,657000854,657000855,push
657000837,ac11a184e7683ea13a773fea541198e937df1d96,,pyup-scheduled-update-2020-03-01,canceled,0,,657000838,657000839,657000840,657000841,657000842,657000843,push
