build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
757516096,4a337c5c491e1868ee602894dee391e0b357493c,88,master,passed,251,2021-02-04 08:24:23 UTC,757516097,757516098,pull_request
752641884,2812a595bc107506391d9a85328d8b178feecbd6,,develop,passed,249,2021-01-03 13:25:37 UTC,752641885,752641886,push
752640203,2812a595bc107506391d9a85328d8b178feecbd6,,master,passed,248,2021-01-03 13:03:27 UTC,752640204,752640205,push
752639401,c72a20553b0602f82afca456ac4cec10ad268fa6,,master,passed,248,2021-01-03 12:52:56 UTC,752639402,752639403,push
752638896,3ec4e91de72257e2ec1863008ae97aff044ab332,,master,passed,246,2021-01-03 12:43:32 UTC,752638897,752638898,push
750520905,18459934d01e9b1b1b370111c3509680968d4fce,83,master,passed,249,2020-12-19 05:31:37 UTC,750520906,750520907,pull_request
750374457,f747e5045eff1d6dda5c1c7aab2553a2ba7fbf76,82,master,passed,256,2020-12-18 10:12:47 UTC,750374458,750374459,pull_request
722490743,432dd3d0c87326ab039004c1b712f52ffc2b9f77,,master,passed,241,2020-08-30 14:58:46 UTC,722490744,722490745,push
695964038,580daa13185e81a2f8370976ba1d2322d672cbe1,67,master,passed,242,2020-06-08 10:37:21 UTC,695964039,695964040,pull_request
680364159,8c60cb1c18c7c955cd6961573ad115d8ddac71de,,master,passed,252,2020-04-28 01:18:15 UTC,680364160,680364161,push
680363186,702c0e2a3ec7a01dbd188e92504412d249e91cb2,60,master,passed,233,2020-04-28 01:13:14 UTC,680363187,680363188,pull_request
680362983,3b7f536458d1daf3978d3789d3265ec697012c00,,develop,passed,234,2020-04-28 01:12:09 UTC,680362984,680362985,push
676944931,19d381325549a5557abfbcf35ecd23faedcbdda4,58,develop,passed,244,2020-04-19 17:12:45 UTC,676944932,676944933,pull_request
664680500,0cc84000d103aed4985e19a288c8030920381f49,,master,passed,234,2020-03-20 02:37:59 UTC,664680501,664680502,push
664677823,bdd4f40a11658a57976a6a313b2fb3cb43844530,,master,passed,222,2020-03-20 02:22:28 UTC,664677824,664677825,push
657242487,30ba475bd03f6e00b4efef48b182c01933288019,,develop,passed,244,2020-03-02 10:59:08 UTC,657242488,657242489,push
654358445,30ba475bd03f6e00b4efef48b182c01933288019,,master,passed,229,2020-02-24 11:04:45 UTC,654358446,654358447,push
654318806,6de3d8ba59b07442fbbe9a1f1cbe9933877f21c6,,master,passed,240,2020-02-24 09:14:17 UTC,654318807,654318808,push
653089214,3060a713fb85bc5cb5c4b0e2ee406aed137f7452,53,master,passed,251,2020-02-20 17:14:49 UTC,653089215,653089216,pull_request
653086179,743d5617db3e8fd92521d05a2cfcacc72e3e6f1d,53,master,failed,257,2020-02-20 17:08:16 UTC,653086181,653086182,pull_request
653061110,ccf559f16a99ca63528eeff79f18d86919b083e2,53,master,passed,252,2020-02-20 16:12:24 UTC,653061111,653061112,pull_request
650823999,ba4de9cfeaae53df03af9cfc81b218eb91c76ca4,53,master,passed,258,2020-02-15 13:55:12 UTC,650824000,650824001,pull_request
650823810,df385aa60326b01ffe290a0f40ad9957413434ab,53,master,passed,256,2020-02-15 13:53:21 UTC,650823811,650823812,pull_request
650795806,d8af6063ee2ce1038d6f2508b0cc7094f83a771a,53,master,passed,247,2020-02-15 11:42:32 UTC,650795807,650795808,pull_request
650793524,b212e4ba241c3adae030f0a9eea44fc2a32ba9be,53,master,errored,228,2020-02-15 11:33:05 UTC,650793525,650793526,pull_request
618074001,29668ed395e645e85c48d143353cb47fcb0d6a10,,v0.5.0,passed,284,2019-11-28 07:45:41 UTC,618074002,618074003,push
618073916,29668ed395e645e85c48d143353cb47fcb0d6a10,,master,passed,244,2019-11-28 07:45:06 UTC,618073917,618073918,push
618057477,938f585cc663818da57504aeacf8daced8dbed36,,develop,passed,306,2019-11-28 06:42:52 UTC,618057478,618057479,push
618057104,938f585cc663818da57504aeacf8daced8dbed36,,master,passed,284,2019-11-28 06:41:20 UTC,618057105,618057106,push
618021489,0226e3e71a84f349b918ac316a02b26a721338bb,49,master,passed,289,2019-11-28 04:03:30 UTC,618021490,618021491,pull_request
618021484,379d88af361944143103f3c0c7f56c661a96162a,,develop,passed,293,2019-11-28 04:03:18 UTC,618021485,618021486,push
618017743,10c79fd4e9cf2903487ca19fd369d8ef2b0d44bd,49,master,passed,278,2019-11-28 03:45:23 UTC,618017748,618017750,pull_request
618017607,464181e066bb8c8e344c7cf276d567e3712b8047,,develop,passed,282,2019-11-28 03:44:34 UTC,618017608,618017609,push
589318083,d33344bdc54a0bbcef661df992bf9cc01a3c998d,45,master,passed,302,2019-09-25 07:35:59 UTC,589318084,589318085,pull_request
578635074,14f036b466754e807b85b86beff0a68a6209fa31,,develop,passed,283,2019-08-30 03:17:05 UTC,578635075,578635076,push
578627116,14f036b466754e807b85b86beff0a68a6209fa31,,master,passed,269,2019-08-30 02:35:48 UTC,578627117,578627118,push
566849780,556cdf42128ad41767153b2b12f47bd4cd53de92,,master,passed,306,2019-08-02 08:45:25 UTC,566849781,566849782,push
565276826,338df1e8f72486e337b14268849e41bed62af561,,develop,passed,270,2019-07-30 02:37:31 UTC,565276827,565276828,push
565276707,338df1e8f72486e337b14268849e41bed62af561,,master,passed,250,2019-07-30 02:36:48 UTC,565276708,565276709,push
565273402,7c81e829c3c385b3dc48acad02784e605efdcbd0,,master,passed,248,2019-07-30 02:21:52 UTC,565273403,565273404,push
565272683,98fd365f6732fc6e30ec835357eba9c1300daeac,,master,passed,261,2019-07-30 02:18:44 UTC,565272684,565272685,push
563835695,e5c0ae6010ea2735fb2a0ec805fc68e0ef031e02,,develop,passed,256,2019-07-26 03:10:43 UTC,563835696,563835697,push
563831070,e5c0ae6010ea2735fb2a0ec805fc68e0ef031e02,,master,passed,249,2019-07-26 02:45:01 UTC,563831071,563831072,push
563830447,9bc4398759a4bf9ead379832d6693bf9c26c3c4e,,master,passed,252,2019-07-26 02:42:04 UTC,563830448,563830449,push
563830095,4890557d863fb42246080618634dfae623baaf8e,,master,passed,260,2019-07-26 02:40:28 UTC,563830096,563830097,push
563829741,619808440f16e3409d451b887ecdfea9ee092423,,master,passed,256,2019-07-26 02:38:43 UTC,563829742,563829743,push
563829002,cf612c3f88bb3b3544ed116cacbc306eaa5dab6d,,master,passed,249,2019-07-26 02:34:48 UTC,563829003,563829004,push
563828192,fd0c423099b59c14ba2f060b9676343206912513,,master,passed,254,2019-07-26 02:30:06 UTC,563828193,563828194,push
563827371,1619ddc2507d908067e4d98faefaf9c7f4ad9a4d,,master,passed,253,2019-07-26 02:25:56 UTC,563827372,563827373,push
563484331,ca49a113117028ca07d1afc3ab34d94e7aecec07,,master,passed,263,2019-07-25 10:05:05 UTC,563484332,563484333,push
562979358,821fd3fbcf13edeb87e54f46a20c15d8c3afb6e4,,master,passed,276,2019-07-24 09:00:20 UTC,562979359,562979360,push
562950564,fbb28e762592b3cf00c437e121fc236bfae12993,,master,passed,244,2019-07-24 07:30:33 UTC,562950565,562950566,push
562948260,c16b9752751289b6ad92c67b4c0e99dc4fdcf204,,master,passed,253,2019-07-24 07:23:15 UTC,562948261,562948262,push
562894499,ed7e5abfb6b77d9170412992fd1195d044a07804,,develop,passed,251,2019-07-24 03:36:29 UTC,562894500,562894501,push
562893993,ed7e5abfb6b77d9170412992fd1195d044a07804,,master,passed,256,2019-07-24 03:33:52 UTC,562893994,562893995,push
562893586,8b94a525b066b7922486f9bddc3295235b11e4cc,,master,passed,252,2019-07-24 03:31:56 UTC,562893587,562893588,push
562885441,12afb0d9fe05052d10d532d8e7fce9e2616ddcd5,,master,passed,254,2019-07-24 02:49:21 UTC,562885442,562885443,push
562883102,53b0e77667b14b9424a9fa687e0f455e530deeab,,master,passed,250,2019-07-24 02:38:21 UTC,562883103,562883104,push
562881135,86e534014fc4356cfd7ad417cb222fdd09d19834,41,master,passed,266,2019-07-24 02:28:50 UTC,562881136,562881137,pull_request
562870171,6f77a0aa0584b4c93059e1b346446f65a48e5b35,,develop,passed,252,2019-07-24 01:33:05 UTC,562870172,562870173,push
562509706,57adf4682bd2244263e4634cbdd99aa97096be7d,,develop,passed,340,2019-07-23 10:01:21 UTC,562509707,562509708,push
562504744,2270213857de6d2e5cfbe098a47d44a6dd5f714e,,develop,passed,255,2019-07-23 09:51:00 UTC,562504745,562504746,push
562503906,57adf4682bd2244263e4634cbdd99aa97096be7d,,develop,passed,314,2019-07-23 09:49:18 UTC,562503907,562503908,push
562503439,93c712afd6fa445be8cedad759cdb60628da52d8,,develop,passed,253,2019-07-23 09:48:02 UTC,562503440,562503441,push
562503005,0be55ae75858135074fd11833fcba83ff19d26fc,,develop,passed,301,2019-07-23 09:47:09 UTC,562503006,562503007,push
562501950,cb6dfabba9cb4fd28d90eebb8fa92ab5f00ffc14,,develop,passed,254,2019-07-23 09:44:57 UTC,562501951,562501952,push
562428232,81396b914d5c439546149607e86f873956ecf134,,develop,passed,259,2019-07-23 06:07:16 UTC,562428233,562428234,push
562427827,e01e3fd1b6567eabb50cc443785973dbb2ba0847,,develop,passed,252,2019-07-23 06:05:50 UTC,562427828,562427829,push
561688020,c70feeae6f1a8b483ae536d35b04717613ab1091,,master,passed,293,2019-07-21 13:00:39 UTC,561688021,561688022,561688023,push
528612140,c12ab6bbf99e93ccca744d275527c1df2b0c1b5c,,master,passed,340,2019-05-06 01:42:45 UTC,528612141,528612142,528612143,push
528609379,301c6742115f79cf9844beaca4f53f0cd3a61fdf,,master,passed,356,2019-05-06 01:26:41 UTC,528609380,528609381,528609382,push
528413226,095e989878cd3beedb85d013d286c99af06855b4,,master,passed,357,2019-05-05 10:56:35 UTC,528413227,528413228,528413229,push
523819842,17a3535b616b38db34286bf0e6c1f970e6272fa5,,develop,passed,348,2019-04-24 06:17:20 UTC,523819844,523819845,523819846,push
523819653,17a3535b616b38db34286bf0e6c1f970e6272fa5,,master,passed,302,2019-04-24 06:16:30 UTC,523819654,523819655,523819656,push
523818565,dc1f1c852a6a7c60aa8bd1b8c05059397a3cbdf2,,develop,passed,325,2019-04-24 06:12:30 UTC,523818566,523818567,523818568,push
523818208,dc1f1c852a6a7c60aa8bd1b8c05059397a3cbdf2,,master,passed,363,2019-04-24 06:11:34 UTC,523818209,523818210,523818211,push
523816425,e59edbc6b5f37cea44d029b795835c8cfbe03fa1,,master,passed,432,2019-04-24 06:05:25 UTC,523816426,523816427,523816428,push
523815354,b0f19eaf1058711ab1221a93c302c7b8ad968667,,master,passed,338,2019-04-24 06:00:58 UTC,523815355,523815356,523815357,push
523814701,43e99dbb110e8eaefb9dfeb6911d243eaf760493,,master,passed,316,2019-04-24 05:58:39 UTC,523814702,523814703,523814704,push
523813300,2a89f09adfc974ea7a646073eccc070112cd3fcf,,master,passed,337,2019-04-24 05:51:01 UTC,523813301,523813302,523813303,push
523790966,39038d375f6b0a74bbb995a04d367929bdff5080,,master,passed,335,2019-04-24 04:03:07 UTC,523790967,523790968,523790969,push
523789320,f34ec66911e6794701cf54a36dd3085d5e5d046f,,master,passed,344,2019-04-24 03:56:16 UTC,523789321,523789322,523789323,push
523786898,8ca29b1db0c2ae4d86633c2814c393b3f3f2658d,,master,passed,301,2019-04-24 03:45:18 UTC,523786899,523786900,523786901,push
523785649,a79772c804838ad5473aceb9308d089f3ddfd9f4,34,master,passed,363,2019-04-24 03:40:09 UTC,523785650,523785651,523785652,pull_request
523784758,31cf79e12256305f329968168b213f50499539f0,,develop,passed,286,2019-04-24 03:35:31 UTC,523784759,523784760,523784761,push
522073631,e1e3c402079671650d1c5c6c207f9d99fb847545,,develop,passed,349,2019-04-19 08:40:50 UTC,522073632,522073633,522073634,push
522073428,e1e3c402079671650d1c5c6c207f9d99fb847545,,master,passed,361,2019-04-19 08:40:11 UTC,522073429,522073430,522073431,push
522067529,b22df087b480b6f36d3ebec98190cce02e1e217d,,master,passed,367,2019-04-19 08:14:54 UTC,522067530,522067531,522067532,push
522066867,7de91aee05397cbcece0242f29bdf5ff45647d28,,master,passed,355,2019-04-19 08:12:36 UTC,522066869,522066872,522066873,push
516217924,dad030248b512c67cafdb1c8ba0b1be454c16cad,,master,passed,307,2019-04-05 14:22:10 UTC,516217925,516217926,516217927,push
516217685,ca7e2244fb33cf11bf787985f356d70c535844e4,,master,canceled,0,,516217686,516217687,516217688,push
514469589,1ab176cbc24daf825d4645616c6aabab2a3d1994,,master,passed,298,2019-04-02 02:50:06 UTC,514469590,514469591,514469592,push
506576914,078e674b6c070ceaf717e95c524103048f2e41cb,,master,passed,465,2019-03-15 02:10:38 UTC,506576915,506576916,506576917,push
506576309,d8250124661c1bd5cb985a6de32545ad8c9dc663,,master,passed,330,2019-03-15 02:07:08 UTC,506576311,506576312,506576313,push
506574802,43b773bf535e22cf76d427d0b5c9419d9d9b0b42,,master,passed,381,2019-03-15 01:58:31 UTC,506574803,506574804,506574805,push
506572978,43b773bf535e22cf76d427d0b5c9419d9d9b0b42,,develop,passed,346,2019-03-15 01:49:20 UTC,506572979,506572980,506572981,push
506571323,43b773bf535e22cf76d427d0b5c9419d9d9b0b42,,v0.4.0,passed,376,2019-03-15 01:41:24 UTC,506571324,506571325,506571326,push
506567378,ac41a334de65e8474badff17745f125bb0503b7a,,master,passed,350,2019-03-15 01:23:44 UTC,506567379,506567381,506567383,push
506325456,c5d4df91b729b2d808ad52e5edf7050fc7500857,,master,passed,364,2019-03-15 01:14:07 UTC,506325457,506325458,506325459,push
506322656,39653890bdeaff6a315e3a3c26c447b8bc0c77b7,22,master,passed,419,2019-03-14 14:53:10 UTC,506322657,506322658,506322659,pull_request
506321961,da9b7957bb5f52fb0191d48ca5147f46363f669f,,develop,passed,334,2019-03-14 14:51:40 UTC,506321962,506321963,506321964,push
506318796,af39c43527f82d64dbc4dea95429ecd80dcad6d7,,master,passed,559,2019-03-14 14:44:20 UTC,506318797,506318798,506318799,push
506315342,cc039126279426abfd3396cc5e2f8ee507ec2d7d,21,master,passed,385,2019-03-14 14:37:34 UTC,506315343,506315344,506315345,pull_request
506314815,e7a8766b5e9da7866053543ba3ef9e4c60a395c0,,develop,passed,505,2019-03-14 14:36:39 UTC,506314816,506314817,506314818,push
506270538,6d39955a65f4f0c805be93800de80ca5f5ded3a6,,master,passed,373,2019-03-14 13:00:54 UTC,506270539,506270540,506270541,push
506143239,5705bf9fa79506cbc5b32bf9cf5a0a4940e84716,,master,passed,354,2019-03-14 06:58:40 UTC,506143240,506143241,506143242,push
506101037,93f5a57e5f53191f3918d5185626e5e47fe06826,,master,passed,363,2019-03-14 03:45:06 UTC,506101038,506101039,506101040,push
506098291,2a41289e226d69ad37ebfac1078554ee86c922e4,,master,passed,329,2019-03-14 03:33:14 UTC,506098292,506098293,506098294,push
506097958,f45adb0b3bab2764af9a7d535411bbf5b27662d0,,master,passed,352,2019-03-14 03:31:03 UTC,506097959,506097960,506097961,push
506097065,67b90571043222dbaa33e112d3abad5752ee26a7,,master,passed,334,2019-03-14 03:25:54 UTC,506097066,506097067,506097068,push
506096849,7124437a1ba85c54821caac84be6a6176bbf0884,,master,passed,341,2019-03-14 03:25:03 UTC,506096850,506096851,506096852,push
506095982,cb21354de2dd0fc5335edfbdb21f5a6e9501f7df,,master,passed,368,2019-03-14 03:20:58 UTC,506095983,506095984,506095985,push
506093179,d1772401ef6526f34dae08efa5b01e9c3f7174e8,,master,passed,355,2019-03-14 03:08:51 UTC,506093180,506093181,506093182,push
506080436,853c9ade3ca9d9e1f2c429cad8ae9376bb19f7e9,,master,passed,346,2019-03-14 02:10:49 UTC,506080437,506080438,506080439,push
506079874,ccef20c4826f1c98578ceb02ea24c338b0038ca4,,master,passed,316,2019-03-14 02:08:09 UTC,506079875,506079876,506079877,push
506078827,6ef600dbd9605ac99aa4965ff735564d9f484ab7,,feature/mmap,passed,364,2019-03-14 02:03:25 UTC,506078830,506078833,506078836,push
506078775,411fa91ff0bd92da856977bdd38e3fb30cb62c8d,19,master,passed,363,2019-03-14 02:01:56 UTC,506078776,506078777,506078778,pull_request
506078767,6ef600dbd9605ac99aa4965ff735564d9f484ab7,,develop,passed,332,2019-03-14 02:01:55 UTC,506078768,506078769,506078770,push
506076714,ab9538f849fcff57e03dead7212d3821b56374f5,19,master,errored,355,2019-03-14 01:52:41 UTC,506076715,506076716,506076717,pull_request
506076388,43881dc93aa6027af5ed04f28740e91e9dd9339c,,develop,errored,341,2019-03-14 01:51:48 UTC,506076389,506076390,506076391,push
506076252,1fff066ec993724dc3cc5a8377a5e84b99f6a802,18,develop,errored,105,2019-03-14 01:50:24 UTC,506076253,506076254,506076255,pull_request
506076222,f11b024af1073d29f2c69a40b40232778282175e,,feature/mmap,errored,323,2019-03-14 01:50:16 UTC,506076223,506076224,506076225,push
506075109,ab690a1e6f1896e32ee3cbaf3f79bc3a6f0b3400,,feature/mmap,passed,381,2019-03-14 01:44:32 UTC,506075110,506075111,506075112,push
505678200,0ae408ff15171d736745a5fa724f932ba3ac091f,,feature/mmap,passed,338,2019-03-13 10:11:45 UTC,505678201,505678202,505678203,push
505663161,8d6eb644306597ef7848995bd302d787e29583cd,,feature/mmap,passed,353,2019-03-13 09:36:50 UTC,505663162,505663163,505663164,push
505596690,d4af8a20a56b92825406554d7741cdf532049e83,,master,passed,328,2019-03-13 06:00:57 UTC,505596691,505596692,505596693,push
505145031,fad91e664048ef78ba7aff979bea668e4ac1b8bb,,master,passed,373,2019-03-12 10:12:36 UTC,505145032,505145033,505145034,push
505144702,1be66eeee6158e0c31277e96e6024f1fe6aee663,,master,passed,349,2019-03-12 10:11:37 UTC,505144703,505144704,505144705,push
505074937,0162a7f4add0ccfa2f2d88beb874c8bc607b197f,,master,passed,308,2019-03-12 06:34:35 UTC,505074938,505074939,505074940,push
505071301,44d3b7b82114311e4aa358b63396897275fedee0,,master,passed,332,2019-03-12 06:18:04 UTC,505071302,505071303,505071304,push
505071160,bea60522bc1ceafa81bbb3e30a8a9f492e7bb415,,master,passed,318,2019-03-12 06:17:29 UTC,505071161,505071162,505071163,push
505066315,086ee55b2d40db02b550db21b98d0d0c1807d497,,master,passed,324,2019-03-12 05:54:45 UTC,505066316,505066317,505066318,push
