build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
578068428,78c6bc7a6f355c4a387b5ab222ab86de9a3ad5bc,3437,master,errored,4420,2019-08-28 21:39:11 UTC,578068429,578068430,578068431,578068432,578068433,578068434,578068435,578068436,578068437,578068438,578068439,578068440,578068441,578068442,578068443,578068444,578068445,578068446,578068447,578068448,578068449,578068450,578068451,578068452,578068453,578068454,578068455,578068456,578068457,578068458,pull_request
578068256,0bf3100c4c9a4cc10cc4e3abadecd011c878589a,,ci-ruby-update,errored,4380,2019-08-28 21:22:45 UTC,578068257,578068258,578068259,578068260,578068261,578068262,578068263,578068264,578068265,578068266,578068267,578068268,578068269,578068270,578068271,578068272,578068273,578068274,578068275,578068276,578068277,578068278,578068279,578068280,578068281,578068282,578068283,578068284,578068285,578068286,push
577691427,0b57c3b7cf6c63ce558874fedc000b5adfc2e9ed,3436,master,failed,5731,2019-08-28 06:14:50 UTC,577691428,577691429,577691430,577691431,577691432,577691433,577691434,577691435,577691436,577691437,577691438,577691439,577691440,577691441,577691442,577691443,577691444,577691445,577691446,577691447,577691448,577691449,577691450,577691451,577691452,577691453,577691454,577691455,577691456,577691457,pull_request
577689434,8c71833eb7a3df1ccf73c96adc27f9b462c6e0b5,3435,master,failed,5781,2019-08-28 05:54:21 UTC,577689435,577689436,577689437,577689438,577689439,577689440,577689441,577689442,577689443,577689444,577689445,577689446,577689447,577689448,577689449,577689450,577689451,577689452,577689453,577689454,577689455,577689456,577689457,577689458,577689459,577689460,577689461,577689462,577689463,577689464,pull_request
577685395,14479b2762039ace116f2aef3e66dd7ba087184c,3434,master,failed,3568,2019-08-28 05:35:39 UTC,577685396,577685397,577685399,577685400,577685404,577685409,577685410,577685411,577685412,577685413,577685414,577685415,577685416,577685423,577685424,577685425,577685426,577685427,577685428,577685429,577685430,577685431,577685432,577685433,577685434,577685435,577685436,577685437,577685442,577685443,pull_request
577678040,d381736340de68647d1c29942de0e69fe004b0ba,3434,master,failed,5817,2019-08-28 04:59:53 UTC,577678041,577678042,577678043,577678044,577678045,577678046,577678047,577678048,577678049,577678050,577678051,577678052,577678053,577678054,577678055,577678056,577678057,577678058,577678059,577678060,577678061,577678062,577678063,577678064,577678065,577678066,577678067,577678068,577678069,577678070,pull_request
540079859,e1966425dbb3b09b1973003b1f399d915bb2c65a,3434,master,failed,4034,2019-06-01 12:36:33 UTC,540079860,540079861,540079862,540079863,540079864,540079865,540079866,540079867,540079868,540079869,540079870,540079871,540079872,540079873,540079874,540079875,540079876,540079877,540079878,540079879,540079880,540079881,540079882,540079883,540079884,540079885,540079886,540079887,540079888,540079889,pull_request
540075516,f5162033c5a2993070ab0e80537fd83da9872c67,3434,master,failed,4189,2019-06-01 12:18:30 UTC,540075517,540075518,540075519,540075520,540075521,540075522,540075523,540075524,540075525,540075526,540075527,540075528,540075529,540075530,540075531,540075532,540075533,540075534,540075535,540075536,540075537,540075538,540075539,540075540,540075541,540075542,540075543,540075544,540075545,540075546,pull_request
540009881,cc01a93ed12751ab9d15f828d8215723f3e8cbe0,3434,master,failed,11658,2019-06-01 07:00:34 UTC,540009882,540009883,540009884,540009885,540009886,540009887,540009888,540009889,540009890,540009891,540009892,540009893,540009894,540009895,540009896,540009897,540009898,540009899,540009900,540009901,540009902,540009903,540009904,540009905,540009906,540009907,540009908,540009909,540009910,540009911,pull_request
501238783,67f117f937c5264ec0aeabe8e7eac1d562c5bc7b,,master,passed,4520,2019-03-03 22:28:43 UTC,501238784,501238785,501238786,501238787,501238788,501238789,501238790,501238791,501238793,501238795,501238796,501238797,501238798,501238799,501238800,501238801,501238802,501238803,501238804,501238805,501238806,501238807,501238808,501238809,501238810,501238811,501238812,501238813,501238814,501238815,push
