build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
496819841,b8d00114637b92860c6395a0965fbe481a5d77d7,3428,master,passed,4948,2019-02-22 01:52:33 UTC,496819842,496819843,496819844,496819845,496819846,496819847,496819848,496819849,496819850,496819851,496819852,496819853,496819854,496819855,496819856,496819857,496819860,496819861,496819862,496819863,496819864,496819865,496819866,496819867,496819868,496819869,496819870,496819871,496819872,496819873,pull_request
496819580,ac7f25434d1c86bd0a79b355fc552240ef5e3f4e,,rephrase,passed,4477,2019-02-22 01:34:14 UTC,496819581,496819582,496819583,496819584,496819585,496819586,496819587,496819588,496819589,496819590,496819591,496819592,496819593,496819594,496819595,496819596,496819597,496819598,496819599,496819600,496819601,496819602,496819603,496819604,496819605,496819606,496819607,496819609,496819610,496819612,push
496818857,43e4a5b567c5801a8f55ea7b4474f90893c58ad8,,rephrase,errored,1912,2019-02-22 01:24:43 UTC,496818858,496818859,496818860,496818861,496818862,496818863,496818864,496818865,496818866,496818867,496818868,496818869,496818870,496818871,496818872,496818873,496818874,496818875,496818876,496818877,496818878,496818879,496818880,496818881,496818882,496818883,496818884,496818885,496818886,496818887,push
493543390,95aba53cf39d9314b8423a063b9e8ba61805c724,3366,master,passed,4732,2019-02-15 01:04:43 UTC,493543391,493543392,493543393,493543394,493543395,493543396,493543397,493543398,493543399,493543400,493543401,493543402,493543403,493543404,493543405,493543406,493543407,493543408,493543409,493543410,493543411,493543412,493543413,493543414,493543416,493543418,493543419,493543420,493543421,493543422,pull_request
493543359,1dad3424aba345031fe9225cf1c6912438a8153c,,feature/admin-ui,passed,4486,2019-02-15 01:04:45 UTC,493543360,493543361,493543362,493543363,493543364,493543365,493543366,493543367,493543368,493543369,493543370,493543371,493543372,493543373,493543374,493543375,493543376,493543377,493543378,493543379,493543380,493543381,493543382,493543383,493543384,493543385,493543386,493543387,493543388,493543389,push
492516675,f9c0ac7e0ee9157648c39bf154c930d5fbe3e368,,master,passed,4255,2019-02-13 03:46:09 UTC,492516676,492516677,492516678,492516679,492516680,492516681,492516682,492516683,492516684,492516685,492516686,492516687,492516688,492516689,492516690,492516691,492516692,492516693,492516694,492516695,492516696,492516697,492516698,492516699,492516700,492516701,492516702,492516703,492516704,492516707,push
492494490,8893c0d9f4134459daf9a9c88686bed84f48e451,3427,master,passed,4372,2019-02-13 02:26:39 UTC,492494491,492494492,492494493,492494494,492494495,492494496,492494497,492494498,492494499,492494500,492494501,492494502,492494503,492494504,492494505,492494506,492494507,492494508,492494509,492494510,492494511,492494512,492494513,492494514,492494515,492494516,492494517,492494518,492494519,492494520,pull_request
492494432,84dcb073beaa4f453b22065105f3f91a8a8c1fde,,edge-template-git-dependencies,passed,4276,2019-02-13 03:41:31 UTC,492494433,492494434,492494435,492494436,492494437,492494438,492494439,492494440,492494441,492494442,492494443,492494444,492494445,492494446,492494447,492494448,492494449,492494450,492494451,492494452,492494453,492494454,492494455,492494456,492494457,492494458,492494459,492494460,492494461,492494462,push
492402806,e0f68ad1d7da2cd1d428848c4975add45929987f,3425,master,errored,1685,2019-02-12 22:25:08 UTC,492402807,492402808,492402809,492402810,492402811,492402812,492402813,492402814,492402815,492402816,492402817,492402818,492402819,492402820,492402821,492402822,492402823,492402824,492402825,492402826,492402827,492402828,492402829,492402830,492402831,492402833,492402834,492402836,492402837,492402838,pull_request
492402769,9c90232596fb29eb199b1c680fe04e7f9380c410,,ruby-install-chruby,failed,1600,2019-02-12 22:15:54 UTC,492402770,492402771,492402772,492402773,492402774,492402775,492402776,492402777,492402778,492402779,492402780,492402781,492402782,492402783,492402784,492402785,492402786,492402787,492402788,492402789,492402790,492402791,492402792,492402793,492402794,492402795,492402796,492402797,492402798,492402799,push
492402626,710eaf5d766a4e22303d5634ae34107857419ed5,,master,passed,7204,2019-02-12 21:49:17 UTC,492402627,492402628,492402629,492402630,492402631,492402632,492402633,492402634,492402635,492402636,492402637,492402638,492402639,492402640,492402641,492402642,492402643,492402644,492402645,492402646,492402647,492402648,492402649,492402650,492402651,492402652,492402653,492402654,492402655,492402656,push
492165384,200f3acc02656f13a12dd6c732951374b3c2585a,,update-ruby-versions,passed,5385,2019-02-12 14:11:41 UTC,492165385,492165386,492165387,492165388,492165389,492165390,492165391,492165392,492165393,492165396,492165398,492165399,492165400,492165401,492165402,492165403,492165404,492165405,492165406,492165407,492165408,492165409,492165410,492165411,492165412,492165413,492165414,492165416,492165418,492165420,push
492165336,33108a17812ae8db94b42966538e76acfe8944dd,3426,master,passed,6557,2019-02-12 13:42:42 UTC,492165337,492165338,492165339,492165340,492165341,492165342,492165343,492165344,492165345,492165346,492165347,492165348,492165349,492165350,492165351,492165352,492165353,492165354,492165355,492165356,492165357,492165358,492165359,492165360,492165361,492165362,492165363,492165364,492165365,492165366,pull_request
492153303,597db7ca56ccaf1857a8294218da2572f94fddbb,3426,master,errored,6480,2019-02-12 13:20:44 UTC,492153304,492153305,492153306,492153307,492153308,492153309,492153310,492153311,492153312,492153313,492153314,492153315,492153316,492153317,492153318,492153319,492153320,492153321,492153322,492153323,492153324,492153325,492153326,492153327,492153328,492153329,492153330,492153331,492153332,492153333,pull_request
492148045,f1e3286c879014b3da340f688a8c5519e78f4804,,update-ruby-versions,errored,5686,2019-02-12 12:59:29 UTC,492148046,492148047,492148048,492148049,492148050,492148051,492148052,492148053,492148054,492148055,492148056,492148057,492148058,492148059,492148060,492148061,492148062,492148063,492148064,492148065,492148066,492148067,492148068,492148069,492148070,492148071,492148072,492148073,492148074,492148075,push
