build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755976159,c7412da65209b68714e356be20d9f9de2b209d9d,,master,passed,206,2021-01-24 19:57:10 UTC,755976160,755976161,755976162,755976163,755976164,755976165,push
752266005,318b9a5fed530db1997d975acbd05fe69f374be9,,master,passed,208,2020-12-31 11:17:17 UTC,752266006,752266007,752266008,752266009,752266010,752266011,push
752199039,cd5e8564876cc678a00ba29cfed9c79ec55e35ed,307,master,passed,225,2020-12-30 22:55:33 UTC,752199040,752199041,752199042,752199043,752199044,752199045,pull_request
743215269,5ef3e9d2938d80925e087b3c22ac45bbb6af22ab,306,master,passed,210,2020-11-12 17:02:05 UTC,743215270,743215271,743215272,743215273,743215274,743215275,pull_request
743161899,79c1207bdaaf9b19b214fd0009d4b314d1716002,306,master,passed,198,2020-11-12 13:11:25 UTC,743161900,743161901,743161902,743161903,743161904,743161905,pull_request
742392431,8d21c5694bcf907e9b7318e4c198b1a4a7b25f71,,master,passed,196,2020-11-09 09:02:39 UTC,742392432,742392433,742392434,742392435,742392436,742392437,push
741822534,66b9171236a20191515deead248e8027207ce284,304,master,passed,205,2020-11-06 07:37:42 UTC,741822535,741822536,741822537,741822538,741822539,741822540,pull_request
729555514,abc0471c7b5f36f4c011a2ea9c9597954b92b204,301,1.1.x,passed,187,2020-09-23 08:43:55 UTC,729555515,729555516,729555517,729555518,729555519,729555520,pull_request
729555164,92aba54fa5953dd31e692bf1be605289564f9fd3,301,1.1.x,errored,179,2020-09-23 08:42:30 UTC,729555165,729555166,729555167,729555168,729555169,729555170,pull_request
684719484,7f0f533d8bccae5553b7cf3649d57203bc262423,,master,passed,186,2020-05-08 14:54:56 UTC,684719485,684719486,684719487,684719488,684719489,684719490,push
684714726,1fa5a67fc3795e977a358a5b8ba70df10a2cac79,295,master,passed,190,2020-05-08 14:43:49 UTC,684714727,684714728,684714729,684714730,684714731,684714732,pull_request
684699790,6e1b8147a32c4c8e1ff2a42e492dc39aa8166d9e,,master,failed,448,2020-05-08 14:07:45 UTC,684699791,684699792,684699793,684699794,684699795,684699796,push
478004940,93d18d4a2977658c4d5c100bc19227e6e53c3492,,master,passed,284,2019-01-10 19:56:33 UTC,478004941,478004942,478004943,478004944,478004945,478004946,push
477969814,3d3f2682816f01fbe3d184234ef9169414d32b29,273,master,passed,301,2019-01-10 18:41:35 UTC,477969815,477969816,477969817,477969818,477969819,477969820,pull_request
477969058,47e9c6be22f33eced6ca994cfb316c6262621040,273,master,failed,273,2019-01-10 18:39:47 UTC,477969059,477969060,477969061,477969062,477969063,477969064,pull_request
476563650,cec8d66011211ae85a60a3c62e32e84e8f230e1f,272,master,passed,338,2019-01-07 21:28:20 UTC,476563651,476563652,476563653,476563654,476563655,476563656,pull_request
476540425,ad48a5baa21cfc8b21b31c1465884db6ecc83af7,,master,passed,302,2019-01-07 20:29:10 UTC,476540426,476540427,476540428,476540429,476540430,476540431,push
475042473,bc5e1c6bc5ddb9b25e0f3712232adf6e8bef2b85,271,master,passed,261,2019-01-03 21:18:06 UTC,475042474,475042475,475042476,475042477,475042478,475042479,pull_request
475039538,e74c07d12250be5b86eea4aba38ff964fc8545bc,271,master,failed,292,2019-01-03 21:10:46 UTC,475039539,475039540,475039541,475039542,475039543,475039544,pull_request
475033428,022d30213a015154b383d75ad08720c02022a629,271,master,failed,221,2019-01-03 20:58:50 UTC,475033429,475033430,475033431,475033432,475033433,475033434,pull_request
471684152,f53671551afc8943b758013d34e3333c207278ec,269,master,passed,275,2018-12-23 21:10:44 UTC,471684153,471684154,471684155,471684156,471684157,471684158,pull_request
471655544,87ae6def1bece7e079d49a61ac8d09c6ebfe4e96,,1.1.5,passed,263,2018-12-23 18:51:00 UTC,471655545,471655546,471655547,471655548,471655549,471655550,push
471655367,87ae6def1bece7e079d49a61ac8d09c6ebfe4e96,,1.1.x,passed,216,2018-12-23 18:49:47 UTC,471655368,471655369,471655370,471655371,471655372,471655373,push
471171535,02973f5f069ce7de1cc97a401bc106c7c38d1352,269,master,failed,250,2018-12-21 21:45:57 UTC,471171536,471171537,471171538,471171539,471171540,471171541,pull_request
471000242,e86962cd10f484472a0685c00b8322a853e13c50,,1.1.x,passed,274,2018-12-21 14:16:07 UTC,471000243,471000244,471000245,471000246,471000247,471000248,push
470995842,99bd461847a4dd806d0333989b59a2296b601bb9,270,1.1.x,passed,458,2018-12-21 14:05:15 UTC,470995843,470995844,470995845,470995846,470995847,470995848,pull_request
470986841,f71df67e7eb534baadb7eb31962fa14ac5414a0e,,master,passed,255,2018-12-21 13:44:15 UTC,470986842,470986843,470986844,470986845,470986846,470986847,push
470952722,965ee24668b3923cc6dd47282ce94081fa72aa83,269,master,passed,271,2018-12-21 12:16:22 UTC,470952724,470952725,470952726,470952727,470952728,470952729,pull_request
470738010,70636da2533cebb95ebaa30dee2c36a421a9e3f4,269,master,passed,294,2018-12-20 22:23:53 UTC,470738011,470738012,470738013,470738014,470738015,470738016,pull_request
470656732,c964d9cec730e3ccae3332973454540a45109957,268,master,passed,307,2018-12-20 19:07:14 UTC,470656733,470656734,470656735,470656736,470656737,470656738,pull_request
470654479,c2ef9938f1cbd28397b7869031ed936842fe34c1,,master,passed,577,2018-12-20 19:01:41 UTC,470654480,470654481,470654482,470654483,470654484,470654485,push
469722246,0710709abd92569de8dad1312e4a974bf49799a2,,master,passed,295,2018-12-18 21:17:41 UTC,469722247,469722248,469722249,469722250,469722251,469722252,push
469620259,da45299f6f1bcc87682ebf172def92e7dee25c1f,267,master,passed,386,2018-12-18 17:23:58 UTC,469620260,469620261,469620262,469620263,469620264,469620265,pull_request
469587927,8f0238e1d5eaf912bbda67c872e762f195c7c2d8,266,master,passed,236,2018-12-18 16:12:29 UTC,469587928,469587929,469587930,469587931,469587932,469587933,pull_request
469234096,7d1467c365c713d57cc20c64c976c8d3b1a0ce07,,master,passed,251,2018-12-17 21:46:24 UTC,469234097,469234098,469234099,469234100,469234101,469234102,push
469158314,1a30be7fbc6ae099bea7c5d776142972b2eb0170,265,master,passed,356,2018-12-17 18:45:53 UTC,469158315,469158316,469158317,469158318,469158319,469158320,pull_request
469119066,e05261c7c880d1773284f4564e3d70cc652f08b0,265,master,passed,262,2018-12-17 17:08:30 UTC,469119067,469119068,469119069,469119070,469119071,469119072,pull_request
469116537,414471cf7ed87db2acd8cf267908578dda6b77f1,265,master,passed,357,2018-12-17 17:03:05 UTC,469116538,469116539,469116540,469116541,469116542,469116543,pull_request
468628032,39978a33aedf7e93bfa4fad18bccecf68d7a080f,,1.1.x,passed,307,2018-12-16 11:49:39 UTC,468628033,468628034,468628035,468628036,468628037,468628038,push
467271121,a9da1b27fc53b25e8c1940a970f14319974c3e6d,265,master,passed,217,2018-12-12 23:55:39 UTC,467271122,467271123,467271124,467271125,467271126,467271127,pull_request
465696737,9df94bdab6eb3950a0a082987f63016ae5c843be,264,1.1.x,passed,208,2018-12-09 19:38:12 UTC,465696738,465696739,465696740,465696741,465696742,465696743,pull_request
459692435,60c8b9bab5dff6bdafca6880aafca5fcadc0aa77,,master,passed,234,2018-11-26 10:58:24 UTC,459692436,459692437,459692438,459692439,459692440,459692441,push
457191568,21c7216ff4ea4c94cb4ced1a693f07e628353951,263,master,passed,217,2018-11-19 22:08:32 UTC,457191570,457191572,457191573,457191574,457191575,457191576,pull_request
456169745,acb6a4fa32cddacd0ceb18196b125637d2d2b4d7,263,master,passed,312,2018-11-16 21:39:07 UTC,456169746,456169747,456169748,456169749,456169750,456169751,pull_request
442857931,2919a84bb0613d3d543fa37fb999ecbff85c31ad,,master,passed,388,2018-10-17 19:39:35 UTC,442857932,442857933,442857934,442857935,442857936,442857937,push
442805397,c8178a55f3c30270fe76e4e9c14f35dfdac0f404,262,master,passed,280,2018-10-17 17:43:42 UTC,442805398,442805399,442805400,442805401,442805402,442805403,pull_request
442782625,bc8e82e9b65079103357882736d2141dfe6ab38b,262,master,passed,327,2018-10-17 16:47:57 UTC,442782627,442782628,442782629,442782630,442782631,442782632,pull_request
424106058,17ff60b7aacfa41f14e973ad6614366de4d1432b,,1.1.4,passed,236,2018-09-03 22:20:07 UTC,424106059,424106060,424106061,424106062,424106063,424106064,push
423366804,17ff60b7aacfa41f14e973ad6614366de4d1432b,,1.1.x,passed,255,2018-09-01 13:24:03 UTC,423366805,423366806,423366807,423366808,423366809,423366810,push
421671215,182a0b44f4ff0c263c0a09df34e80b0de9c3f612,,master,passed,251,2018-08-28 17:21:59 UTC,421671216,421671217,421671218,421671219,421671220,421671221,push
421018700,8ae9706e8953e5e505fa7a79c6afbbc3b872589c,,1.1.x,passed,282,2018-08-27 09:44:07 UTC,421018701,421018702,421018703,421018704,421018705,421018706,push
420863024,c2ce58401b081107fc3e5428b52a2c6b9f401b17,259,master,passed,236,2018-08-26 21:21:57 UTC,420863025,420863026,420863027,420863028,420863029,420863030,pull_request
420861641,dc93ff126f1e6c9aa070145aada6413a4518d5ab,258,1.1.x,passed,313,2018-08-26 21:17:04 UTC,420861642,420861643,420861644,420861645,420861646,420861647,pull_request
420098082,7efd77769be28edb762a91f6d55153a837994a30,,master,passed,240,2018-08-24 12:53:14 UTC,420098083,420098084,420098085,420098086,420098087,420098088,push
419175922,0778bd96e8c5b780c6821b550077241081382360,257,master,passed,343,2018-08-22 13:29:47 UTC,419175924,419175925,419175926,419175927,419175928,419175929,pull_request
411729159,e8143e8138d8208bdbe083947047df44db7efcc9,256,master,failed,372,2018-08-03 12:52:06 UTC,411729160,411729161,411729162,411729163,411729164,411729165,411729166,411729168,pull_request
411729082,31c7ec9b52c0fe4db52bb9ce44262cd6003ce2f4,256,master,failed,430,2018-08-03 12:50:24 UTC,411729083,411729084,411729085,411729086,411729087,411729089,411729093,411729094,pull_request
399132643,da38a96babdcd8b01d80f18f8501ae6d8aca0e5c,,master,passed,319,2018-07-02 13:33:28 UTC,399132644,399132645,399132646,399132647,399132648,399132649,399132650,399132651,push
398668145,31a7099a28b90c7fd1bd01abb549302d559ea21f,255,master,passed,293,2018-06-30 20:54:37 UTC,398668146,398668147,398668148,398668149,398668150,398668151,398668152,398668153,pull_request
390511334,7a26cef1cc713ef2642c08785281a3650f28288e,,master,passed,293,2018-06-10 21:27:05 UTC,390511335,390511336,390511337,390511338,390511339,390511340,390511341,390511342,push
390511260,fb1521f3b7c0c6fddf5c1fb468e1ff99a12427a8,,master,passed,295,2018-06-11 11:22:10 UTC,390511261,390511262,390511263,390511264,390511265,390511266,390511267,390511268,push
388442463,504e187dfa6bc1d6cd0c4b7ddf7fff2c10164f1b,254,master,passed,363,2018-06-05 19:25:47 UTC,388442464,388442465,388442466,388442467,388442468,388442469,388442470,388442471,pull_request
384364211,e6ce4816a2b0c0fefae752846de44753637a277d,253,master,passed,338,2018-05-27 13:08:59 UTC,384364212,384364213,384364214,384364215,384364216,384364217,384364218,384364219,pull_request
362017512,79c01110e4490bd12fd3386be67a4681ad69b4ac,,1.1.3,passed,491,2018-04-04 08:12:40 UTC,362017513,362017514,362017515,362017516,362017517,362017518,362017519,362017520,push
362006534,79c01110e4490bd12fd3386be67a4681ad69b4ac,,1.1.x,passed,522,2018-04-04 07:38:58 UTC,362006535,362006536,362006537,362006538,362006539,362006540,362006541,362006542,push
361158590,f8ae63987332062b72cd23909018cc20800d76fc,248,1.1.x,passed,638,2018-04-02 12:22:58 UTC,361158591,361158592,361158593,361158594,361158595,361158596,361158597,361158598,pull_request
340905021,19b789580c2217da975d7f871e6bbda59441c166,,1.1.2,passed,636,2018-02-13 11:30:57 UTC,340905022,340905023,340905024,340905025,340905026,340905027,340905028,340905029,push
340215707,19b789580c2217da975d7f871e6bbda59441c166,,1.1.x,passed,433,2018-02-11 19:19:58 UTC,340215708,340215709,340215710,340215711,340215712,340215714,340215715,340215717,push
340192276,93263a3c5c024544d187a0fd4d45a049a0c35ebd,245,1.1.x,passed,531,2018-02-11 17:48:30 UTC,340192277,340192278,340192279,340192280,340192281,340192282,340192283,340192284,pull_request
322612541,b082f4875e2a0ec5452db823dbc8adf9403cda95,,master,passed,389,2017-12-28 17:28:18 UTC,322612542,322612543,322612544,322612545,322612546,322612547,322612548,322612549,push
322606093,f8eb6ad41a3e9912d997259b5898de05124c872c,242,master,passed,448,2017-12-28 17:13:29 UTC,322606094,322606095,322606096,322606097,322606098,322606099,322606100,322606101,pull_request
318606543,6c8a225cf1b71c3af953e9c72da83b17ce855d8a,,1.1.1,passed,513,2017-12-19 13:00:52 UTC,318606544,318606545,318606546,318606549,318606550,318606551,318606552,318606553,push
318603974,6c8a225cf1b71c3af953e9c72da83b17ce855d8a,,1.1.x,passed,435,2017-12-19 12:58:09 UTC,318603976,318603978,318603979,318603980,318603981,318603982,318603983,318603984,push
318530433,05e37758b0e167dc04e1b746fe47257bba9566bf,,1.1.0,passed,554,2017-12-19 09:58:18 UTC,318530434,318530435,318530436,318530437,318530438,318530439,318530440,318530441,push
318528153,698ee5f4de50693abac1491000ef4a98c708adab,,master,passed,486,2017-12-19 09:50:04 UTC,318528155,318528156,318528157,318528158,318528159,318528160,318528161,318528162,push
318526307,05e37758b0e167dc04e1b746fe47257bba9566bf,,1.1.x,passed,487,2017-12-19 09:37:44 UTC,318526308,318526309,318526310,318526311,318526312,318526313,318526314,318526315,push
315946515,05e37758b0e167dc04e1b746fe47257bba9566bf,,master,passed,408,2017-12-13 15:34:25 UTC,315946522,315946525,315946527,315946528,315946530,315946531,315946536,315946538,push
315854928,dcd37dd3c958bb8b249c65daa1e75f529575cf8d,241,master,passed,360,2017-12-13 12:19:07 UTC,315854929,315854930,315854931,315854932,315854933,315854934,315854935,315854936,pull_request
315849204,41fb37d339b80163d7f3b836c1fc963d1abdc3bf,241,master,passed,328,2017-12-13 12:05:57 UTC,315849208,315849209,315849210,315849211,315849214,315849216,315849218,315849219,pull_request
313483644,0540cfc1468d82e87efd71233a097e812844e722,,1.1.0-rc,passed,548,2017-12-08 13:22:34 UTC,313483645,313483646,313483647,313483648,313483649,313483650,313483651,313483652,push
311586896,0540cfc1468d82e87efd71233a097e812844e722,,1.1.0-pre5,passed,459,2017-12-04 23:32:12 UTC,311586897,311586903,311586905,311586906,311586907,311586908,311586909,311586916,push
309778344,0540cfc1468d82e87efd71233a097e812844e722,,1.1.0-pre4,passed,350,2017-11-30 23:37:36 UTC,309778345,309778347,309778348,309778352,309778353,309778354,309778355,309778356,push
308863942,0540cfc1468d82e87efd71233a097e812844e722,,1.1.0-pre3,passed,331,2017-11-29 08:48:14 UTC,308863943,308863944,308863945,308863946,308863947,308863948,308863949,308863950,push
308691880,0540cfc1468d82e87efd71233a097e812844e722,,1.1.0-pre2,passed,343,2017-11-28 22:43:37 UTC,308691881,308691883,308691885,308691886,308691887,308691889,308691891,308691892,push
308142082,0540cfc1468d82e87efd71233a097e812844e722,,1.1.0-pre1,passed,402,2017-11-27 22:34:40 UTC,308142083,308142084,308142085,308142086,308142087,308142088,308142089,308142090,push
293241742,0540cfc1468d82e87efd71233a097e812844e722,,master,passed,569,2017-10-26 16:41:42 UTC,293241743,293241745,293241746,293241748,293241749,293241750,293241755,293241756,push
293239059,c96c2f8f45b8724a787dfa62d8aac775124f9938,,master,failed,382,2017-10-26 16:31:18 UTC,293239062,293239063,293239064,293239065,293239067,293239068,293239069,293239070,push
293234060,62ec07ec2f158fc4d2eaaaf613fcd647b10ebeae,238,master,passed,549,2017-10-26 16:20:20 UTC,293234061,293234062,293234063,293234064,293234065,293234066,293234068,293234069,pull_request
293135914,3d97998a88372b9f1057767c52b78fe2c977f180,,master,passed,570,2017-10-26 13:00:27 UTC,293135915,293135916,293135918,293135919,293135920,293135922,293135923,293135924,push
292790277,4540ead4753be0f44b0df330aab4c2b49a8dd2ea,237,master,passed,382,2017-10-25 19:34:44 UTC,292790286,292790287,292790288,292790289,292790293,292790294,292790295,292790296,pull_request
292534181,fd4684148528cde624729a998ef32a738d760f44,,master,passed,335,2017-10-25 10:01:32 UTC,292534182,292534183,292534184,292534185,292534186,292534187,292534188,292534189,push
291704599,3e6665483f5d9e3a33a3899020afaa9976d4a1d8,235,master,passed,779,2017-10-23 19:07:55 UTC,291704600,291704602,291704603,291704604,291704605,291704606,291704607,291704608,pull_request
291259767,cb9817ca357450e04ee5dc5e729a62cc3fdbaec2,,master,passed,396,2017-10-22 21:11:06 UTC,291259768,291259769,291259770,291259771,291259772,291259773,291259774,291259775,push
291257657,bb1643efc5c6447ee97913001b30b4709b4be70f,236,master,passed,376,2017-10-22 21:05:07 UTC,291257658,291257659,291257660,291257661,291257662,291257663,291257664,291257665,pull_request
291257613,c51ac150e1f3749591a5b91a98c6100b253a9b54,,DZ-no-use-mirrors,passed,377,2017-10-22 21:04:14 UTC,291257614,291257615,291257616,291257617,291257618,291257619,291257620,291257621,push
291238201,1fe06a249e80a314dfc12c25b2e42340b4c4051b,235,master,failed,520,2017-10-22 21:11:48 UTC,291238202,291238203,291238204,291238205,291238206,291238207,291238208,291238209,pull_request
252585923,e6475f90f82799547f13a7df802aed040cf8b4c9,,1.0.2,passed,533,2017-07-11 21:40:52 UTC,252585924,252585925,252585926,252585927,252585928,252585930,252585931,252585932,push
252584907,e6475f90f82799547f13a7df802aed040cf8b4c9,,1.0.x,passed,514,2017-07-11 21:38:04 UTC,252584908,252584909,252584910,252584911,252584912,252584913,252584914,252584915,push
251779431,50790adaa8f135a0a7f1e9663351dd3640907a58,,1.0.x,passed,554,2017-07-09 19:12:11 UTC,251779432,251779433,251779434,251779435,251779436,251779437,251779438,251779439,push
251779385,cf1ca797fda35cba1f111613e60b724abb6696bd,,1.0.x,passed,565,2017-07-09 19:09:28 UTC,251779386,251779387,251779388,251779389,251779390,251779391,251779392,251779393,push
251550670,86cf36a6681b5ce67c1c1c827486db67c6f8758b,228,1.0.x,passed,647,2017-07-08 19:47:06 UTC,251550672,251550674,251550675,251550676,251550677,251550678,251550679,251550680,pull_request
251548233,239d225f3467f771858123b174803ffde8aa1531,227,1.0.x,passed,512,2017-07-08 19:33:28 UTC,251548234,251548235,251548236,251548237,251548238,251548239,251548240,251548241,pull_request
250408871,aab3951f6a5b1e5a0e4bd96ed6fc288c0d250b18,,master,passed,439,2017-07-05 15:49:32 UTC,250408872,250408873,250408874,250408875,250408876,250408877,250408878,250408879,push
250405576,058e3269c9417d9a9db05c3eb4feec7b898f8ecd,226,master,passed,613,2017-07-05 15:41:36 UTC,250405577,250405578,250405579,250405580,250405581,250405582,250405583,250405584,pull_request
250400721,a14ced729541de8b996ac82535bc697786f5d8a3,226,master,passed,546,2017-07-05 15:29:10 UTC,250400724,250400725,250400726,250400727,250400728,250400729,250400730,250400731,pull_request
