build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
653473663,0042dbd891f4b449266fb79adce73276719f7429,992,master,passed,2374,2020-02-21 14:19:48 UTC,653473664,653473665,653473666,653473667,653473668,653473669,653473670,653473671,653473672,653473673,653473674,653473676,pull_request
653470709,20f9275cb26f2098ccf42146543e0068d0b5e93a,992,master,canceled,0,,653470710,653470711,653470712,653470713,653470714,653470715,653470716,653470717,653470718,653470719,653470720,653470721,pull_request
653467856,e2e2952b168d2e0c72998f0bfd491c315fb70835,992,master,passed,2442,2020-02-21 14:06:41 UTC,653467857,653467858,653467859,653467860,653467861,653467862,653467863,653467864,653467865,653467866,653467867,653467868,pull_request
653467661,e631a3ddb5484afc426e19236cab5deee15311d0,992,master,passed,2418,2020-02-21 13:59:06 UTC,653467662,653467663,653467664,653467665,653467666,653467667,653467668,653467669,653467670,653467671,653467672,653467673,pull_request
653458875,d0ec00e9ff99c281f9831741f69c492a50f20e62,992,master,passed,2513,2020-02-21 13:41:27 UTC,653458876,653458877,653458878,653458879,653458880,653458881,653458882,653458883,653458884,653458885,653458886,653458887,pull_request
653455866,fe2facc2014aba5589238ae1fdd5c1687e2846a9,992,master,canceled,0,,653455867,653455868,653455869,653455870,653455871,653455872,653455873,653455874,653455875,653455876,653455877,653455878,pull_request
653454588,d1e834d3349ef1ee1cd9b388cc0d5a777a309b85,992,master,passed,2322,2020-02-21 13:30:02 UTC,653454589,653454590,653454591,653454592,653454593,653454594,653454595,653454596,653454597,653454598,653454599,653454600,pull_request
653449679,3cbe9e53737a490ce6e57eadef7a14ce9afd029a,992,master,errored,2478,2020-02-21 13:20:31 UTC,653449680,653449681,653449682,653449683,653449684,653449685,653449686,653449687,653449688,653449689,653449690,653449691,pull_request
653448294,1568391cd06b58e94743c4a6312fce48e451132b,992,master,passed,2470,2020-02-21 13:13:22 UTC,653448295,653448296,653448297,653448298,653448299,653448300,653448301,653448302,653448303,653448304,653448305,653448306,pull_request
653444183,1ffb1d7fccd327a7dc1109ea1a5b45930f743907,992,master,passed,2321,2020-02-21 13:03:12 UTC,653444184,653444185,653444186,653444187,653444188,653444189,653444190,653444191,653444192,653444193,653444194,653444195,pull_request
653439322,21722dd38fc7564244df71cd7c8f1adbb611f498,992,master,errored,2328,2020-02-21 12:50:25 UTC,653439323,653439324,653439325,653439326,653439327,653439328,653439329,653439330,653439331,653439332,653439333,653439334,pull_request
653434666,59c36c964b436d5c384c9403ac28428a14c6d977,,master,passed,2334,2020-02-21 12:38:19 UTC,653434667,653434668,653434669,653434670,653434671,653434672,653434673,653434674,653434675,653434676,653434677,653434678,push
