build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
675415634,829ad33ce4b995d1693300fb1d085dd21b98f2ff,349,master,passed,68,2020-04-15 17:46:15 UTC,675415635,675415636,pull_request
675410420,c4bdd283234d33c646dfa6a375838f0a7ce71fea,349,master,failed,67,2020-04-15 17:32:25 UTC,675410421,675410422,pull_request
675397350,69bc910198f50ef55ef4ed822903ec74fdd266d5,,master,passed,67,2020-04-15 17:02:52 UTC,675397351,675397352,push
675395697,8c2543cd6ad25ae73dba732cf7a19ff7397f13ef,348,master,passed,64,2020-04-15 17:00:27 UTC,675395698,675395699,pull_request
674997391,f01e3c150049db0fd89ef7f3903fa03d0ec74412,348,master,passed,66,2020-04-14 19:24:18 UTC,674997392,674997393,pull_request
674995488,6aeefef887b660e303f0e5a76d0675ac2b9e7b9a,348,master,failed,65,2020-04-14 19:18:24 UTC,674995489,674995490,pull_request
674994127,5524d8b867b9e9fd3b40f531904dbffb3117d0be,348,master,failed,67,2020-04-14 19:13:38 UTC,674994128,674994129,pull_request
672750475,a37af035549d0b009743bc97676186f7570c5e7b,,4.2.3,failed,65,2020-04-08 23:37:48 UTC,672750476,672750477,push
672750081,a37af035549d0b009743bc97676186f7570c5e7b,,master,failed,64,2020-04-08 23:36:07 UTC,672750082,672750083,push
672748966,78b4a0202600d91251743936980469d85e644763,,4.2.2,failed,65,2020-04-08 23:31:10 UTC,672748967,672748968,push
672747957,78b4a0202600d91251743936980469d85e644763,,master,failed,62,2020-04-08 23:26:50 UTC,672747958,672747959,push
672747819,66bd35e557ab9db385b3d259b51011b374e71355,346,master,failed,66,2020-04-08 23:26:08 UTC,672747820,672747821,pull_request
672733226,64d7fb12b61deb991880173e6bfe671d0605dd05,,4.2.1,failed,65,2020-04-08 22:34:14 UTC,672733227,672733228,push
672730429,64d7fb12b61deb991880173e6bfe671d0605dd05,,master,failed,65,2020-04-08 22:25:42 UTC,672730430,672730431,push
672713807,8dfd8c7796069c2e45e8a354c9f2ad2c7be0bdc4,345,master,failed,66,2020-04-08 21:35:38 UTC,672713808,672713809,pull_request
672702882,d31937f6b0c6c65caffd6bc9efa590dda2d51905,345,master,failed,65,2020-04-08 21:10:04 UTC,672702883,672702884,pull_request
672687684,650f6be68130e7ca8630c5433371ed87667525f4,345,master,failed,65,2020-04-08 20:31:29 UTC,672687685,672687686,pull_request
663594619,70d9d4231574a4976507d50f50d0f43085c78a50,,4.2.0,passed,64,2020-03-17 16:56:20 UTC,663594620,663594621,push
663593674,70d9d4231574a4976507d50f50d0f43085c78a50,,master,passed,67,2020-03-17 16:54:24 UTC,663593675,663593676,push
663592765,ce784bc82e9c2d7d3b0e97d7cbab4941f1c7d229,,4.2.0,passed,67,2020-03-17 16:52:38 UTC,663592766,663592767,push
663592690,ce784bc82e9c2d7d3b0e97d7cbab4941f1c7d229,,master,passed,66,2020-03-17 16:52:20 UTC,663592691,663592692,push
663592501,cbb5290e42f738025fb11f4745a35bda71968f1f,,master,passed,64,2020-03-17 16:51:55 UTC,663592502,663592503,push
663496617,0f8b011e152e9392715d4bc80bedacd331987c91,342,master,passed,66,2020-03-17 13:15:12 UTC,663496618,663496619,pull_request
660753401,435f3d6af633b831f87b18f8668d6a460c386a34,,master,passed,65,2020-03-10 18:33:25 UTC,660753402,660753403,push
660753199,3adb49c6af268c266df857fbb5be8eabfd5cebe2,,master,passed,65,2020-03-10 18:32:48 UTC,660753200,660753201,push
649903721,6f904c40292532c049b073f479865484f792bc1a,325,master,passed,66,2020-02-13 11:17:23 UTC,649903722,649903723,pull_request
649853502,76b2e6e121798d059b4ed692c1ffe6a0df6f461f,325,master,passed,64,2020-02-13 08:52:20 UTC,649853503,649853504,pull_request
642099506,43c636ef14094090c005871a106eaa4d44b0a5dd,,master,passed,67,2020-01-26 19:07:16 UTC,642099507,642099508,push
642023131,7661a0527e4085239f9445d4ac66d9fa2aa1b93f,338,master,passed,65,2020-01-26 14:13:06 UTC,642023132,642023133,pull_request
641004327,1dddaaebf3e2cfc81b90c1f4f24f3cbac2e5183e,,4.1.1,passed,62,2020-01-23 17:35:04 UTC,641004328,641004329,push
641003783,1dddaaebf3e2cfc81b90c1f4f24f3cbac2e5183e,,master,passed,65,2020-01-23 17:33:19 UTC,641003784,641003785,push
641002847,431958f4eec8c201e32bf3e1b77c7aa7f4394a56,,master,passed,66,2020-01-23 17:30:55 UTC,641002848,641002849,push
640988866,baa96dd8abe310c9b0b2188728056bbab7ea7eaa,,master,passed,68,2020-01-23 16:56:57 UTC,640988869,640988870,push
640938195,4fd08bcb0a0206e75256bb48ebbd358af24f263b,337,master,passed,65,2020-01-23 15:03:30 UTC,640938197,640938198,pull_request
639615528,a91d0e822e075f3bfd03ce5c1ed7ea1cfbdbc331,337,master,failed,67,2020-01-20 18:59:34 UTC,639615529,639615530,pull_request
639614725,c608d141e6750c91e955ac09d7734233b2b574d5,337,master,failed,65,2020-01-20 18:57:02 UTC,639614726,639614727,pull_request
638974491,ff97781c838661a3b7d09965806f46ff64d3424e,,master,passed,64,2020-01-19 00:04:07 UTC,638974492,638974493,push
638277280,b739d182dc857645d126dbc5b0dad834f20e87d1,334,master,passed,67,2020-01-17 04:55:31 UTC,638277281,638277282,pull_request
609937750,1dbd5df32a4ebffa0657275e433a4b5a7297fe71,325,master,passed,69,2019-11-10 13:02:35 UTC,609937751,609937752,pull_request
609936247,1dbd5df32a4ebffa0657275e433a4b5a7297fe71,325,master,failed,76,2019-11-10 12:56:05 UTC,609936248,609936249,pull_request
609934755,b845bf6478a7b8889938e5ebbd28ca80a20b782c,326,master,passed,73,2019-11-10 12:49:42 UTC,609934756,609934757,pull_request
609933423,92a246ed954a0b2db1fc8b7ed7afcee78d1b7e2f,325,master,failed,68,2019-11-10 12:42:45 UTC,609933424,609933425,pull_request
609932490,1b174d528e258bc946fc4c2a092c417b62ded589,325,master,failed,71,2019-11-10 12:37:26 UTC,609932491,609932492,pull_request
598986469,99362ae58ac65f747f8986db8eaa7120e4db3c8d,,4.1.0,passed,67,2019-10-17 04:50:14 UTC,598986470,598986471,push
598986373,99362ae58ac65f747f8986db8eaa7120e4db3c8d,,master,passed,65,2019-10-17 04:49:46 UTC,598986374,598986375,push
589607189,c5153e91d80f4419d98243a93fd9b5a814b57a56,314,master,failed,85,2019-09-25 19:22:30 UTC,589607190,589607191,pull_request
589213460,c2db56fc4893ec787001bebc2d25b816dbf30ccc,,master,passed,65,2019-09-24 23:49:34 UTC,589213461,589213462,push
588656765,7e4ca57d8b2813456bbc011187175de986f5658b,315,master,passed,114,2019-09-23 21:14:30 UTC,588656766,588656767,pull_request
585855987,d4f4610904d3995162d85a9c88f4ddd4b5d31d55,314,master,failed,75,2019-09-17 01:42:28 UTC,585855988,585855989,pull_request
585331908,1af82b09f604c27b2962c6285077cc005e8f6b13,314,master,failed,210,2019-09-15 22:39:23 UTC,585331909,585331910,pull_request
583892951,84f72dd12cab95fa9923d9db9329d369d5aa6661,,4.0.1,passed,65,2019-09-11 22:34:32 UTC,583892952,583892953,push
583892743,84f72dd12cab95fa9923d9db9329d369d5aa6661,,master,passed,73,2019-09-11 22:33:46 UTC,583892745,583892746,push
583892347,61d675ac0b36ba936279fc6bfb832474ca4e0306,313,master,errored,34,2019-09-11 22:33:16 UTC,583892348,583892349,pull_request
583892186,354479cbb6f8d0c1f6bec6fca9b19abc7f0f2e22,,fix-pychromecast,passed,68,2019-09-11 22:32:40 UTC,583892187,583892188,push
582937739,e9a92e5073294d5b17a664798f58e6b317cb976c,,4.0.0,passed,67,2019-09-10 00:13:09 UTC,582937740,582937741,push
582937473,e9a92e5073294d5b17a664798f58e6b317cb976c,,master,passed,64,2019-09-10 00:12:23 UTC,582937474,582937475,push
582937312,8fe6a8614cce366ae92f23381deac0dff118e25b,,master,passed,61,2019-09-10 00:11:40 UTC,582937313,582937314,push
582936408,67e844e032c2ff1b4154eb11dcfa1a4752ca9d14,312,master,passed,64,2019-09-10 00:08:02 UTC,582936409,582936410,pull_request
582936235,604f02e427a192a8b81ce46e80e56a27972ca6cb,,deprecate-py34-py35,passed,61,2019-09-10 00:07:13 UTC,582936236,582936237,push
582935649,063ad9169294315dd80fca91935e674732b5ee9f,,master,passed,69,2019-09-10 00:05:25 UTC,582935650,582935651,push
582934745,f28e40ab165a860673af24ba2f88a4ae77ab1cea,301,master,passed,63,2019-09-10 00:02:27 UTC,582934746,582934747,pull_request
582934690,1d1e4c22b9e4c754388a91d8031514a8602ac544,,home-assistant-cast,passed,71,2019-09-10 00:02:00 UTC,582934691,582934692,push
582933305,a8d841ab88ba09d4f4b32fec69cdb793915d944f,301,master,errored,93,2019-09-09 23:56:11 UTC,582933306,582933307,582933308,pull_request
582933296,6103bb4c392f73ea118f5ca5272b2ef520408136,,home-assistant-cast,errored,102,2019-09-09 23:55:46 UTC,582933297,582933298,582933299,push
582862505,034367babb84069282c9c26bb1cd4ca382edb604,,master,passed,119,2019-09-09 20:22:43 UTC,582862506,582862507,582862508,push
572474218,15655117236b4d856677d5c58a0a29883665003a,,3.2.3,passed,122,2019-08-15 20:41:59 UTC,572474219,572474220,572474221,push
572066148,15655117236b4d856677d5c58a0a29883665003a,,master,passed,125,2019-08-14 22:46:56 UTC,572066149,572066150,572066151,push
572056418,d3516cabfcc5f3548e04989966e7602b3807a103,305,master,passed,124,2019-08-14 22:18:54 UTC,572056419,572056420,572056421,pull_request
571926594,7a3ee9540825ee33c360d3ffc300dfc6f08d572f,305,master,failed,122,2019-08-14 17:01:22 UTC,571926595,571926596,571926597,pull_request
571924130,f5caa7f85019ab9c2ad9a1a97cbb676b589ebb48,305,master,failed,121,2019-08-14 16:57:13 UTC,571924131,571924132,571924133,pull_request
570615702,a9dc07735caffb198a9773e6424e8e5ff21d7426,305,master,failed,120,2019-08-11 23:45:16 UTC,570615703,570615704,570615705,pull_request
570595680,e746f85a7d2e52ebade85afc39ba5001b20bdbc6,305,master,failed,126,2019-08-11 21:58:15 UTC,570595681,570595682,570595683,pull_request
561187168,79c15632bbddc378309e3618ebff6a2911664add,,master,passed,122,2019-07-19 20:23:21 UTC,561187169,561187170,561187171,push
556160141,f0fc1a2a2e95bcfe93385c675bd8b687895083d2,301,master,passed,119,2019-07-09 07:05:57 UTC,556160142,556160143,556160144,pull_request
556160069,81b1397a4a971c913d14f17992e9d61ed1c81067,,home-assistant-cast,passed,117,2019-07-09 07:05:30 UTC,556160070,556160071,556160072,push
555966118,5bf382f254f52aa6d9958521745a8d6f539956e8,300,master,passed,121,2019-07-08 19:59:00 UTC,555966119,555966120,555966121,pull_request
553232479,3c1b4ea6f3afb5e8442af3722a898d901ac0f6b5,300,master,passed,116,2019-07-02 10:56:23 UTC,553232480,553232481,553232482,pull_request
553228253,f5b432726c11c34ba5b8a7059918c68ef52d4bcf,300,master,passed,122,2019-07-02 10:44:48 UTC,553228254,553228255,553228256,pull_request
553227441,792e4f80657fd9555871dac39dff62db36480388,300,master,failed,127,2019-07-02 10:42:15 UTC,553227442,553227443,553227444,pull_request
553225962,3d0e8393dd2ede23c25fd4483582ccc1df6c485a,300,master,failed,126,2019-07-02 10:37:49 UTC,553225963,553225964,553225965,pull_request
553225162,de7c48957d2dace8a61a6c8bbc44eaae4597c3ed,300,master,failed,123,2019-07-02 10:35:38 UTC,553225163,553225164,553225165,pull_request
553223959,8f172f60d248590e3ac802feff10f8b48297d132,300,master,failed,121,2019-07-02 10:31:33 UTC,553223961,553223964,553223966,pull_request
553222343,7dd7170a8e13b92d3ddc4f53fe06e8ead1a39b69,300,master,failed,120,2019-07-02 10:26:51 UTC,553222344,553222345,553222346,pull_request
553221560,525cd81b1ee08dfdee400dfd8b8805bd21fb6898,300,master,failed,123,2019-07-02 10:24:25 UTC,553221561,553221562,553221563,pull_request
553219752,905a36c970cc488b34f46f2bec229d41384b3f88,300,master,failed,123,2019-07-02 10:20:01 UTC,553219753,553219754,553219755,pull_request
553214813,afb63beff26504f682ed41e44b8803ce0bf28edf,300,master,failed,121,2019-07-02 10:07:15 UTC,553214814,553214815,553214816,pull_request
553211712,0493a0868d933ac4b0a448582ae1cf18f3ffe678,300,master,failed,118,2019-07-02 09:59:07 UTC,553211713,553211714,553211715,pull_request
553209813,783b207e270ef43bf9e24daa0414a41ae90c1492,300,master,failed,118,2019-07-02 09:55:26 UTC,553209814,553209815,553209817,pull_request
553207045,8ae4640e8c49c633440a186667bfd24d164fb4e3,300,master,failed,123,2019-07-02 09:47:31 UTC,553207046,553207047,553207048,pull_request
553183211,9731adb0affeb09d7a9a89cb04ef9f869063e934,300,master,failed,118,2019-07-02 08:48:19 UTC,553183212,553183213,553183214,pull_request
553065866,f45044ec0a504de02994672edbe6d49ce8907e57,300,master,failed,124,2019-07-02 01:08:07 UTC,553065867,553065868,553065869,pull_request
553062190,d74bdfc469c35d5d0b346271921b7bb7864c8e7b,300,master,failed,120,2019-07-02 00:49:40 UTC,553062191,553062192,553062193,pull_request
553059036,02ef71bb65aa3b09e7f9e9a347e6e8e29084168f,300,master,failed,127,2019-07-02 00:36:21 UTC,553059037,553059038,553059039,pull_request
553052121,f5851462e21e9c8ec9288252b6d85ab47ac19d5e,300,master,failed,119,2019-07-02 00:05:12 UTC,553052122,553052123,553052124,pull_request
553046393,93e9f52c54a6d7134e744bb9e85a80be31958dd6,300,master,failed,120,2019-07-01 23:43:15 UTC,553046394,553046395,553046396,pull_request
553041498,d919fa0991597c15725436a64f060a873f66da39,300,master,failed,122,2019-07-01 23:29:27 UTC,553041499,553041500,553041501,pull_request
553031856,c1246821392557d149fa19b25a04c529f99555d4,300,master,failed,122,2019-07-01 23:08:00 UTC,553031857,553031858,553031859,pull_request
553025587,de687dc9198a2b48cfaab180578430a4ae0f2d4c,300,master,failed,125,2019-07-01 22:51:40 UTC,553025588,553025589,553025590,pull_request
553022297,294ba9833d3e8bcc6ca2927e932922f25689741e,300,master,failed,125,2019-07-01 22:40:18 UTC,553022298,553022299,553022300,pull_request
553015618,e145a30ceb6e4cf7b23ee79aa8cd0025c907c637,300,master,failed,120,2019-07-01 22:18:57 UTC,553015619,553015620,553015621,pull_request
553010152,f83552a666c51112f9be82fb668ab4d46b809cb3,300,master,failed,120,2019-07-01 22:05:18 UTC,553010153,553010154,553010155,pull_request
550965381,88a0dbc417f4d26ed3753217877337b3e01e7ebd,299,master,passed,124,2019-06-26 19:06:12 UTC,550965382,550965383,550965384,pull_request
544463952,e437e8708011a33522ab860e502fafa67560ff84,,master,passed,123,2019-06-11 22:25:19 UTC,544463953,544463954,544463955,push
544451570,4700628288abedd76392db0244789e0123412ee0,296,master,passed,123,2019-06-11 21:49:07 UTC,544451571,544451572,544451573,pull_request
544424861,e02e13e5e96c646a99101ffa02fc9e258f72b6a6,296,master,errored,163,2019-06-11 20:41:17 UTC,544424862,544424863,544424864,pull_request
539925816,2ad44f7cf168db10b29c68639599ebc066b7b679,,master,passed,165,2019-05-31 23:02:14 UTC,539925817,539925818,539925819,push
539903696,46e860a04f3990d2403f5896d41d2f52dc066278,295,master,passed,141,2019-05-31 21:51:34 UTC,539903697,539903698,539903699,pull_request
531911802,010ce59742884887a6f7bae925cb4c2a59bdada0,,3.2.2,passed,177,2019-05-13 17:49:32 UTC,531911803,531911804,531911805,push
531911331,010ce59742884887a6f7bae925cb4c2a59bdada0,,master,passed,121,2019-05-13 17:48:06 UTC,531911332,531911333,531911334,push
531613868,f5a92cd816245ba53820a7ac3b63ec18acd5f8f1,,master,passed,158,2019-05-13 05:08:53 UTC,531613869,531613870,531613871,push
531459712,aaac06187b8c6c563581f30629f4e36ec75b03de,294,master,passed,174,2019-05-12 16:43:13 UTC,531459713,531459714,531459715,pull_request
531458754,dcc21ddf1e5fd122436059c247bcaa3e243a3c63,294,master,failed,174,2019-05-12 16:38:50 UTC,531458755,531458756,531458757,pull_request
531366151,5a566d2530d6b742740ecadd89a6f8686fd3e76b,294,master,passed,171,2019-05-12 09:53:49 UTC,531366152,531366153,531366154,pull_request
531235248,2a972a63c0128061c721d95663199e624df1ca0c,294,master,passed,158,2019-05-11 20:37:59 UTC,531235249,531235250,531235251,pull_request
531077273,8631d887a6ea82b0f48dab0decbc5618b6aa3573,294,master,passed,173,2019-05-11 09:16:54 UTC,531077274,531077275,531077276,pull_request
530497762,2e19edbf61cd0f77635730c0541e7a0e8f64cb70,293,master,passed,140,2019-05-09 22:16:25 UTC,530497763,530497764,530497765,pull_request
530497526,1bec04308519019b9a36f1687c430f868a855e7a,293,master,passed,172,2019-05-09 22:15:32 UTC,530497529,530497530,530497531,pull_request
529992257,4ecf1efd26245612bed8f3a6cc6c21526bce6616,293,master,passed,158,2019-05-08 21:19:42 UTC,529992258,529992259,529992260,pull_request
529944518,933a054e576bfbfb934de43c8b1a0281ddbb97ff,293,master,passed,170,2019-05-08 19:31:01 UTC,529944519,529944520,529944521,pull_request
525289082,831b09c4fed185a7bffe0ea330b7849d5f4e36b6,,3.2.1,passed,148,2019-04-27 10:42:06 UTC,525289083,525289084,525289085,push
