build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758762353,c0aef7fac932a6d6bd4bf4338e86c93aba7ec7ce,170,master,errored,311,2021-02-13 01:20:46 UTC,758762354,758762355,758762356,758762357,pull_request
758045218,2aa60c8dc80e0b82d48100176f6a0f227a997285,169,master,errored,104,2021-02-08 10:35:39 UTC,758045219,758045220,758045221,758045222,pull_request
745857610,ad9878e962601ad8b14e20d8303b8900fb9962ab,168,master,passed,334,2020-11-25 12:34:24 UTC,745857611,745857612,745857613,745857614,pull_request
742787420,ee1694e86741f651271f9ca6b818291e81287568,167,master,passed,352,2020-11-10 21:00:10 UTC,742787421,742787422,742787423,742787424,pull_request
733994807,0401d2aa4d37cda68bfabea70f4a2ba4b5dd2caf,154,master,passed,321,2020-10-08 14:38:45 UTC,733994808,733994809,733994810,733994811,pull_request
733824968,bb288740c38903fdcbc3692311e72bebd0f996fd,154,master,failed,310,2020-10-07 23:18:54 UTC,733824969,733824970,733824971,733824972,pull_request
695300933,20de1ae009b3e57044b1dab9e9ccef1950c2bcd1,165,master,passed,322,2020-06-06 05:23:37 UTC,695300934,695300935,695300936,695300937,pull_request
681336671,1f7dcd3fed0292282b10323d5379d5e8a08cf4f2,162,master,passed,317,2020-04-30 05:17:22 UTC,681336672,681336673,681336674,681336675,pull_request
652629869,ad42335fdda79bf9966062a846e3919bbc3a1ab8,159,master,passed,331,2020-02-19 18:50:57 UTC,652629870,652629871,652629872,652629873,pull_request
648567890,f026d3a8271adb89625d17750d4a2d717d2e5e5e,158,master,passed,347,2020-02-10 19:31:41 UTC,648567891,648567892,648567893,648567894,pull_request
648541925,1712b3b6dca42ed75018ed8f44d2a98694cec296,158,master,failed,354,2020-02-10 18:34:50 UTC,648541926,648541927,648541928,648541929,pull_request
647200973,dadd966386a07bff911943a528cc4d127d49c059,157,master,errored,712,2020-02-07 06:38:42 UTC,647200978,647200983,647200985,647200986,pull_request
637278827,5acccdc1fb65b0b060972b919617dd15ee598253,156,master,passed,335,2020-01-15 06:53:24 UTC,637278828,637278829,637278830,637278831,pull_request
616834190,cd685f36126034d66dd44d0db2b2d37063dd63f5,154,master,passed,370,2019-11-25 19:00:20 UTC,616834191,616834192,616834193,616834194,pull_request
615305168,daa3b61ad1136cbf42ddc0bbd3f74c731994c40d,153,master,errored,105,2019-11-21 23:10:32 UTC,615305169,615305170,615305171,615305172,pull_request
615065995,932a0eaa757188b8f1cde3ee45fa2414393d95f4,152,master,errored,645,2019-11-21 13:58:14 UTC,615065996,615065997,615065998,615065999,pull_request
