build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753519053,65ce469b54aa67988847f568d468fd06e46933d2,1316,master,errored,281,2021-01-08 11:29:20 UTC,753519054,753519055,753519056,pull_request
753518879,441a1419e6edcde3196be93c8e91721161a9f869,,button-symbol-widths,passed,364,2021-01-08 11:27:24 UTC,753518880,753518881,753518882,push
753518687,6f54205db793a8598d6a23e8462ed5b712d9be32,,master,passed,371,2021-01-08 11:24:18 UTC,753518688,753518689,753518690,push
753383675,554558edf2ce7994ac5f9d856667a12a4d951cdf,,master,passed,390,2021-01-07 16:54:36 UTC,753383676,753383677,753383678,push
753372755,549e9bfb71fd5c6767e8bf730572c1595ddcb7dd,,master,passed,385,2021-01-07 16:20:52 UTC,753372756,753372757,753372758,push
753369791,9f7ede55463220120376c613cd0509ecec3b57d1,1315,master,passed,386,2021-01-07 15:57:31 UTC,753369792,753369793,753369794,pull_request
753369787,f359281d664d49f0363c0665ef671126c13e66d4,,improved-completers,passed,379,2021-01-07 15:43:55 UTC,753369788,753369789,753369790,push
753369390,a2868b5a3aa07f25b74590ade7e9ab324354188a,1315,master,canceled,0,,753369391,753369392,753369393,pull_request
753369386,2822190c458395202ae440372e0af0de255a0c4c,,improved-completers,canceled,0,,753369387,753369388,753369389,push
753368659,079d43a8668cb6a17f265e8945e427810d36b08d,1315,master,canceled,0,,753368660,753368661,753368662,pull_request
753368604,58b30fece2bfb1493198ca822b16fe655352a46d,1314,master,passed,395,2021-01-07 15:31:41 UTC,753368605,753368606,753368607,pull_request
753368598,c4a5bbf2452a267d6c7e7f730325d6c43429e220,,improved-completers,canceled,0,,753368599,753368600,753368601,push
753368392,701918dd635ec7853e73b529c11b822fe7294fe5,,backtab-windows,passed,386,2021-01-07 15:22:37 UTC,753368393,753368394,753368395,push
753115865,063036c46592296999fc0c87f9604d977f2f15c6,1290,master,passed,379,2021-01-06 03:19:22 UTC,753115866,753115867,753115868,pull_request
753115802,7de00cff0fc684466d963de304240e683a9a4cea,1290,master,canceled,0,,753115803,753115804,753115805,pull_request
753115794,86d8870e440baf2f08ece8a14ab6570a9b3fbd25,1290,master,canceled,0,,753115795,753115796,753115797,pull_request
