build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758786024,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,438,2021-02-13 03:56:54 UTC,758786025,758786026,758786027,758786029,758786030,758786031,758786032,758786033,758786034,cron
754226002,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,432,2021-01-13 03:35:48 UTC,754226007,754226011,754226015,754226016,754226018,754226020,754226021,754226022,754226023,cron
749371737,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,361,2020-12-13 03:38:54 UTC,749371738,749371739,749371740,749371741,749371742,749371743,749371744,749371745,749371746,cron
743326692,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,645,2020-11-13 04:03:51 UTC,743326694,743326695,743326696,743326697,743326698,743326700,743326702,743326703,743326705,cron
735240872,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,392,2020-10-13 03:33:38 UTC,735240873,735240874,735240875,735240876,735240877,735240878,735240879,735240880,735240881,cron
726698700,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,378,2020-09-13 03:32:40 UTC,726698701,726698702,726698703,726698704,726698705,726698706,726698707,726698708,726698709,cron
717468130,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,380,2020-08-13 03:32:05 UTC,717468131,717468132,717468133,717468134,717468135,717468136,717468137,717468138,717468140,cron
707511097,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,387,2020-07-13 03:31:12 UTC,707511101,707511102,707511103,707511104,707511105,707511106,707511107,707511108,707511109,cron
697878655,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,371,2020-06-13 03:31:08 UTC,697878656,697878657,697878658,697878659,697878660,697878662,697878663,697878665,697878666,cron
686405834,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,362,2020-05-13 03:30:13 UTC,686405835,686405836,686405837,686405838,686405839,686405840,686405841,686405842,686405843,cron
674248183,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,368,2020-04-13 03:30:11 UTC,674248184,674248185,674248186,674248187,674248188,674248189,674248190,674248191,674248192,cron
661805628,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,359,2020-03-13 03:29:52 UTC,661805629,661805630,661805631,661805632,661805633,661805634,661805635,661805636,661805637,cron
649779456,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,385,2020-02-13 03:29:44 UTC,649779457,649779458,649779459,649779460,649779461,649779462,649779463,649779464,649779465,cron
636160883,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,362,2020-01-13 03:28:53 UTC,636160884,636160885,636160886,636160887,636160888,636160889,636160890,636160891,636160892,cron
624448393,ad8f46e50afdbaea377fc1f713bc0e7a31c4fccc,,master,failed,398,2019-12-13 03:28:09 UTC,624448394,624448395,624448396,624448397,624448398,624448399,624448401,624448402,624448403,cron
