build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747022976,8dd9558a04d5238337bcb8a91d519ac6116e84f6,,master,passed,6598,2020-12-01 22:04:13 UTC,747022977,747022978,747022980,747022981,747022984,747022985,747022986,747022987,747022988,747022989,747022990,747022991,747022992,747022993,747022994,747022995,push
746997944,576d1f926b2d36714195677601a8acf4a931fec9,1973,master,errored,1754,2020-12-01 16:37:02 UTC,746997945,746997946,746997947,746997948,746997949,746997950,746997951,746997952,746997953,746997954,746997955,746997956,746997957,746997958,746997959,pull_request
746634627,df4c4b0279021c3eea3ccf4e5249eaa59dca8667,1971,master,passed,5564,2020-11-29 22:39:58 UTC,746634628,746634629,746634630,746634631,746634632,746634633,746634634,746634635,746634636,746634637,746634638,746634639,746634640,746634641,746634642,pull_request
745968182,2218dd23e2b1132a810a3e33284b844cce81b490,,master,passed,6424,2020-11-25 23:19:32 UTC,745968183,745968184,745968185,745968186,745968187,745968188,745968189,745968190,745968191,745968192,745968193,745968194,745968195,745968196,745968197,745968198,push
745458072,51f18bf7755b97a4ab3e560431a3578d119a2bdf,,master,passed,6375,2020-11-23 18:05:28 UTC,745458073,745458074,745458075,745458076,745458077,745458078,745458079,745458080,745458081,745458082,745458083,745458084,745458085,745458086,745458087,745458088,push
745452203,2218dd23e2b1132a810a3e33284b844cce81b490,,master,canceled,0,,745452204,745452205,745452206,745452207,745452208,745452209,745452210,745452211,745452212,745452213,745452214,745452215,745452216,745452217,745452218,745452219,push
744598574,a965e4903d58e767e9ec844925f01761462ada5d,1900,master,passed,10725,2020-11-19 07:02:14 UTC,744598575,744598576,744598577,744598578,744598579,744598580,744598581,744598582,744598583,744598584,744598585,744598586,744598587,744598588,744598589,744598590,744598591,744598592,744598593,pull_request
744521187,e180ec1bd10829778d59dab1f8c07f641b1d1241,1967,master,passed,6025,2020-11-18 22:19:09 UTC,744521188,744521189,744521190,744521191,744521192,744521193,744521194,744521195,744521196,744521197,744521198,744521199,744521200,744521201,744521202,pull_request
744418090,9caf14323739f2b36b3ef6a1c69ac15531598cda,,master,errored,5868,2020-11-18 13:47:58 UTC,744418091,744418092,744418093,744418094,744418095,744418096,744418097,744418098,744418099,744418100,744418101,744418102,744418103,744418104,744418105,744418106,push
744417859,e5e9069d0b3265afc4e93ade423eee90554643c3,,master,canceled,0,,744417860,744417861,744417862,744417863,744417864,744417865,744417866,744417867,744417868,744417869,744417870,744417871,744417872,744417873,744417874,744417875,push
744389942,bbf3fb0407d62f00d470345f1bddee84d4526d9d,1966,master,passed,5710,2020-11-18 10:46:07 UTC,744389943,744389944,744389945,744389946,744389947,744389948,744389949,744389950,744389951,744389952,744389953,744389954,744389955,744389956,744389957,pull_request
744386779,2b6c04ee2da872844ff23624739fd778660a2840,1966,master,canceled,0,,744386780,744386781,744386782,744386783,744386784,744386785,744386786,744386787,744386788,744386789,744386790,744386791,744386792,744386793,744386794,pull_request
744386232,cb46412a202c56b864ff6bb344c6498ac6b0b0af,1966,master,canceled,0,,744386233,744386234,744386235,744386236,744386237,744386238,744386239,744386240,744386241,744386242,744386243,744386244,744386245,744386246,744386247,pull_request
744381929,d51bfb313e11469cf28d53b1277007e5dbddd8ac,1966,master,canceled,3018,2020-11-18 09:53:51 UTC,744381930,744381931,744381932,744381933,744381934,744381935,744381936,744381937,744381938,744381939,744381940,744381941,744381942,744381943,744381944,pull_request
744315305,2db8d2eaf9ea7a3a4779851d64e196e1cef4cf6b,1966,master,failed,5817,2020-11-18 06:40:30 UTC,744315306,744315307,744315308,744315309,744315310,744315311,744315312,744315313,744315314,744315315,744315316,744315317,744315318,744315319,744315320,pull_request
744266112,f185ae3a979b64a68274d60c3548346f36687dd7,1965,master,failed,5800,2020-11-18 03:05:33 UTC,744266113,744266114,744266115,744266116,744266117,744266118,744266119,744266120,744266121,744266122,744266123,744266124,744266125,744266126,744266127,pull_request
744262895,fc82b855039a05c0cde4c2eb9c82a86ced3e08ce,1965,master,canceled,0,,744262896,744262897,744262898,744262899,744262900,744262901,744262902,744262903,744262904,744262905,744262906,744262907,744262908,744262909,744262910,pull_request
744259406,59cc17c3a62e72af6bd083f204abac7dd8630335,1965,master,canceled,0,,744259407,744259408,744259409,744259410,744259411,744259412,744259413,744259414,744259415,744259416,744259417,744259418,744259419,744259420,744259421,pull_request
744252235,c3f6006737ceb64f84404912cfe9837444902124,1946,master,errored,4581,2020-11-18 00:16:45 UTC,744252236,744252237,744252238,744252239,744252240,744252241,744252242,744252243,744252244,744252245,744252246,744252247,744252248,744252249,744252250,pull_request
744251862,bbb032cc73514c8ea99731e030e6b5bd21e9a034,1966,master,failed,5781,2020-11-17 21:03:39 UTC,744251863,744251864,744251865,744251866,744251867,744251868,744251869,744251870,744251871,744251872,744251873,744251874,744251875,744251876,744251877,pull_request
744250959,bd4e0e840b1a30f0828429828508d02e750f148f,1946,master,canceled,-14791,2020-11-17 20:00:31 UTC,744250960,744250961,744250962,744250963,744250964,744250965,744250966,744250967,744250968,744250969,744250970,744250971,744250972,744250973,744250974,pull_request
744207495,4ea43d6f461b935c754bcee548b544eab8fd60b6,1966,master,canceled,3440,2020-11-17 17:23:39 UTC,744207496,744207497,744207498,744207499,744207500,744207501,744207502,744207503,744207504,744207505,744207506,744207507,744207508,744207509,744207510,pull_request
744202935,208ca25f384429c72d88865721655e72b01905d0,1966,master,canceled,0,,744202941,744202943,744202945,744202946,744202947,744202948,744202949,744202950,744202951,744202952,744202953,744202954,744202955,744202956,744202957,pull_request
744181320,83551c3962c8f7242c0007027d019c7f8ae5ffbf,1966,master,canceled,3665,2020-11-17 14:23:25 UTC,744181321,744181322,744181323,744181324,744181325,744181326,744181327,744181328,744181329,744181330,744181331,744181332,744181333,744181334,744181335,pull_request
744180727,3b8f79f240abea14dabe127a1f2ce6b3053b639b,1966,master,canceled,0,,744180728,744180729,744180730,744180731,744180732,744180733,744180734,744180735,744180736,744180737,744180738,744180739,744180740,744180741,744180742,pull_request
744179374,d6ccc1dd488a2c497f4a5b7509f9c94d664f8a15,1966,master,canceled,0,,744179375,744179376,744179377,744179378,744179379,744179380,744179381,744179382,744179383,744179384,744179385,744179386,744179387,744179388,744179389,pull_request
744145710,0a789a4e6e0e89aece49b47a41e009264b2236c7,1750,master,failed,5778,2020-11-17 10:20:25 UTC,744145711,744145712,744145713,744145714,744145715,744145716,744145717,744145718,744145719,744145720,744145721,744145722,744145723,744145724,744145725,pull_request
744043021,e40614d62e5b447d37b4a50555d9de9a1ec43314,1965,master,failed,5505,2020-11-17 05:42:21 UTC,744043022,744043023,744043024,744043025,744043026,744043027,744043028,744043029,744043030,744043031,744043032,744043033,744043034,744043035,744043036,pull_request
744009321,ee679b490cfff843242b59b56fa1a537aa3ab60e,1964,master,errored,461,2020-11-17 04:47:43 UTC,744009322,744009323,744009324,744009325,744009326,744009327,744009328,744009329,744009330,744009331,744009332,744009333,744009334,744009335,744009336,pull_request
744006777,1a8d6e1d2bd8284d0ee042a955ce347429aa633a,1965,master,canceled,0,,744006778,744006779,744006780,744006781,744006782,744006783,744006784,744006785,744006786,744006787,744006788,744006789,744006790,744006791,744006792,pull_request
743982928,931d08ac3d51c72f6c1a343a3fe33dffc40730af,1946,master,errored,6086,2020-11-17 03:02:47 UTC,743982929,743982930,743982931,743982932,743982933,743982934,743982935,743982936,743982937,743982938,743982939,743982940,743982941,743982942,743982943,pull_request
743947680,34be06bc014e3300e2f7d123ae6428592007d024,1960,master,failed,5812,2020-11-17 00:32:32 UTC,743947681,743947682,743947683,743947684,743947685,743947686,743947687,743947688,743947689,743947690,743947691,743947692,743947693,743947694,743947695,pull_request
743946409,a992b3242a560771363020a51673dedfc848ac4c,,master,errored,6590,2020-11-16 20:12:24 UTC,743946411,743946412,743946413,743946414,743946416,743946417,743946418,743946419,743946420,743946421,743946422,743946423,743946424,743946425,743946426,743946427,push
743939831,fc19f015cba63497b0956d0c634189d93b6026c2,1963,master,errored,493,2020-11-16 16:24:39 UTC,743939832,743939833,743939834,743939835,743939836,743939837,743939838,743939839,743939840,743939841,743939842,743939843,743939844,743939845,743939846,pull_request
743939747,514328ed38eaf9ab4636684f6e4ae57a1747b3eb,,davecramer-updatebuild,errored,459,2020-11-16 14:29:41 UTC,743939748,743939749,743939750,743939751,743939752,743939753,743939754,743939755,743939757,743939758,743939760,743939761,743939762,743939763,743939764,743939765,push
743927568,1beddf21a242a4dbdbdf20a0e9a2c6c4abf3e025,1962,master,errored,4105,2020-11-16 13:05:56 UTC,743927569,743927570,743927571,743927572,743927573,743927574,743927575,743927576,743927577,743927578,743927579,743927580,743927581,743927582,743927583,pull_request
743923004,9b07dbe7719957a7a6a911be66dc48ae26df96f5,1962,master,failed,5539,2020-11-16 11:54:14 UTC,743923005,743923006,743923007,743923008,743923009,743923010,743923011,743923012,743923013,743923014,743923015,743923016,743923017,743923018,743923019,pull_request
743768995,1eb6fd35c621cbeccc08df788fa6bca7c2e9a1ca,1961,master,failed,5585,2020-11-15 16:40:31 UTC,743768996,743768997,743768998,743768999,743769000,743769001,743769002,743769003,743769004,743769005,743769006,743769007,743769008,743769009,743769010,pull_request
743671589,b6ba2ebc879012e00775162777ba11bebd9db11d,1959,master,failed,5804,2020-11-15 00:05:06 UTC,743671590,743671591,743671592,743671593,743671594,743671595,743671596,743671597,743671598,743671599,743671600,743671601,743671602,743671603,743671604,pull_request
743671355,02a2c582ad3d442eacd6583aa2ff8fe2e36505b8,1960,master,failed,5755,2020-11-14 23:38:33 UTC,743671356,743671357,743671358,743671359,743671360,743671361,743671362,743671363,743671364,743671365,743671366,743671367,743671368,743671369,743671370,pull_request
743670744,41eb5752d0224be093ee3a796f86a5fc83492841,1960,master,failed,5667,2020-11-14 23:15:47 UTC,743670745,743670746,743670747,743670748,743670749,743670750,743670751,743670752,743670753,743670754,743670755,743670756,743670757,743670758,743670759,pull_request
743524010,775b4ed1b228d6384501b3a28665778b143e513a,900,master,failed,5801,2020-11-14 03:44:00 UTC,743524011,743524012,743524013,743524014,743524015,743524016,743524017,743524018,743524019,743524020,743524021,743524022,743524023,743524024,743524025,pull_request
743477833,8c8d50c6419cc0ea09e4fdcd8df6e995c116d339,1946,master,errored,5601,2020-11-14 02:08:35 UTC,743477834,743477835,743477836,743477837,743477838,743477839,743477840,743477841,743477842,743477843,743477844,743477845,743477846,743477847,743477848,pull_request
743474714,0531a310fc7c6231652f12f6f289dd1fc2217775,1946,master,canceled,0,,743474715,743474716,743474717,743474718,743474719,743474720,743474721,743474722,743474723,743474724,743474725,743474726,743474727,743474728,743474729,pull_request
743461253,6e71da914dc193203577cd2efcc3b54fdd7bc3f6,1946,master,canceled,0,,743461254,743461255,743461256,743461257,743461258,743461259,743461260,743461261,743461262,743461263,743461264,743461265,743461266,743461267,743461268,pull_request
