build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747460947,e07c47fac93bfeea5a5fff54115cf418497148e5,763,master,passed,864,2020-12-03 18:30:06 UTC,747460948,747460949,747460950,747460951,747460952,747460953,747460954,747460955,747460956,747460957,pull_request
747381270,9f6ea69f49fad04ece0611b856e0debfac2ae805,,v2.9.0,passed,852,2020-12-03 10:24:44 UTC,747381271,747381272,747381273,747381274,747381275,747381276,747381277,747381278,747381279,747381280,push
746571502,17badc52ff34fd3dfb3b35ec050f57593bac3e7a,761,master,passed,808,2020-11-29 14:09:48 UTC,746571503,746571504,746571505,746571506,746571507,746571508,746571509,746571510,746571511,746571512,pull_request
744109091,d46b99203d768debf090db2bc44bd98467d3659e,758,master,passed,845,2020-11-17 05:28:09 UTC,744109092,744109093,744109094,744109095,744109096,744109097,744109098,744109099,744109100,744109101,pull_request
743137256,9f6ea69f49fad04ece0611b856e0debfac2ae805,,master,passed,841,2020-11-12 09:40:24 UTC,743137257,743137258,743137259,743137260,743137261,743137262,743137263,743137264,743137265,743137266,push
743005360,7ecac0317f9080e4dfb7993e71dd328d06881fd8,756,master,passed,845,2020-11-11 21:14:34 UTC,743005361,743005362,743005363,743005364,743005365,743005366,743005367,743005368,743005369,743005370,pull_request
743005349,89747a61d95d72803820c531e0fe28948b9fcbda,,become-290,passed,886,2020-11-11 19:19:58 UTC,743005350,743005351,743005352,743005353,743005354,743005355,743005356,743005357,743005358,743005359,push
742947461,6fc9a02f1488e35cb782fc55b6b89373e82dc79a,756,master,failed,877,2020-11-11 15:59:43 UTC,742947462,742947463,742947464,742947465,742947466,742947467,742947468,742947469,742947470,742947471,pull_request
742947450,05434eea14130d124372f14a4657c6740d051c75,,become-290,failed,894,2020-11-11 14:38:02 UTC,742947451,742947452,742947453,742947454,742947455,742947456,742947457,742947458,742947459,742947460,push
742935385,afc4b4a187c74541a4f6d900048cc7575f2eb722,756,master,canceled,0,,742935386,742935387,742935388,742935389,742935390,742935391,742935392,742935393,742935394,742935395,pull_request
742935317,ce91146bf97204bbdcd54aded3e5fb1f81a18988,,become-290,canceled,0,,742935318,742935319,742935320,742935321,742935322,742935323,742935324,742935325,742935326,742935327,push
742928509,0a3402594d66eb4c8f76c42563a91a8ec88c3b04,,master,passed,860,2020-11-11 14:34:57 UTC,742928510,742928511,742928512,742928513,742928514,742928515,742928516,742928517,742928518,push
742919483,efa0d6d3d7f632ff398705d4f767d953226c16fd,,v2.8.1,canceled,0,,742919484,742919485,742919486,742919487,742919488,742919489,742919490,742919491,742919492,push
742919263,efa0d6d3d7f632ff398705d4f767d953226c16fd,,2.8-maintenance,passed,871,2020-11-11 12:50:09 UTC,742919264,742919265,742919266,742919267,742919268,742919269,742919270,742919271,742919272,push
742904822,57260c4a1ff824b19b4634954241ef735dae817f,755,2.8-maintenance,errored,236,2020-11-11 11:34:29 UTC,742904823,742904824,742904825,742904826,742904827,742904828,742904829,742904830,742904831,pull_request
742904764,d45b2d300b1e2ef261c243ab7d094045d61fcd8e,,2.8-maintenance,passed,889,2020-11-11 10:40:10 UTC,742904765,742904766,742904767,742904768,742904769,742904770,742904771,742904772,742904773,push
742904678,8d89c9100be1e44c69522f192578b8c622e87d55,,become-281,passed,915,2020-11-11 09:51:42 UTC,742904679,742904680,742904681,742904682,742904683,742904684,742904685,742904686,742904687,push
742897204,6e29f11234a046fca4716b8804f8cd62c7b51166,,master,passed,809,2020-11-11 08:56:25 UTC,742897205,742897206,742897207,742897208,742897209,742897210,742897211,742897212,742897213,push
742688947,73ccfd73baef111f7e0d17f7d83cecb7def1efe2,752,master,passed,830,2020-11-10 14:47:45 UTC,742688948,742688949,742688950,742688951,742688952,742688953,742688954,742688955,742688956,pull_request
742668375,688d1310e9adfa1c3543b563e275b3faffd88c96,,master,passed,871,2020-11-10 13:12:12 UTC,742668376,742668377,742668378,742668379,742668380,742668381,742668382,742668383,742668384,push
742668175,b48d47643299247a0b15129772c0e67d1e0fbb01,752,master,passed,823,2020-11-10 12:06:31 UTC,742668176,742668177,742668178,742668179,742668180,742668181,742668182,742668183,742668184,pull_request
742668071,27fa432f23d18b02ae6b29df02b86af208e58b20,,pytest-6,errored,237,2020-11-10 11:03:25 UTC,742668072,742668073,742668074,742668075,742668076,742668077,742668078,742668079,742668080,push
