build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
750958880,9650f9ec376b83224791676a071c433056e7a5e6,,master,passed,879,2020-12-22 03:30:45 UTC,750958881,750958882,750958883,750958884,750958885,750958886,750958887,750958888,750958889,750958890,750958891,750958892,push
750925392,093b555eae64bdfe07f8249128403069092ec60e,734,master,passed,887,2020-12-21 22:44:31 UTC,750925393,750925394,750925395,750925396,750925397,750925398,750925399,750925400,750925401,750925402,750925403,750925404,pull_request
750813878,cc385645984a710d204d9333d9169d1ffb2d64a4,734,master,passed,885,2020-12-21 09:48:41 UTC,750813879,750813880,750813881,750813882,750813883,750813884,750813885,750813886,750813887,750813888,750813889,750813890,pull_request
750319224,a612f4b1f3503c7131b739a10f6f437c1c796201,,v6.3.0,passed,824,2020-12-18 02:59:32 UTC,750319225,750319226,750319227,750319228,750319229,750319230,750319231,750319232,750319233,750319234,750319235,750319236,push
750319110,a612f4b1f3503c7131b739a10f6f437c1c796201,,6-3-stable,passed,794,2020-12-18 02:04:23 UTC,750319111,750319112,750319113,750319114,750319115,750319116,750319117,750319118,750319119,750319120,750319121,750319122,push
750318620,da974415c3fef7843ce54911b7cbe7e1d73cd380,,master,passed,912,2020-12-18 00:48:04 UTC,750318621,750318622,750318623,750318624,750318625,750318626,750318627,750318628,750318629,750318630,750318631,750318632,push
750303140,e4a3a3a72eaa52f63a58b3064e216f284555f2e5,733,master,passed,845,2020-12-17 22:53:47 UTC,750303141,750303142,750303143,750303144,750303145,750303146,750303147,750303148,750303149,750303150,750303151,750303152,pull_request
750103882,bddf040b3dc98aea624d8deeb175772334f5c3cc,733,master,failed,879,2020-12-16 22:42:47 UTC,750103883,750103884,750103885,750103886,750103887,750103888,750103889,750103890,750103891,750103892,750103893,750103894,pull_request
750056324,d2a8ec1b87d7d2ddc996ed3151150e74d4d70c68,733,master,errored,652,2020-12-16 17:51:44 UTC,750056325,750056326,750056327,750056328,750056329,750056330,750056331,750056332,750056333,750056334,750056335,750056336,pull_request
750055433,dea151818b6ba1c9dba873acb22edf1965a7e522,733,master,canceled,0,,750055434,750055435,750055436,750055437,750055438,750055439,750055440,750055441,750055442,pull_request
748647438,6391e9c42c70c9b1d9eb2d7447203d3f8b3a0110,733,master,failed,711,2020-12-09 23:46:54 UTC,748647439,748647440,748647441,748647442,748647443,748647444,748647445,748647446,748647447,pull_request
745326550,b45a48d88641beb373d7b9acd4a6d09d4c8a785e,,v5.2.0,failed,818,2020-11-23 04:20:21 UTC,745326551,745326552,745326553,745326554,745326555,745326556,745326557,745326558,745326559,push
745024750,b635f4dbbc99b3c5ae5667c007b512b46c4f930a,,master,passed,817,2020-11-21 05:20:16 UTC,745024751,745024752,745024753,745024754,745024755,745024756,745024757,745024758,745024759,push
736491535,58df44e9aabc750f5f1e9940babb270e816141d0,731,master,passed,599,2020-10-16 20:20:50 UTC,736491536,736491537,736491538,736491539,736491540,736491541,736491542,736491543,736491544,pull_request
736491240,71f8cda535bac0098f20e178a2f3f9e2d025f3c4,,deprecate_find_by_login_method,passed,611,2020-10-16 20:18:01 UTC,736491241,736491242,736491243,736491244,736491245,736491246,736491247,736491248,736491249,push
736096875,71ac6e5c7245f6eb32c173ebb6660e9154795c4f,,master,passed,830,2020-10-15 16:28:37 UTC,736096876,736096877,736096878,736096879,736096880,736096881,736096882,736096883,736096884,push
736082186,6c437349002bb7c52d7fe0c45fc64d3816530fd7,730,master,passed,856,2020-10-15 15:40:59 UTC,736082187,736082188,736082189,736082190,736082191,736082192,736082193,736082194,736082195,pull_request
727470634,dc5dba9b2b63e2e63a3d00c7102a57f88a325d44,728,master,passed,612,2020-09-15 19:04:57 UTC,727470637,727470638,727470639,727470640,727470641,727470642,727470645,727470646,727470647,pull_request
727470210,4e660bcea877b3d7fb571d61ee671ac4a1424a00,728,master,passed,614,2020-09-15 18:53:52 UTC,727470211,727470212,727470213,727470214,727470215,727470216,727470217,727470218,727470219,pull_request
727469621,a55ec699794d511678aa0151b0691179f47d633c,728,master,failed,610,2020-09-15 18:51:41 UTC,727469622,727469623,727469624,727469625,727469626,727469627,727469628,727469629,727469630,pull_request
727356963,226ca6575508bf189d3002957a9568775b170b52,728,master,failed,608,2020-09-15 12:58:49 UTC,727356964,727356965,727356966,727356967,727356968,727356969,727356970,727356971,727356972,pull_request
727350832,a1ea89307fd4ee08cd130981e1f14bd373c297ba,728,master,failed,554,2020-09-15 12:33:25 UTC,727350833,727350834,727350835,727350836,727350837,727350838,727350839,727350840,727350841,pull_request
727350502,fe63d3da6a4c0978627aca29c8e751571eeffa0a,728,master,failed,577,2020-09-15 12:31:54 UTC,727350503,727350504,727350505,727350506,727350507,727350508,727350509,727350510,727350511,pull_request
727197458,c546b5b39149f36f89b8d671ff7211f4888b1f7d,728,master,passed,607,2020-09-14 22:48:38 UTC,727197459,727197460,727197461,727197462,727197463,727197464,727197465,727197466,727197467,pull_request
727196945,22e4d78ed6d51d5cf2653fd7a6bda21ac8cc5cb7,728,master,passed,603,2020-09-14 22:45:37 UTC,727196946,727196947,727196948,727196949,727196950,727196951,727196952,727196953,727196954,pull_request
726277895,3a9a954a886f334347bdcb952c6c208f7341b318,728,master,passed,614,2020-09-11 13:44:15 UTC,726277896,726277897,726277898,726277899,726277900,726277901,726277902,726277903,726277904,pull_request
726275726,40a8fb1f27cb201eeb74a4b62281e0d51e897487,728,master,passed,645,2020-09-11 13:35:31 UTC,726275727,726275728,726275729,726275730,726275731,726275732,726275733,726275734,726275735,pull_request
725803900,32942b04b0267e09a6d4bb86f9c53dbde4e61f8e,,master,passed,598,2020-09-10 04:19:41 UTC,725803901,725803902,725803903,725803904,725803905,725803906,725803907,725803908,725803909,push
725803139,4f42c80babff38f27c449d3905b5d8fd853209cd,729,master,passed,597,2020-09-10 04:15:40 UTC,725803140,725803141,725803142,725803143,725803144,725803145,725803146,725803147,725803148,pull_request
725802862,606f774234971b5bbd5b1c40fc3e647a5600d249,,thread_safety_726,passed,600,2020-09-10 04:14:03 UTC,725802863,725802864,725802865,725802867,725802869,725802883,725802884,725802885,725802886,push
725788340,5a2eb69c6f481c28192678b8f39e7a9a67a5bc12,,master,passed,603,2020-09-10 02:44:04 UTC,725788341,725788342,725788343,725788344,725788345,725788346,725788347,725788348,725788349,push
725788280,5a2eb69c6f481c28192678b8f39e7a9a67a5bc12,,v6.2.0,passed,586,2020-09-10 02:42:29 UTC,725788281,725788282,725788283,725788284,725788285,725788286,725788287,725788288,725788289,push
