build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
700707372,a0c81f0dd94ef6527e9732a41741bc2243a8e9e9,553,master,passed,1958,2020-06-22 01:09:35 UTC,700707373,700707374,700707375,700707376,700707377,700707378,700707379,700707380,700707381,700707382,700707383,700707384,700707385,700707386,700707387,700707388,700707389,700707390,700707391,700707392,700707393,pull_request
700707350,c0fc8ef1bd59f1b0184602af55f369d534604071,,issue-551,passed,1925,2020-06-22 01:02:15 UTC,700707351,700707352,700707353,700707354,700707355,700707356,700707357,700707358,700707359,700707360,700707361,700707362,700707363,700707364,700707365,700707366,700707367,700707368,700707369,700707370,700707371,push
700704664,a0c75203707070cecd479c9655f9b76c61c26200,553,master,passed,1931,2020-06-22 00:52:38 UTC,700704665,700704666,700704667,700704668,700704669,700704670,700704671,700704672,700704673,700704674,700704675,700704676,700704677,700704678,700704679,700704680,700704681,700704682,700704683,700704684,700704685,pull_request
700704513,831b9d5740381aa4c28046524dab4b8cabaec0e8,,issue-551,passed,2476,2020-06-22 00:45:29 UTC,700704514,700704515,700704516,700704517,700704518,700704519,700704520,700704521,700704522,700704523,700704524,700704525,700704526,700704527,700704528,700704529,700704530,700704531,700704532,700704533,700704534,push
693282911,3c2a8ff86590459681c6759c512ce66dd14a697e,549,master,passed,1978,2020-06-01 01:29:24 UTC,693282912,693282913,693282914,693282915,693282916,693282917,693282918,693282919,693282920,693282921,693282922,693282923,693282924,693282925,693282926,693282927,693282928,693282929,693282930,693282931,693282932,pull_request
693282854,1af4b858767aaaad24e1254a60ff70841a456c34,,fix-issue448,passed,1910,2020-06-01 01:22:02 UTC,693282855,693282856,693282858,693282860,693282861,693282862,693282863,693282864,693282865,693282866,693282868,693282869,693282870,693282872,693282874,693282875,693282876,693282877,693282878,693282879,693282880,push
693282276,4644771e428e28127657fd54e3e39d3ebb8f5aa8,549,master,canceled,0,,693282277,693282278,693282279,693282280,693282281,693282282,693282283,693282284,693282285,693282286,693282287,693282288,693282289,693282290,693282291,693282292,693282293,693282294,693282295,693282296,693282297,pull_request
693282172,b48d6a8a7b067e6f3d7f530598951b9a511771e1,,fix-issue448,passed,1920,2020-06-01 01:14:51 UTC,693282173,693282174,693282175,693282176,693282177,693282178,693282179,693282180,693282181,693282182,693282183,693282184,693282185,693282186,693282187,693282188,693282189,693282190,693282191,693282192,693282193,push
693148544,9d82181084ef39876f8eb2a00e9d9e9cc151b1dd,,v1.5.3,passed,1915,2020-05-31 14:14:25 UTC,693148546,693148548,693148549,693148551,693148552,693148553,693148554,693148555,693148557,693148558,693148559,693148560,693148561,693148563,693148564,693148565,693148566,693148567,693148568,693148569,693148570,push
693148298,9d82181084ef39876f8eb2a00e9d9e9cc151b1dd,,master,passed,1928,2020-05-31 14:07:17 UTC,693148300,693148302,693148303,693148305,693148315,693148318,693148319,693148321,693148322,693148323,693148324,693148325,693148326,693148327,693148328,693148329,693148330,693148332,693148334,693148336,693148337,push
693145401,1d20012e3b4749be83d8767b5bd67d7cd0aa3c43,,master,passed,1925,2020-05-31 13:59:58 UTC,693145402,693145403,693145404,693145405,693145406,693145407,693145408,693145409,693145410,693145411,693145412,693145413,693145414,693145415,693145416,693145417,693145418,693145419,693145420,693145421,693145422,push
693135075,e6635094f505fa08f3f4a031efc23992873365fa,548,master,passed,1930,2020-05-31 13:48:54 UTC,693135076,693135077,693135078,693135079,693135080,693135081,693135082,693135083,693135084,693135085,693135086,693135087,693135088,693135089,693135090,693135091,693135092,693135093,693135094,693135095,693135096,pull_request
693135053,59b4e5570284af0e05940a05519ced8711725993,,pycodestyle260,passed,1911,2020-05-31 13:41:46 UTC,693135054,693135055,693135056,693135057,693135058,693135059,693135060,693135061,693135062,693135063,693135064,693135065,693135066,693135067,693135068,693135069,693135070,693135071,693135072,693135073,693135074,push
693127599,f0309c818cea62291ff5557c9acaa1e4371b2044,548,master,errored,1992,2020-05-31 13:19:02 UTC,693127600,693127601,693127602,693127603,693127604,693127605,693127606,693127607,693127608,693127609,693127610,693127611,693127612,693127613,693127614,693127615,693127616,693127617,693127618,693127619,693127620,pull_request
693127572,f68e8875b6440b8390332c2e280f1c6097c2778c,,pycodestyle260,errored,2045,2020-05-31 13:12:10 UTC,693127573,693127574,693127575,693127576,693127577,693127578,693127579,693127580,693127581,693127582,693127583,693127584,693127585,693127586,693127587,693127588,693127589,693127590,693127591,693127592,693127593,push
693127278,2160e0fe541df9055a75da0d38933f363c046d9f,,pycodestyle260,failed,1459,2020-05-31 13:07:03 UTC,693127279,693127280,693127281,693127282,693127283,693127284,693127285,693127286,693127287,693127288,693127289,693127290,693127291,693127292,693127293,693127294,693127295,693127296,693127297,693127298,693127299,push
693125278,8798dd03e3cc48cb567520fa160c54c8d5aafb2b,,pycodestyle260,passed,1869,2020-05-31 12:58:18 UTC,693125279,693125280,693125281,693125282,693125283,693125284,693125285,693125286,693125287,693125288,693125289,693125290,693125291,693125292,693125293,693125294,693125295,693125296,693125297,693125298,693125299,push
690791592,20f8a4140db9d7d5db7acc669eb5996c6246695f,,master,passed,1738,2020-05-25 03:35:31 UTC,690791593,690791594,690791595,690791596,690791597,690791598,690791599,690791600,690791601,690791602,690791603,690791604,690791605,690791606,690791607,690791608,690791609,690791610,690791611,690791612,690791613,push
690666054,047376a427e8015c1ab0efb25f5702bcb3afd815,,master,passed,1731,2020-05-24 17:04:52 UTC,690666055,690666056,690666057,690666058,690666059,690666060,690666061,690666062,690666063,690666064,690666065,690666066,690666067,690666068,690666069,690666070,690666071,690666072,690666073,690666074,690666075,cron
689680560,047376a427e8015c1ab0efb25f5702bcb3afd815,,master,passed,1718,2020-05-21 15:00:53 UTC,689680561,689680562,689680563,689680564,689680565,689680566,689680567,689680568,689680569,689680570,689680571,689680572,689680573,689680574,689680575,689680576,689680577,689680578,689680579,689680580,689680581,push
689678231,d304ee69ae4e13000790f97ac1cb120c849f10bc,546,master,passed,1741,2020-05-22 00:15:21 UTC,689678232,689678233,689678234,689678235,689678236,689678237,689678238,689678239,689678240,689678241,689678242,689678243,689678244,689678245,689678246,689678247,689678248,689678249,689678250,689678251,689678252,pull_request
689677733,98f97d503a9908c633f7d9af4bb8a7c5063cefc0,545,master,passed,1724,2020-05-21 14:47:09 UTC,689677734,689677735,689677736,689677737,689677738,689677739,689677740,689677741,689677742,689677743,689677744,689677745,689677746,689677747,689677748,689677749,689677750,689677751,689677752,689677753,689677754,pull_request
688792710,f2b91eaccce460ab8283817322c0e9085978960e,,pycodestyle260,failed,1344,2020-05-19 12:35:34 UTC,688792713,688792715,688792717,688792718,688792719,688792720,688792721,688792722,688792723,688792725,688792727,688792728,688792729,688792730,688792731,688792732,688792733,688792734,688792735,688792736,688792737,push
688748213,71137712cb24d8ab87b632ed628b8d8f522eecd5,,support-toml,passed,1771,2020-05-19 10:02:55 UTC,688748214,688748215,688748216,688748217,688748218,688748219,688748220,688748221,688748222,688748223,688748224,688748225,688748226,688748227,688748228,688748229,688748230,688748231,688748232,688748233,688748234,push
688666949,0982be58f9bfbeeba3d3ec70c74a287e17d506cc,,fix-issue543,passed,1667,2020-05-19 04:21:10 UTC,688666950,688666951,688666952,688666953,688666954,688666955,688666956,688666957,688666958,688666959,688666960,688666961,688666962,688666963,688666964,688666965,688666966,688666967,688666968,688666969,688666970,push
684286001,2d54d0491906b8cb8d3c694cc0c46197e395f549,,tmp,failed,1337,2020-05-07 13:53:34 UTC,684286002,684286003,684286004,684286005,684286006,684286007,684286008,684286009,684286010,684286011,684286012,684286013,684286014,684286015,684286016,684286017,684286018,684286019,684286020,684286021,684286022,push
682512111,19f4fcf2acbedd78b4510b8260e95f7d389f812b,,master,passed,1678,2020-05-03 06:51:45 UTC,682512112,682512113,682512114,682512115,682512116,682512117,682512118,682512119,682512120,682512121,682512122,682512123,682512124,682512125,682512126,682512127,682512128,682512129,682512130,682512131,682512132,push
682510796,19f4fcf2acbedd78b4510b8260e95f7d389f812b,,fix-pycodestyle-version,passed,1728,2020-05-03 06:41:08 UTC,682510797,682510798,682510799,682510800,682510801,682510802,682510803,682510804,682510805,682510806,682510807,682510808,682510809,682510810,682510811,682510812,682510813,682510814,682510815,682510816,682510817,push
682507415,ab731170708f0cdf9aa70ecd4ba56ec0ad1394d6,,master,failed,1321,2020-05-03 06:15:01 UTC,682507416,682507417,682507418,682507419,682507420,682507421,682507422,682507423,682507424,682507425,682507426,682507427,682507428,682507429,682507430,682507431,682507432,682507433,682507434,682507435,682507436,push
679125844,84cb34cad9b3e6fe520cb5b355eb52e6b6dd5758,,master,failed,1334,2020-04-24 17:04:31 UTC,679125848,679125855,679125858,679125859,679125860,679125862,679125863,679125865,679125867,679125870,679125872,679125875,679125877,679125879,679125881,679125885,679125889,679125893,679125897,679125900,679125904,cron
678612002,d8e85fbea493e4d0147e44ed62ccbd0ef6bd34f6,,fix-issue540,passed,1814,2020-04-23 15:12:49 UTC,678612003,678612004,678612005,678612006,678612007,678612008,678612009,678612010,678612011,678612012,678612013,678612014,678612015,678612016,678612017,678612018,678612019,678612020,678612021,678612022,678612023,push
678608694,03807d247c7685f2eb954639c90c35ef30173f55,541,master,passed,2024,2020-04-23 14:05:22 UTC,678608695,678608696,678608697,678608698,678608699,678608700,678608701,678608702,678608703,678608704,678608705,678608706,678608707,678608708,678608709,678608710,678608711,678608712,678608713,678608714,678608715,pull_request
678607450,03807d247c7685f2eb954639c90c35ef30173f55,541,master,canceled,0,,678607452,678607454,678607455,678607458,678607459,678607460,678607461,678607462,678607463,678607464,678607465,678607467,678607468,678607469,678607470,678607471,678607472,678607473,678607474,678607476,678607477,pull_request
678606718,d6aae6a37634af9666abc67c0ebc934e1f506996,,fix-issue540,passed,1975,2020-04-23 14:00:58 UTC,678606719,678606720,678606721,678606722,678606723,678606724,678606725,678606726,678606727,678606728,678606729,678606730,678606731,678606732,678606733,678606734,678606735,678606736,678606737,678606738,678606739,push
678415565,fbec8b8da22163d689a12f549abf916fee6bf2c4,541,master,errored,2185,2020-04-23 01:02:35 UTC,678415566,678415567,678415568,678415569,678415570,678415571,678415572,678415573,678415574,678415575,678415576,678415577,678415578,678415579,678415580,678415581,678415582,678415583,678415584,678415585,678415586,pull_request
678414286,e9c589196b47cc12acb63d6ba9fb8e69fe860084,,fix-issue540,failed,1620,2020-04-23 00:56:43 UTC,678414287,678414288,678414289,678414290,678414291,678414292,678414293,678414294,678414295,678414296,678414297,678414298,678414299,678414300,678414301,678414302,678414303,678414304,678414305,678414306,678414307,push
677959277,a1fc196d6fd4461c8f68e56ea3b4082277e5ef37,,fix-issue540,failed,1953,2020-04-22 00:52:53 UTC,677959278,677959279,677959280,677959281,677959282,677959283,677959284,677959285,677959286,677959287,677959288,677959289,677959290,677959291,677959292,677959293,677959294,677959295,677959296,677959297,677959298,push
677209787,84cb34cad9b3e6fe520cb5b355eb52e6b6dd5758,,v1.5.2,passed,1689,2020-04-20 12:06:08 UTC,677209788,677209789,677209790,677209791,677209792,677209793,677209794,677209795,677209796,677209797,677209798,677209799,677209800,677209801,677209802,677209803,677209804,677209805,677209806,677209807,677209808,push
677209733,84cb34cad9b3e6fe520cb5b355eb52e6b6dd5758,,master,passed,1665,2020-04-20 11:59:51 UTC,677209734,677209735,677209736,677209737,677209738,677209739,677209740,677209741,677209742,677209743,677209744,677209745,677209746,677209747,677209748,677209749,677209750,677209751,677209752,677209753,677209754,push
673776783,b299e25297fec03ac3c179e87933162a01556f20,,master,passed,1697,2020-04-11 13:24:39 UTC,673776784,673776785,673776786,673776787,673776788,673776789,673776790,673776791,673776792,673776793,673776795,673776796,673776797,673776798,673776801,673776803,673776804,673776806,673776808,673776809,673776810,push
673701368,da49f8fcfda605df952f89e3b2fbb4cf49d9a3fb,538,master,passed,1689,2020-04-11 07:27:48 UTC,673701369,673701370,673701371,673701372,673701373,673701374,673701375,673701376,673701377,673701378,673701379,673701380,673701381,673701382,673701383,673701384,673701385,673701386,673701387,673701388,673701389,pull_request
673701340,761b0b06cd2998659c25ebeed8fa6c68c4ca6213,,fix-issue364,passed,1662,2020-04-11 08:23:38 UTC,673701341,673701342,673701343,673701344,673701345,673701346,673701347,673701348,673701349,673701350,673701351,673701352,673701353,673701354,673701355,673701356,673701357,673701358,673701359,673701360,673701361,push
673699293,e8dac5dda87584f28a476ad0aa3b3449bc4b4f35,538,master,passed,1697,2020-04-11 07:13:01 UTC,673699294,673699295,673699296,673699297,673699298,673699299,673699300,673699301,673699302,673699303,673699304,673699305,673699306,673699307,673699308,673699309,673699310,673699311,673699312,673699313,673699314,pull_request
673699267,c1f66e8f1fde38b5e00e9fd59ee8b609404371c4,,fix-issue364,passed,1645,2020-04-11 07:06:19 UTC,673699268,673699269,673699270,673699271,673699272,673699273,673699274,673699275,673699276,673699277,673699278,673699279,673699280,673699281,673699282,673699283,673699284,673699285,673699286,673699287,673699288,push
673697966,7405fb6296588ae341d4cabefc68b8a8d7b0dcd4,538,master,passed,1681,2020-04-11 06:59:22 UTC,673697967,673697968,673697969,673697970,673697971,673697972,673697973,673697974,673697975,673697976,673697977,673697978,673697979,673697980,673697981,673697982,673697983,673697984,673697985,673697986,673697987,pull_request
673697742,8aece2d7277ad980a5d8e47c5863253025fe8b7c,,fix-issue364,failed,1309,2020-04-11 06:53:40 UTC,673697743,673697744,673697745,673697746,673697747,673697748,673697749,673697750,673697751,673697752,673697753,673697754,673697755,673697756,673697757,673697758,673697759,673697760,673697761,673697762,673697763,push
673697431,d8902eee51e6710794bd6bcce2c4be55253deb3d,,fix-issue364,failed,1319,2020-04-11 06:48:14 UTC,673697432,673697433,673697434,673697435,673697436,673697437,673697438,673697439,673697440,673697441,673697442,673697443,673697444,673697445,673697446,673697447,673697448,673697449,673697450,673697451,673697452,push
673696841,ddc1fc4e0544ca9853ed0f7efb321a9b664db9f1,,master,passed,1691,2020-04-11 06:41:53 UTC,673696842,673696843,673696844,673696845,673696846,673696847,673696848,673696849,673696850,673696851,673696852,673696853,673696854,673696855,673696856,673696857,673696858,673696859,673696860,673696861,673696862,push
673657211,06bfc5aa71de0511979e6f04b299c929e7850b74,,master,passed,1679,2020-04-11 01:43:52 UTC,673657212,673657213,673657214,673657215,673657216,673657217,673657218,673657219,673657220,673657221,673657222,673657223,673657224,673657225,673657226,673657227,673657228,673657229,673657230,673657231,673657232,push
673370769,7e2f937da1fd9a014acad5a8b65b468c5615962e,537,master,passed,1681,2020-04-10 11:15:51 UTC,673370770,673370771,673370772,673370773,673370774,673370775,673370776,673370777,673370778,673370779,673370781,673370782,673370783,673370784,673370785,673370786,673370788,673370789,673370790,673370791,673370792,pull_request
673370581,80ee47c23347e095acbd19c6fc28eb8e5f46db3c,,enable-exclude-option-with-directly-file-args,passed,1685,2020-04-10 11:09:37 UTC,673370582,673370583,673370584,673370585,673370586,673370587,673370588,673370589,673370590,673370591,673370592,673370593,673370594,673370595,673370596,673370597,673370598,673370599,673370600,673370601,673370602,push
673365967,ee30211537702a30381e8377440c5a5550054a4a,,enable-exclude-option-with-directly-file-args,errored,1908,2020-04-10 10:51:14 UTC,673365968,673365969,673365970,673365971,673365972,673365973,673365974,673365975,673365976,673365977,673365978,673365979,673365980,673365981,673365982,673365983,673365984,673365985,673365986,673365987,673365988,push
672932289,f27d4799a000ce402f5282270701fe0500e5b4fe,,master,passed,1695,2020-04-09 11:30:52 UTC,672932290,672932291,672932292,672932293,672932294,672932295,672932296,672932297,672932298,672932299,672932300,672932301,672932302,672932303,672932304,672932305,672932306,672932307,672932308,672932309,672932310,push
672805331,e350a82d9c0d6d1cfca82d12ad3c00ff9ad79b4f,535,master,passed,1708,2020-04-09 03:57:11 UTC,672805332,672805333,672805334,672805335,672805336,672805337,672805338,672805339,672805340,672805341,672805342,672805343,672805344,672805345,672805346,672805347,672805348,672805349,672805350,672805351,672805352,pull_request
672805304,a9bfa3ebccba59871dd39af268803133c76bfd46,,support-parallel-jos-with-diff-option,passed,1671,2020-04-09 03:49:32 UTC,672805305,672805306,672805307,672805308,672805309,672805310,672805311,672805312,672805313,672805314,672805315,672805316,672805317,672805318,672805319,672805320,672805321,672805322,672805323,672805324,672805325,push
672802851,df15ea617bd1a9e12296189dadde6882c2e0e8f2,535,master,failed,1898,2020-04-09 03:39:01 UTC,672802852,672802853,672802854,672802855,672802856,672802857,672802858,672802859,672802860,672802861,672802862,672802863,672802864,672802865,672802866,672802867,672802868,672802869,672802870,672802871,672802872,pull_request
672802596,77b595659f7c37a0e93b9703eedd87958ba963fb,,support-parallel-jos-with-diff-option,errored,1884,2020-04-09 03:33:23 UTC,672802597,672802598,672802599,672802600,672802601,672802602,672802603,672802604,672802605,672802606,672802607,672802608,672802609,672802610,672802611,672802612,672802613,672802614,672802615,672802616,672802617,push
672337149,5ccefcf9b268671d2b8e58d176f40544f1e0c56b,,master,passed,1651,2020-04-08 02:12:58 UTC,672337150,672337151,672337152,672337153,672337154,672337155,672337156,672337157,672337158,672337159,672337160,672337161,672337162,672337163,672337164,672337165,672337166,672337167,672337168,672337169,672337170,push
672230492,9c2fd2e7759618bcfd13b22156fea32e4e376f76,534,master,passed,1723,2020-04-07 20:10:34 UTC,672230493,672230494,672230495,672230496,672230497,672230498,672230499,672230500,672230501,672230502,672230503,672230504,672230505,672230506,672230507,672230508,672230509,672230510,672230511,672230512,672230513,pull_request
672100487,6938130d4b0d905d541e05c733de2940d3918064,,master,passed,1720,2020-04-07 13:55:16 UTC,672100488,672100489,672100490,672100491,672100492,672100493,672100494,672100495,672100496,672100497,672100498,672100499,672100500,672100501,672100502,672100503,672100504,672100505,672100506,672100507,672100508,push
672049988,c46cf3217204a31a56f32844119cbc45e84973f1,533,master,passed,1696,2020-04-07 12:16:03 UTC,672049989,672049990,672049991,672049992,672049993,672049994,672049995,672049996,672049997,672049998,672049999,672050000,672050001,672050002,672050003,672050004,672050005,672050006,672050007,672050008,672050009,pull_request
672049962,a9193477f5d595b3310a942a62aaea604a6696a3,,fix-w503-w504-select-ignore-option,passed,1672,2020-04-07 12:09:54 UTC,672049963,672049964,672049965,672049966,672049967,672049968,672049969,672049970,672049971,672049972,672049973,672049974,672049975,672049976,672049977,672049978,672049979,672049980,672049981,672049982,672049983,push
672041227,88d9bb3a10b17461e3cbf6319f705583e12bb6bf,533,master,passed,1721,2020-04-07 11:50:32 UTC,672041228,672041229,672041230,672041231,672041232,672041233,672041234,672041235,672041236,672041237,672041238,672041239,672041240,672041241,672041242,672041243,672041244,672041245,672041246,672041247,672041248,pull_request
672041205,351a42332b7749b1aa97545b59cb28d857f7226c,,fix-w503-w504-select-ignore-option,passed,1705,2020-04-07 11:44:18 UTC,672041206,672041207,672041208,672041209,672041210,672041211,672041212,672041213,672041214,672041215,672041216,672041217,672041218,672041219,672041220,672041221,672041222,672041223,672041224,672041225,672041226,push
672022035,6af2c25616956e0ef9d27fc5abd8c49ce39cb1ee,533,master,failed,1342,2020-04-07 10:42:39 UTC,672022036,672022037,672022038,672022039,672022040,672022041,672022042,672022043,672022044,672022045,672022046,672022047,672022048,672022049,672022050,672022051,672022052,672022053,672022054,672022055,672022056,pull_request
672021043,2d88b55c631003a2b961f1cf105865f370a353f5,,fix-w503-w504-select-ignore-option,failed,1899,2020-04-07 10:37:24 UTC,672021044,672021045,672021046,672021047,672021048,672021049,672021050,672021051,672021052,672021053,672021054,672021055,672021056,672021057,672021058,672021059,672021060,672021061,672021062,672021063,672021064,push
671412189,5815441dcb59396eaba6fc64c403022a8f1923d0,,v1.5.1,passed,1673,2020-04-05 23:26:26 UTC,671412190,671412191,671412192,671412193,671412194,671412195,671412196,671412197,671412198,671412199,671412200,671412201,671412203,671412204,671412205,671412206,671412207,671412208,671412209,671412210,671412212,push
671412153,5815441dcb59396eaba6fc64c403022a8f1923d0,,master,passed,2253,2020-04-05 23:20:08 UTC,671412154,671412155,671412156,671412157,671412158,671412159,671412160,671412161,671412162,671412163,671412164,671412165,671412166,671412167,671412168,671412169,671412170,671412171,671412172,671412173,671412174,push
670844022,a86fcd7d0d371472b6226b08b93ed91db2097cce,,master,passed,1654,2020-04-04 04:01:32 UTC,670844023,670844024,670844025,670844026,670844027,670844028,670844029,670844030,670844031,670844032,670844033,670844034,670844035,670844036,670844037,670844038,670844039,670844040,670844041,670844042,670844043,push
670843396,99611aa13c58ca97a36c6177eb714dcd8c14b6a6,,master,passed,1698,2020-04-04 03:55:10 UTC,670843397,670843398,670843399,670843400,670843401,670843402,670843403,670843404,670843405,670843406,670843407,670843408,670843409,670843410,670843411,670843412,670843413,670843414,670843415,670843416,670843417,push
670840775,a903932e9eb117490825ba7218498fcd759a7650,532,master,passed,1708,2020-04-04 03:41:23 UTC,670840776,670840777,670840778,670840779,670840780,670840781,670840782,670840783,670840784,670840785,670840786,670840787,670840788,670840789,670840790,670840791,670840792,670840793,670840794,670840795,670840796,pull_request
670840753,16078357efc0fd196f24fc1f475437a6ec7098cf,,fix-issue518,passed,1674,2020-04-04 03:35:06 UTC,670840754,670840755,670840756,670840757,670840758,670840759,670840760,670840761,670840762,670840763,670840764,670840765,670840766,670840767,670840768,670840769,670840770,670840771,670840772,670840773,670840774,push
670830428,297f78181813c83b827c4986afd26dfbd13931cc,532,master,passed,1692,2020-04-04 02:36:14 UTC,670830429,670830430,670830431,670830432,670830433,670830434,670830435,670830436,670830437,670830438,670830439,670830440,670830441,670830442,670830443,670830444,670830445,670830446,670830447,670830448,670830449,pull_request
670830396,0bed2c093f23e56b7886709492e5a8535961c03b,,fix-issue518,passed,1670,2020-04-04 02:29:57 UTC,670830397,670830398,670830399,670830400,670830401,670830402,670830403,670830404,670830405,670830406,670830408,670830409,670830410,670830412,670830414,670830416,670830419,670830422,670830423,670830424,670830426,push
