"login","name","language","num_watchers","num_external_contributors","num_prs","num_issues","active_years","num_travis_builds"
"Draiken","opinio","Ruby",105,6,11,34,"4",61
"seomoz","interpol","Ruby",159,10,26,13,"3",241
"railsbridge","bridge_troll","Ruby",161,66,207,128,"4",1118
"twoolie","NBT","Python",55,9,46,14,"5",60
"luispedro","jug","Python",92,9,11,8,"4",113
"dradis","dradisframework","Ruby",85,7,23,88,"4",169
"caelum","caelum-stella","Java",263,32,81,88,"7",112
"xebia","Xebium","Java",55,9,28,119,"5",111
"avdgaag","rpub","Ruby",112,5,11,10,"3",83
"perone","stallion","Python",118,8,22,32,"4",63
"jgaskins","perpetuity","Ruby",153,4,10,37,"3",293
"phlipper","chef-percona","Ruby",87,59,239,77,"4",644
"esminc","tapp","Ruby",98,6,45,4,"5",80
"codeinthehole","purl","Python",112,10,11,3,"3",72
"ultraq","thymeleaf-layout-dialect","Java",155,4,7,69,"3",120
"sferik","mtgox","Ruby",65,14,36,17,"4",214
"ojii","django-sekizai","Python",80,10,20,22,"5",69
"timurstrekalov","saga","Java",80,7,17,109,"3",205
"nofxx","georuby","Ruby",149,15,26,13,"6",57
"splattael","libnotify","Ruby",90,9,15,15,"6",68
"ui","django-rq","Python",229,25,40,70,"3",177
"ueno","ruby-gpgme","Ruby",96,13,22,38,"4",57
"phlipper","chef-postgresql","Ruby",141,28,85,55,"3",210
"trifork","erjang","Java",115,5,15,39,"6",125
"rodjek","puppet-logrotate","Ruby",93,13,37,17,"3",103
"clemens","delocalize","Ruby",57,18,35,22,"5",79
"senko","python-video-converter","Python",135,11,35,20,"4",72
"dreamhost","pecan","Python",59,8,154,20,"4",264
"morgoth","picasa","Ruby",71,13,23,11,"6",118
"adamfisk","LittleProxy","Java",252,20,82,108,"6",515
"bdauvergne","python-oath","Python",65,4,11,13,"5",57
"ebraminio","DroidPersianCalendar","Java",85,2,11,37,"3",68
"selectel","pyte","Python",98,6,12,22,"4",62
"mozilla","airmozilla","Python",54,39,370,14,"4",1356
"jwagener","httmultiparty","Ruby",77,19,30,10,"4",93
"datadesk","django-bakery","Python",81,6,6,61,"3",342
"Dinnerbone","mcstatus","Python",203,7,12,18,"4",57
"twitter","clockworkraven","Ruby",131,6,57,4,"3",145
"digitalbazaar","pyld","Python",98,10,15,17,"4",94
"typhoeus","ethon","Ruby",54,17,38,65,"3",321
"hannesg","uri_template","Ruby",101,3,5,6,"4",104
"dcrosta","flask-pymongo","Python",121,9,25,34,"4",78
"igrigorik","agent","Ruby",410,6,12,5,"5",52
"karmi","tire-contrib","Ruby",69,7,29,4,"4",55
"nov","itunes-receipt","Ruby",51,6,8,5,"4",64
"translate","virtaal","Python",83,8,14,14,"4",101
"njonsson","cape","Ruby",147,1,2,16,"4",172
"dkd","paymill-ruby","Ruby",77,16,33,19,"3",132
"FedericoCeratto","bottle-cork","Python",104,11,29,58,"3",155
"laserlemon","figaro","Ruby",980,17,69,136,"3",276
"translate","translate","Python",162,33,167,53,"6",1263
"dockyard","capybara-email","Ruby",159,20,40,18,"3",130
"trevp","tlslite","Python",119,11,87,15,"3",95
"pellegrino","jackpot","Ruby",75,2,1,4,"3",144
"biola","turnout","Ruby",185,13,17,8,"4",68
"kslazarev","numbers_and_words","Ruby",134,10,48,56,"4",176
"codez","dry_crud","Ruby",74,1,6,3,"5",159
"joost","phony_rails","Ruby",192,29,50,50,"3",59
"intercom","intercom-rails","Ruby",99,30,72,53,"3",71
"northworld","google_calendar","Ruby",114,25,43,31,"4",128
"marcelm","cutadapt","Python",56,10,13,172,"5",73
"airlift","airlift","Java",100,17,298,30,"5",584
"mkovatsc","Californium","Java",71,8,22,51,"4",180
"mbklein","equivalent-xml","Ruby",53,14,21,9,"4",74
"gears","gears","Python",64,4,11,5,"4",123
"damnhandy","Handy-URI-Templates","Java",86,5,9,19,"3",165
"jhalterman","modelmapper","Java",193,10,27,116,"4",149
"twitter","cloudhopper-smpp","Java",155,16,34,71,"4",101
"tpitale","legato","Ruby",197,13,26,65,"4",164
"kytrinyx","approvals","Ruby",82,17,44,18,"4",178
"urschrei","pyzotero","Python",58,8,19,19,"4",113
"zbyte64","django-hyperadmin","Python",96,1,3,5,"3",373
"bfirsh","django-ordered-model","Python",94,14,33,24,"5",94
"gresrun","jesque","Java",153,13,29,49,"4",141
"dblock","rspec-rerun","Ruby",67,8,27,20,"3",146
"revsys","django-friendship","Python",137,19,27,19,"4",78
"jaraco","path.py","Python",222,17,39,51,"4",238
"stefanfoulis","django-phonenumber-field","Python",141,22,47,28,"4",141
"astraw","stdeb","Python",91,21,39,47,"9",139
"lucuma","Clay","Python",82,4,5,11,"4",61
"threerings","tripleplay","Java",79,5,9,40,"4",386
"DiUS","java-faker","Java",115,14,27,9,"4",75
"klen","Flask-Foundation","Python",111,1,0,0,"3",93
"benjaminoakes","maid","Ruby",848,22,46,102,"4",428
"kucaahbe","rspec-html-matchers","Ruby",52,9,14,13,"4",92
"tealeg","xlsx","Go",512,25,82,46,"4",221
"futurecolors","django-geoip","Python",65,7,15,16,"4",78
"zachinglis","crummy","Ruby",55,25,37,23,"7",79
"sxross","MotionModel","Ruby",100,30,67,67,"3",176
"celluloid","lattice","Ruby",107,5,7,3,"4",65
"SpontaneousCMS","spontaneous","Ruby",70,1,19,38,"4",235
"markbates","configatron","Ruby",142,13,50,34,"5",161
"hgmnz","truncate_html","Ruby",78,20,31,19,"5",65
"balanced","balanced-python","Python",68,18,78,59,"3",495
"alexrothenberg","ammeter","Ruby",53,12,25,24,"4",136
"Growstuff","growstuff","Ruby",149,47,583,190,"3",1472
"svenfuchs","simple_states","Ruby",61,7,13,1,"4",70
"mkarneim","pojobuilder","Java",134,2,23,76,"4",78
"lml","commontator","Ruby",84,9,14,55,"3",84
"Sharagoz","rails_exception_handler","Ruby",51,6,6,2,"4",122
"JodaOrg","joda-money","Java",140,16,20,33,"4",63
"cobrateam","django-htmlmin","Python",163,14,31,57,"4",76
"paulrosania","oculus","Ruby",67,2,6,1,"3",72
"lsbardel","python-stdnet","Python",83,4,9,75,"4",156
"pythoncn","june","Python",328,11,46,37,"3",90
"wackou","guessit","Python",207,14,28,174,"4",567
"refinery","refinerycms-search","Ruby",68,28,37,9,"5",115
"pyromaniac","mongoid_orderable","Ruby",58,16,23,10,"4",84
"mgomes","api_auth","Ruby",210,22,48,23,"4",106
"ryw","pinboard","Ruby",88,6,14,4,"4",67
"ldx","python-iptables","Python",157,17,57,95,"5",298
"ktoso","maven-git-commit-id-plugin","Java",208,39,97,111,"4",312
"gutomaia","pyNES","Python",121,0,5,14,"3",115
"zinenko","vk-ruby","Ruby",136,8,14,11,"4",152
"phoet","on_ruby","Ruby",84,19,82,101,"4",663
"oleiade","Elevator","Python",63,4,7,158,"3",365
"RubyMoney","google_currency","Ruby",58,16,22,14,"5",73
"flipback","rmodbus","Ruby",58,5,13,24,"7",80
"hugoruscitti","pilas","Python",77,18,64,164,"3",664
"utgarda","sidekiq-status","Ruby",269,16,23,38,"3",82
"kana","vim-flavor","Ruby",58,2,6,42,"3",98
"ncri","nested_form_fields","Ruby",84,12,16,27,"3",87
"halogenandtoast","alchemist","Ruby",122,9,14,23,"6",110
"lukecyca","pyzabbix","Python",125,13,30,29,"4",54
"jiaaro","pydub","Python",774,17,37,66,"4",279
"mwaskom","seaborn","Python",1714,37,205,417,"3",1339
"resthub","springmvc-router","Java",104,6,28,28,"4",64
"pyinvoke","invoke","Python",487,20,77,167,"3",740
"samuel","go-zookeeper","Go",259,13,27,38,"3",87
"klen","pylama","Python",86,9,12,26,"3",168
"alimanfoo","petl","Python",154,13,37,291,"4",274
"mysociety","theyworkforyou","Python",63,8,154,706,"4",2314
"FasterXML","jackson-datatype-joda","Java",63,17,27,37,"4",75
"globaleaks","GlobaLeaks","Python",251,12,30,1298,"4",1981
"pulse00","Twig-Eclipse-Plugin","Java",117,1,3,84,"4",101
"enriclluelles","route_translator","Ruby",176,17,40,61,"3",203
"ros","catkin","Python",53,36,307,448,"4",387
"haml","html2haml","Ruby",146,11,22,30,"3",74
"amatsuda","html5_validators","Ruby",82,4,8,5,"4",70
"fluent","fluent-plugin-s3","Ruby",76,25,52,31,"4",138
"neithere","argh","Python",83,8,18,177,"2",104
"celery","py-amqp","Python",55,14,35,34,"8",103
"qiniu","python-sdk","Python",128,17,131,34,"3",431
"enthought","pyql","Python",95,9,59,35,"4",291
"jeluard","semantic-versioning","Java",115,17,27,31,"5",133
"rubysolo","dentaku","Ruby",122,15,29,21,"3",126
"paulca","configurable_engine","Ruby",53,11,13,10,"4",57
"gregmuellegger","django-sortedm2m","Python",99,25,30,25,"5",134
"ets-berkeley-edu","calcentral","Ruby",56,19,3976,3,"3",9318
"soimort","you-get","Python",1020,33,138,411,"3",736
"stchris","untangle","Python",72,3,7,6,"4",82
"bogdal","django-gcm","Python",53,6,8,22,"3",107
"robotoworks","mechanoid","Java",59,7,125,144,"3",54
"stefankoegl","python-json-patch","Python",109,8,17,17,"4",109
"thunderpush","thunderpush","Python",88,7,9,32,"3",60
"brutasse","django-password-reset","Python",110,15,22,11,"3",74
"kevin1024","vcrpy","Python",362,28,76,84,"3",599
"fnichol","knife-server","Ruby",119,11,24,33,"3",182
"njh","ruby-mqtt","Ruby",119,15,21,39,"4",73
"validator","validator","Java",123,15,38,76,"9",386
"attachmentsme","ruby-box","Ruby",69,17,74,31,"3",71
"luke-gru","riml","Ruby",131,1,4,34,"3",167
"krasnoukhov","sidekiq-middleware","Ruby",59,6,13,12,"3",65
"quickfix","quickfix","Java",172,8,32,40,"13",96
"ryankennedy","swagger-jaxrs-doclet","Java",86,16,39,39,"3",99
"glue-viz","glue","Python",154,13,245,435,"4",1192
"fiksu","partitioned","Ruby",239,10,23,21,"3",69
"kvesteri","wtforms-alchemy","Python",91,14,25,47,"3",302
"abh","geoip","Go",117,6,11,11,"3",74
"cryo28","sidekiq_status","Ruby",101,8,12,16,"3",96
"fluent","fluent-logger-java","Java",79,11,25,18,"4",71
"abh","geodns","Go",317,6,14,40,"3",206
"sj26","rspec_junit_formatter","Ruby",62,8,14,14,"4",54
"hayaku","hayaku","Python",305,4,21,241,"4",171
"ColinDuquesnoy","QDarkStyleSheet","Python",97,5,6,21,"3",134
"warner","python-ecdsa","Python",99,8,15,22,"5",64
"yegor256","s3auth","Java",66,12,80,210,"3",360
"square","pollexor","Java",218,9,19,9,"3",99
"rails","activerecord-session_store","Ruby",124,15,24,25,"3",65
"corelan","mona","Python",123,1,3,1,"4",109
"refinery","refinerycms-blog","Ruby",330,95,255,189,"5",275
"frab","frab","Ruby",81,18,52,102,"4",112
"benoitc","flower","Python",125,2,1,0,"3",72
"dkubb","ice_nine","Ruby",116,2,7,11,"3",167
"Albacore","albacore","Ruby",128,28,53,108,"5",575
"FasterXML","jackson-dataformat-csv","Java",84,13,13,59,"4",78
"soulcutter","saxerator","Ruby",51,6,12,16,"3",104
"hannseman","hipsaint","Python",65,8,11,15,"3",62
"twers","re-education","Ruby",72,4,50,0,"3",162
"leereilly","swot","Ruby",355,324,825,40,"3",1515
"jacoco","jacoco","Java",242,13,115,251,"4",570
"EtiennePerot","fuse-jna","Java",77,10,16,33,"3",61
"mockito","mockito","Java",1070,47,126,121,"4",581
"mhfs","sidekiq-failures","Ruby",164,23,51,44,"3",180
"0install","0install","Python",95,17,17,20,"10",66
"egonSchiele","contracts.ruby","Ruby",564,18,67,105,"3",360
"hamcrest","PyHamcrest","Python",105,14,41,10,"4",125
"owncloud","android","Java",905,30,351,702,"4",2870
"hooopo","second_level_cache","Ruby",101,6,14,11,"4",71
"colinyoung","cancan_strong_parameters","Ruby",59,3,7,10,"3",60
"sinisterchipmunk","bitcoin-client","Ruby",71,12,22,12,"4",61
"ralphbean","bugwarrior","Python",140,20,113,81,"4",269
"earl","beanstalkc","Python",119,13,22,38,"7",67
"pybuilder","pybuilder","Python",410,15,39,98,"3",812
"benoitbryon","django-downloadview","Python",67,5,32,70,"3",146
"yourlabs","django-session-security","Python",87,15,24,19,"2",118
"rholder","guava-retrying","Java",151,7,17,26,"3",74
"michaelklishin","cassandra-chef-cookbook","Ruby",91,49,130,58,"3",138
"jamesturk","django-markupfield","Python",81,14,19,12,"6",108
"ejholmes","restforce","Ruby",220,15,90,92,"3",608
"dobarkod","django-restless","Python",56,7,13,10,"3",62
"brewster","elastictastic","Ruby",98,7,14,19,"4",104
"kvesteri","wtforms-json","Python",57,9,17,21,"3",106
"rubymotion","sugarcube","Ruby",136,39,125,77,"3",436
"pragmaticly","railscasts-china","Ruby",122,6,8,9,"3",64
"pophealth","popHealth","Ruby",58,21,200,36,"4",631
"PuerkitoBio","goquery","Go",1236,10,19,60,"3",59
"pat","thinking-sphinx","Ruby",1571,61,211,718,"5",497
"mysociety","alaveteli","Ruby",153,30,833,1820,"8",2948
"chloerei","campo","Ruby",311,8,21,21,"1",83
"kmike","pymorphy2","Python",154,4,11,53,"3",193
"skoji","gepub","Ruby",110,4,13,40,"5",198
"jbeluch","xbmcswift2","Python",52,5,39,79,"3",173
"lanej","cistern","Ruby",73,7,22,25,"3",207
"roundrop","facebook4j","Java",127,6,15,60,"3",80
"thoughtbot","shoulda-context","Ruby",51,27,22,23,"7",85
"jessevdk","go-flags","Go",320,12,60,80,"3",95
"danirus","django-comments-xtd","Python",69,7,9,16,"4",62
"democrats","voter-registration","Ruby",111,17,27,1,"3",54
"thesharp","daemonize","Python",81,3,10,11,"3",73
"SimonVT","android-menudrawer","Java",872,11,54,188,"3",177
"saxix","django-concurrency","Python",71,7,23,26,"3",318
"geoalchemy","geoalchemy2","Python",99,14,72,31,"3",236
"maxwell","screencap","Ruby",62,3,8,15,"3",54
"pdt-eg","Core-Plugin","Java",59,9,22,102,"3",182
"kyleterry","tenyks","Python",154,1,8,43,"3",337
"bbatsov","rubocop","Ruby",4899,157,1074,966,"3",4455
"hipchat","hipchat-rb","Ruby",145,56,99,39,"5",234
"hgomersall","pyFFTW","Python",68,3,8,53,"3",77
"refinery","refinerycms","Ruby",3525,390,1579,1441,"6",2600
"roidrage","redis-session-store","Ruby",103,10,45,14,"4",174
"keenlabs","KeenClient-Python","Python",81,22,51,24,"3",277
"apache","sling","Java",85,16,96,0,"2",4560
"sophsec","ruby-nmap","Ruby",74,4,6,27,"4",65
"diowa","icare","Ruby",69,4,5,25,"3",463
"mirumee","django-payments","Python",61,10,34,30,"2",210
"TMXCredit","pg_power","Ruby",128,9,43,25,"4",126
"rails","protected_attributes","Ruby",149,19,34,38,"3",163
"sudara","alonetone","Ruby",150,0,12,105,"5",755
"oblac","jodd","Java",765,20,37,175,"4",416
"taskrabbit","makara","Ruby",178,14,34,53,"3",332
"rabbit-shocker","rabbit","Ruby",78,13,42,27,"4",302
"disqus","disqus-python","Python",53,12,14,6,"5",77
"priestc","giotto","Python",51,0,0,9,"3",101
"hynek","doc2dash","Python",154,7,12,24,"3",130
"lemire","JavaFastPFOR","Java",143,3,15,13,"3",142
"bugsnag","bugsnag-android","Java",262,9,38,30,"4",225
"gabrielfalcao","HTTPretty","Python",515,47,127,118,"4",425
"Eugeny","reconfigure","Python",96,2,7,5,"3",56
"txels","ddt","Python",111,10,19,10,"3",111
"librato","librato-rails","Ruby",80,9,51,39,"3",273
"sivel","speedtest-cli","Python",1245,10,57,98,"3",165
"vaneyckt","Jently","Ruby",79,11,39,13,"3",101
"pwaller","pyfiglet","Python",95,8,27,13,"8",106
"huandu","facebook","Go",189,11,17,16,"3",107
"relevance","edn-ruby","Ruby",67,10,17,14,"3",68
"zweilove","css_splitter","Ruby",123,12,20,32,"3",76
"opal","opal","Ruby",2370,51,375,603,"5",3014
"opal","opal-jquery","Ruby",134,21,28,46,"4",258
"saxix","django-adminactions","Python",113,14,32,37,"3",251
"bear","parsedatetime","Python",179,22,44,58,"3",78
"jwkoelewijn","batsir","Ruby",60,3,13,6,"3",165
"mbj","anima","Ruby",59,5,7,8,"3",197
"robinedwards","neomodel","Python",123,19,58,94,"3",465
"iconara","rubydoop","Ruby",129,1,17,13,"3",119
"ajdavis","toro","Python",157,4,6,8,"3",54
"dmytro","nagira","Ruby",58,1,2,27,"4",76
"SiteSupport","gevent","Python",232,10,37,66,"4",393
"bwillis","versioncake","Ruby",239,11,15,22,"3",203
"lemurheavy","coveralls-ruby","Ruby",52,27,45,42,"3",224
"couchbaselabs","cbfs","Go",124,10,10,129,"3",224
"Berico-Technologies","CLAVIN","Java",137,11,44,59,"3",129
"shageman","the_next_big_thing","Ruby",169,5,11,10,"3",110
"kaitoy","pcap4j","Java",83,3,6,27,"4",56
"unknown-horizons","unknown-horizons","Python",288,88,260,2126,"8",55
"glebm","rails_email_preview","Ruby",202,14,20,34,"3",197
"noplay","python-mysql-replication","Python",241,18,80,38,"3",306
"savonrb","savon","Ruby",1429,88,145,560,"6",463
"dkubb","equalizer","Ruby",134,4,13,5,"3",192
"joe42","CloudFusion","Python",53,1,0,27,"2",299
"savonrb","gyoku","Ruby",82,14,27,25,"4",127
"sparklemotion","mechanize","Ruby",2039,62,123,316,"5",255
"graphhopper","graphhopper","Java",343,30,131,324,"3",1421
"weppos","publicsuffix-ruby","Ruby",162,10,28,49,"6",85
"savonrb","nori","Ruby",95,17,31,36,"4",124
"square","dagger","Java",3190,26,257,211,"3",974
"pyflakes","pyflakes","Python",229,19,27,0,"2",124
"proycon","pynlpl","Python",83,4,6,1,"4",339
"opal","vienna","Ruby",144,8,18,15,"3",184
"thomasfl","filewatcher","Ruby",115,9,9,15,"5",51
"tino","pyFirmata","Python",92,6,16,24,"5",59
"davidhalter","jedi-vim","Python",842,41,109,316,"3",297
"linkedin","parseq","Java",293,11,45,15,"3",342
"sbinet","go-python","Go",221,5,12,11,"4",58
"Tomohiro","airplayer","Ruby",115,4,20,19,"3",185
"FasterXML","jackson-module-jsonSchema","Java",58,19,22,49,"3",60
"farcepest","MySQLdb1","Python",226,12,49,49,"10",147
"spotify","luigi","Python",2541,117,865,176,"4",3290
"iskandr","parakeet","Python",139,2,3,22,"3",74
"thinkaurelius","faunus","Java",140,3,10,119,"3",263
"rubik","radon","Python",195,13,17,56,"3",202
"tent","tentd","Ruby",286,2,12,117,"3",548
"rubyworks","hashery","Ruby",55,4,4,21,"5",107
"makandra","spreewald","Ruby",59,20,24,27,"3",70
"garyburd","redigo","Go",942,18,37,92,"3",51
"NARKOZ","gitlab","Ruby",154,31,81,56,"3",319
"saturnflyer","casting","Ruby",68,8,12,30,"2",131
"lassebunk","metamagic","Ruby",264,3,7,14,"5",62
"kugaevsky","mousetrap-rails","Ruby",105,2,3,7,"3",91
"opal","opal-rails","Ruby",149,11,22,33,"4",209
"liqd","adhocracy","Python",105,20,503,461,"6",1776
"TurboGears","tg2","Python",95,6,14,48,"4",354
"mumrah","kafka-python","Python",429,52,207,212,"3",719
"travisjeffery","timecop","Ruby",523,36,61,96,"7",155
"Ninja-Squad","DbSetup","Java",55,6,28,9,"3",79
"hupili","snsapi","Python",122,5,41,72,"3",94
"autotest","virt-test","Python",81,51,1978,247,"6",2253
"nvie","pip-tools","Python",411,21,60,107,"3",230
"sarxos","webcam-capture","Java",330,5,15,346,"3",478
"influitive","apartment","Ruby",708,50,72,171,"5",421
"relekang","django-nopassword","Python",99,7,27,27,"3",165
"unitedstates","congress","Python",194,19,43,94,"3",390
"ncri","ajaxify_rails","Ruby",92,5,6,10,"3",83
"perfectsense","brightspot-cms","Java",60,13,160,44,"3",611
"seanfisk","python-project-template","Python",102,5,20,18,"2",86
"unitedstates","congress-legislators","Python",170,39,157,139,"3",364
"mikera","vectorz","Java",78,5,41,32,"3",1013
"ActiveState","appdirs","Python",80,12,28,21,"5",69
"ndbroadbent","turbo-sprockets-rails3","Ruby",363,13,18,66,"3",107
"bobbytables","table_cloth","Ruby",65,10,20,22,"3",121
"OpenTSDB","opentsdb","Java",1304,67,221,312,"5",233
"jmkgreen","morphia","Java",75,8,25,44,"4",107
"middleman","middleman-syntax","Ruby",121,15,19,34,"3",76
"onelogin","python-saml","Python",89,15,34,41,"4",130
"balexand","email_validator","Ruby",252,9,13,11,"5",65
"oesmith","puffing-billy","Ruby",215,27,55,57,"3",104
"lorien","grab","Python",239,23,57,76,"2",457
"e-dard","flask-s3","Python",61,7,20,13,"3",53
"gregorym","bump","Ruby",54,11,40,3,"4",126
"june29","horesase-boys","Ruby",56,3,17,3,"3",359
"bitly","nsq","Go",5032,57,427,284,"3",2470
"mirakui","ec2ssh","Ruby",113,10,29,4,"5",124
"kenglxn","QRGen","Java",201,8,30,24,"3",155
"piskvorky","sqlitedict","Python",76,5,21,12,"4",72
"jaysonsantos","python-binary-memcached","Python",66,13,24,14,"4",177
"pda","flip","Ruby",211,11,24,10,"4",52
"LTe","grape-rabl","Ruby",90,9,16,20,"3",119
"nov","openid_connect","Ruby",102,5,7,15,"3",170
"dkubb","yardstick","Ruby",71,3,9,17,"6",125
"getsentry","raven-ruby","Ruby",163,79,205,133,"3",785
"ms-ati","rumonade","Ruby",80,4,4,3,"4",61
"tgalal","yowsup","Python",1335,51,159,743,"3",279
"opsschool","curriculum","Python",775,102,246,29,"3",645
"zapier","django-drip","Python",81,15,28,22,"3",106
"scikit-image","scikit-image","Python",775,132,1116,463,"6",4674
"qutip","qutip","Python",111,26,248,91,"4",1185
"austinbv","dino","Ruby",282,22,45,42,"3",282
"zeromq","jeromq","Java",270,32,134,115,"3",217
"hw-cookbooks","graphite","Ruby",120,64,154,73,"4",200
"Comcast","jrugged","Java",84,10,22,18,"6",79
"deschler","django-modeltranslation","Python",196,22,75,244,"4",594
"benoitc","gaffer","Python",90,18,36,20,"3",368
"amueller","word_cloud","Python",497,14,30,52,"3",120
"OpenRefine","OpenRefine","Java",1292,24,81,928,"5",211
"rackspace","pyrax","Python",211,58,257,303,"3",897
"quantopian","zipline","Python",2136,54,412,227,"3",4040
"efreesen","active_repository","Ruby",51,0,0,10,"3",89
"drapergem","draper","Ruby",3094,126,334,359,"4",858
"mozilla-services","heka","Go",2061,87,857,739,"3",2789
"arangamani","jenkins_api_client","Ruby",163,38,101,84,"3",709
"coorasse","Airesis","Ruby",51,10,71,18,"4",681
"ForgeEssentials","ForgeEssentialsMain","Java",159,34,229,1400,"3",866
"intuit","simple_deploy","Ruby",59,5,122,121,"3",569
"emilsoman","cloudster","Ruby",75,3,4,1,"3",95
"locationlabs","mockredis","Python",66,27,55,32,"3",209
"Frege","frege","Java",599,10,36,119,"3",167
"beanstalkd","beaneater","Ruby",108,19,32,21,"3",63
"dreamhead","moco","Java",546,14,44,73,"3",1150
"dkubb","adamantium","Ruby",225,6,20,13,"3",178
"gtaylor","python-colormath","Python",106,8,16,34,"6",80
