build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753540484,8a4a8305f4caaab32ea138f35604fd16f7a95985,451,master,passed,650,2021-01-08 14:28:42 UTC,753540485,753540486,753540487,753540488,753540489,753540490,753540491,753540492,753540493,pull_request
753537162,34061c5252a23214ec6633a5c3a00313acb77f31,451,master,passed,649,2021-01-08 14:04:35 UTC,753537163,753537164,753537165,753537166,753537167,753537168,753537169,753537170,753537171,pull_request
753535987,27cc885de61e6642c5007e6e81133b3356e96239,451,master,passed,670,2021-01-08 13:56:53 UTC,753535988,753535989,753535990,753535991,753535992,753535993,753535994,753535995,753535996,pull_request
751777418,d49c5de49e54a5ad3f6fcf587f98d63266ef9439,,master,passed,637,2020-12-28 07:24:37 UTC,751777419,751777420,751777421,751777422,751777423,751777424,751777425,751777426,751777427,push
751142186,3895711dd88fbad592652c99409af30fa1ae04fc,,master,passed,641,2020-12-23 04:06:09 UTC,751142187,751142188,751142189,751142190,751142191,751142192,751142193,751142194,751142195,push
751132986,5eda21b11b9f524c648fb9129b146e470f1f4320,461,master,passed,666,2020-12-23 02:35:49 UTC,751132987,751132988,751132989,751132990,751132991,751132992,751132993,751132994,751132995,pull_request
751017675,9dc86f903bb07ca3c4e1f654eefc86e1d0dda400,,master,passed,628,2020-12-22 12:58:22 UTC,751017676,751017677,751017678,751017679,751017680,751017681,751017682,751017683,751017684,push
751017657,9dc86f903bb07ca3c4e1f654eefc86e1d0dda400,,v2.5.1,passed,633,2020-12-22 12:52:22 UTC,751017658,751017659,751017660,751017662,751017664,751017665,751017666,751017667,751017668,push
751017196,91f5fdfede7a48f96b3ebf849b802cfea6a38064,,master,passed,483,2020-12-22 12:47:41 UTC,751017197,751017198,751017199,751017200,751017201,751017202,751017203,751017204,751017205,push
751008073,bcc4024c347525191a45696d0fe05ebdaa9f5a16,459,master,passed,625,2020-12-22 11:29:32 UTC,751008074,751008075,751008076,751008077,751008078,751008079,751008080,751008081,751008082,pull_request
751008043,5910beff3fc932a6a62dcd214583041e119da082,,backword-compatible,passed,633,2020-12-22 11:25:40 UTC,751008044,751008045,751008046,751008047,751008048,751008049,751008050,751008051,751008052,push
751003741,ea58503ee5ea96dece5abe0d582c258a6a11840e,,master,passed,622,2020-12-22 10:54:38 UTC,751003742,751003743,751003744,751003745,751003746,751003747,751003748,751003749,751003750,push
751003632,ea58503ee5ea96dece5abe0d582c258a6a11840e,,v2.5.0,passed,642,2020-12-22 10:47:59 UTC,751003633,751003634,751003635,751003636,751003637,751003638,751003639,751003640,751003641,push
750993279,9e73da3622509e1b42d8c59d5813db07bf481469,,master,passed,634,2020-12-22 09:14:07 UTC,750993280,750993281,750993282,750993283,750993284,750993285,750993286,750993287,750993288,push
750989882,4808577e3a62b90b6f4ea85bb4e2131f585ec753,457,master,passed,672,2020-12-22 08:53:32 UTC,750989883,750989884,750989885,750989886,750989887,750989888,750989889,750989890,750989891,pull_request
750989872,0c446fa9b7c57647b11085304a532da70a64e231,,prepare-3.0,passed,659,2020-12-22 08:45:34 UTC,750989873,750989874,750989875,750989876,750989877,750989878,750989879,750989880,750989881,push
750985107,971ee323fb7dc3ba0eaa7051ce1786dd3fa32f62,457,master,failed,637,2020-12-22 08:06:31 UTC,750985108,750985109,750985110,750985111,750985112,750985113,750985114,750985115,750985116,pull_request
750985097,951c7d108af91612b81790e7b31e831998c91b92,,prepare-3.0,failed,628,2020-12-22 07:59:17 UTC,750985098,750985099,750985100,750985101,750985102,750985103,750985104,750985105,750985106,push
750980831,4975e9c9926ae25f80745964bdc569ebc1da84be,457,master,failed,695,2020-12-22 07:15:23 UTC,750980832,750980833,750980834,750980835,750980836,750980837,750980838,750980839,750980840,750980841,750980842,pull_request
750980817,dece2379dcc8d8ebbeaf59d6a4fd7eb97b2c3cde,,prepare-3.0,failed,706,2020-12-22 07:11:02 UTC,750980818,750980819,750980820,750980821,750980822,750980823,750980824,750980825,750980826,750980827,750980828,push
750979638,272f3e1d144c2e1b2ac90f5fd7496be3a05f5003,457,master,failed,632,2020-12-22 07:03:21 UTC,750979639,750979640,750979641,750979642,750979643,750979644,750979645,750979646,750979647,750979648,750979649,pull_request
750979624,147cbfa499f411851cb509a28b3f093eb838a08c,,prepare-3.0,failed,633,2020-12-22 06:58:48 UTC,750979625,750979626,750979627,750979628,750979629,750979630,750979631,750979632,750979633,750979634,750979635,push
750976423,460d4161c0a3d90d5947f42f233d140d43ed01aa,457,master,failed,627,2020-12-22 06:31:02 UTC,750976424,750976425,750976426,750976427,750976428,750976429,750976430,750976431,750976432,750976433,750976434,pull_request
750976403,795b274d1ce497172913ec31ab6ecb671ee9e766,,prepare-3.0,failed,620,2020-12-22 06:27:26 UTC,750976404,750976405,750976406,750976407,750976408,750976409,750976410,750976411,750976412,750976413,750976414,push
750974017,118c364d95d97f619b5b58c25d2fb8c75647e883,457,master,failed,652,2020-12-22 06:07:35 UTC,750974018,750974019,750974020,750974021,750974022,750974023,750974024,750974025,750974026,750974027,750974028,pull_request
750973948,df969c79bf33c7b1b6b68b6e6830a3cec6048c1b,,prepare-3.0,failed,633,2020-12-22 06:03:52 UTC,750973949,750973950,750973951,750973952,750973953,750973954,750973955,750973956,750973957,750973958,750973959,push
750162278,1bd46c49c064fb0f30fe679b887bb4034b6af9f5,,master,passed,724,2020-12-17 06:28:20 UTC,750162279,750162280,750162281,750162282,750162283,750162284,750162285,750162286,750162287,750162288,750162289,push
750159432,398ec004c666d330d03a0c2f7afa2868c553b1f6,,v2.4.1,passed,721,2020-12-17 06:01:55 UTC,750159433,750159434,750159435,750159436,750159437,750159438,750159439,750159440,750159441,750159442,750159443,push
750159380,398ec004c666d330d03a0c2f7afa2868c553b1f6,,master,passed,712,2020-12-17 05:31:17 UTC,750159381,750159382,750159383,750159384,750159385,750159386,750159387,750159388,750159389,750159390,750159391,push
750157603,68d573aa43c906a0c8d6ac0be634afa2c06455f1,,master,passed,712,2020-12-17 05:06:20 UTC,750157604,750157605,750157606,750157607,750157608,750157609,750157610,750157611,750157612,750157613,750157614,push
750006539,32a9f23661629b3462abe9d53394631da3800a3f,455,master,passed,724,2020-12-16 12:26:36 UTC,750006540,750006541,750006542,750006543,750006544,750006545,750006546,750006547,750006548,750006549,750006550,pull_request
749795140,885ab0ee5898397ed5440210cca20dc5d3a1f73e,,v2.4.0,passed,724,2020-12-15 11:19:34 UTC,749795141,749795142,749795143,749795144,749795145,749795146,749795147,749795148,749795149,749795150,749795151,push
749777939,c30183311113908e697d05f873264aad246f24c8,,master,passed,714,2020-12-15 09:54:31 UTC,749777940,749777941,749777942,749777943,749777944,749777945,749777946,749777947,749777948,749777949,749777950,push
749777664,0a76a1f509d78b948da59df51b2253f63b05ef2a,,v2.3.1,passed,861,2020-12-15 08:58:13 UTC,749777665,749777666,749777667,749777668,749777669,749777670,749777671,749777672,749777673,749777674,749777675,749777676,push
749266634,bddfeab7dedc5b220cf013c3876f82c30367c4f3,454,master,passed,721,2020-12-12 15:00:57 UTC,749266635,749266636,749266637,749266638,749266639,749266640,749266641,749266642,749266643,749266644,749266645,pull_request
746529023,b99c83844923408b802cff8439628822ac7f2711,452,master,passed,729,2020-11-29 04:39:08 UTC,746529024,746529025,746529026,746529027,746529028,746529029,746529030,746529031,746529032,746529033,746529034,pull_request
744898922,c89f436727d0eed247cf24843c398bc67f4c4c5a,451,master,passed,749,2020-11-20 15:59:04 UTC,744898923,744898924,744898925,744898926,744898927,744898928,744898929,744898930,744898931,744898932,744898933,pull_request
743332248,8f7ddba3cd343c2bada3c31c9660c63f0c6df114,,master,passed,753,2020-11-13 05:06:26 UTC,743332249,743332250,743332251,743332252,743332253,743332254,743332255,743332256,743332257,743332258,743332259,push
743317125,07f64fb4f189ee3fb57ff841d75e253c9cafb2bc,450,master,errored,326,2020-11-13 02:44:12 UTC,743317126,743317127,743317128,743317129,743317130,743317131,743317132,743317133,743317134,743317135,743317136,pull_request
743317103,db91e90ac1375283f29e1f4a235cc7abb043c2f0,,backport-ruby-core,passed,785,2020-11-13 02:44:08 UTC,743317104,743317105,743317106,743317107,743317108,743317109,743317110,743317111,743317112,743317113,743317114,push
743168047,735fb215dd268467d1fcee22617d68306c74309e,450,master,failed,634,2020-11-12 14:37:53 UTC,743168048,743168049,743168050,743168051,743168052,743168053,743168054,743168055,743168056,743168057,743168058,743168059,pull_request
743167910,dca43ea3b43f475869a4731aa3bc138be16a6e9e,,backport-ruby-core,failed,783,2020-11-12 13:12:09 UTC,743167911,743167912,743167913,743167914,743167915,743167916,743167917,743167918,743167919,743167920,743167921,743167922,push
737392064,d76e5fc1d2cedeba29fe7a5292f5d451dea0da57,,master,passed,826,2020-10-20 12:37:26 UTC,737392065,737392066,737392067,737392068,737392069,737392070,737392071,737392072,737392073,737392074,737392075,737392076,push
737391999,01e4823ee1b9837d7289ae4eb35c9d74535e0f5e,,master,passed,878,2020-10-20 12:34:13 UTC,737392000,737392001,737392002,737392003,737392004,737392005,737392006,737392007,737392008,737392009,737392010,737392011,push
733722739,673831c4f048788e10a04311348b433b1a84fb3a,449,master,passed,864,2020-10-07 16:35:45 UTC,733722740,733722741,733722742,733722743,733722744,733722745,733722746,733722747,733722748,733722749,733722750,733722751,pull_request
733645675,cdf5b9c74aea145a471678df27c4f8296c90dd5f,449,master,failed,837,2020-10-07 12:32:07 UTC,733645676,733645677,733645678,733645679,733645680,733645681,733645682,733645683,733645684,733645685,733645686,733645687,pull_request
733643273,0d3a9ff41e1fe065e02bb24a9e3f89bbd57edfd4,449,master,passed,826,2020-10-07 12:22:12 UTC,733643274,733643275,733643276,733643277,733643278,733643279,733643280,733643281,733643282,733643283,733643284,733643285,pull_request
733530622,e3c9755c78aa0e75a8062b7782bbae4371933c8a,449,master,passed,831,2020-10-07 02:34:08 UTC,733530623,733530624,733530625,733530626,733530627,733530628,733530629,733530630,733530631,733530632,733530633,733530634,pull_request
733529824,d1a1c244af7801d43919fc06bcb6f26c0376dcfa,449,master,passed,821,2020-10-07 02:28:59 UTC,733529825,733529826,733529827,733529828,733529829,733529830,733529831,733529832,733529833,733529834,733529835,733529836,pull_request
733529031,7363853c310914827f94811fd466561042ceb426,449,master,failed,826,2020-10-07 02:24:09 UTC,733529032,733529033,733529034,733529035,733529036,733529037,733529038,733529039,733529040,733529041,733529042,733529043,pull_request
733527183,141130388f5ec40225bcca51f6c479fa70794a71,449,master,failed,856,2020-10-07 02:14:56 UTC,733527184,733527185,733527186,733527187,733527188,733527189,733527190,733527191,733527192,733527193,733527194,733527195,pull_request
727354750,3a63ce0b1cfab6123d290a7e46db58d6f0602181,447,master,passed,816,2020-09-15 12:52:59 UTC,727354751,727354752,727354753,727354754,727354755,727354756,727354757,727354758,727354759,727354760,727354761,727354762,pull_request
727354575,28172416d0bf2f8e1f159d5d39914796a133f1d0,447,master,passed,1170,2020-09-15 12:49:15 UTC,727354576,727354577,727354578,727354579,727354580,727354581,727354582,727354583,727354584,727354585,727354586,727354587,pull_request
727342339,3c6a3694320a171b88499539dda8ea5df0e1a689,447,master,passed,817,2020-09-15 11:54:34 UTC,727342340,727342341,727342342,727342343,727342344,727342345,727342346,727342347,727342348,727342349,727342350,727342351,pull_request
727042570,7ad9d190a5ae6600da312e73a906a32b5fa12035,447,master,passed,825,2020-09-14 14:07:36 UTC,727042571,727042572,727042573,727042574,727042575,727042576,727042577,727042578,727042579,727042580,727042581,727042582,pull_request
726996626,3a696c1bb6587f2e07b4de911ff7a77424b29794,447,master,failed,827,2020-09-14 11:08:06 UTC,726996628,726996629,726996630,726996631,726996632,726996633,726996634,726996635,726996636,726996637,726996638,726996639,pull_request
725781525,07c34048ff758c81be9d8b30f5d63084e5e9e072,,master,passed,807,2020-09-10 01:59:26 UTC,725781526,725781527,725781528,725781529,725781530,725781531,725781532,725781533,725781534,725781535,725781536,725781537,push
725611795,e7a4c817a62891d79970171a0e3e8e1b387bfaf5,448,master,passed,841,2020-09-09 14:50:35 UTC,725611796,725611797,725611798,725611799,725611800,725611801,725611802,725611803,725611804,725611805,725611806,725611807,pull_request
725610676,2dd7e109515f7d87a11bb2a293bb7707c574abb4,447,master,failed,840,2020-09-09 14:47:51 UTC,725610677,725610678,725610679,725610680,725610681,725610682,725610683,725610684,725610685,725610686,725610687,725610688,pull_request
725584265,bfe41cfd869aa3fe9fc5b16cf2627639b6fd57a3,447,master,failed,833,2020-09-09 13:30:27 UTC,725584266,725584267,725584268,725584269,725584270,725584271,725584272,725584273,725584274,725584275,725584276,725584277,pull_request
720850046,c5083b238ed2016b968c402990f9de084f415e0d,,master,passed,790,2020-08-25 01:49:28 UTC,720850047,720850048,720850049,720850050,720850051,720850052,720850053,720850054,720850055,720850056,720850057,720850058,push
719676187,3e672111ec46acfe73e3abed5790bde34a607bc9,446,master,passed,946,2020-08-20 16:39:50 UTC,719676188,719676189,719676190,719676191,719676192,719676193,719676194,719676195,719676196,719676197,719676198,719676199,pull_request
718745323,17d08b489aa936d89075ef3a8ac5e352aa5faeef,445,master,passed,823,2020-08-17 19:50:19 UTC,718745324,718745325,718745326,718745327,718745328,718745329,718745330,718745331,718745332,718745333,718745334,718745335,pull_request
