build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
742586014,fce9fdce65a36e9f7fd54f69c9d06f00d29227a6,,master,passed,288,2020-11-10 01:24:30 UTC,742586015,742586016,742586017,push
742583551,acfefc8a1a7a97b5cf243ed9db01ecba0aaceb36,,master,canceled,0,,742583552,742583553,742583554,push
742582957,6b993d5bce3e979b4afdfd8c23e5a11e677a4d68,,master,canceled,0,,742582958,742582959,742582960,push
742582547,56d4f48099c4b1cacce6e6aa0a8874ed8edbd1fd,312,master,errored,103,2020-11-10 00:30:45 UTC,742582548,742582549,742582550,pull_request
742582543,b049d0ee103ce61136c77c3fe5e8f269a6a7ed4a,,list_languages,errored,103,2020-11-10 00:25:08 UTC,742582544,742582545,742582546,push
742573757,9f7efff1eae102885dcc185e2f0d75b9c635cfa6,312,master,canceled,0,,742573758,742573759,742573761,pull_request
742573751,7cd4a7464a3956ce4e2e9b60fc96049ed0ec87f3,,list_languages,canceled,0,,742573752,742573753,742573754,push
742557611,6fe33eae27e4ef783df84c87ebfac2f1042a2876,312,master,errored,156,2020-11-09 22:26:19 UTC,742557612,742557613,742557614,pull_request
742557604,37f8d07fbded1f5b64691483974abe4ffbecaf98,,list_languages,failed,233,2020-11-09 22:26:12 UTC,742557605,742557606,742557607,push
742542825,0f6ab096d2a56b552232eb23d710e7ce62bf49d9,312,master,canceled,0,,742542826,742542827,742542828,742542829,pull_request
742542813,355fbf8f6b3f243f8d126d1942a11ae36a666d65,,list_languages,failed,309,2020-11-09 21:12:25 UTC,742542814,742542815,742542816,742542817,push
742540100,8d605373cf1e4e01d4ba22c72bb64a62dffae48e,312,master,canceled,0,,742540101,742540102,742540103,742540104,pull_request
742540087,378b0026c2ce782fb9b38a193b869f4ebce254bb,,list_languages,canceled,0,,742540088,742540089,742540090,742540091,push
742525056,536df487dc0ceb2402b32b6b7922930ef0bc907d,312,master,canceled,0,,742525057,742525058,742525059,742525060,pull_request
742525048,babf092be62cc624b4c29da0f371587be2b6d78c,,list_languages,failed,304,2020-11-09 19:56:20 UTC,742525049,742525050,742525051,742525052,push
742518900,0e61f4aff0b73c34c3acf03ce54cfbe370c9a414,312,master,canceled,0,,742518901,742518902,742518903,742518904,pull_request
742518891,c838cf6a6dc830fdf5f934fbd6778979a9ac5609,,list_languages,canceled,0,,742518892,742518893,742518894,742518895,push
742503671,a0cefa91bd7055ff9ca655333ddf60f200e75f23,312,master,canceled,0,,742503672,742503673,742503674,742503675,pull_request
742503666,06dcc39d998d8602f45e6f1706bb0901e38a50b1,,list_languages,failed,366,2020-11-09 18:19:29 UTC,742503667,742503668,742503669,742503670,push
742502688,3a76a949fabc42ace97a4b795e3e56e1bab19516,312,master,canceled,0,,742502689,742502690,742502691,742502692,pull_request
742501983,090d3aac80c550b76eab86f1949012a6065e38a8,,list_languages,canceled,0,,742501984,742501985,742501986,742501987,push
737591859,2b21224d3a31f4f554871cb70226997808571bde,306,master,failed,301,2020-10-21 01:55:34 UTC,737591860,737591861,737591862,737591863,pull_request
733440384,00e20f7225cc0a4e713acfa101fa699306203e28,,master,passed,317,2020-10-06 19:22:10 UTC,733440385,733440386,733440387,733440388,push
733430973,3ad975e65156bbfd9a28790080771f65da224545,,master,passed,321,2020-10-06 18:48:49 UTC,733430974,733430975,733430976,733430977,push
732042315,daa59cd70d2a283a42179cd6de2de8532bd8f99b,302,master,passed,328,2020-10-01 18:59:54 UTC,732042316,732042317,732042318,732042319,pull_request
729999722,4d28a00c2d8be049c4722ae3383b7aeeea16b889,,master,passed,329,2020-09-24 16:03:44 UTC,729999723,729999724,729999725,729999726,push
729315118,862cd13ada87b49ff792c4e686a1b007291ca5e1,,master,passed,328,2020-09-22 13:58:44 UTC,729315119,729315120,729315121,729315122,push
729313815,a9ab241e9981417511cb92122a3527f347cf1f99,300,master,passed,337,2020-09-22 13:54:25 UTC,729313816,729313817,729313818,729313819,pull_request
729226441,3739cdee1c9c12a61aedae81b3185886fd26e02e,300,master,failed,293,2020-09-22 07:11:57 UTC,729226442,729226443,729226444,729226445,pull_request
726417076,435782ae5cf1d104264dc763e5fe2b2a19d645d1,,v0.3.6,passed,305,2020-09-11 20:57:28 UTC,726417077,726417078,726417079,726417080,push
724926999,435782ae5cf1d104264dc763e5fe2b2a19d645d1,,master,passed,308,2020-09-07 13:40:56 UTC,724927000,724927001,724927002,724927003,push
724924578,cae52bbb9282ffebea1fc0e13205a3cc37338ff6,,master,failed,307,2020-09-07 13:32:45 UTC,724924579,724924580,724924581,724924582,push
724920984,7c838bf3bc6f9c628861497f8662bd2552ed534f,,master,failed,283,2020-09-07 13:18:29 UTC,724920985,724920986,724920987,724920988,push
724907209,9bec89578b9c223d31e35014470d20b330c5ca0a,,master,failed,292,2020-09-07 12:29:49 UTC,724907210,724907211,724907212,724907213,push
723856309,157f6fffb8ea3cb2ef9cd754153ea54fa225b953,,master,passed,316,2020-09-03 16:45:33 UTC,723856310,723856311,723856312,723856313,push
722352059,110ad667c0404652666ac43b7de9583a568af65f,,v.0.3.6,passed,308,2020-08-29 19:40:45 UTC,722352060,722352061,722352062,722352063,push
722351031,110ad667c0404652666ac43b7de9583a568af65f,,master,passed,302,2020-08-29 19:34:05 UTC,722351032,722351033,722351034,722351035,push
719746267,ac78746cf6381f343816ba65b5138160694528bf,,master,passed,299,2020-08-20 20:50:19 UTC,719746268,719746269,719746270,719746271,push
719744903,86beaddddc68bf55afb24481f1e751363f43a24e,,master,failed,295,2020-08-20 20:45:12 UTC,719744904,719744905,719744906,719744907,push
716935711,c889d6e8809624b25a45feac9f7c66106425fa5d,,master,passed,322,2020-08-11 14:35:33 UTC,716935713,716935714,716935715,716935716,push
716924873,c17299cb1c97ffafee9922732566a82a1579c2d1,,master,failed,340,2020-08-11 14:17:31 UTC,716924875,716924876,716924877,716924878,push
716920828,d23b6164da85ab04f636f0d0f899dca4b4b5c330,,master,failed,294,2020-08-11 14:08:19 UTC,716920834,716920835,716920836,716920837,push
716917794,bccccf9c5cb68f3da229863d13f36690b033e1b3,,master,failed,286,2020-08-11 14:00:25 UTC,716917795,716917796,716917797,716917799,push
716913165,08531581b35c3db1f5170dca516e88e501e7a01c,,master,passed,308,2020-08-11 13:47:19 UTC,716913166,716913167,716913168,716913169,push
714614431,60f077b24157e61053a552c71242f21178dc7e46,,master,passed,305,2020-08-03 20:54:19 UTC,714614432,714614433,714614434,714614435,push
714612630,c0899779140e7b21a32b108f29b132b5b00dbc11,,master,failed,269,2020-08-03 20:46:31 UTC,714612631,714612632,714612633,714612634,push
714611124,1fb54fcb5236b8c5f33f3eb855c1085c00eeeb2c,,master,failed,278,2020-08-03 20:38:24 UTC,714611125,714611126,714611127,714611128,push
714609814,782a9ff693497c5738556b530333b10757dd89c0,,master,failed,251,2020-08-03 20:33:26 UTC,714609815,714609816,714609817,714609818,push
714606375,2d16cf640b0145e8a14c7a877e0ef7b697455c86,,master,passed,308,2020-08-03 20:17:48 UTC,714606376,714606377,714606378,714606379,push
714488981,d381a36a5572c92d7a1b7d7b014fc4e8b61507a8,289,master,passed,312,2020-08-03 14:23:37 UTC,714488982,714488983,714488984,714488985,pull_request
714481498,d442bebdbcefa6e567811045c4af84a738834458,289,master,failed,316,2020-08-03 14:10:19 UTC,714481499,714481500,714481501,714481502,pull_request
714471296,ce880f55d293615b62055f95be535360b20abd50,289,master,failed,286,2020-08-03 13:40:10 UTC,714471298,714471299,714471300,714471302,pull_request
714468367,489528de3e73bb2a982aa0e259426936bdc4b771,289,master,failed,303,2020-08-03 13:30:15 UTC,714468368,714468369,714468370,714468371,pull_request
711778162,00eab41d9cd21d38eff3411be54f2ae34aa47954,,v0.3.5,passed,320,2020-07-25 17:57:49 UTC,711778163,711778164,711778165,711778166,push
711776311,00eab41d9cd21d38eff3411be54f2ae34aa47954,,master,passed,330,2020-07-25 17:49:06 UTC,711776312,711776313,711776314,711776315,push
711775094,b22eaa43cfa4da119352847d6b75033aed66f95e,,master,passed,341,2020-07-25 17:42:31 UTC,711775095,711775096,711775097,711775098,push
695989420,8a5af0d29a980fd6fdecc22fcc5557997452e837,,master,passed,351,2020-06-08 12:09:13 UTC,695989421,695989422,695989423,695989424,push
695984562,a87946d9f91a753c1320c342dd6738de0deb266e,,master,passed,322,2020-06-08 11:50:28 UTC,695984563,695984564,695984565,695984566,push
693112890,27ab1dc9b2df0aedd7a48d788b4c68e4eb8383eb,,master,passed,326,2020-05-31 11:40:35 UTC,693112891,693112892,693112893,693112894,push
693111195,393631b0208fc534cd44259e67dda327cb41106c,,master,passed,305,2020-05-31 11:30:20 UTC,693111196,693111197,693111198,693111199,push
693108762,1e77d0f81fbb1da651f2eb33240e1c9869040339,,master,failed,340,2020-05-31 11:16:52 UTC,693108763,693108764,693108765,693108766,693108767,push
693107956,9d627a2bf3d867ed65f32b66dc4f5714ad198dc1,,master,passed,390,2020-05-31 11:12:56 UTC,693107957,693107958,693107959,693107960,693107961,push
691467149,cf1ef49f3241e6025a4f1f3a76940586809a0cbc,,master,passed,437,2020-05-26 20:18:31 UTC,691467150,691467151,691467152,691467153,691467154,push
691461851,ddc44b3548cbdfbc0d767c4210dfadbf36fb480f,,master,failed,360,2020-05-26 20:03:56 UTC,691461852,691461853,691461854,691461855,691461856,push
691457209,f06a80086863fbf49e88ef6fec8bd587d3724d49,,master,failed,383,2020-05-26 19:49:08 UTC,691457210,691457211,691457212,691457213,691457214,push
691455498,40f9aaa44805a7613d0caee5ee23b1537dadaf8d,,master,failed,382,2020-05-26 19:43:41 UTC,691455499,691455500,691455501,691455502,691455503,push
691451316,0a59a85d3c27225385b96c596d8a110c4cec4f83,,master,failed,399,2020-05-26 19:30:09 UTC,691451317,691451318,691451319,691451320,691451321,push
691448083,3af28b454b431fd9331a8507c98332ffaadc483c,,master,failed,415,2020-05-26 19:21:32 UTC,691448084,691448085,691448086,691448087,691448088,push
691423361,a547d0e5f8a188fc0811eb4bff1ce6b8e92d8f60,,master,passed,404,2020-05-26 18:06:56 UTC,691423362,691423363,691423364,691423365,691423366,push
691418731,ad25e10ff6e44cb4f3daafaa0f95313a6d0b1f7e,275,master,passed,396,2020-05-26 17:53:49 UTC,691418732,691418733,691418734,691418735,691418736,pull_request
691413447,dc38b6f07a18c2d11d5c2ec2baf276137e53d114,275,master,failed,365,2020-05-26 17:40:15 UTC,691413448,691413449,691413450,691413451,691413452,pull_request
691412959,80616ed486acad76cfcfb96a4ab036885c6405e5,275,master,failed,385,2020-05-26 17:38:40 UTC,691412960,691412961,691412962,691412963,691412964,pull_request
691403866,ba55f0e47b5f564a9d6c72a476fa2ce6097c1bdc,275,master,failed,373,2020-05-26 17:14:37 UTC,691403867,691403868,691403869,691403870,691403871,pull_request
691396260,272c67b264954c478439f5f948ccbdc99e84cc6f,275,master,failed,394,2020-05-26 16:53:00 UTC,691396261,691396262,691396263,691396264,691396265,pull_request
691239266,e04521a9651f754c315ed3ad9362d67697d2a4c8,,master,passed,393,2020-05-26 09:39:45 UTC,691239267,691239268,691239269,691239270,691239271,push
691237397,2e02c8de04343a33c70f031079d57c1e959ed8f2,,master,failed,326,2020-05-26 09:32:52 UTC,691237398,691237399,691237400,691237401,691237402,push
691025367,626309476eb4d72f5fef647b0b7c7a58712fe4cc,273,master,passed,426,2020-05-25 17:19:21 UTC,691025368,691025369,691025370,691025371,691025372,pull_request
691021984,2146df8e2f3b622638d009e4ae8111cfe232c4fd,273,master,failed,368,2020-05-25 17:08:28 UTC,691021985,691021986,691021987,691021988,691021989,pull_request
680658355,6d5a35213d7e8dcf836e7107fa86ac62265cfa05,,master,passed,391,2020-04-28 16:53:20 UTC,680658356,680658357,680658358,680658359,680658360,push
680623638,daee8b83ad9642b341a57595f46b3cbb849004e4,269,master,passed,466,2020-04-28 15:34:36 UTC,680623639,680623640,680623641,680623642,680623643,pull_request
679155231,5eb5e65553a850ffe9c25cb23ccd44adcc5ee331,258,master,passed,499,2020-04-24 18:27:17 UTC,679155232,679155233,679155234,679155235,679155236,679155237,pull_request
676600169,b728fc59b14c90774d909490d0ad260cf7344d22,,v0.3.4,passed,404,2020-04-18 14:35:29 UTC,676600170,676600171,676600172,676600173,676600174,push
676598384,b728fc59b14c90774d909490d0ad260cf7344d22,,master,passed,380,2020-04-18 14:27:55 UTC,676598385,676598386,676598387,676598388,676598389,push
676598206,ccb2020da199e2ff2764660a0f31e9894a87f7be,,master,passed,382,2020-04-18 14:26:34 UTC,676598207,676598208,676598209,676598210,676598211,push
676597795,0b24a066c93ed4dd96e230e6519acbb6a515d521,,master,failed,356,2020-04-18 14:24:25 UTC,676597796,676597797,676597798,676597799,676597800,push
676595863,9c24e17e09dc53cd3448f25a5b2a4d0568c42df5,258,master,failed,465,2020-04-18 14:17:38 UTC,676595864,676595865,676595866,676595867,676595868,676595869,pull_request
676595847,8abb2ce8462d3daf5309666b5b7befe5b9830ea4,,master,failed,357,2020-04-18 14:16:16 UTC,676595848,676595849,676595850,676595851,676595852,push
676503610,666520e9a795fc932c142106661e549066dbbc25,266,master,failed,367,2020-04-18 06:57:09 UTC,676503611,676503612,676503613,676503614,676503615,pull_request
669489381,d014e57883031b87829f64ecb7e77237622d149c,,master,passed,417,2020-04-01 00:26:25 UTC,669489382,669489383,669489384,669489385,669489386,push
669477458,fd7757a1a17b6c3ab3940c9f79b5afe3b6dc4318,,master,passed,394,2020-03-31 23:47:50 UTC,669477459,669477460,669477461,669477462,669477463,push
669474479,2622413585990c225969ab1f8d38369501679484,,master,failed,401,2020-03-31 23:37:30 UTC,669474480,669474481,669474482,669474483,669474484,push
669471636,56df5824ffd3be25e447666324a1e490c24963f4,,master,failed,367,2020-03-31 23:26:16 UTC,669471637,669471638,669471639,669471640,669471641,push
669464317,787f625d99f0e65cedca328ee7192e2c3e1896c1,,master,failed,378,2020-03-31 22:59:49 UTC,669464318,669464319,669464320,669464321,669464322,push
669450249,5321d5deaf43f6b4a744036c4a97f081e23740f9,,master,passed,420,2020-03-31 22:11:55 UTC,669450250,669450251,669450252,669450253,669450254,push
663514246,9aec42c7fa288c421b2f5280a2b184ae654ad36e,258,master,passed,487,2020-03-17 13:58:45 UTC,663514247,663514248,663514249,663514250,663514251,663514252,pull_request
661628787,b17c164b9fdd5da76f95aa5d6df8ad8c5a1ccb39,258,master,passed,506,2020-03-12 17:37:11 UTC,661628788,661628789,661628790,661628791,661628792,661628793,pull_request
660321851,06d846b533877a2ebb617fca624e71c736b38807,258,master,passed,674,2020-03-09 19:51:56 UTC,660321852,660321853,660321854,660321855,660321856,660321857,660321858,660321859,pull_request
659709785,309b4a43eb3b119c0308faf17132989555beb09f,258,master,passed,378,2020-03-08 03:23:25 UTC,659709786,659709787,659709788,659709789,659709790,pull_request
659709314,70ffcf48a7f9e3243fef1ac28c98ad60cad7db2c,258,master,failed,381,2020-03-08 03:19:20 UTC,659709315,659709316,659709317,659709318,659709319,pull_request
659708817,70be2ccabc85e581c9fc4d7802ef082ecde6813e,258,master,failed,360,2020-03-08 03:14:00 UTC,659708818,659708819,659708820,659708821,659708822,pull_request
659707522,9f1dd1b8a8a566d34074719994676180559432fb,258,master,failed,370,2020-03-08 03:03:03 UTC,659707523,659707524,659707525,659707526,659707527,pull_request
659705678,16739dfd358dadac29af5a55e371088acb58c6a7,258,master,passed,392,2020-03-08 02:50:52 UTC,659705679,659705680,659705681,659705682,659705683,pull_request
659702171,12f6087a4691a312824a3d5f82ae3624e6ab2265,258,master,passed,371,2020-03-08 02:32:46 UTC,659702172,659702173,659702174,659702175,659702176,pull_request
659701535,03f5caddba15c02d746fb64ed5a1e0d6d692fb27,258,master,failed,357,2020-03-08 02:27:27 UTC,659701536,659701537,659701538,659701539,659701540,pull_request
659700727,e166027a2481e1e4c9243eee757003223c7831a2,258,master,failed,371,2020-03-08 02:21:57 UTC,659700728,659700729,659700730,659700731,659700732,pull_request
659700256,7fb1c82ec78a6ce94a131cca8e418feb5bd6a755,258,master,failed,358,2020-03-08 02:18:40 UTC,659700257,659700258,659700259,659700260,659700261,pull_request
659700023,b89954efa009de4f8e3d85d99d61317658b17cf5,258,master,failed,361,2020-03-08 02:17:05 UTC,659700024,659700025,659700026,659700027,659700028,pull_request
659699420,84a6065442f7996a2c3ca733473d563240cf5895,258,master,failed,356,2020-03-08 02:14:27 UTC,659699421,659699422,659699423,659699424,659699425,pull_request
659698899,52e4ea02e8e11762b1acdf0d71793828461993b3,258,master,failed,355,2020-03-08 02:11:51 UTC,659698900,659698901,659698902,659698903,659698904,pull_request
659698518,d44ad2eadda6cb46afdeb95ae62d5f7cd887ee19,258,master,failed,356,2020-03-08 02:08:51 UTC,659698519,659698520,659698521,659698522,659698523,pull_request
659697965,0cb47000aa478d7853ea02891413694f5615806f,258,master,failed,330,2020-03-08 02:05:10 UTC,659697966,659697967,659697968,659697969,659697970,pull_request
659696790,29252a0c5051d66c8d63907d2f5972a172e9f4d2,258,master,failed,321,2020-03-08 01:58:58 UTC,659696791,659696792,659696793,659696794,659696795,pull_request
659696303,5492bd8522a7453f023616c47346a8064e1f3f9d,258,master,failed,326,2020-03-08 01:55:48 UTC,659696304,659696305,659696306,659696307,659696308,pull_request
