build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
757228581,8b74e855fb915516a5d8e7b93370f6c75bf02247,,v0.8.12,errored,150,2021-02-02 12:55:07 UTC,757228582,757228583,757228584,757228585,757228586,757228587,757228588,757228589,push
740125501,037b7803d04cd086f0f45ab5148020f4c0433984,,require-rerun_on-doc,passed,11060,2020-10-30 08:02:52 UTC,740125502,740125503,740125504,740125505,740125506,740125507,740125508,740125509,740125510,740125511,740125512,740125513,push
740125443,19bc28c16148892b218d28e6886d13c3d2e93f66,,require-rerun_on-doc,canceled,0,,740125444,740125445,740125446,740125447,740125448,740125449,740125450,740125451,740125452,740125453,740125454,740125455,push
740125111,a9d9541e89e6e1500017af8d7fde7b27d13cd171,,require-rerun_on-doc,canceled,0,,740125112,740125113,740125114,740125115,740125116,740125117,740125118,740125119,740125120,740125121,740125122,740125123,push
739873829,40ba89b5c6af449d06de9f821858b2ede8388587,,require-rerun_on-doc,passed,12179,2020-10-29 10:48:41 UTC,739873830,739873831,739873832,739873833,739873834,739873835,739873836,739873837,739873838,739873839,739873840,739873841,push
726138630,ad87d7d8b4582eb648ac9ec20d12deb17ae87a76,1459,v0.1.0,errored,145,2020-09-11 02:59:06 UTC,726138631,726138632,726138633,726138634,726138635,726138636,726138637,726138638,pull_request
722660422,c57bf873054f644b36365b04d078b77d8567a17f,,v0_10,passed,11984,2020-08-31 08:05:11 UTC,722660423,722660424,722660425,722660426,722660427,722660428,722660429,722660430,722660431,722660432,722660433,722660434,push
721947283,f1654ed21195774de490fd3d1161a9e7454d8941,1450,v0_10,passed,12106,2020-08-28 08:58:33 UTC,721947284,721947285,721947286,721947287,721947288,721947289,721947290,721947291,721947292,721947293,721947294,721947295,pull_request
721945444,97cea9ff6526ea1ec3d88c5a25039ae8c12e8656,,add-log-marker,passed,12727,2020-08-28 08:18:32 UTC,721945445,721945446,721945447,721945448,721945449,721945450,721945451,721945452,721945453,721945454,721945455,721945456,push
721928248,949591b6b2e72cf8a1b3a35cc79a5b16bab0713b,,v0.1.0,errored,142,2020-08-28 06:49:06 UTC,721928249,721928250,721928251,721928252,721928253,721928254,721928255,721928256,push
721883209,b9bd43e677c2b4e97e914c5f234ff397461f4255,1449,v0_10,passed,12091,2020-08-28 02:34:41 UTC,721883210,721883211,721883212,721883213,721883214,721883215,721883216,721883217,721883218,721883219,721883220,721883221,pull_request
721882961,fee3c4b40500c89dacb99d0c9843fa23364d03b8,1448,v0_10,passed,12094,2020-08-28 01:53:49 UTC,721882962,721882963,721882964,721882965,721882966,721882967,721882968,721882969,721882970,721882971,721882972,721882973,pull_request
721603787,507e527fc0e1647792386a161c5dceb8545c0d9e,1444,v0_10,passed,11910,2020-08-27 07:35:02 UTC,721603788,721603789,721603790,721603791,721603792,721603793,721603794,721603795,721603796,721603797,721603798,721603799,pull_request
721231755,069ed09f3cac01620eeaaaf6ff931349f7dcf0f6,,v0_10,passed,12147,2020-08-26 05:30:46 UTC,721231756,721231757,721231758,721231759,721231760,721231761,721231762,721231763,721231764,721231765,721231766,721231767,push
720977571,618608edbe06fc1dab765da1cb31bf6dfc68e07c,1447,v0_10,passed,12265,2020-08-25 12:28:18 UTC,720977572,720977573,720977574,720977575,720977576,720977577,720977578,720977579,720977580,720977581,720977582,720977583,pull_request
720958313,46e2623cf198006d3b02e8790eac89db8f38360a,1447,v0_10,failed,11750,2020-08-25 11:09:35 UTC,720958314,720958315,720958316,720958317,720958318,720958319,720958320,720958321,720958322,720958323,720958324,720958325,pull_request
720861827,5c189d48d5c057ad7cc99ac8de2a873e03a76445,1447,v0_10,passed,12155,2020-08-25 02:58:09 UTC,720861828,720861829,720861830,720861831,720861832,720861833,720861834,720861835,720861836,720861837,720861838,720861839,pull_request
720552999,eb8370a60a5057d0bdcb8059526ea29ae5cfc447,1447,v0_10,passed,12024,2020-08-24 06:53:00 UTC,720553000,720553001,720553002,720553003,720553004,720553005,720553006,720553007,720553008,720553009,720553010,720553011,pull_request
720547119,78a0e84da4a7935fb43a4a829effc4a67fd30b97,1447,v0_10,failed,10940,2020-08-24 06:19:31 UTC,720547123,720547125,720547126,720547127,720547128,720547129,720547130,720547131,720547132,720547133,720547134,720547135,pull_request
719509060,2a5f623457c377d861709f2373502f752ce9680c,,v0_10,passed,12045,2020-08-20 07:35:59 UTC,719509061,719509062,719509063,719509064,719509065,719509066,719509067,719509068,719509069,719509070,719509071,719509072,push
719500344,4ee0731ab27ac532041f8b05a10d3e4489f5323c,1446,v0_10,passed,12214,2020-08-20 06:44:25 UTC,719500345,719500346,719500347,719500348,719500349,719500350,719500351,719500352,719500353,719500354,719500355,719500356,pull_request
719492026,8fa54addf51576a447c0a9c57af89720174711aa,1446,v0_10,passed,11976,2020-08-20 05:39:08 UTC,719492027,719492028,719492029,719492030,719492031,719492032,719492033,719492034,719492035,719492036,719492037,719492038,pull_request
719219923,ad0e38042ed0cd8835caed569d4dd8e1b2d54846,1444,v0_10,passed,12224,2020-08-19 09:20:41 UTC,719219924,719219925,719219926,719219927,719219928,719219929,719219930,719219931,719219932,719219933,719219934,719219935,pull_request
719173783,d9be5e8ae07b36c98982a8583975e0b51c3d4d39,1445,v0_10,passed,12188,2020-08-19 05:49:01 UTC,719173784,719173785,719173786,719173787,719173788,719173790,719173792,719173793,719173794,719173795,719173796,719173797,pull_request
719173728,2fd7bc6993203ad1050e3a2faeaa313e1f3941c0,,v0_10,passed,12165,2020-08-19 05:09:40 UTC,719173729,719173730,719173731,719173732,719173733,719173734,719173735,719173736,719173737,719173738,719173739,719173740,push
718465633,0e557de4880c1abd9ca71e29b35d2e51fc3b539c,1419,v0_10,passed,12131,2020-08-17 00:14:46 UTC,718465634,718465636,718465638,718465639,718465641,718465642,718465643,718465644,718465645,718465646,718465647,718465648,pull_request
717854027,7c9827f11437c48366db6bb6eee4413ab11fca65,1444,v0_10,passed,11417,2020-08-14 09:02:40 UTC,717854028,717854029,717854030,717854031,717854032,717854033,717854034,717854035,717854036,717854037,717854038,717854039,pull_request
717559423,192fbd52818e9f47cc7a9322ff5046022e3cd33e,1444,v0_10,passed,11920,2020-08-13 11:45:51 UTC,717559424,717559425,717559426,717559427,717559428,717559429,717559430,717559431,717559432,717559433,717559434,717559435,pull_request
717475926,4f257d3703f57e093d39c5133f671094583d843a,1419,v0_10,passed,12233,2020-08-13 04:25:03 UTC,717475927,717475928,717475929,717475930,717475931,717475932,717475933,717475934,717475936,717475937,717475938,717475939,pull_request
717159982,e22db6df1565b459b04e3bfed530a7d09b68ec13,,v0_10,passed,11484,2020-08-12 06:35:25 UTC,717159983,717159984,717159985,717159986,717159987,717159988,717159989,717159990,717159991,717159992,717159993,717159994,push
716848101,f23efc237546639d25209bde016accf752f27d41,1419,v0_10,passed,12194,2020-08-11 10:02:31 UTC,716848102,716848103,716848104,716848105,716848106,716848107,716848108,716848109,716848110,716848111,716848112,716848113,pull_request
716840854,322866794f404d23f64c9364071f7fe59fd90cb1,1442,v0_10,passed,11694,2020-08-11 09:16:55 UTC,716840855,716840856,716840857,716840858,716840859,716840860,716840861,716840862,716840863,716840864,716840865,716840866,pull_request
