build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
709682670,1cd82e65848abf6bdd77f94e70bd36aa742f1701,223,v1-stable,errored,1607,2020-07-19 13:19:46 UTC,709682671,709682672,709682673,709682674,709682675,709682676,709682677,709682678,pull_request
709682661,96bc59d4e1e5808bda6b467c93b876992893a021,,dependabot/go_modules/tools/github.com/reviewdog/reviewdog-0.10.1,errored,192,2020-07-19 13:14:35 UTC,709682662,709682663,709682664,709682665,709682666,709682667,709682668,709682669,push
709682601,d495e812c54dbc4c30842657925e5eff37de7a45,222,v1-stable,errored,1559,2020-07-19 13:10:54 UTC,709682602,709682603,709682604,709682605,709682606,709682607,709682608,709682609,pull_request
709682585,55a5004123f9d903fada7fdaeb41314f447de219,,dependabot/go_modules/tools/github.com/golangci/golangci-lint-1.28.3,errored,195,2020-07-19 13:08:41 UTC,709682586,709682587,709682588,709682589,709682590,709682591,709682592,709682593,push
709682446,d144be02cb7d25fea78c5a97e09ad99342cf4f31,,master,errored,220,2020-07-19 13:02:25 UTC,709682447,709682448,709682449,709682450,709682451,709682452,709682453,709682454,push
709682437,d144be02cb7d25fea78c5a97e09ad99342cf4f31,,main,passed,2812,2020-07-19 12:55:27 UTC,709682438,709682439,709682440,709682441,709682442,709682443,709682444,709682445,push
709682310,2b0908982c298fbf37647bce833e1ba6fa457c29,221,v1-stable,errored,222,2020-07-19 12:52:49 UTC,709682311,709682312,709682313,709682314,709682315,709682316,709682317,709682318,pull_request
709682288,f376b07bfd66fb818bc82a912fb2557951f9f1c4,220,v1-stable,errored,1485,2020-07-19 12:47:00 UTC,709682289,709682290,709682291,709682292,709682293,709682294,709682295,709682296,pull_request
709682279,a9375697476fd2df25cef84b4ec22eebce53ff26,,dependabot/github_actions/actions/cache-v2,errored,215,2020-07-19 12:44:32 UTC,709682280,709682281,709682282,709682283,709682284,709682285,709682286,709682287,push
709682270,633e33ccc59d9c906b10bac317be428b1e11c617,,dependabot/github_actions/actions/setup-go-v2.1.0,errored,188,2020-07-19 12:38:26 UTC,709682271,709682272,709682273,709682274,709682275,709682276,709682277,709682278,push
709682161,d144be02cb7d25fea78c5a97e09ad99342cf4f31,,v1-stable,passed,2857,2020-07-19 12:26:14 UTC,709682162,709682163,709682164,709682165,709682166,709682167,709682168,709682169,push
709680612,de934d5e8e3cd9f01c9983e6a3ce0956f5193dd4,167,v1-stable,passed,3810,2020-07-19 12:11:46 UTC,709680613,709680614,709680615,709680616,709680617,709680618,709680619,709680620,pull_request
709680597,dd045aa31ff7923ff1ca55f31213f8697c529565,,bitxel-with-view-name,failed,3451,2020-07-19 12:03:18 UTC,709680598,709680599,709680600,709680601,709680602,709680603,709680604,709680605,push
709680543,7567e1c479b0b1c0690f1005560bc024829494a7,216,v1-stable,errored,225,2020-07-19 12:00:17 UTC,709680544,709680545,709680546,709680547,709680548,709680549,709680550,709680551,pull_request
709680523,289891a0cfca74c36c87f3ea4758af65527fd6b3,,extract-tools,canceled,68,2020-07-19 11:56:24 UTC,709680524,709680525,709680526,709680527,709680528,709680529,709680530,709680531,push
709680462,f97bf31e1779c98602cd544c39f419c8239adc6b,,master,canceled,0,,709680463,709680464,709680465,709680466,709680467,709680468,709680469,709680470,push
709680453,f97bf31e1779c98602cd544c39f419c8239adc6b,,main,passed,3394,2020-07-19 11:42:59 UTC,709680454,709680455,709680456,709680457,709680458,709680459,709680460,709680461,push
709680280,f97bf31e1779c98602cd544c39f419c8239adc6b,,v1-stable,failed,2391,2020-07-19 11:38:06 UTC,709680281,709680282,709680283,709680284,709680285,709680286,709680287,709680288,push
709673090,526d076df5763581a2e9e7fe44124b3df3146afc,219,v1-stable,failed,3352,2020-07-19 11:18:54 UTC,709673091,709673092,709673093,709673094,709673095,709673096,709673097,709673098,pull_request
709673081,952c946ec4c48287328882920705d3c1c6cd8839,,skip-error,passed,3438,2020-07-19 11:06:15 UTC,709673082,709673083,709673084,709673085,709673086,709673087,709673088,709673089,push
709673066,d3c87cdffbaa2714c8fa4deb72c86f5fa0239a77,216,v1-stable,passed,3984,2020-07-19 10:49:37 UTC,709673067,709673068,709673069,709673070,709673071,709673072,709673073,709673074,pull_request
709673054,767a89c6d559d006c51363537354fa8bd28fc421,,extract-tools,passed,3817,2020-07-19 10:41:41 UTC,709673055,709673056,709673057,709673058,709673059,709673060,709673061,709673062,push
709632945,9df8c988dce3f71ebf8a906246fe80ddc2756f28,,v1-stable,passed,3267,2020-07-19 04:54:46 UTC,709632946,709632947,709632948,709632949,709632950,709632951,709632952,709632953,cron
708634054,c947aa730ac294478e156bad74512664380c870b,167,v1-stable,passed,3406,2020-07-16 09:17:35 UTC,708634055,708634056,708634057,708634058,708634059,708634060,708634061,708634062,pull_request
708634004,6d5562e354448336139241bf6111e5704296cefc,,bitxel-with-view-name,passed,3448,2020-07-16 09:04:25 UTC,708634005,708634006,708634007,708634008,708634009,708634010,708634011,708634012,push
708633992,6fa2cdc608f3e918a827065713fc2c209f23a882,216,v1-stable,failed,3944,2020-07-16 08:47:59 UTC,708633993,708633994,708633995,708633996,708633997,708633998,708633999,708634000,pull_request
708633969,055baca6cc652b9ab7b01862617d0b88670f5231,,extract-tools,passed,4046,2020-07-16 08:32:48 UTC,708633970,708633971,708633972,708633973,708633974,708633975,708633976,708633977,push
708633929,d0e5dcfdb4d506fa060a04eaa3ae6e4b3342b401,219,v1-stable,passed,3337,2020-07-16 08:19:53 UTC,708633930,708633931,708633932,708633933,708633934,708633935,708633936,708633937,pull_request
708633918,9e4fc91c54b509f345e18ae5502d3b08200f2163,,skip-error,passed,3499,2020-07-16 08:06:56 UTC,708633919,708633921,708633922,708633924,708633925,708633926,708633927,708633928,push
708633796,9df8c988dce3f71ebf8a906246fe80ddc2756f28,,v1-stable,passed,3454,2020-07-16 07:56:12 UTC,708633797,708633798,708633799,708633800,708633801,708633802,708633803,708633804,push
708633785,9df8c988dce3f71ebf8a906246fe80ddc2756f28,,master,failed,3336,2020-07-16 07:41:22 UTC,708633786,708633787,708633788,708633789,708633790,708633791,708633792,708633793,push
708633529,9df8c988dce3f71ebf8a906246fe80ddc2756f28,,main,passed,3317,2020-07-16 07:34:27 UTC,708633530,708633531,708633532,708633533,708633534,708633535,708633536,708633537,push
707305743,9087115b8e1ab1fba97301c84b76eb9fec4b9e32,,v1-stable,passed,3139,2020-07-12 04:54:39 UTC,707305745,707305746,707305747,707305748,707305749,707305750,707305751,707305752,cron
705090351,9087115b8e1ab1fba97301c84b76eb9fec4b9e32,,master,passed,3254,2020-07-05 12:08:38 UTC,705090352,705090353,705090354,705090355,705090356,705090357,705090358,705090359,push
705090342,9087115b8e1ab1fba97301c84b76eb9fec4b9e32,,main,failed,3232,2020-07-05 11:57:07 UTC,705090343,705090344,705090345,705090346,705090347,705090348,705090349,705090350,push
705090282,13c316409f65b248a7f7f71f1a1597bb42475e34,167,v1-stable,failed,2314,2020-07-05 11:45:49 UTC,705090283,705090284,705090285,705090286,705090287,705090288,705090289,705090290,pull_request
705090243,ea48221f84228d7e209922aa9271163a50afe3fe,,bitxel-with-view-name,passed,2267,2020-07-05 11:36:49 UTC,705090244,705090245,705090246,705090247,705090248,705090249,705090250,705090251,push
705090225,ba787a8ea7adb170ec8c1f76f3cce1a79b3997a2,216,v1-stable,failed,3911,2020-07-05 11:23:05 UTC,705090226,705090227,705090228,705090229,705090230,705090231,705090232,705090233,pull_request
705090208,346d3c594fac6b18d6b5158a62de1c4ea15f82fb,,extract-tools,failed,2606,2020-07-05 11:13:05 UTC,705090209,705090210,705090211,705090212,705090213,705090214,705090215,705090216,push
705090128,9087115b8e1ab1fba97301c84b76eb9fec4b9e32,,v1-stable,failed,2262,2020-07-05 11:03:08 UTC,705090129,705090130,705090131,705090132,705090133,705090134,705090135,705090136,push
705089585,e14f059f524c6fe318ee03d45b783f0ee68fa65c,167,v1-stable,canceled,0,,705089586,705089587,705089588,705089589,705089590,705089591,705089592,705089593,pull_request
705089576,71360790ce37a078d878fd98fefb13b394e43060,,bitxel-with-view-name,canceled,0,,705089577,705089578,705089579,705089580,705089581,705089582,705089583,705089584,push
705088622,5173b046c070bf293c8f2a581b92c11ef05a1ff1,216,v1-stable,canceled,0,,705088623,705088624,705088625,705088626,705088627,705088628,705088629,705088630,pull_request
705088605,5809a1e360124c161231eeb5d5e9063358e1f198,,extract-tools,errored,2397,2020-07-05 10:51:25 UTC,705088606,705088607,705088608,705088609,705088610,705088611,705088612,705088613,push
705088301,b7933b86b90bc98654ce23dee50aec33d4e8b3ab,216,v1-stable,canceled,0,,705088302,705088303,705088304,705088305,705088306,705088307,705088308,705088309,pull_request
705088292,d3d6ede6c64148615612a2ce92aed21c90b986c2,,extract-tools,passed,3927,2020-07-05 10:43:31 UTC,705088293,705088294,705088295,705088296,705088297,705088298,705088299,705088300,push
705084140,bd1d9bd5025de9c1f3c0fb7ebd5cf2f0862f64ce,218,v1-stable,passed,3254,2020-07-05 10:15:44 UTC,705084141,705084142,705084143,705084144,705084145,705084146,705084147,705084148,pull_request
705084125,7f9319b87c835e04fd3171054395521e99ba02a2,,better-example,failed,3332,2020-07-05 10:08:45 UTC,705084126,705084127,705084128,705084129,705084130,705084131,705084132,705084133,push
