build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
758982012,5649f950e44bceac406b26b004adea6be15a08da,296,master,failed,322,2021-02-15 01:45:38 UTC,758982013,758982014,758982015,758982016,758982017,758982018,pull_request
756826344,9a66943b48697474eec3d394b2af96783449981d,,master,passed,291,2021-01-30 13:46:31 UTC,756826345,756826346,756826347,756826348,756826349,756826350,push
754898650,cc0d583efe6acffb22300c9670f5a2abbe3ff2b6,,master,passed,296,2021-01-17 17:28:59 UTC,754898651,754898652,754898653,754898654,754898655,754898656,push
753666786,cbadab531085620d026cc64a7f4a2829b584773c,,master,passed,510,2021-01-09 11:11:46 UTC,753666787,753666788,753666789,753666790,753666791,753666792,push
753662409,96ed0648b7d36c633359a95a2c448f6766c741da,288,master,passed,328,2021-01-09 10:05:54 UTC,753662410,753662411,753662412,753662413,753662414,753662415,pull_request
753057737,f62c5f1cf972c38f7b0951bf8217c8a9f7cc782a,,master,passed,310,2021-01-05 20:10:16 UTC,753057738,753057739,753057740,753057741,753057742,753057743,push
752460116,ac44d663764c60785d788943b3608c7fda585730,283,master,passed,529,2021-01-01 22:39:30 UTC,752460117,752460118,752460119,752460120,752460121,752460122,pull_request
750541605,4ae88c6684599e07766e8bfddce9cdb8f44f9e33,,master,passed,522,2020-12-19 12:04:07 UTC,750541606,750541607,750541608,750541609,750541610,750541611,push
750541175,87e9f5675fd98b3e12c55dace66847afc67a0a43,,master,passed,484,2020-12-19 11:57:11 UTC,750541176,750541177,750541178,750541179,750541180,750541181,push
750422975,8b8b6e1771ea53ed3be1a0f0c759441a02774b83,281,master,passed,291,2020-12-18 16:37:12 UTC,750422976,750422977,750422978,750422979,750422980,750422981,pull_request
750271049,92aacbcfd7c043411fb9aa3b4baf25f1826a7bb2,281,master,passed,288,2020-12-17 19:17:46 UTC,750271050,750271051,750271052,750271053,750271054,750271055,pull_request
750104038,8dd4568b1d9353b754aae0a84cb846242b395e9f,281,master,errored,3537,2020-12-16 22:44:02 UTC,750104039,750104040,750104041,750104042,750104043,750104044,pull_request
750103706,f246f7f473a81d35b1652e0ef0676c16e51a6f30,281,master,canceled,0,,750103707,750103708,750103709,750103710,750103711,750103712,pull_request
750103618,7adfb5f34d0ac92fe280614bff49ef28b042921e,281,master,canceled,0,,750103619,750103620,750103621,750103622,750103623,750103624,pull_request
750102991,8a2dc0d93fe155ad479416e9c5f3e972312535f9,281,master,canceled,0,,750102992,750102993,750102994,750102995,750102996,750102997,pull_request
743749089,807249f6c63197514216e3c59349ce672c6412b1,,master,passed,291,2020-11-15 15:06:35 UTC,743749090,743749091,743749092,743749093,743749094,743749095,push
743749062,87b24c67c19e9e7d8cfc790a8e4009b8e792f9fa,278,master,errored,148,2020-11-15 15:05:44 UTC,743749063,743749064,743749065,743749066,743749067,743749068,pull_request
743748515,f17251900f6e185e61c74135ab9de834c8cf18ec,,1.12.0,passed,523,2020-11-15 15:02:38 UTC,743748516,743748517,743748518,743748519,743748520,743748521,push
743746888,f17251900f6e185e61c74135ab9de834c8cf18ec,,v1.12,passed,485,2020-11-15 14:49:39 UTC,743746889,743746890,743746891,743746892,743746893,743746894,push
743746696,cf49dbb78cdb193ffb3ff3e5d25f0a6837279258,,v1.12,passed,440,2020-11-15 14:46:13 UTC,743746697,743746698,743746699,743746700,743746701,743746702,push
740788107,cf49dbb78cdb193ffb3ff3e5d25f0a6837279258,,master,passed,289,2020-11-02 09:22:05 UTC,740788108,740788109,740788110,740788111,740788112,740788113,push
740787793,3c03382bc14c81a72dc97363347725c79094d6aa,277,master,errored,192,2020-11-02 09:13:38 UTC,740787794,740787795,740787796,740787797,740787798,740787799,pull_request
740271307,a7d8f942f2ea8ec58c5f92164c240349fd9dd89b,,new_parsers,passed,289,2020-10-30 22:17:11 UTC,740271308,740271309,740271310,740271311,740271312,740271313,push
740052365,bd98cb8d166c8ada157c987d6126c6f321815329,,new_parsers,passed,296,2020-10-30 15:52:14 UTC,740052366,740052367,740052368,740052369,740052370,740052371,push
739897809,85ae8d64e914f4c1bb0dbbc433132991a1093e62,,new_parsers,passed,296,2020-10-29 12:55:05 UTC,739897810,739897811,739897812,739897813,739897814,739897815,push
739680794,44803bbfef6cd93295568df20e041ca7c2a1cf50,,new_parsers,passed,292,2020-10-28 18:42:00 UTC,739680795,739680796,739680797,739680798,739680799,739680800,push
739601339,e2e7fced8a9e8edd41fc17ef1e5611061bb2331e,,new_parsers,passed,288,2020-10-28 13:42:35 UTC,739601340,739601341,739601342,739601343,739601344,739601345,push
739459307,277a9362d4d3765f0cf78466ff8eb68bb0d54e41,,new_parsers,failed,294,2020-10-28 00:24:00 UTC,739459308,739459309,739459310,739459311,739459312,739459313,push
739371736,c5b0add22b6a95d47b014875858d0612194e3950,,new_parsers,failed,251,2020-10-27 19:16:45 UTC,739371741,739371744,739371746,739371747,739371748,739371749,push
737847674,f291a7b4febbad9aeae30948400b75c18cb52820,,master,passed,296,2020-10-21 21:39:53 UTC,737847675,737847676,737847677,737847678,737847679,737847680,push
737631514,b43bf6661206889b7dd998f22fc38aaf2af3ac7d,,master,canceled,176,2020-10-21 21:17:18 UTC,737631515,737631516,737631517,737631518,737631519,737631520,push
737589816,75b04c586c99d8d3766c4049df3a5ee7bb1f0744,276,master,passed,293,2020-10-21 01:42:51 UTC,737589817,737589818,737589819,737589820,737589821,737589822,pull_request
734582550,62a7c89076a3b1d03cdce5f29824f3d051ce510e,,master,passed,403,2020-10-10 16:17:41 UTC,734582551,734582552,734582553,734582554,734582555,734582556,push
732080631,e5bb5f956c8cad142fd7720a59315ce4345a10c2,,master,passed,385,2020-10-01 21:32:07 UTC,732080632,732080633,732080634,732080635,732080636,732080637,push
732075356,1d9d753bd58cb6ac6ffec4662681cbdfc5ffa535,272,master,passed,416,2020-10-01 21:06:28 UTC,732075357,732075358,732075359,732075360,732075361,732075362,pull_request
732020069,ad735bbf24a56cf15fad37829d24cf445825f98d,,new_navigation,passed,296,2020-10-01 17:42:10 UTC,732020070,732020071,732020072,732020073,732020074,732020075,push
731616312,dcddd03419acb029dcb709f51c6a4ab7cd10e1bd,,new_navigation,passed,295,2020-09-30 14:48:07 UTC,731616314,731616315,731616316,731616317,731616318,731616319,push
731438313,1aab7f1c7041813f88522ce74f3990819356fd17,,new_navigation,failed,266,2020-09-29 23:03:42 UTC,731438314,731438315,731438316,731438317,731438318,731438319,push
729444258,5c322d4ad81c88cdcbb416571510b6c522bd8ecb,,master,passed,524,2020-09-30 18:29:49 UTC,729444259,729444260,729444261,729444262,729444263,729444264,push
729380360,209c4e989ebfde16d3b14c4eec7c0492ebdefad9,,master,passed,482,2020-09-22 17:23:44 UTC,729380361,729380362,729380363,729380364,729380365,729380366,push
729379945,77c2459be1ea611da1b2b40e378055d3789fbfc8,,master,passed,507,2020-09-22 17:21:46 UTC,729379946,729379947,729379948,729379950,729379951,729379952,push
729377010,a13420d61f92467518952ac0ab9a480e8f0c33d0,,master,failed,372,2020-09-22 17:10:31 UTC,729377011,729377012,729377013,729377014,729377015,729377016,push
727535895,3e4a7bd8a2353aa89869062f4d508679bb7111e4,268,master,passed,523,2020-09-15 23:04:54 UTC,727535896,727535897,727535898,727535899,727535900,727535901,pull_request
722487961,77c2459be1ea611da1b2b40e378055d3789fbfc8,,master,passed,504,2020-08-30 14:53:46 UTC,722487962,722487963,722487964,722487965,722487966,722487967,push
722479532,3cfd92feeb063800b945cfa994f8af765ef1b206,,master,failed,258,2020-08-30 14:31:49 UTC,722479533,722479534,722479535,722479536,722479537,722479538,push
711173116,2658ad42c4debca1d006f9e5f9af7ea44a37f2b2,,master,passed,520,2020-07-23 20:48:25 UTC,711173117,711173118,711173119,711173120,711173121,711173122,push
711161056,e92a68d9eba0d0affcb48611a3757d503b22a2a5,266,master,passed,675,2020-07-23 16:20:16 UTC,711161059,711161060,711161061,711161062,711161063,711161064,pull_request
710576645,1904510c625fff17a76251ee517b2823f739863d,266,master,passed,658,2020-07-21 23:48:18 UTC,710576648,710576650,710576651,710576652,710576654,710576655,pull_request
710574146,c87fb0f1f31e8ca7a9504271e103ffaa255cc1c6,266,master,passed,387,2020-07-21 23:36:48 UTC,710574147,710574148,710574149,710574150,710574151,710574152,pull_request
707853759,a472cba4104418cfcc6cd8d0c83fe27c1202b43d,264,master,passed,561,2020-07-14 03:06:44 UTC,707853760,707853761,707853762,707853763,707853764,707853765,pull_request
707849615,01cce9d908814d61f94cebba9e3f1d13be44267c,264,master,failed,459,2020-07-14 02:34:51 UTC,707849616,707849617,707849619,707849620,707849621,707849622,pull_request
705454506,f17d5cd2cc164e641198e387ec290181e971f1e8,262,master,failed,512,2020-07-06 15:31:21 UTC,705454507,705454508,705454509,705454510,705454511,705454512,pull_request
704954024,476159c95c5b6e34a782ea97503785ad95683805,,master,passed,593,2020-07-04 16:33:02 UTC,704954025,704954026,704954027,704954028,704954029,704954030,push
704292918,8983092dc5dc67d4a52fed633ab3ba0ba1872f4e,,master,passed,476,2020-07-02 18:00:34 UTC,704292919,704292925,704292926,704292927,704292928,704292929,push
702678580,737d032a8d55b82333ccc6c33b49846666d324e3,,master,failed,270,2020-07-02 07:08:41 UTC,702678581,702678582,702678583,702678584,702678585,702678586,push
700346597,4b184eb4633951d4f2581746faa088f270c8e193,,master,failed,514,2020-06-20 17:49:19 UTC,700346598,700346599,700346600,700346601,700346602,700346603,push
695731483,adcd94abc091ecde4c8742fd8dcced3121a3be5b,,master,passed,656,2020-06-07 17:29:17 UTC,695731484,695731485,695731486,695731487,695731488,695731489,push
695726248,8a1ceda91c7ade84840afb0da1625786c11ffba2,,master,failed,306,2020-06-07 17:07:05 UTC,695726249,695726250,695726251,695726252,695726253,695726254,695726255,push
695667135,22b905c6406b99e700c3f8c88529e9164bb12d07,,master,passed,340,2020-06-07 16:19:29 UTC,695667136,695667137,695667138,695667139,695667140,695667141,695667142,push
695662499,74fa619d0d482b8fd52bf17c4dc02f30179332f6,,master,errored,399,2020-06-07 13:35:15 UTC,695662500,695662501,695662502,695662503,695662504,695662505,695662506,push
695658483,11a666fe7f6692e478584ee155d9db9c230d3126,,master,errored,204,2020-06-07 13:06:47 UTC,695658484,695658485,695658486,695658487,695658488,695658489,695658490,push
691337651,0f7efc8f091fe8686476b3f291a0647270a6d47e,,master,passed,559,2020-05-28 22:12:26 UTC,691337652,691337653,691337654,691337655,691337656,691337657,691337658,push
690760673,e0f69a117e5febe213238315d7c84a4b1be880f4,256,master,passed,373,2020-05-26 14:20:29 UTC,690760674,690760675,690760676,690760677,690760678,690760679,690760680,pull_request
690494435,2bf39ac7bde5f9bfcd4559476a72220949438629,,master,passed,520,2020-05-23 23:37:45 UTC,690494436,690494437,690494438,690494439,690494440,690494441,690494442,push
690492402,aa701398464f455b427958acdcf229173e540e54,255,master,passed,650,2020-05-23 23:21:58 UTC,690492403,690492404,690492405,690492406,690492407,690492408,690492409,pull_request
690273818,3266c49d3cb60fa900dd5ffc3d08711fcf42dc84,255,master,failed,566,2020-05-23 05:13:30 UTC,690273819,690273820,690273821,690273822,690273823,690273824,690273825,pull_request
688088938,978176d8d1c28a78be3835a9c64808a5de2e0224,,master,failed,469,2020-05-17 16:32:28 UTC,688088941,688088943,688088945,688088948,688088949,688088950,688088951,push
688082810,713e6ed41e08ff7864b22d849df16469734e5cca,253,master,failed,507,2020-05-17 16:03:49 UTC,688082811,688082812,688082813,688082814,688082815,688082816,688082817,pull_request
687802257,2172680d49fcdc5f29f267d6fd1e6a6d575e769a,253,master,failed,603,2020-05-16 14:51:42 UTC,687802258,687802259,687802260,687802261,687802262,687802263,687802264,pull_request
686448142,011f50266439adcb1029588d4ec05d354a5527ad,,master,failed,622,2020-05-13 06:53:00 UTC,686448143,686448144,686448145,686448146,686448147,686448148,686448149,push
686426449,a42db70057a306d9f8157f895049aa6ad2c022e8,251,master,failed,418,2020-05-13 05:05:38 UTC,686426450,686426451,686426452,686426453,686426454,686426455,686426456,pull_request
684162815,5a673e22b5f63413a3094b03d9904c7df48e191c,,master,failed,471,2020-05-07 08:14:47 UTC,684162816,684162817,684162818,684162819,684162820,684162821,684162822,push
684084248,7d9476cfc5e7343548e14bca9a6348a4a5df7b3e,250,master,passed,503,2020-05-07 01:49:39 UTC,684084249,684084250,684084251,684084252,684084253,684084254,684084255,pull_request
666584446,676097d12150bc09e6b5a7ca6c471b7f97c1b9f4,,master,passed,653,2020-03-25 00:18:54 UTC,666584447,666584448,666584449,666584450,666584451,666584452,666584453,push
666579516,df0183646546684a92d85d9f385f597c23b4f64d,,master,failed,557,2020-03-24 23:57:07 UTC,666579517,666579518,666579519,666579520,666579522,666579524,666579525,push
666367626,e70eca030e88a835ac2cade6d1fd2e36a30f55a5,246,master,passed,584,2020-03-24 15:32:51 UTC,666367627,666367628,666367629,666367630,666367631,666367632,666367633,pull_request
665551134,8915f770a1215dff2715599e78c79e2f7077ba9f,,master,failed,560,2020-03-22 16:58:57 UTC,665551136,665551138,665551139,665551140,665551141,665551142,665551143,push
661877714,1fea1eb1e1873f329310850c0bcecacbd5dad549,,master,passed,474,2020-03-13 18:03:50 UTC,661877715,661877716,661877717,661877718,661877719,661877720,661877721,push
661317829,b8ac50f7d2877450aac39be0ab52df3c40f939d0,,master,passed,611,2020-03-12 07:34:35 UTC,661317830,661317831,661317832,661317833,661317834,661317835,661317836,push
660880562,1a8a6af3e71af09b228602212d3b0b8f1bca20aa,,master,failed,610,2020-03-11 00:54:07 UTC,660880563,660880564,660880565,660880566,660880567,660880568,660880569,push
659860600,6e96986ab093c8ee313ae89f71b2ee3f0d2d76e3,,master,passed,601,2020-03-08 17:37:56 UTC,659860601,659860602,659860603,659860604,659860605,659860606,659860607,push
659828485,b4b0d6d02a44593ae30f5a68f26ad7c29aa9123c,,master,failed,539,2020-03-08 15:20:40 UTC,659828486,659828487,659828488,659828489,659828490,659828491,659828492,push
658933327,3e01dac4e8d7b2060286bac86f218060fc56b077,,master,passed,507,2020-03-08 00:50:53 UTC,658933328,658933329,658933330,658933331,658933332,658933333,658933334,push
657529056,680bfc748adc21a30e8c9a724fc9a0ff64333ccc,,master,failed,708,2020-03-02 23:21:07 UTC,657529057,657529058,657529059,657529060,657529061,657529062,657529063,push
657017505,d1f9fd38b223b0017208491d2ea19e33ad8d25fb,,master,passed,632,2020-03-01 19:15:14 UTC,657017506,657017507,657017508,657017509,657017510,657017511,657017512,push
650768573,660f2bf9578e78ea2c7bee0c73a3c5277e8afa5f,,master,passed,658,2020-02-15 09:29:41 UTC,650768574,650768575,650768576,650768577,650768578,650768579,650768580,push
647795473,225b5c2abab0bd675375683dfca2082f0390caed,,master,passed,640,2020-02-08 18:26:27 UTC,647795474,647795475,647795476,647795477,647795478,647795479,647795480,push
647767020,4a48af0d926b8d19fa4e5ee73e03cfff07bff5b1,,master,passed,611,2020-02-08 16:53:22 UTC,647767021,647767022,647767023,647767024,647767025,647767026,647767027,push
647235515,27cc2a059a1f56ed8622923b4009491b420d044d,,master,passed,593,2020-02-07 12:48:18 UTC,647235516,647235517,647235518,647235519,647235520,647235521,647235522,push
647094434,61c84b08149f0ea04cc07b6b70fe3f580c54b6aa,242,master,failed,503,2020-02-06 22:50:44 UTC,647094435,647094436,647094437,647094438,647094439,647094440,647094441,pull_request
646320008,53315b5339de3cb0b41c41c7c1339136d64b6cf3,,master,failed,471,2020-02-05 09:21:45 UTC,646320009,646320010,646320011,646320012,646320013,646320014,646320015,push
646315867,170ca9ef983a84a00be552b72ba63315fc672e59,241,master,passed,441,2020-02-05 09:07:56 UTC,646315868,646315869,646315870,646315871,646315872,646315873,646315874,pull_request
645078334,125ea4eeb884443c4c935a3c0f74a2bb5294e1f9,,master,passed,564,2020-02-02 14:14:45 UTC,645078335,645078336,645078337,645078338,645078339,645078340,645078341,push
619053720,b4127bc8ef5e9ea4e7fa85fc615181423e5af2fa,,master,passed,550,2019-12-02 09:32:48 UTC,619053721,619053722,619053723,619053724,619053725,619053726,619053727,push
619049148,5cfc1557ae8d31d7d9e0aaf1a984e88d257af247,238,master,failed,601,2019-11-30 21:14:41 UTC,619049149,619049150,619049151,619049152,619049153,619049154,619049155,pull_request
609752971,d474c751606a8b7e3c91a6b138f612deb67d86b2,,master,passed,516,2019-11-09 20:50:03 UTC,609752972,609752973,609752974,609752975,609752976,609752977,609752978,push
609718805,eea66c71a34dcbbb7199bff3958bec959f92333a,,master,passed,545,2019-11-09 18:29:35 UTC,609718806,609718807,609718808,609718809,609718810,609718811,609718812,push
602725268,0f9d63a8c3e08ca194aba75b2d22a1d7c1a505f7,,master,passed,670,2019-10-25 09:37:24 UTC,602725269,602725270,602725271,602725272,602725273,602725274,602725275,push
601507138,a858cf5438f00f3c8a5b13af401afd3d4f3b4995,236,master,errored,280,2019-10-22 21:31:16 UTC,601507139,601507140,601507141,601507142,601507143,601507144,601507145,pull_request
601507130,8b7acf28c998bc1b408cb0f1c063195d322a357e,,dependabot/pip/requirements/pillow-6.2.0,errored,279,2019-10-22 21:30:18 UTC,601507131,601507132,601507133,601507134,601507135,601507136,601507137,push
600581156,536fe35f5b0024db29af2aef755aebc091964b25,,master,passed,570,2019-10-21 08:55:06 UTC,600581157,600581158,600581159,600581160,600581161,600581162,600581163,push
600488016,29e2c4583a1cdf9f602ea1b5b913e92e141f2420,235,master,passed,427,2019-10-20 23:36:45 UTC,600488017,600488018,600488019,600488020,600488021,600488022,600488023,pull_request
600488006,4eb4833dbd55c6d8d49dc43234611570f9bd75e7,,advanced_terminal,passed,569,2019-10-20 23:33:58 UTC,600488007,600488008,600488009,600488010,600488011,600488012,600488013,push
600402336,43b7ac19cfa849a1d749add69d2d580b5536d934,235,master,passed,540,2019-10-20 18:10:30 UTC,600402337,600402338,600402339,600402340,600402341,600402342,600402343,pull_request
600401326,ec6b00fd421b0be9d95194c5dc989bc0c1b0b199,,advanced_terminal,passed,754,2019-10-20 18:03:50 UTC,600401327,600401328,600401329,600401330,600401331,600401332,600401333,push
600333926,4f70c84175b9b4229d7508b0fbe06010a3632d26,,advanced_terminal,passed,532,2019-10-20 14:00:36 UTC,600333927,600333928,600333929,600333930,600333931,600333932,600333933,push
596453067,4fc2f5fb8848e82c5add7b0d4667b2b6ac1c0228,,master,passed,597,2019-10-11 06:18:24 UTC,596453068,596453069,596453070,596453071,596453072,596453073,596453074,push
596425471,176ed0bc3bd40de111dd0907140b2d68b230c442,230,master,passed,556,2019-10-11 06:13:15 UTC,596425472,596425473,596425474,596425475,596425476,596425477,596425478,pull_request
596214071,96e9fc2091d3dd3d84f51d7717c04f53cd158f55,230,master,passed,693,2019-10-10 17:05:38 UTC,596214072,596214073,596214074,596214075,596214076,596214077,596214078,pull_request
596208858,07a471e460e49501f156aa9a74d93757805e1849,230,master,failed,771,2019-10-10 16:52:03 UTC,596208859,596208861,596208862,596208864,596208865,596208869,596208871,pull_request
594535156,ec0d8ce4ac2be8cad2e361ec316b72d02f4cc1a9,,master,passed,553,2019-10-07 11:05:28 UTC,594535158,594535159,594535161,594535162,594535164,594535166,594535167,push
