build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754436372,81f7121f1f5e3ca0542620f5897cb58829e34b16,159,master,passed,815,2021-01-14 10:17:16 UTC,754436373,754436374,754436375,754436376,754436377,754436378,754436379,754436380,754436381,754436382,pull_request
754253098,c6e45d42f6eccc0a46d829b1712e7ef9823e66d3,159,master,failed,836,2021-01-13 08:56:05 UTC,754253099,754253100,754253101,754253102,754253103,754253104,754253105,754253106,754253107,754253108,pull_request
753126810,8ec79e8982cb65fb9740ed8ca6e1950774a5a533,,v0.11.0,passed,839,2021-01-06 05:25:20 UTC,753126811,753126812,753126813,753126814,753126815,753126816,753126817,753126818,753126819,753126820,push
753126799,8ec79e8982cb65fb9740ed8ca6e1950774a5a533,,master,passed,843,2021-01-06 05:13:12 UTC,753126800,753126801,753126802,753126803,753126804,753126805,753126806,753126807,753126808,753126809,push
753099248,e08e6055a320ada5361fec51db9603322f50105a,,master,passed,904,2021-01-06 00:51:42 UTC,753099249,753099250,753099251,753099252,753099253,753099254,753099255,753099256,753099257,753099258,push
743004514,b55f5a390e25a28977572d0aee9af10e23b5dbc7,157,master,passed,871,2020-11-11 19:15:28 UTC,743004515,743004516,743004517,743004518,743004519,743004521,743004522,743004524,743004525,743004527,pull_request
743003818,9145c3fd4a11c0169f1713cc1a46f65c0ee1bb16,157,master,canceled,-6890,2020-11-11 19:15:24 UTC,743003819,743003820,743003821,743003822,743003823,743003824,743003825,743003826,743003827,743003828,pull_request
717953901,a9cde3c871572459ee8ce158076f6d63d53f1306,,master,passed,915,2020-08-14 15:18:08 UTC,717953902,717953903,717953904,717953905,717953906,717953907,717953908,717953909,717953910,717953911,push
717725642,ee198a194265d349ce504ded1941be1db657af32,156,master,passed,901,2020-08-13 21:05:19 UTC,717725643,717725644,717725645,717725647,717725648,717725651,717725652,717725653,717725654,717725655,pull_request
699410452,90cbf145cee9add1a0f86b268ac54b31a18002fa,,master,passed,901,2020-06-17 17:57:37 UTC,699410453,699410454,699410455,699410456,699410457,699410458,699410459,699410460,699410461,699410462,push
699395847,7a389d38e516df35136d824fe117855913f1cf3b,154,master,passed,885,2020-06-17 17:08:37 UTC,699395848,699395849,699395850,699395851,699395852,699395853,699395854,699395855,699395856,699395857,pull_request
698227287,33eb37b01a1c45d8b4acbbec98b4559684696735,,v0.10.2,passed,683,2020-06-14 15:01:54 UTC,698227288,698227289,698227290,698227291,698227292,698227293,698227294,push
698227232,33eb37b01a1c45d8b4acbbec98b4559684696735,,master,passed,677,2020-06-14 15:00:31 UTC,698227233,698227234,698227235,698227236,698227237,698227238,698227239,push
693189204,a132290364952a3bd79c4daf9d03cdb15484a24c,,master,passed,658,2020-05-31 17:07:12 UTC,693189205,693189207,693189209,693189210,693189211,693189212,693189213,push
691254576,0b635a72c576b469fb821edf5fafa6b064eaa3bd,152,master,passed,681,2020-05-26 10:36:16 UTC,691254577,691254578,691254579,691254580,691254581,691254582,691254583,pull_request
690963640,0c19bd750ab8d572b612e139b0042f230f424d1e,152,master,passed,653,2020-05-25 14:09:40 UTC,690963641,690963642,690963643,690963644,690963645,690963646,690963647,pull_request
690956872,1c974cecc4ce904e79690873966d98c6637580fb,152,master,passed,658,2020-05-25 13:58:03 UTC,690956873,690956874,690956875,690956876,690956877,690956878,690956879,pull_request
690947862,ae22aa847087e18fee77d190f027142fb8f33a9f,152,master,errored,591,2020-05-25 13:47:46 UTC,690947863,690947864,690947865,690947866,690947867,690947868,690947869,pull_request
690932251,18929e908a73083aaee63742a4e818974401e6a5,152,master,errored,593,2020-05-25 13:13:10 UTC,690932252,690932253,690932255,690932256,690932257,690932258,690932259,pull_request
514689438,c9471386f401e54c2b26f4b9a726cb555ffd7ed5,144,master,passed,1276,2019-04-02 13:42:52 UTC,514689439,514689440,514689441,514689442,514689443,514689444,514689445,514689446,pull_request
514019437,c7ba98fb705f54e8dc78ee8a298e1cd1cc9b9ed5,150,master,errored,739,2019-04-01 08:20:10 UTC,514019438,514019439,514019440,514019441,514019442,514019443,514019444,pull_request
508231257,d52934f144db97fc7534e4c6025ed6ae86909b6a,,master,errored,803,2019-03-19 05:59:40 UTC,508231258,508231259,508231260,508231261,508231262,508231263,508231264,push
508182333,c6805f5d5822514f9131c85b4e92e288e8e64c3c,148,master,errored,793,2019-03-19 02:07:16 UTC,508182334,508182335,508182336,508182337,508182338,508182339,508182340,pull_request
