build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
748916805,5d47c73cd4db697a1459fbb9b7490abc075478f3,,master,passed,5144,2020-12-18 13:32:26 UTC,748916806,748916807,748916808,748916809,748916810,748916811,748916812,748916813,748916814,748916815,748916816,748916817,748916818,cron
748737894,5d47c73cd4db697a1459fbb9b7490abc075478f3,,master,passed,4959,2020-12-10 11:25:29 UTC,748737895,748737896,748737897,748737898,748737899,748737900,748737901,748737902,748737903,748737904,748737905,748737906,748737907,push
748616250,e03f285bfd945a07d75cbfecb28978fe441ffdd1,1129,master,passed,4925,2020-12-10 00:25:06 UTC,748616251,748616252,748616253,748616254,748616255,748616256,748616257,748616259,748616260,748616263,748616264,748616265,748616266,pull_request
748616229,e8287e86c41ff4bc78e31b009c8d7902860a8e93,,dependabot/maven/org.jacoco.core.test.validation.groovy/org.codehaus.groovy-groovy-3.0.7,passed,4921,2020-12-09 20:27:22 UTC,748616230,748616231,748616232,748616233,748616234,748616235,748616236,748616237,748616238,748616239,748616240,748616241,748616242,push
747545604,a20dc090fc5a0531da5b65ed454426b122374a56,,master,passed,4939,2020-12-04 03:00:14 UTC,747545605,747545606,747545607,747545608,747545609,747545610,747545611,747545612,747545613,747545614,747545615,747545616,747545617,cron
746184991,a20dc090fc5a0531da5b65ed454426b122374a56,,master,passed,5024,2020-11-27 02:26:17 UTC,746184992,746184993,746184994,746184995,746184996,746184997,746184998,746184999,746185000,746185001,746185002,746185003,746185004,cron
746078436,db9258024b102f740fc7b1f92374386463e82073,1121,master,passed,4757,2020-11-26 18:00:59 UTC,746078437,746078438,746078439,746078440,746078441,746078442,746078443,746078444,746078445,746078446,746078447,746078448,746078449,pull_request
746078415,003305a5f073b18ae436c83d408d771320e71bf0,,issue-920,passed,4775,2020-11-26 14:29:25 UTC,746078416,746078417,746078418,746078419,746078420,746078421,746078422,746078423,746078424,746078425,746078426,746078427,746078428,push
744790153,a20dc090fc5a0531da5b65ed454426b122374a56,,master,passed,4942,2020-11-20 15:37:36 UTC,744790154,744790155,744790156,744790157,744790158,744790159,744790160,744790161,744790162,744790163,744790164,744790165,744790166,cron
744364261,5110603a6f2afdcb748106d31c292af5811e4a87,1019,master,passed,4713,2020-11-18 07:26:16 UTC,744364262,744364263,744364264,744364265,744364266,744364267,744364268,744364269,744364270,744364271,744364272,744364273,744364274,pull_request
743314954,a20dc090fc5a0531da5b65ed454426b122374a56,,master,passed,5313,2020-11-13 02:27:17 UTC,743314955,743314956,743314957,743314958,743314959,743314960,743314961,743314962,743314963,743314964,743314965,743314966,743314967,cron
742066238,df786eda3ff783a60135f9457f0c634310da01c3,1119,master,passed,4896,2020-11-07 12:59:55 UTC,742066239,742066240,742066241,742066242,742066243,742066244,742066245,742066246,742066247,742066248,742066249,742066250,742066251,pull_request
742047562,2fdefc320d9e7fd5fe6f2f5e1eccfc0696f20a71,1121,master,passed,4708,2020-11-07 09:47:08 UTC,742047563,742047564,742047565,742047566,742047567,742047568,742047569,742047570,742047571,742047572,742047573,742047574,742047575,pull_request
742047548,b902dc521b1d214a0e897079068bb90290a452f1,,issue-920,passed,4582,2020-11-07 09:26:45 UTC,742047549,742047550,742047551,742047552,742047553,742047554,742047555,742047556,742047557,742047558,742047559,742047560,742047561,push
742047111,a5fe61b282a4f96ef30783de398dac11ab8fbe7a,1121,master,passed,4796,2020-11-07 09:06:15 UTC,742047112,742047113,742047114,742047115,742047116,742047117,742047118,742047119,742047120,742047121,742047122,742047123,742047124,pull_request
742047074,f073582f783d77a86a4d9c495f53c13b393a121a,,issue-920,errored,2943,2020-11-07 08:52:37 UTC,742047075,742047076,742047077,742047078,742047079,742047080,742047081,742047082,742047083,742047084,742047085,742047087,742047088,push
741893990,d9029a3a9a295c0951a0058c260a77d3f671c544,1119,master,errored,7625,2020-11-06 15:20:37 UTC,741893991,741893992,741893993,741893994,741893995,741893996,741893997,741893998,741893999,741894000,741894001,741894002,741894003,pull_request
741866993,20b2b36c6cee65272b82856bbcfe0c55156a9727,1119,master,failed,4585,2020-11-06 13:35:43 UTC,741866994,741866995,741866996,741866997,741866998,741866999,741867000,741867001,741867002,741867003,741867004,741867005,741867006,pull_request
741780290,a20dc090fc5a0531da5b65ed454426b122374a56,,master,passed,5107,2020-11-06 17:36:11 UTC,741780292,741780293,741780294,741780295,741780296,741780298,741780299,741780300,741780301,741780302,741780303,741780304,741780305,cron
741055009,a20dc090fc5a0531da5b65ed454426b122374a56,,master,passed,4990,2020-11-03 06:29:11 UTC,741055010,741055011,741055012,741055013,741055014,741055015,741055016,741055017,741055018,741055019,741055020,741055021,741055022,push
740931450,b61490fd60ff494cbc67b7afac9cd35ad17e1824,1055,master,passed,4887,2020-11-02 19:11:35 UTC,740931451,740931452,740931453,740931454,740931455,740931456,740931457,740931458,740931459,740931460,740931461,740931462,740931463,pull_request
740120699,e6a9f312c931821fd6d3146c7c5538772397c400,,master,passed,4936,2020-10-30 07:16:36 UTC,740120700,740120701,740120702,740120703,740120704,740120705,740120706,740120707,740120708,740120709,740120710,740120711,740120712,push
740082156,fa6a84392bfb72d62e4fd1b6d6638d17ca80b76e,,master,passed,5041,2020-10-30 05:19:15 UTC,740082157,740082158,740082159,740082160,740082161,740082162,740082163,740082164,740082165,740082166,740082167,740082168,740082169,cron
740079006,3e321a799813e96b17255dcd111f5a764cd73df1,1116,master,passed,4824,2020-10-30 03:53:12 UTC,740079007,740079008,740079009,740079010,740079011,740079012,740079013,740079014,740079015,740079016,740079017,740079018,740079019,pull_request
740078677,02308886ffa371892bae0146099b42b96df92e8d,1115,master,passed,4916,2020-10-30 01:59:13 UTC,740078678,740078679,740078680,740078681,740078682,740078683,740078684,740078685,740078686,740078687,740078688,740078689,740078690,pull_request
738189187,fa6a84392bfb72d62e4fd1b6d6638d17ca80b76e,,master,passed,5313,2020-10-29 12:26:43 UTC,738189188,738189189,738189190,738189191,738189193,738189194,738189195,738189196,738189197,738189199,738189200,738189201,738189202,cron
737454907,eb290c36972a18190f4750775a411004a805d854,1111,master,errored,9420,2020-10-20 15:58:09 UTC,737454908,737454909,737454910,737454911,737454912,737454913,737454914,737454915,737454916,737454917,737454918,737454919,737454920,pull_request
737043419,8254f3f68378f550dc8a942afbf7495e3ebd10ea,1109,master,passed,5019,2020-10-19 12:09:16 UTC,737043420,737043421,737043422,737043423,737043424,737043425,737043426,737043427,737043428,737043429,737043430,737043431,737043432,pull_request
737043138,74310b9232df9a334e4b77aa70591df0b0f31b52,,fix-wording-in-flow,passed,5011,2020-10-19 11:48:20 UTC,737043139,737043140,737043141,737043143,737043146,737043149,737043151,737043153,737043155,737043158,737043160,737043163,737043165,push
736416504,fa6a84392bfb72d62e4fd1b6d6638d17ca80b76e,,master,passed,5738,2020-10-18 11:17:02 UTC,736416505,736416506,736416507,736416508,736416509,736416510,736416511,736416512,736416513,736416514,736416515,736416516,736416517,push
736379153,ef4166268ab259d45b9372af359b3cb1a999895e,1060,master,passed,5072,2020-10-16 14:46:07 UTC,736379154,736379155,736379156,736379157,736379158,736379159,736379160,736379161,736379162,736379163,736379165,736379167,736379168,pull_request
736379133,283c2deffe5ec79db05ad90a6574abad91efd126,,groovy-latest-2.x,passed,5205,2020-10-16 14:52:40 UTC,736379134,736379135,736379136,736379137,736379138,736379139,736379140,736379141,736379142,736379143,736379144,736379145,736379146,push
736231010,cb72979b049b4b9e1c153736601c1651319f5d06,,master,passed,5204,2020-10-16 15:43:48 UTC,736231011,736231012,736231013,736231014,736231015,736231016,736231017,736231018,736231019,736231020,736231021,736231022,736231023,cron
736140497,05289f4455a11639c4d94a97109ed1dddcf50c2e,1107,master,failed,1395,2020-10-15 18:46:43 UTC,736140498,736140499,736140500,736140501,736140502,736140503,736140504,736140505,736140506,736140507,736140508,736140509,736140510,pull_request
736125578,cb72979b049b4b9e1c153736601c1651319f5d06,,master,failed,4972,2020-10-15 23:38:29 UTC,736125579,736125580,736125581,736125582,736125583,736125584,736125585,736125586,736125587,736125588,736125589,736125590,736125591,push
735989557,1bab12638d632e172bb9d79264a0cf93d7051a90,1106,master,passed,4976,2020-10-15 09:54:49 UTC,735989558,735989559,735989560,735989561,735989562,735989563,735989564,735989565,735989566,735989567,735989568,735989569,735989570,pull_request
735984381,509eb2b202af4f5ebea88a36d0220957105d4adf,,junit,passed,4926,2020-10-15 09:31:01 UTC,735984382,735984383,735984384,735984385,735984386,735984387,735984388,735984389,735984390,735984391,735984392,735984393,735984394,push
735949175,4fa02a362b9ddcff5fd1fee31276993a93167139,1105,master,failed,1601,2020-10-15 06:32:38 UTC,735949176,735949177,735949178,735949179,735949180,735949181,735949182,735949183,735949184,735949185,735949186,735949187,735949188,pull_request
735184081,e63bab298f8a49e2bdfbe7a69827acc9273e4ead,1104,master,passed,4782,2020-10-12 23:18:28 UTC,735184082,735184083,735184084,735184085,735184086,735184087,735184088,735184089,735184090,735184093,735184094,735184095,735184096,pull_request
735184044,d768d98bbeba7c75b4a9aa47e3d7dc2d8e0281f1,,dependabot/maven/org.jacoco.build/junit-junit-4.13.1,passed,4936,2020-10-12 22:57:56 UTC,735184045,735184046,735184047,735184048,735184049,735184050,735184051,735184052,735184053,735184054,735184055,735184056,735184057,push
735136319,1598a698342104a0725a351ac29840c14788a62d,1103,master,passed,4916,2020-10-12 21:04:33 UTC,735136320,735136321,735136322,735136323,735136324,735136325,735136326,735136327,735136328,735136329,735136330,735136331,735136332,pull_request
