build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
735136297,be172515c9aea42c239a5ebc125aa562a94dc9d8,,dependabot/maven/jacoco-maven-plugin.test/it/setup-parent/junit-junit-4.13.1,passed,5146,2020-10-12 20:42:41 UTC,735136298,735136299,735136300,735136301,735136302,735136303,735136304,735136305,735136306,735136307,735136308,735136309,735136310,push
735133883,709acf0cac9d8d1d27f672534ca2cd9670ccac33,1102,master,passed,4971,2020-10-12 20:20:43 UTC,735133884,735133885,735133886,735133887,735133888,735133889,735133890,735133891,735133892,735133893,735133894,735133895,735133896,pull_request
735133861,55851006ea2da10e8050be5d0395c832ab8da5c0,,dependabot/maven/org.jacoco.examples/build/junit-junit-4.13.1,passed,5050,2020-10-12 19:59:56 UTC,735133862,735133863,735133864,735133865,735133866,735133867,735133868,735133869,735133870,735133871,735133872,735133873,735133874,push
734157580,fc40e31d7be7a63d25740ce44074f8bc78f3af02,,master,passed,5161,2020-10-09 01:43:12 UTC,734157581,734157582,734157583,734157584,734157585,734157586,734157587,734157588,734157589,734157590,734157591,734157592,734157593,cron
732302980,1a7d6232760f24cbf4ee0aa47a742c9b0c52854c,1099,master,passed,4875,2020-10-02 15:55:52 UTC,732302981,732302982,732302983,732302984,732302985,732302986,732302987,732302988,732302989,732302990,732302991,732302992,732302993,pull_request
732126765,fc40e31d7be7a63d25740ce44074f8bc78f3af02,,master,passed,5156,2020-10-02 01:42:13 UTC,732126766,732126767,732126768,732126769,732126770,732126771,732126772,732126773,732126774,732126775,732126776,732126777,732126778,cron
731862219,fc40e31d7be7a63d25740ce44074f8bc78f3af02,,master,passed,5077,2020-10-01 08:23:40 UTC,731862220,731862221,731862222,731862223,731862224,731862225,731862226,731862227,731862228,731862229,731862230,731862231,731862232,push
731771219,7064e6a71fb9f79133b3c70d5675260149f13c86,710,master,failed,928,2020-09-30 23:39:29 UTC,731771220,731771221,731771222,731771223,731771224,731771225,731771226,731771227,731771228,731771229,731771230,731771231,731771232,pull_request
731678549,7574bf6ea40da057cb117c99dd832b78cd073300,1098,master,passed,4874,2020-09-30 18:05:25 UTC,731678550,731678551,731678552,731678553,731678554,731678555,731678556,731678557,731678558,731678559,731678560,731678561,731678562,pull_request
731675814,22428c524e39a7e424d3533083e6acc5475c3b95,,junit-remove-empty-column,passed,5191,2020-09-30 17:42:45 UTC,731675815,731675816,731675817,731675818,731675819,731675820,731675821,731675822,731675823,731675824,731675825,731675826,731675827,push
731674740,50b6bd8f99776f25b11fe75743ba802842ecf48a,,master,passed,5037,2020-09-30 17:20:48 UTC,731674741,731674742,731674743,731674744,731674745,731674746,731674747,731674748,731674749,731674750,731674751,731674752,731674753,push
731607930,b00331a4005c52352e3256adc095b3d365f8f85d,1091,master,passed,4967,2020-09-30 14:42:28 UTC,731607931,731607932,731607933,731607934,731607935,731607936,731607937,731607938,731607939,731607940,731607941,731607942,731607943,pull_request
731607901,a33036fe1777ab17634b946955671e849f8d1731,,dependabot/maven/org.jacoco.build/ant.version-1.10.8,passed,4906,2020-09-30 14:21:03 UTC,731607902,731607903,731607904,731607905,731607906,731607907,731607908,731607909,731607910,731607911,731607912,731607913,731607914,push
731576567,2fe559b44c12478f23f58638b0341e51a45d26aa,1091,master,passed,4912,2020-09-30 12:41:04 UTC,731576568,731576569,731576570,731576571,731576572,731576573,731576574,731576575,731576576,731576577,731576578,731576579,731576580,pull_request
731576547,e73bb6e9028ed424db19c81c22a67c1b1c84ca1b,,dependabot/maven/org.jacoco.build/ant.version-1.10.8,passed,5087,2020-09-30 12:39:08 UTC,731576548,731576549,731576550,731576551,731576552,731576553,731576554,731576555,731576556,731576557,731576558,731576559,731576560,push
731339911,8f9250ac79a7610f2ad5200781262ae0e363aaa4,,master,passed,5001,2020-09-30 10:09:49 UTC,731339912,731339913,731339914,731339915,731339916,731339917,731339918,731339919,731339920,731339921,731339922,731339923,731339924,push
731306570,e5c772afb73a017e8e2dc31dd3af9011722a369a,1097,master,passed,4877,2020-09-29 15:34:28 UTC,731306571,731306572,731306573,731306574,731306575,731306576,731306577,731306578,731306579,731306580,731306581,731306582,731306583,pull_request
731306548,306a984e7dff3a79f128211b9a593d150bd203cd,,asm9,passed,5061,2020-09-29 14:58:56 UTC,731306549,731306550,731306551,731306552,731306553,731306554,731306555,731306556,731306557,731306558,731306559,731306560,731306561,push
731268791,d0e71e3ce894c632f7f2879b3afa4d5ddaf3841d,1097,master,passed,4980,2020-09-29 13:27:22 UTC,731268792,731268793,731268794,731268795,731268796,731268797,731268798,731268799,731268800,731268801,731268802,731268803,731268804,pull_request
731268774,453bb4fd2a32f019432700780506a94b0e38c9e1,,asm9,passed,4924,2020-09-29 13:05:55 UTC,731268775,731268776,731268777,731268778,731268779,731268780,731268781,731268782,731268783,731268784,731268785,731268786,731268787,push
731266157,5f7dbff7873853c99849112881c6933d966ffd9a,1097,master,passed,5051,2020-09-29 12:44:54 UTC,731266158,731266159,731266160,731266161,731266162,731266163,731266164,731266165,731266166,731266167,731266168,731266169,731266170,pull_request
731264932,df6e15d5beaaed4c1cffaa38c01a5a1e474ec936,,asm9,errored,4555,2020-09-29 12:24:36 UTC,731264933,731264934,731264935,731264936,731264939,731264940,731264941,731264942,731264943,731264944,731264945,731264946,731264947,push
731227973,2fd164160e24b8bf0beb0a9abadcd4da4881cf9b,1091,master,failed,2462,2020-09-29 10:22:48 UTC,731227974,731227975,731227976,731227977,731227978,731227979,731227980,731227981,731227982,731227983,731227984,731227985,731227986,pull_request
731227959,3f54cb35ade571ce0a827a16d7384730f4b99598,,dependabot/maven/org.jacoco.build/ant.version-1.10.8,failed,2514,2020-09-29 10:09:07 UTC,731227960,731227961,731227962,731227963,731227964,731227965,731227966,731227967,731227968,731227969,731227970,731227971,731227972,push
731227710,5f71f4d74e71fa363f4bb1678e16c03708b93ef8,,master,passed,5023,2020-09-29 09:48:18 UTC,731227712,731227714,731227717,731227718,731227719,731227720,731227721,731227722,731227723,731227724,731227725,731227726,731227727,push
731032604,a9436b5f60dfb130157fbc84aec4e1aae3cbb06d,1094,master,passed,4901,2020-09-28 17:35:21 UTC,731032605,731032606,731032607,731032608,731032609,731032610,731032611,731032612,731032613,731032614,731032615,731032616,731032617,pull_request
731032586,362064b48b8ee023918d47571a486ed7df57510b,,asm-9.0,passed,4943,2020-09-28 17:13:42 UTC,731032587,731032588,731032589,731032590,731032591,731032592,731032593,731032594,731032595,731032596,731032597,731032598,731032599,push
731010335,e6ee2724e18ff5b63f001425a9850a24b2c52cc4,1094,master,passed,4898,2020-09-28 16:32:23 UTC,731010336,731010337,731010338,731010339,731010340,731010341,731010342,731010343,731010344,731010345,731010346,731010347,731010348,pull_request
731010254,f0f9fef6838f8b35041e2317fb552948f5c715c3,,asm-9.0,passed,5013,2020-09-28 15:59:17 UTC,731010255,731010256,731010257,731010258,731010259,731010260,731010261,731010262,731010263,731010264,731010265,731010266,731010267,push
730129110,4b37770e8506c217dc24ab9f1b2faabb7657801d,,master,passed,5002,2020-09-25 01:41:19 UTC,730129116,730129117,730129118,730129119,730129120,730129121,730129122,730129123,730129124,730129125,730129126,730129127,730129128,cron
729529319,79d111b157156631c59c620b52134bd4bbbdd99a,1094,master,passed,4741,2020-09-23 07:14:18 UTC,729529320,729529321,729529322,729529323,729529324,729529325,729529326,729529327,729529328,729529329,729529330,729529331,729529332,pull_request
729529303,5819d7a67c24284213660f493e9c2cb8687493cc,,asm-9.0,passed,6850,2020-09-23 06:52:17 UTC,729529304,729529305,729529306,729529307,729529308,729529309,729529310,729529311,729529312,729529313,729529314,729529315,729529316,push
729528565,d16ff66aff61cfa616e81677975e6e66bcb7aa9a,1094,master,passed,5909,2020-09-23 06:27:19 UTC,729528566,729528567,729528568,729528569,729528570,729528571,729528572,729528573,729528574,729528575,729528576,729528577,729528578,pull_request
729528302,5ee736cc156861f22b4057e5926340190ddb70d8,,asm-9.0,passed,5711,2020-09-23 06:13:00 UTC,729528303,729528304,729528305,729528306,729528307,729528308,729528309,729528310,729528311,729528312,729528313,729528314,729528315,push
729118379,883c9b7749a48a514161b5dcd4596806854fa86f,1090,master,passed,4886,2020-09-21 22:12:10 UTC,729118380,729118381,729118382,729118383,729118384,729118385,729118386,729118387,729118388,729118389,729118390,729118391,729118392,pull_request
729118363,d366a1d86c7d6fe2c5edf52deeda14d05c63d928,,test-asm-9.0_beta,passed,5023,2020-09-21 21:53:21 UTC,729118364,729118365,729118366,729118367,729118368,729118369,729118370,729118371,729118372,729118373,729118374,729118375,729118376,push
729115917,caf1762acd00e5fe6a68c1235f438e36580620ae,1060,master,passed,4942,2020-09-21 21:36:54 UTC,729115918,729115919,729115920,729115921,729115922,729115923,729115924,729115925,729115926,729115927,729115928,729115929,729115930,pull_request
729115903,162dadb1c84b165dcb51fece75cd01b096264d41,,groovy-latest-2.x,passed,4998,2020-09-21 21:17:49 UTC,729115904,729115905,729115906,729115907,729115908,729115909,729115910,729115911,729115912,729115913,729115914,729115915,729115916,push
729114945,d90b0aba0991edc7339068980105a28fe85857a1,1060,master,passed,4970,2020-09-21 20:58:58 UTC,729114946,729114947,729114948,729114949,729114950,729114951,729114952,729114953,729114954,729114955,729114956,729114957,729114958,pull_request
729114929,74b9df000c33f432b58f59dc40f679e0f13c4ecb,,groovy-latest-2.x,passed,4889,2020-09-21 20:43:13 UTC,729114930,729114931,729114932,729114933,729114934,729114935,729114936,729114937,729114938,729114939,729114940,729114941,729114942,push
729113754,c6bd6a1d84d6a02ba864981daefb66afd57cd593,1057,master,passed,4959,2020-09-21 20:23:36 UTC,729113755,729113756,729113757,729113758,729113759,729113760,729113761,729113762,729113763,729113764,729113765,729113766,729113767,pull_request
729113740,6338b4081222a727d834d977b7d24b54f0345448,,retry-execfile-lock,passed,4908,2020-09-21 20:09:35 UTC,729113741,729113742,729113743,729113744,729113745,729113746,729113747,729113748,729113749,729113750,729113751,729113752,729113753,push
728200124,4b37770e8506c217dc24ab9f1b2faabb7657801d,,master,passed,5095,2020-09-18 01:40:16 UTC,728200125,728200126,728200127,728200128,728200129,728200130,728200131,728200132,728200133,728200134,728200135,728200136,728200137,cron
727505808,5d42e4080e4c6abf6d749a0b1181a6f905d52d30,1091,master,failed,2349,2020-09-15 21:39:02 UTC,727505809,727505810,727505811,727505812,727505813,727505814,727505815,727505816,727505817,727505818,727505819,727505820,727505821,pull_request
727505792,22755c80f38894d8ba13176f25c7e77afde5c5d2,,dependabot/maven/org.jacoco.build/ant.version-1.10.8,failed,2397,2020-09-15 21:24:15 UTC,727505793,727505794,727505795,727505796,727505797,727505798,727505799,727505800,727505801,727505802,727505803,727505804,727505805,push
727505570,4b37770e8506c217dc24ab9f1b2faabb7657801d,,master,passed,5010,2020-09-15 21:40:58 UTC,727505571,727505572,727505573,727505574,727505575,727505576,727505577,727505578,727505579,727505580,727505581,727505582,727505583,push
727505141,492f4213aaee85915b835047b8808eb16f3994fa,,v0.8.6,passed,4920,2020-09-15 21:29:25 UTC,727505142,727505143,727505144,727505145,727505146,727505147,727505148,727505149,727505150,727505151,727505152,727505153,727505154,push
727129595,f338780c3ee4c3651dbece015ffa5cd561938572,1091,master,failed,2519,2020-09-14 18:22:20 UTC,727129596,727129597,727129598,727129599,727129600,727129601,727129602,727129603,727129604,727129605,727129606,727129607,727129608,pull_request
727129581,3ee3f40e0be9fc8f43df3dd5dc26f2663528d669,,dependabot/maven/org.jacoco.build/ant.version-1.10.8,failed,2582,2020-09-14 18:22:19 UTC,727129582,727129583,727129584,727129585,727129586,727129587,727129588,727129589,727129590,727129591,727129592,727129593,727129594,push
726178572,3e175b8f3f627ef56e8f5dcb8d13489baba502d3,1090,master,passed,4769,2020-09-11 07:08:14 UTC,726178573,726178574,726178575,726178576,726178577,726178578,726178579,726178580,726178581,726178582,726178583,726178584,726178585,pull_request
726178350,ace7d79550a037046ba0d5b7f80867c829a91bc2,,test-asm-9.0_beta,passed,4755,2020-09-11 07:22:17 UTC,726178351,726178352,726178353,726178354,726178355,726178356,726178357,726178358,726178359,726178360,726178361,726178362,726178363,push
726127935,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,4993,2020-09-11 01:39:27 UTC,726127936,726127937,726127940,726127941,726127942,726127943,726127944,726127945,726127946,726127947,726127948,726127950,726127951,cron
723985804,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,4922,2020-09-04 01:38:43 UTC,723985805,723985806,723985807,723985808,723985809,723985810,723985811,723985812,723985813,723985815,723985817,723985819,723985821,cron
722741251,84637033e36ad16e4c9cc8b9f3cb7866bbfa08ec,1007,master,passed,4846,2020-08-31 13:45:40 UTC,722741252,722741253,722741254,722741255,722741256,722741257,722741258,722741259,722741260,722741261,722741262,722741263,722741264,pull_request
721880616,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,5147,2020-08-28 01:38:08 UTC,721880617,721880618,721880619,721880620,721880621,721880622,721880623,721880624,721880625,721880626,721880627,721880628,721880629,cron
719801493,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,5168,2020-08-21 01:43:24 UTC,719801494,719801495,719801496,719801497,719801498,719801499,719801500,719801501,719801502,719801503,719801504,719801505,719801506,cron
717778892,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,5111,2020-08-16 10:25:12 UTC,717778894,717778895,717778896,717778897,717778899,717778900,717778903,717778904,717778905,717778906,717778907,717778908,717778909,cron
715698748,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,5372,2020-08-07 01:36:08 UTC,715698749,715698751,715698759,715698760,715698761,715698762,715698763,715698764,715698765,715698766,715698767,715698768,715698769,cron
715400549,0e04d5f6de54fe281fe32b510ef2d81512a2cd10,1079,master,passed,5061,2020-08-06 06:28:26 UTC,715400550,715400551,715400552,715400553,715400554,715400555,715400556,715400557,715400558,715400559,715400560,715400561,715400562,pull_request
715400487,13a2b9579e57e3e96094e4c6abf789a1430e8652,,fix-version-location-in-report-template,passed,5038,2020-08-06 06:14:14 UTC,715400488,715400489,715400490,715400491,715400492,715400493,715400494,715400495,715400496,715400497,715400498,715400499,715400500,push
713528797,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,4865,2020-07-31 01:36:00 UTC,713528798,713528799,713528800,713528801,713528802,713528803,713528804,713528805,713528806,713528807,713528808,713528809,713528810,cron
711319339,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,4945,2020-07-24 01:35:12 UTC,711319342,711319349,711319352,711319355,711319357,711319358,711319360,711319361,711319362,711319363,711319366,711319367,711319368,cron
708998523,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,4977,2020-07-17 01:34:49 UTC,708998524,708998525,708998526,708998527,708998528,708998529,708998530,708998531,708998532,708998533,708998534,708998535,708998536,cron
706730828,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,passed,4996,2020-07-10 01:34:13 UTC,706730829,706730830,706730831,706730832,706730833,706730834,706730835,706730836,706730837,706730838,706730839,706730840,706730841,cron
705823939,b404a6b3eca7f39156d4ad3a98576a2d7bfa06af,,master,failed,4977,2020-07-07 15:02:29 UTC,705823940,705823941,705823942,705823943,705823944,705823945,705823946,705823947,705823948,705823949,705823950,705823951,705823952,push
705815907,3df019b2be6007b6d4a2bf26e60fc0e9e5baf6b0,1068,master,passed,4855,2020-07-07 14:38:59 UTC,705815910,705815911,705815912,705815913,705815914,705815915,705815916,705815917,705815918,705815919,705815920,705815921,705815922,pull_request
704518775,6ceb0193d6bfc06a684f0063627bf3f047b15ad5,,master,passed,4927,2020-07-03 01:34:16 UTC,704518776,704518779,704518780,704518782,704518784,704518789,704518792,704518795,704518800,704518803,704518805,704518808,704518812,cron
704046223,6ceb0193d6bfc06a684f0063627bf3f047b15ad5,,master,failed,4970,2020-07-01 18:52:57 UTC,704046224,704046225,704046226,704046227,704046228,704046229,704046230,704046231,704046232,704046233,704046234,704046235,704046236,push
703954233,ddbd2415725f92e294e492b15e711b8542849fab,1034,master,passed,4777,2020-07-01 15:02:50 UTC,703954234,703954235,703954236,703954237,703954238,703954239,703954240,703954241,703954242,703954243,703954244,703954245,703954246,pull_request
703954206,79912d989ab78a8bc7df09c897c5f0cf2d1ece1a,,build-table,passed,4958,2020-07-01 14:49:01 UTC,703954207,703954208,703954209,703954210,703954211,703954212,703954213,703954214,703954215,703954216,703954217,703954218,703954219,push
702233364,2a75e0d6777269eb031d0549ff85feb75684a926,,master,passed,4829,2020-06-26 01:34:01 UTC,702233365,702233366,702233367,702233368,702233369,702233370,702233371,702233372,702233373,702233374,702233375,702233376,702233377,cron
699928038,2a75e0d6777269eb031d0549ff85feb75684a926,,master,passed,4896,2020-06-19 01:34:03 UTC,699928039,699928040,699928041,699928042,699928043,699928044,699928045,699928047,699928048,699928049,699928051,699928052,699928053,cron
699593386,bc19f064ee1eb44956291cf4f6a2fe313258a3fa,1057,master,passed,4790,2020-06-18 07:26:14 UTC,699593387,699593388,699593389,699593390,699593391,699593392,699593393,699593394,699593395,699593396,699593397,699593398,699593399,pull_request
699593372,3b36f7ce2c68f8d0efedbd1e1da90642496afc08,,retry-execfile-lock,passed,4803,2020-06-18 07:12:32 UTC,699593373,699593374,699593375,699593376,699593377,699593378,699593379,699593380,699593381,699593382,699593383,699593384,699593385,push
699463789,2a75e0d6777269eb031d0549ff85feb75684a926,,master,passed,5017,2020-06-17 20:45:55 UTC,699463790,699463791,699463792,699463793,699463794,699463795,699463796,699463797,699463798,699463799,699463800,699463801,699463802,push
699454329,0aa7c4177cba754fc0c70c26554810bdd6c8cff2,,issue-471,passed,4807,2020-06-17 20:19:44 UTC,699454330,699454331,699454332,699454333,699454334,699454335,699454336,699454337,699454338,699454339,699454340,699454341,699454342,push
699452597,1244c80eaab9ef57d21ef7a5ea9c19db234e2ad3,1060,master,passed,4855,2020-06-17 20:06:02 UTC,699452598,699452599,699452600,699452601,699452602,699452603,699452604,699452605,699452606,699452607,699452608,699452609,699452610,pull_request
699445101,c1e15d976ea1c48e603343262fc22ba9bec1d8df,,groovy-latest-2.x,passed,4855,2020-06-17 19:41:55 UTC,699445102,699445103,699445104,699445105,699445106,699445107,699445108,699445109,699445110,699445111,699445112,699445113,699445114,push
