build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
667161720,163d56cd2fa33a321b76140c80ba774a5901fc57,,dev,passed,13056,2020-03-26 09:32:01 UTC,667161721,667161722,667161723,667161724,667161725,667161726,667161727,667161728,667161729,667161730,667161731,667161732,667161733,667161734,push
667161229,48c6bdb42c66aa2e2aef294ef1ea5aa4e61aaf8a,,dev,passed,13110,2020-03-26 09:30:47 UTC,667161230,667161231,667161232,667161233,667161234,667161235,667161236,667161237,667161238,667161239,667161240,667161241,667161242,667161243,push
667152989,ee5ce57773849e3382e5e7d29f80d811bfcde950,8209,dev,passed,12987,2020-03-26 09:00:11 UTC,667152990,667152991,667152992,667152993,667152994,667152995,667152996,667152997,667152998,667152999,667153000,667153001,667153002,667153003,pull_request
667144612,1012aea221acd23a908db52c7350b2cc8e2e7479,8215,dev,failed,13016,2020-03-26 08:29:25 UTC,667144613,667144614,667144615,667144616,667144617,667144618,667144619,667144620,667144621,667144622,667144623,667144624,667144625,667144626,pull_request
667143968,1aa1b7a11f48d79242a852b78c987a6d4a4cb41c,8215,dev,canceled,0,,667143969,667143970,667143971,667143972,667143973,667143974,667143975,667143976,667143977,667143978,667143979,667143980,667143981,667143982,pull_request
667137195,eb2790dec9ff9d8beed2eba77b66bdae97dc70e4,7995,dev,errored,107,2020-03-26 07:58:05 UTC,667137196,667137197,667137198,667137199,667137200,667137201,667137202,667137203,667137204,667137205,667137206,667137207,667137208,667137209,pull_request
667136517,0588563bd9b84b924a95069a71910bf1e58ddde6,,dev,failed,12918,2020-03-26 07:53:45 UTC,667136518,667136519,667136520,667136521,667136522,667136523,667136524,667136525,667136526,667136527,667136528,667136529,667136530,667136531,push
667136465,9cf398669b3f38b23d444cf9ddae4dd95b18010c,8209,dev,failed,11936,2020-03-26 07:53:31 UTC,667136466,667136467,667136468,667136469,667136470,667136471,667136472,667136473,667136474,667136475,667136476,667136477,667136478,667136479,pull_request
667135352,6cf0a5506b03064f196b89eb154112dfadd26ba8,7995,dev,errored,88,2020-03-26 07:49:12 UTC,667135353,667135354,667135355,667135356,667135357,667135358,667135359,667135360,667135361,667135362,667135363,667135364,667135365,667135366,pull_request
667135234,ce80a7f95ed0138f635f84cb7b89acc3672dd969,,stable/5,errored,3311,2020-03-26 07:48:59 UTC,667135235,667135236,667135237,667135238,667135239,667135240,667135241,667135242,667135243,667135244,667135245,667135246,667135247,667135248,667135249,667135250,667135251,667135252,667135253,667135254,667135255,667135256,667135257,push
667134954,612cfad9103094b247b6c63863e82f0934305902,,dev,passed,12963,2020-03-26 07:47:59 UTC,667134955,667134956,667134957,667134958,667134959,667134960,667134961,667134962,667134963,667134964,667134965,667134966,667134967,667134968,push
667133059,e0c62cb645784686a548d97c23766225b47b9b73,7995,dev,errored,92,2020-03-26 07:40:17 UTC,667133060,667133061,667133062,667133063,667133064,667133065,667133066,667133067,667133068,667133069,667133070,667133071,667133072,667133073,pull_request
667115121,ae4c64ecb34a3388313e6a1700e9a56928267ece,8214,dev,passed,12914,2020-03-26 06:17:30 UTC,667115122,667115123,667115124,667115125,667115126,667115127,667115128,667115129,667115130,667115131,667115132,667115133,667115134,667115135,pull_request
667000467,810b1161db47357105876542644a5809a54fa5c5,8213,dev,failed,13111,2020-03-25 22:00:36 UTC,667000468,667000469,667000470,667000471,667000472,667000473,667000474,667000475,667000476,667000477,667000478,667000479,667000480,667000481,pull_request
666807620,f3761620b0be9b5cfdc01a675d94df130ec4aff0,8161,dev,failed,13289,2020-03-25 14:28:53 UTC,666807621,666807622,666807623,666807624,666807625,666807626,666807627,666807628,666807629,666807630,666807631,666807633,666807635,666807637,pull_request
666801083,336165a5c5b4f727e4431a90a07da5820269b40a,,dev,failed,13200,2020-03-25 13:55:20 UTC,666801084,666801085,666801086,666801087,666801088,666801089,666801090,666801091,666801092,666801093,666801094,666801095,666801096,666801097,push
666799458,dcb70f00db28cc9285a4ff9368479497d9eadf4b,8205,dev,passed,13019,2020-03-25 13:50:47 UTC,666799459,666799460,666799461,666799462,666799463,666799464,666799466,666799467,666799470,666799472,666799473,666799474,666799475,666799476,pull_request
666797641,b22b156b3d4e697252fc8f8d3594a8c52ac852fe,8211,dev,passed,12971,2020-03-25 13:47:00 UTC,666797642,666797643,666797644,666797645,666797646,666797647,666797648,666797649,666797650,666797651,666797652,666797653,666797654,666797655,pull_request
666759756,cd43a2b56d37a35a77db7f9670c23516d53ff107,8210,dev,passed,13063,2020-03-25 12:44:41 UTC,666759757,666759758,666759759,666759760,666759761,666759762,666759763,666759764,666759765,666759766,666759767,666759768,666759769,666759770,pull_request
666749507,1d338847e31492c7ef97c9f587a5441605386aa6,8207,dev,passed,13048,2020-03-25 12:10:36 UTC,666749508,666749509,666749510,666749511,666749512,666749513,666749514,666749515,666749516,666749518,666749521,666749523,666749525,666749526,pull_request
666747001,2045d596fc87ea8b38515ec1c81f401c42c02d2d,8209,dev,failed,12918,2020-03-25 12:07:40 UTC,666747002,666747003,666747004,666747005,666747006,666747007,666747008,666747009,666747010,666747011,666747012,666747013,666747014,666747015,pull_request
666744587,870cb6b3314a7bf63d21fce03bd888a6770d6707,,dev,passed,13147,2020-03-25 11:55:20 UTC,666744588,666744589,666744590,666744591,666744592,666744593,666744594,666744595,666744596,666744597,666744598,666744599,666744600,666744601,push
666737926,7135fd57770d557a79fe5c7c12dba80c002b8143,8205,dev,failed,13171,2020-03-25 11:28:56 UTC,666737927,666737928,666737929,666737930,666737931,666737932,666737933,666737934,666737935,666737936,666737938,666737939,666737941,666737942,pull_request
666736555,a413bfc149478b56fe67767a686e10f5429d05b0,8205,dev,failed,12973,2020-03-25 11:24:00 UTC,666736556,666736557,666736558,666736559,666736560,666736561,666736562,666736563,666736564,666736565,666736566,666736567,666736568,666736569,pull_request
666718510,1fa35cb02c4d02112d7b13b25b1a70c26b1d12fc,8208,dev,passed,13056,2020-03-25 10:56:40 UTC,666718511,666718512,666718513,666718514,666718515,666718516,666718517,666718518,666718519,666718521,666718523,666718524,666718525,666718526,pull_request
666716964,64b82e243fa3f56f7f9a27e70cc4fe0d42bb3193,,dev,failed,12869,2020-03-25 10:53:08 UTC,666716965,666716966,666716967,666716968,666716969,666716970,666716973,666716974,666716975,666716976,666716977,666716978,666716979,666716980,push
666712089,33e55dc8a988131366251dd4fbbc6b8244e97df5,8207,dev,failed,13144,2020-03-25 10:09:45 UTC,666712090,666712091,666712092,666712093,666712094,666712095,666712096,666712097,666712098,666712099,666712100,666712101,666712102,666712103,pull_request
666708225,284f02488caf9a2024fa3ccaa462bdfca496f57d,,release/10.4,failed,25023,2020-03-25 10:09:36 UTC,666708226,666708227,666708228,666708229,666708230,666708231,666708232,666708233,666708234,666708235,666708236,666708237,666708238,666708239,666708240,666708241,666708242,666708243,666708244,666708245,666708246,666708247,666708248,666708249,666708250,666708252,push
666704429,37f88bdc70d7e01e2c91611889a384835040e959,,release/10.4,failed,24725,2020-03-25 09:44:41 UTC,666704430,666704431,666704432,666704433,666704434,666704435,666704436,666704437,666704438,666704439,666704440,666704441,666704442,666704443,666704444,666704445,666704446,666704447,666704448,666704449,666704450,666704451,666704452,666704453,666704454,666704455,push
666688050,cea8ccd73fe467ecfd7bad9a9fd80b42004449b3,,dev,failed,12793,2020-03-25 08:39:38 UTC,666688051,666688052,666688053,666688054,666688055,666688056,666688057,666688058,666688059,666688060,666688061,666688062,666688063,666688064,push
666674274,566a04d3be018f359899813325260f36a522d251,,dev,failed,12896,2020-03-25 07:44:04 UTC,666674275,666674276,666674277,666674278,666674279,666674280,666674281,666674282,666674283,666674284,666674285,666674286,666674287,666674288,push
666673502,25983a00584cf88801bc53237ba831d464b8a71a,8204,dev,passed,13008,2020-03-25 07:40:55 UTC,666673503,666673504,666673505,666673506,666673507,666673508,666673509,666673510,666673511,666673512,666673513,666673515,666673517,666673519,pull_request
666663558,28c9c5470248b571fcbb6169068318a3be32535b,,dev,passed,12918,2020-03-25 06:55:53 UTC,666663559,666663560,666663561,666663562,666663563,666663564,666663565,666663566,666663567,666663568,666663569,666663570,666663571,666663572,push
666549870,2776eb17e71d46ec7a2da30e8199bf6ae040904a,8205,dev,failed,13069,2020-03-24 22:18:31 UTC,666549871,666549872,666549873,666549874,666549875,666549876,666549877,666549878,666549879,666549880,666549881,666549882,666549883,666549884,pull_request
666544218,adad09894ac03785a2cced384f22b8172dcac4d7,8205,dev,failed,13046,2020-03-24 21:56:14 UTC,666544219,666544220,666544221,666544222,666544223,666544224,666544225,666544226,666544227,666544228,666544229,666544230,666544231,666544232,pull_request
666524758,0568b2ebbf8ab4b7ac6b35013d50de416e7cbaa8,8206,release/10.4,failed,24788,2020-03-24 21:02:27 UTC,666524759,666524760,666524761,666524762,666524763,666524764,666524765,666524766,666524768,666524770,666524772,666524773,666524774,666524775,666524776,666524777,666524778,666524779,666524780,666524781,666524782,666524783,666524784,666524785,666524786,666524787,pull_request
666388871,0be9ee616acd10a765448e1aa9d31ae54f8f91fe,8205,dev,failed,13127,2020-03-24 15:33:09 UTC,666388872,666388873,666388874,666388875,666388876,666388877,666388878,666388879,666388880,666388881,666388882,666388883,666388884,666388886,pull_request
666384311,54a799c37b9b0aff806dfe51196c28ef7c0defb9,8204,dev,failed,13263,2020-03-24 15:23:15 UTC,666384312,666384313,666384314,666384315,666384316,666384317,666384318,666384319,666384320,666384321,666384323,666384325,666384327,666384329,pull_request
666369954,2072bf414463da438153a076265c67a0e34f68d9,8203,dev,failed,13255,2020-03-24 14:51:36 UTC,666369955,666369956,666369957,666369958,666369959,666369960,666369961,666369962,666369963,666369964,666369965,666369966,666369967,666369968,pull_request
666354586,8890f58452294203325cba145570925526b4b57a,7230,dev,failed,13310,2020-03-24 14:21:33 UTC,666354588,666354590,666354591,666354592,666354593,666354594,666354595,666354596,666354597,666354598,666354599,666354600,666354601,666354602,pull_request
666348955,ef46bbcaf9c70c3d97d00ee801e60ab47506d404,,dev,failed,12886,2020-03-24 14:05:32 UTC,666348956,666348957,666348958,666348959,666348960,666348961,666348962,666348963,666348965,666348967,666348968,666348969,666348970,666348971,push
666332237,ba8bc457ed56c6e7aa3c21f090ae20c8d3875bb1,,dev,failed,13045,2020-03-24 13:27:34 UTC,666332238,666332239,666332240,666332241,666332242,666332243,666332244,666332245,666332246,666332247,666332248,666332249,666332250,666332251,push
666330147,bf971696819b20a8255b5a2867e6aad1eb4bd1c3,,dev,passed,12977,2020-03-24 13:21:12 UTC,666330148,666330149,666330150,666330151,666330152,666330153,666330154,666330155,666330156,666330157,666330158,666330159,666330160,666330161,push
666329706,9cd4bb5fdeb4f5ec4981016c3b0d8dabd54ac6cf,8201,dev,canceled,9713,2020-03-24 13:19:48 UTC,666329707,666329708,666329709,666329710,666329711,666329712,666329713,666329714,666329715,666329716,666329717,666329719,666329720,666329721,pull_request
666307836,46e4af8863451e20a04e3ba719528dee00b1098b,8202,dev,passed,12897,2020-03-24 12:51:36 UTC,666307837,666307838,666307839,666307840,666307841,666307842,666307843,666307844,666307845,666307846,666307847,666307848,666307849,666307850,pull_request
666306421,4dd429fd354e0f5996e59a9a5f18839fc568322e,8201,dev,failed,236,2020-03-24 12:47:06 UTC,666306422,666306423,666306424,666306425,666306426,666306427,666306428,666306429,666306430,666306431,666306432,666306433,666306434,666306435,pull_request
666306230,c13bb1afc45abb7e869c8ba469d98044b7ffe0f9,8201,dev,failed,226,2020-03-24 12:46:31 UTC,666306231,666306232,666306233,666306234,666306235,666306236,666306237,666306238,666306239,666306240,666306241,666306242,666306243,666306244,pull_request
666292799,f61d0958903e96ffe5657d26a3d052345546514b,,dev,passed,12819,2020-03-24 11:59:33 UTC,666292800,666292801,666292802,666292803,666292805,666292807,666292808,666292809,666292810,666292811,666292812,666292813,666292814,666292815,push
666270460,ace3ba3988390f5413422d4fd99fb00cac26f575,8200,dev,passed,13008,2020-03-24 10:42:33 UTC,666270461,666270462,666270463,666270464,666270465,666270466,666270467,666270468,666270469,666270470,666270471,666270472,666270473,666270474,pull_request
666267660,c373420151b66afc11fffa9f40e6578893b30450,8199,dev,passed,12858,2020-03-24 10:32:53 UTC,666267661,666267662,666267663,666267664,666267666,666267668,666267670,666267673,666267675,666267677,666267679,666267681,666267683,666267686,pull_request
666243688,728885753aaca019a0c2a8e4f6e5001ff0be24e5,,dev,passed,12857,2020-03-24 09:13:09 UTC,666243689,666243690,666243691,666243692,666243693,666243694,666243695,666243696,666243697,666243698,666243699,666243700,666243701,666243702,push
