build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754100660,3ece0da6b64d6f4e81b94483cb7a9ca8d2b088fc,64,master,errored,605,2021-01-12 11:04:55 UTC,754100661,754100662,754100663,754100664,pull_request
326999125,037a7dd1eb01901816f5edb48a4e99af88746412,52,master,passed,1324,2018-01-09 21:31:00 UTC,326999127,326999130,326999131,326999133,pull_request
326963061,271a8a7a94a8fea566fba0f054c03cd85d933bb4,52,master,passed,1014,2018-01-09 19:49:34 UTC,326963062,326963063,326963064,326963065,pull_request
326953076,522f9010fbb51c9b2c7a959d1875d7775c9d2fad,52,master,failed,1466,2018-01-09 19:20:25 UTC,326953077,326953079,326953081,326953082,pull_request
326943461,a46a5a183a81a053f279a51cb747626a0dbc31fe,52,master,failed,912,2018-01-09 18:56:35 UTC,326943462,326943463,326943464,326943465,pull_request
326939730,eef645bc367b8c2580906f224ed6ee1479bf83af,52,master,failed,1047,2018-01-09 18:45:41 UTC,326939731,326939732,326939733,326939734,pull_request
305296431,1053a64c27b8e4466f221693739f75be7977bc0c,51,master,failed,1011,2017-11-21 14:13:25 UTC,305296436,305296438,305296439,305296440,pull_request
305289588,227bdf1f36645cee7e6b3bd88659ae0134143726,51,master,failed,784,2017-11-21 13:58:35 UTC,305289589,305289590,305289591,305289592,pull_request
305289113,4352482fe1c3e3c96003c34daa547c0a87956519,51,master,failed,794,2017-11-21 13:57:34 UTC,305289114,305289115,305289116,305289117,pull_request
250477935,5e9bcca7e467f7baf3459d809ef16bb75e53f115,,master,passed,716,2017-07-05 19:01:26 UTC,250477936,250477937,250477938,250477939,push
250124301,fa70a359e9f372ef1bf7468dfed5b9a67cc16c44,42,master,passed,587,2017-07-04 20:45:36 UTC,250124302,250124304,250124306,250124309,pull_request
222173702,9a2685ac6dce4cb06e0b9d76e63332b45de636e4,,master,passed,624,2017-04-14 18:59:05 UTC,222173703,222173704,222173705,222173706,push
217592918,c74cae62c304413a0eb0835d6a471b53a447b57c,,master,passed,625,2017-04-01 19:04:06 UTC,217592919,217592920,217592921,217592922,push
217544474,067636e49da53b048b01b9aa98da8ed4c72fb38b,,master,errored,638,2017-04-01 15:25:35 UTC,217544475,217544476,217544477,217544478,push
217442236,19babe328646d4fbd11004e533a406778e286973,,master,passed,691,2017-04-01 04:45:47 UTC,217442237,217442238,217442239,217442240,push
217442110,f0766094d9a1e1cc3b74ea65aae8a473891d5eb0,,master,passed,712,2017-04-01 04:42:53 UTC,217442111,217442112,217442113,217442114,push
217441792,91a64466e1e8b80bf04a1c0cad529b637592f76f,39,master,errored,253,2017-04-01 04:41:32 UTC,217441793,217441794,217441795,217441796,pull_request
217441291,c21cc652d2219888d3eee1d4599ec4e410ac9ac9,,master,passed,677,2017-04-01 04:38:21 UTC,217441292,217441293,217441294,217441295,push
214267351,3d0ef5673aaa53adf7ff5a1c729da14f233f3a0d,39,master,passed,750,2017-03-23 14:32:48 UTC,214267352,214267353,214267354,214267355,pull_request
208983138,e19df4afe33b9420c48a3f71b03e72f032a9ecba,36,master,passed,894,2017-03-08 14:11:28 UTC,208983140,208983142,208983144,208983146,pull_request
205902362,fd83d2a6a5edb3f92e99a90e999a347cd347fe94,,master,passed,629,2017-02-27 18:45:33 UTC,205902363,205902364,205902365,205902366,push
199813203,f95faf83ad95328312d0427946124684bc9481e8,33,master,passed,716,2017-02-08 23:55:53 UTC,199813204,199813205,199813206,199813207,pull_request
199432338,c60ea092ab59c9da3febf1ace9f6df1d0b894fa6,33,master,passed,664,2017-02-07 23:46:02 UTC,199432339,199432340,199432341,199432342,pull_request
199337954,ae64b33bc2e70afd88b4a6d2548a0727b70f7022,,master,passed,738,2017-02-07 19:08:35 UTC,199337955,199337956,199337957,199337958,push
197774164,6abded513ea7f4c96aa2fc7239aa985b73679b71,,master,passed,696,2017-02-02 20:05:02 UTC,197774165,197774166,197774167,197774168,push
197614375,2e17bf0d24d2a6d97beb34d89563f5e6df37042c,31,master,passed,696,2017-02-02 11:47:57 UTC,197614377,197614379,197614380,197614381,pull_request
192275313,5017ca9f92a356f983c5460f2c4f6e7ce28f0a48,,master,passed,683,2017-01-16 07:47:50 UTC,192275314,192275315,192275316,192275317,push
192275265,1d57c9b4df511a5ffbee8bfd877089da04742c8a,,master,passed,612,2017-01-16 07:47:24 UTC,192275266,192275267,192275268,192275271,push
192272322,6ea917c8e721bfc4fbb8c2287f7ac2ad448061ef,,master,passed,633,2017-01-16 07:30:09 UTC,192272323,192272324,192272325,192272326,push
192270552,d29048d11705e2f4c372668cea6747f75bdc8959,,master,passed,613,2017-01-16 07:18:09 UTC,192270553,192270554,192270555,192270556,push
