build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747190395,a5c41b083e768cece955f2d2c291e60551353654,246,master,passed,916,2020-12-02 12:58:14 UTC,747190396,747190397,747190398,747190399,747190400,747190401,747190402,747190403,747190404,pull_request
747190012,8f56b70f80cdc4b11eb2cbbef26cdce2d26601e9,245,master,passed,938,2020-12-02 12:48:39 UTC,747190013,747190014,747190015,747190016,747190017,747190018,747190019,747190020,747190021,pull_request
729552035,79b5d9ae1c9af8af1348b00439894bed4ec3489c,,master,passed,476,2020-09-23 10:02:39 UTC,729552036,729552037,729552038,729552039,729552040,729552041,729552042,729552043,729552044,push
729320860,5f0c650a540059f17846c543d68f384178b9d02f,,2.0.19,passed,603,2020-09-22 14:21:54 UTC,729320861,729320862,729320863,729320864,729320865,729320866,729320867,729320868,729320869,push
729320850,5f0c650a540059f17846c543d68f384178b9d02f,,master,passed,610,2020-09-22 14:21:05 UTC,729320851,729320852,729320853,729320854,729320855,729320856,729320857,729320858,729320859,push
728640043,9b428e22e955832f029aa555e66c81fef2e4dc08,,master,failed,560,2020-09-19 20:48:24 UTC,728640044,728640045,728640046,728640047,728640048,728640049,728640050,728640051,728640052,push
728638600,b4aedcf386dc65717f42182deb4410e915ed9094,,master,canceled,105,2020-09-19 20:37:28 UTC,728638601,728638602,728638603,728638604,728638605,728638606,728638607,728638608,728638609,push
728621157,6e618d680c65a5446d52bfac659bf1eeb4a6707e,242,master,failed,569,2020-09-19 18:47:58 UTC,728621158,728621159,728621161,728621162,728621164,728621165,728621166,728621167,728621168,pull_request
728621118,6af4a6e5c72faf6282d6c6219393196276756134,,release-cycle,passed,458,2020-09-19 18:47:08 UTC,728621119,728621120,728621121,728621122,728621123,728621124,728621125,728621126,728621127,push
728621018,35f2e9b9929648d4cb8856372d33a9327601e438,,release-cycle,passed,468,2020-09-19 18:46:17 UTC,728621019,728621020,728621021,728621022,728621023,728621024,728621025,728621026,728621027,push
728538773,9b492b829a327ab1e2c8c0e5ed7ccad23ecbc9dc,,2.0.18,canceled,100,2020-09-19 09:58:17 UTC,728538774,728538775,728538776,728538777,728538778,728538779,728538780,728538781,728538782,push
728538729,9b492b829a327ab1e2c8c0e5ed7ccad23ecbc9dc,,master,passed,538,2020-09-19 09:57:29 UTC,728538730,728538731,728538732,728538733,728538734,728538735,728538736,728538737,728538738,push
728538643,982edc8b67983a9df032a8532f555918196913fd,241,master,errored,102,2020-09-19 09:56:13 UTC,728538644,728538645,728538646,728538647,728538648,728538649,728538650,728538651,728538652,pull_request
728538631,a7d0555e6dec026571377255a22ae116d5fb94ff,,proper-q-benchmark,canceled,100,2020-09-19 09:55:19 UTC,728538632,728538633,728538634,728538635,728538636,728538637,728538638,728538639,728538640,push
728537526,7c4f2557cc6e34ed4994a65188012aafb8ae8d87,241,master,errored,141,2020-09-19 09:44:34 UTC,728537527,728537528,728537529,728537530,728537531,728537532,728537533,728537534,728537535,pull_request
728537512,ef0235a989ab321919467d3098ff7b10f2f35db9,,proper-q-benchmark,passed,445,2020-09-19 09:42:50 UTC,728537513,728537514,728537515,728537516,728537517,728537518,728537519,728537520,728537521,push
728537414,bd34ae9147d0a5f86e3c37caad21998e5d0b06da,241,master,errored,145,2020-09-19 09:41:48 UTC,728537415,728537416,728537417,728537418,728537419,728537420,728537421,728537422,728537423,pull_request
728537404,73a6b8a22ff16f832c1cca4dc1e33d077e9c587c,,proper-q-benchmark,passed,448,2020-09-19 09:40:59 UTC,728537405,728537406,728537407,728537408,728537409,728537410,728537411,728537412,728537413,push
728537151,14319546dab3fcf666c4ba949f139a18f770ab8e,241,master,errored,183,2020-09-19 09:39:18 UTC,728537152,728537153,728537154,728537155,728537156,728537157,728537158,728537159,728537160,pull_request
728537141,2dec056bd62e9578d2de5763267376abb5185fdf,,proper-q-benchmark,passed,453,2020-09-19 09:37:37 UTC,728537142,728537143,728537144,728537145,728537146,728537147,728537148,728537149,728537150,push
728537031,e6c594efb9b1df0cf717a3e55925d30d29d8e892,241,master,failed,561,2020-09-19 09:36:50 UTC,728537032,728537033,728537034,728537035,728537036,728537037,728537038,728537039,728537040,pull_request
728537021,34e5c568ddaa19708271f58c899c124f3810d38c,,proper-q-benchmark,passed,457,2020-09-19 09:36:05 UTC,728537022,728537023,728537024,728537025,728537026,728537027,728537028,728537029,728537030,push
728536677,ad563d4947902e870eff608b59659403609f5fa6,241,master,failed,561,2020-09-19 09:33:10 UTC,728536678,728536679,728536680,728536681,728536682,728536683,728536684,728536685,728536686,pull_request
728536662,218867958178cc1f0e5cc5cb35e6e9bd82f55883,,proper-q-benchmark,passed,456,2020-09-19 09:32:16 UTC,728536663,728536664,728536665,728536666,728536667,728536668,728536669,728536670,728536671,push
728536040,fcd9f05a2711ab64f37c3a10271781ae00fd44f8,241,master,failed,565,2020-09-19 09:24:42 UTC,728536041,728536042,728536043,728536044,728536045,728536046,728536047,728536048,728536049,pull_request
728536016,ba8374a8967deee8356f683efdc55f6a28a82d61,,proper-q-benchmark,passed,464,2020-09-19 09:23:55 UTC,728536017,728536018,728536019,728536020,728536021,728536022,728536023,728536024,728536025,push
728530733,23036cff585958ba3ba0217e2b35e4fce3c3ca0e,241,master,failed,552,2020-09-19 08:31:03 UTC,728530734,728530735,728530736,728530737,728530738,728530739,728530740,728530741,728530742,pull_request
728530720,be2b8c342dbe87bf557ddfcb041db5c018fe04d1,,proper-q-benchmark,passed,450,2020-09-19 08:30:14 UTC,728530721,728530722,728530723,728530724,728530725,728530726,728530727,728530728,728530729,push
728530495,96a479017f98314ce0864179044331c308247028,241,master,failed,559,2020-09-19 08:29:16 UTC,728530496,728530497,728530498,728530499,728530500,728530501,728530502,728530503,728530504,pull_request
728530485,9c9ce1a26cf5b4b3756e9a1bdfc0f173fdb5996a,,proper-q-benchmark,passed,456,2020-09-19 08:29:17 UTC,728530486,728530487,728530488,728530489,728530490,728530491,728530492,728530493,728530494,push
728387416,c9991b97e1d7b5c581bae48920591621985f7996,,proper-q-benchmark,passed,497,2020-09-18 16:42:11 UTC,728387417,728387420,728387421,728387422,728387423,728387424,728387425,728387426,728387427,push
728387277,96a479017f98314ce0864179044331c308247028,241,master,failed,602,2020-09-18 16:41:15 UTC,728387278,728387279,728387280,728387281,728387282,728387283,728387284,728387285,728387286,pull_request
728385185,cac75b3aaef359c7225590aa1ce99c2958b297e2,241,master,failed,603,2020-09-18 16:33:20 UTC,728385186,728385187,728385188,728385189,728385190,728385191,728385192,728385193,728385194,pull_request
728385165,790d7572d9712a00f485e872ce3fabe836ca5654,,proper-q-benchmark,passed,490,2020-09-18 16:32:28 UTC,728385166,728385167,728385168,728385169,728385170,728385171,728385172,728385173,728385174,push
728385014,b66023d16bd0700711d9c60061d95c1d7c7052dc,241,master,canceled,0,,728385015,728385016,728385017,728385018,728385019,728385020,728385021,728385022,728385023,pull_request
728384958,ea346d3507f2bf552b849d4e8911278d5e23e284,,proper-q-benchmark,passed,501,2020-09-18 16:31:31 UTC,728384960,728384961,728384962,728384963,728384964,728384965,728384967,728384968,728384969,push
728381966,c4e867137be627c21d49b8b5381225f21a697a06,241,master,failed,597,2020-09-18 16:21:13 UTC,728381968,728381969,728381970,728381971,728381972,728381973,728381974,728381975,728381976,pull_request
728381850,544b84dcb2b4cb880e94443d48445eb11d89d99e,,proper-q-benchmark,passed,495,2020-09-18 16:20:27 UTC,728381862,728381866,728381868,728381869,728381870,728381871,728381876,728381877,728381878,push
728298325,bb364561cca5f2cbf23a4d00764d6e998111dde7,241,master,failed,588,2020-09-18 11:20:16 UTC,728298326,728298327,728298328,728298329,728298330,728298331,728298332,728298333,728298334,pull_request
