build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
750875144,ec7105f515c0dc8058493677061b6d8d8c4b5be8,,master,passed,798,2020-12-21 21:51:42 UTC,750875145,750875146,750875147,750875148,750875149,750875150,750875151,750875152,750875153,750875154,push
750874039,a1c01cc73a706f64990d24a61a0d2f1124831d82,,glpk_actions,passed,798,2020-12-21 19:16:47 UTC,750874040,750874041,750874042,750874043,750874044,750874045,750874046,750874047,750874048,750874049,push
750873214,67d85e84fb521cce43ce37304f7ffc1903bbef82,375,master,errored,411,2020-12-21 17:45:06 UTC,750873215,750873216,750873217,750873218,750873219,750873220,750873221,750873222,750873223,750873224,pull_request
750873203,23b53e0b1631e44c58064b7ecd2ff931064cc84f,,glpk_actions,canceled,0,,750873204,750873205,750873206,750873207,750873208,750873209,750873210,750873211,750873212,750873213,push
750872731,22f03b2d7703fa58e972b0a392c2de44ab87b8c6,375,master,canceled,0,,750872732,750872733,750872734,750872735,750872736,750872737,750872738,750872739,750872740,750872741,pull_request
750872718,1489616f991764c804b821933d823ce89bd908eb,,glpk_actions,canceled,0,,750872719,750872720,750872721,750872722,750872723,750872724,750872725,750872726,750872727,750872728,push
750868908,32ce50b461b1846dfc73fdb27b1ae63d19452cbe,375,master,canceled,0,,750868909,750868910,750868911,750868912,750868913,750868914,750868915,750868916,750868917,750868918,pull_request
750866012,a1c01cc73a706f64990d24a61a0d2f1124831d82,,glpk_actions,canceled,0,,750866013,750866014,750866015,750866016,750866017,750866018,750866019,750866020,750866021,750866022,push
750864828,dc4e6f5334d798878ccd1ab89f5b8a33a4ff80e3,,master,canceled,0,,750864829,750864830,750864831,750864832,750864833,750864834,750864835,750864836,750864837,750864838,push
750706705,5fa4e584de5922fbff4b8b90d60be005f26e5a6a,374,master,passed,798,2020-12-20 17:41:28 UTC,750706706,750706707,750706708,750706709,750706710,750706711,750706712,750706713,750706714,750706715,pull_request
749991639,fbc3198a7e5d37627a5543bc9a35172654f351bd,,2.4,passed,796,2020-12-16 10:47:13 UTC,749991640,749991641,749991642,749991643,749991644,749991645,749991646,749991647,749991648,749991649,push
749988998,fbc3198a7e5d37627a5543bc9a35172654f351bd,,master,passed,773,2020-12-16 10:06:59 UTC,749988999,749989000,749989001,749989002,749989003,749989004,749989005,749989006,749989007,749989008,push
747723537,6bf84cfb616e0753667b6c5028c474e7db0eb4d3,,master,passed,789,2020-12-04 23:34:06 UTC,747723538,747723539,747723540,747723541,747723542,747723543,747723544,747723545,747723546,747723547,push
737988971,278589eff00f10306338cc1becbc5c08afabf595,,2.3.1,passed,806,2020-10-22 10:57:38 UTC,737988972,737988973,737988974,737988975,737988976,737988977,737988978,737988979,737988980,737988981,push
737988933,278589eff00f10306338cc1becbc5c08afabf595,,master,passed,808,2020-10-22 10:51:52 UTC,737988934,737988936,737988938,737988939,737988940,737988941,737988942,737988943,737988944,737988945,push
737379952,bf819fd3ca62ce69b18d776fc040c496f1e7632c,349,master,passed,828,2020-10-20 12:06:20 UTC,737379953,737379954,737379955,737379956,737379957,737379958,737379959,737379960,737379961,737379962,pull_request
737379839,aaa94b1c3fe8fcc5efb4447e4789dfa939dd655d,,readMPS,passed,857,2020-10-20 11:56:26 UTC,737379840,737379841,737379842,737379843,737379844,737379845,737379846,737379847,737379848,737379849,push
737379693,cd7a5428635a7545870c7095f3d58c626fe73d9f,,master,passed,808,2020-10-20 11:46:00 UTC,737379694,737379695,737379696,737379697,737379698,737379699,737379700,737379701,737379702,737379703,push
733801665,9fa78b4d31ac8e3220c00106d35d763c37cddbd3,,readMPS,failed,818,2020-10-07 21:30:13 UTC,733801666,733801667,733801668,733801669,733801670,733801671,733801672,733801673,733801674,733801675,push
733669052,30d802d40eea13bc114806a390ea12a7635a3950,,readMPS,passed,832,2020-10-07 14:00:53 UTC,733669053,733669054,733669055,733669056,733669057,733669058,733669059,733669060,733669061,733669062,push
733666746,a766d366be63227a3cb38b15017d9a7d61802292,,readMPS,passed,795,2020-10-07 13:52:25 UTC,733666747,733666748,733666749,733666750,733666751,733666752,733666753,733666754,733666755,733666756,push
733489187,7ae5748c68267e6b16cfcb0008a7c764e78c74ff,,readMPS,failed,825,2020-10-06 22:30:19 UTC,733489188,733489189,733489190,733489191,733489192,733489193,733489194,733489195,733489196,733489197,push
733486220,1b3b08f69c78ba6d3e8306c0b899964de71f223c,,readMPS,failed,817,2020-10-06 22:18:02 UTC,733486221,733486222,733486223,733486224,733486225,733486226,733486227,733486228,733486229,733486230,push
733055666,9b7f53f067eaf34806f02af09eafe83f370f2ba3,,master,passed,814,2020-10-05 18:07:03 UTC,733055667,733055668,733055669,733055670,733055671,733055672,733055673,733055674,733055675,733055676,push
733054859,b0dc597ef321ae43eed72f3aa562caca46e442d6,,readMPS,failed,806,2020-10-05 17:58:16 UTC,733054861,733054863,733054865,733054867,733054868,733054870,733054872,733054874,733054876,733054878,push
733039343,7a8d83ee062e1a2c0bc87a32803f70bf48ad328a,,master,passed,815,2020-10-05 17:13:34 UTC,733039344,733039345,733039346,733039347,733039348,733039349,733039350,733039351,733039352,733039353,push
733039057,c66da8388dff0d2b6cb4e0568a8ec924cca37af3,,master,canceled,0,,733039059,733039061,733039063,733039065,733039066,733039068,733039070,733039071,733039072,733039073,push
