build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
747062219,b8bd1e76d4ff228f4c45a583f46bb44ea2d9557a,725,master,passed,4660,2020-12-01 21:59:37 UTC,747062220,747062221,747062222,747062223,747062224,747062225,747062226,747062227,747062228,747062229,747062230,pull_request
746468316,ffbbc2f05b578349a7d19cd70310a822eaca25e9,724,master,passed,5279,2020-11-28 19:23:34 UTC,746468317,746468318,746468319,746468320,746468321,746468322,746468323,746468324,746468325,746468326,746468327,pull_request
746468301,2127c777278258bbb1667999cb28fdd9fde9cd37,,feature/optuna-example-718,passed,5293,2020-11-28 18:44:55 UTC,746468302,746468303,746468304,746468305,746468306,746468307,746468308,746468309,746468310,746468311,746468312,push
745221738,4e4f199d6ec8afb72a18179ff58c6e7eee694842,724,master,passed,5263,2020-11-22 15:50:26 UTC,745221739,745221740,745221741,745221742,745221743,745221744,745221745,745221746,745221747,745221748,745221749,pull_request
745221724,ee3efde62531bb3d871d7129fb308474e1e302b4,,feature/optuna-example-718,passed,5340,2020-11-22 15:09:51 UTC,745221725,745221726,745221727,745221728,745221729,745221730,745221731,745221732,745221733,745221734,745221735,push
745100611,70c0442cf4b879ee7b224104acc2f99d7a6202ce,724,master,passed,5221,2020-11-21 19:00:55 UTC,745100612,745100613,745100614,745100615,745100616,745100617,745100618,745100619,745100620,745100621,745100622,pull_request
745100177,2b2be5c90079735d2ff5dbab6cc0ef2d437b29d2,,feature/optuna-example-718,passed,5253,2020-11-21 18:00:50 UTC,745100178,745100179,745100180,745100181,745100182,745100183,745100184,745100185,745100186,745100187,745100188,push
744038505,46738be34a5c7ffefed0ced513aef4d62b531cf5,719,master,passed,5333,2020-11-16 21:38:54 UTC,744038506,744038507,744038508,744038509,744038510,744038511,744038512,744038513,744038514,744038515,744038516,pull_request
742066001,16c2208e1002ccbe0640f4e47bdeb86e345a9424,717,master,passed,5241,2020-11-07 12:57:04 UTC,742066002,742066003,742066004,742066005,742066006,742066007,742066008,742066009,742066010,742066011,742066012,pull_request
740700453,4ef3a4d96c4a2eba846ccb9b33a91247d4b58b2d,716,master,passed,5201,2020-11-01 23:12:30 UTC,740700454,740700455,740700456,740700457,740700458,740700459,740700460,740700461,740700462,740700463,740700464,pull_request
740691252,4c14bacc4ea94f32486ce9b14a89b750bd88202e,686,master,passed,4833,2020-11-01 22:45:02 UTC,740691253,740691254,740691255,740691256,740691257,740691258,740691259,740691260,740691261,740691262,740691263,740691264,pull_request
740691228,2b87e2fc77af4617f002591a82caf3518c2979ac,,feature/drop-official-python-3.5-support,passed,4825,2020-11-01 22:16:08 UTC,740691229,740691230,740691231,740691232,740691233,740691234,740691235,740691236,740691237,740691238,740691239,740691240,push
740689072,be7f6f90a0f8c89b540a882f704747fc9adf09b2,,master,passed,5204,2020-11-01 21:56:26 UTC,740689073,740689074,740689075,740689076,740689077,740689078,740689079,740689080,740689081,740689082,740689083,push
740596564,6308a8119ef2edbba3f21dae096eaef38e904090,715,master,passed,5201,2020-11-01 14:10:48 UTC,740596565,740596566,740596567,740596568,740596569,740596570,740596571,740596572,740596573,740596574,740596575,pull_request
740596507,fd3e12572bb44a130f31de6097a12d1d46b3f837,,deprecation/remove-iid-argument-grid-search,passed,5178,2020-11-01 13:47:35 UTC,740596508,740596509,740596510,740596511,740596512,740596513,740596514,740596515,740596516,740596517,740596518,push
740595896,6ac6ddb13a1ea90f1391921e72a6d14dc3583041,707,master,passed,5157,2020-11-01 13:23:41 UTC,740595897,740595898,740595899,740595900,740595901,740595902,740595903,740595904,740595905,740595906,740595907,pull_request
740595884,cb03fcfcfa4b8eca846047291f5bd244feac20f9,,feature/support-automatic-mixed-precision,passed,5182,2020-11-01 13:06:37 UTC,740595885,740595886,740595887,740595888,740595889,740595890,740595891,740595892,740595893,740595894,740595895,push
740590517,0aaff5c94ebf8d9c90e0013bf4da55bf4808286e,686,master,passed,3941,2020-11-01 12:42:52 UTC,740590518,740590519,740590520,740590521,740590522,740590523,740590524,740590525,740590526,740590527,740590528,740590529,pull_request
740590501,1140cf182cd4db492d0b909a83fdd935e940d451,,feature/drop-official-python-3.5-support,passed,4059,2020-11-01 12:25:12 UTC,740590502,740590503,740590504,740590505,740590506,740590507,740590508,740590509,740590510,740590511,740590512,740590513,push
740333179,7ecf4b3c18005cc025c6a348c4ee271060adbb52,,master,passed,6311,2020-10-31 00:58:06 UTC,740333186,740333187,740333188,740333189,740333190,740333191,740333192,740333193,740333194,740333195,740333196,push
736624828,185041890ae9d5bc6f6a772bb82264aeb8731779,710,master,passed,5141,2020-10-17 14:35:19 UTC,736624829,736624830,736624831,736624832,736624833,736624834,736624835,736624836,736624837,736624838,736624839,pull_request
736624647,d2dbd277cf8f04f386047f8772edf13d9c6555bb,,feature/warn-about-shuffling-iterator-valid,passed,5151,2020-10-17 14:12:09 UTC,736624648,736624649,736624650,736624651,736624652,736624653,736624654,736624655,736624656,736624657,736624658,push
736619365,cbb960a1942c27922d1bd0ef42c73a48e1fb8cfd,699,master,passed,5134,2020-10-17 13:48:39 UTC,736619366,736619367,736619368,736619369,736619370,736619371,736619372,736619373,736619374,736619375,736619376,pull_request
736619345,c49f14c19ec7e2f9c3a1f09ba8c576e4a0d2a6b8,,refactor-train-loop-for-easier-customization,failed,5214,2020-10-17 13:32:17 UTC,736619346,736619347,736619348,736619349,736619350,736619351,736619352,736619353,736619354,736619355,736619356,push
735153996,624afe6b8e689c23dee6ccd76d5181f9aea1d9a3,699,master,passed,5199,2020-10-12 21:25:37 UTC,735153997,735153998,735153999,735154000,735154001,735154002,735154003,735154004,735154005,735154006,735154007,pull_request
735153976,f5dcd1097b44f9cb3a62879c80ceaf5cccdb97a0,,refactor-train-loop-for-easier-customization,passed,5116,2020-10-12 21:08:57 UTC,735153977,735153978,735153979,735153980,735153981,735153982,735153983,735153984,735153985,735153986,735153987,push
732586933,d19d98c67475b3a8f52bd8ec54d85b6abe594b60,,master,passed,5029,2020-10-03 20:01:10 UTC,732586934,732586935,732586936,732586937,732586938,732586939,732586940,732586941,732586942,732586943,732586944,push
732573992,8f32418148668a2152c1bdf021057e197ec1eaf7,703,master,passed,5127,2020-10-03 18:50:12 UTC,732573993,732573994,732573995,732573996,732573997,732573998,732573999,732574000,732574001,732574002,732574003,pull_request
732542689,ba89bf0764d6e1444688f5f841a02d18af8ff7c2,707,master,passed,5165,2020-10-03 16:34:34 UTC,732542690,732542691,732542692,732542693,732542694,732542695,732542696,732542697,732542698,732542699,732542700,pull_request
732542677,15cce84b1cce2e2f4d08063d8322f6ce32fa4a49,,feature/support-automatic-mixed-precision,passed,5132,2020-10-03 16:10:56 UTC,732542678,732542679,732542680,732542681,732542682,732542683,732542684,732542685,732542686,732542687,732542688,push
732541584,b86106865d80a5260f7a3500773dec2d760b3117,707,master,failed,5138,2020-10-03 15:54:18 UTC,732541585,732541586,732541587,732541588,732541589,732541590,732541591,732541592,732541593,732541594,732541595,pull_request
732534706,740d7ea33b20c0ac89b14aaa0161e9393e8964f4,,feature/support-automatic-mixed-precision,failed,5186,2020-10-03 15:26:13 UTC,732534707,732534708,732534709,732534710,732534711,732534712,732534713,732534714,732534715,732534716,732534717,push
732410528,de01081adf74770e948e81c770a3e64301b50075,703,master,passed,5145,2020-10-02 23:12:12 UTC,732410529,732410530,732410531,732410532,732410533,732410534,732410535,732410536,732410537,732410538,732410539,pull_request
731826405,90bfbc264cd79614cf9ef03b88e94f2462df1349,703,master,passed,5086,2020-10-01 05:27:32 UTC,731826406,731826407,731826408,731826409,731826410,731826411,731826412,731826413,731826414,731826415,731826416,pull_request
731708641,61c0c7e9e78a45b12aa2457dd96d939e65334cdf,699,master,passed,5142,2020-09-30 19:37:22 UTC,731708642,731708643,731708644,731708645,731708646,731708647,731708648,731708649,731708650,731708651,731708652,pull_request
731708625,b767e30e166c8b43da817f8cd43a37fe1c15ecb4,,refactor-train-loop-for-easier-customization,passed,5132,2020-09-30 19:20:28 UTC,731708626,731708627,731708628,731708629,731708630,731708631,731708632,731708633,731708634,731708635,731708636,push
730726364,03c04fcdefd3c2c7538bfe070007261c0200917d,699,master,passed,5075,2020-09-27 16:18:27 UTC,730726365,730726366,730726367,730726368,730726369,730726370,730726371,730726372,730726373,730726374,730726375,pull_request
730725521,fbfb827fa754bf29fa9bcbdc92753c389d0039e9,,refactor-train-loop-for-easier-customization,passed,5125,2020-09-27 16:02:09 UTC,730725522,730725523,730725524,730725525,730725526,730725527,730725528,730725529,730725530,730725531,730725532,push
728825549,a9f4cdf8c94ac874091b587f7a6931c733fa1edf,686,master,passed,3418,2020-09-20 22:23:30 UTC,728825550,728825551,728825552,728825553,728825554,728825555,728825556,728825557,728825558,728825559,728825560,pull_request
728825535,e064e89c619cbc7d7161221b2b8d4002c9670917,,feature/drop-official-python-3.5-support,failed,3541,2020-09-20 22:11:20 UTC,728825536,728825537,728825538,728825539,728825540,728825541,728825542,728825543,728825544,728825545,728825546,push
728404576,f34a885a4e978b25da4a904dd11fceb20816e83a,,master,passed,5078,2020-09-18 17:51:27 UTC,728404577,728404578,728404579,728404580,728404581,728404582,728404583,728404584,728404585,728404586,728404587,push
728124092,49507ea23bcb6191679f2c8b73af608fd0e56f07,,master,passed,5148,2020-09-17 19:17:42 UTC,728124093,728124094,728124095,728124096,728124097,728124098,728124099,728124100,728124101,728124102,728124103,push
727852736,175d30da808860eda35fc5b1bc922932a9a754ac,692,master,passed,5100,2020-09-16 23:10:47 UTC,727852737,727852738,727852739,727852740,727852741,727852742,727852743,727852744,727852745,727852746,727852747,pull_request
727852722,7dcb0a310d6a020a90d0e194aa6099d3b19f3bb4,,feature/cli-helper-works-with-normal-sklearn,failed,5192,2020-09-16 22:45:50 UTC,727852723,727852724,727852725,727852726,727852727,727852728,727852729,727852730,727852731,727852732,727852733,push
727852465,bd3237471dd661f86cbc8e58bec412d5bfd13281,,master,errored,5116,2020-09-16 22:30:21 UTC,727852466,727852467,727852468,727852469,727852470,727852471,727852472,727852473,727852474,727852475,727852476,push
727833169,1bfcec811afcbc9bc6f7dc1d99e5933163436d23,,master,failed,6586,2020-09-16 21:12:09 UTC,727833170,727833171,727833172,727833173,727833174,727833175,727833176,727833177,727833178,727833179,727833180,push
727797395,bf3fe6a651bbb0024021f6ad52820104e19a37ae,695,master,errored,5645,2020-09-16 18:39:04 UTC,727797396,727797397,727797398,727797399,727797400,727797401,727797402,727797403,727797404,727797405,727797406,pull_request
727565690,7e4fab880ef2b783f415535dfc1da892c882f1ca,694,master,failed,6085,2020-09-16 01:58:38 UTC,727565691,727565692,727565693,727565694,727565695,727565696,727565697,727565698,727565699,727565700,727565701,pull_request
727515948,3f26e02f8cd207e3092f1407f4415e328b167d23,,feature/cli-helper-works-with-normal-sklearn,passed,5069,2020-09-15 21:55:40 UTC,727515949,727515950,727515951,727515952,727515953,727515954,727515955,727515956,727515957,727515958,727515959,push
727515936,947f72afd29f231bc51759461119ed7df13200c0,692,master,passed,5045,2020-09-15 21:40:06 UTC,727515937,727515938,727515939,727515940,727515941,727515942,727515943,727515944,727515945,727515946,727515947,pull_request
726736246,2097def057b60a5a6963d04274df24f3298ab41b,693,master,failed,6047,2020-09-13 10:33:14 UTC,726736247,726736248,726736249,726736250,726736251,726736252,726736253,726736254,726736255,726736256,726736257,pull_request
726735828,c82d22c5f2abb869bf83ac4d14db8535364c48fe,,feature/improve-notebooks,failed,6002,2020-09-13 10:17:26 UTC,726735829,726735830,726735831,726735832,726735833,726735834,726735835,726735836,726735837,726735838,726735839,push
726731373,758c0035e03d668a5edbb60963a24457cd28bf8b,692,master,failed,6068,2020-09-13 09:51:49 UTC,726731374,726731375,726731376,726731377,726731378,726731379,726731380,726731381,726731382,726731383,726731384,pull_request
726731212,eda18a0bb263947578f48bb9c44d033cf64b1fbd,,feature/cli-helper-works-with-normal-sklearn,failed,6040,2020-09-13 09:37:03 UTC,726731213,726731214,726731215,726731216,726731217,726731218,726731219,726731220,726731221,726731222,726731223,push
722891101,1519b557a5ec97268b8885404094a3466c735bee,,master,passed,5312,2020-08-31 22:15:21 UTC,722891102,722891103,722891104,722891105,722891106,722891107,722891108,722891109,722891110,722891111,722891112,push
722845081,83fac231727339d63d04844bf079f62863aa3ab1,687,master,passed,5209,2020-08-31 19:39:54 UTC,722845082,722845083,722845084,722845085,722845086,722845087,722845088,722845089,722845090,722845091,722845092,pull_request
722845059,c187c2bef06223889ef41324f14e0ec4a3292fed,,feature/external-resources-in-readme,passed,5300,2020-08-31 19:23:44 UTC,722845060,722845061,722845062,722845063,722845064,722845065,722845066,722845067,722845068,722845069,722845070,push
722470175,05a910cdd9b22ce60dc8015029c6b01b2b124631,686,master,passed,4899,2020-08-30 13:45:43 UTC,722470176,722470177,722470178,722470179,722470180,722470181,722470182,722470183,722470184,722470185,722470186,pull_request
722470161,d1bdd256ff3271cf4c3c676da03812b4a81df5c4,,feature/drop-official-python-3.5-support,passed,5027,2020-08-30 13:30:36 UTC,722470162,722470163,722470164,722470165,722470166,722470167,722470168,722470169,722470170,722470171,722470172,push
722460283,2e00573cf79dbaa78a11f81006f738081496b81b,687,master,failed,5220,2020-08-30 12:28:18 UTC,722460284,722460285,722460286,722460287,722460288,722460289,722460290,722460291,722460292,722460293,722460294,pull_request
722460271,20c76d28644b0713f2287f8b09ef537960884b55,,feature/external-resources-in-readme,passed,5264,2020-08-30 12:10:59 UTC,722460272,722460273,722460274,722460275,722460276,722460277,722460278,722460279,722460280,722460281,722460282,push
722460133,50278a29efb4999ff08415a0e0b4e1a780c3edbd,687,master,canceled,0,,722460134,722460135,722460136,722460137,722460138,722460139,722460140,722460141,722460142,722460143,722460144,pull_request
722459886,1065e2c4bec914ed0e1a31ef0381738c4f29c35d,,feature/external-resources-in-readme,canceled,0,,722459888,722459889,722459890,722459893,722459894,722459895,722459896,722459897,722459898,722459899,722459900,push
722454245,e3a9cd574069f424ad6a3fbb61b7078116e1947c,686,master,errored,4782,2020-08-30 11:54:33 UTC,722454246,722454247,722454248,722454249,722454250,722454251,722454252,722454253,722454254,722454255,722454256,722454257,pull_request
722454066,ba35743d4101151591a67ddb9358d343da7cf09a,,feature/drop-official-python-3.5-support,errored,4979,2020-08-30 11:34:44 UTC,722454067,722454068,722454069,722454070,722454071,722454072,722454073,722454074,722454075,722454076,722454077,722454078,push
722453127,c3a6adfbfcf587b35dea299518ad8e4bf3c78953,,master,passed,5301,2020-08-30 11:17:45 UTC,722453128,722453129,722453130,722453131,722453132,722453133,722453134,722453135,722453136,722453137,722453138,push
722452771,92ae54ba7cb636488cf42cc85894d52765f6527a,,v0.9.0,passed,5223,2020-08-30 11:00:30 UTC,722452772,722452773,722452774,722452775,722452776,722452777,722452778,722452779,722452780,722452781,722452782,push
722450683,92ae54ba7cb636488cf42cc85894d52765f6527a,,master,passed,5228,2020-08-30 10:44:35 UTC,722450684,722450685,722450686,722450687,722450688,722450689,722450690,722450691,722450692,722450693,722450694,push
722450582,6f9319df9c5666fd7588c884b2c15bcd6b6738fd,683,master,errored,263,2020-08-30 10:41:31 UTC,722450583,722450584,722450585,722450586,722450587,722450588,722450589,722450590,722450591,722450592,722450593,pull_request
722450561,c5bb04899ba7c7cd0fe2d6ab9190136979db417f,,release-090,passed,5253,2020-08-30 10:25:51 UTC,722450562,722450563,722450564,722450565,722450566,722450567,722450568,722450569,722450570,722450571,722450572,push
721487057,b928ead8be0befb9379dcba8466f3e2e76254cfb,683,master,passed,4886,2020-08-26 21:40:57 UTC,721487058,721487059,721487060,721487061,721487062,721487063,721487064,721487065,721487066,721487067,721487068,pull_request
721487038,db6a767802e36f6b924734e5f120f12ce19d274b,,release-090,passed,5023,2020-08-26 21:24:55 UTC,721487039,721487040,721487041,721487042,721487043,721487044,721487045,721487046,721487047,721487048,721487049,push
721486574,ae2b4ac6d1dee99fd2f536d8f122e6970ed44775,,master,passed,4975,2020-08-26 21:09:25 UTC,721486575,721486576,721486577,721486578,721486579,721486580,721486581,721486582,721486583,721486584,721486585,push
718329728,f3326ae000c7c0e85fd79bb1c7972fbe69b7825d,683,master,passed,4829,2020-08-16 11:05:57 UTC,718329729,718329730,718329731,718329732,718329733,718329734,718329735,718329736,718329737,718329738,718329739,pull_request
718329501,758b3fb4a78f0b20ce631288f93f171d84c97ea0,,release-090,passed,4862,2020-08-16 10:50:35 UTC,718329502,718329503,718329504,718329505,718329506,718329507,718329508,718329509,718329510,718329511,718329512,push
718328907,6a0bdfc21af75c330e2cde61131e65c653b4bf80,682,master,passed,4831,2020-08-16 10:35:48 UTC,718328908,718328909,718328910,718328911,718328912,718328913,718328914,718328915,718328916,718328917,718328918,pull_request
718328605,dd2cbcb08d82704aaebddc3673a8d861ab0c3509,,bugfix/predefined_split-bug-caused-by-646,passed,7133,2020-08-16 10:11:36 UTC,718328606,718328607,718328608,718328609,718328610,718328611,718328612,718328613,718328614,718328615,718328616,718328617,718328618,718328619,718328620,push
717722975,807974c59ee5d310235c3f0f58b4b4d5f8915c54,,master,passed,4454,2020-08-13 20:52:17 UTC,717722976,717722977,717722978,717722979,717722980,717722981,717722982,717722983,717722984,717722985,717722986,push
717082512,a5d5fddace1198c7f8f4d9ce3cd11895523e4a45,675,master,passed,5643,2020-08-11 22:49:12 UTC,717082513,717082514,717082515,717082516,717082517,717082518,717082519,717082520,717082521,717082522,717082523,pull_request
717082494,be79ee94f43e2d4b543091d16e0098d0b6f99735,,pytorch-1.6.0,passed,5615,2020-08-11 22:35:51 UTC,717082495,717082496,717082497,717082498,717082499,717082500,717082501,717082502,717082503,717082504,717082505,push
716398609,407c45e82d07dc2c6562a7b387df42ec986f17c5,,master,passed,7099,2020-08-09 23:50:19 UTC,716398610,716398611,716398612,716398613,716398614,716398615,716398616,716398617,716398618,716398619,716398620,716398621,716398622,716398623,716398624,push
716397369,fad623bd216ce23ef29e3a232a0858847cbe0b4a,677,master,errored,415,2020-08-09 23:47:16 UTC,716397370,716397371,716397372,716397373,716397374,716397375,716397376,716397377,716397378,716397379,716397380,716397381,716397382,716397383,716397384,pull_request
716397353,9edede18239ff6740a3809b1dbe09c934bd0895c,,docs/better-document-possible-input-data,passed,8874,2020-08-09 23:17:46 UTC,716397354,716397355,716397356,716397357,716397358,716397359,716397360,716397361,716397362,716397363,716397364,716397365,716397366,716397367,716397368,push
716176550,c86b16127fe7e98dc838c4607f21fd62d0ed78a2,,master,passed,8788,2020-08-08 19:16:31 UTC,716176551,716176552,716176553,716176554,716176555,716176556,716176557,716176558,716176559,716176560,716176561,716176562,716176563,716176564,716176565,push
716091500,56c4b4aa72eec376a9a3aafaa07bda1908c04b56,676,master,passed,8780,2020-08-08 11:33:30 UTC,716091501,716091502,716091503,716091504,716091505,716091506,716091507,716091508,716091509,716091510,716091511,716091512,716091513,716091514,716091515,pull_request
716091482,14a8b7f989584ff3de3b08646e9e323cf69fcabe,,docs/improve-documentation-of-verbose-argument,passed,8790,2020-08-08 11:03:34 UTC,716091483,716091484,716091485,716091486,716091487,716091488,716091489,716091490,716091491,716091492,716091493,716091494,716091495,716091496,716091497,push
714055092,2d94d327f55d0ca551edad99c244435947780352,675,master,passed,7083,2020-08-01 19:16:04 UTC,714055093,714055094,714055095,714055096,714055097,714055098,714055099,714055100,714055101,714055102,714055103,714055104,714055105,714055106,714055107,714055108,714055109,pull_request
714055064,577b415029537643528420231eaa877c66315a17,,pytorch-1.6.0,passed,7097,2020-08-01 18:50:25 UTC,714055065,714055066,714055067,714055068,714055069,714055070,714055071,714055072,714055073,714055074,714055075,714055076,714055077,714055078,714055079,714055080,714055081,push
714034888,0e40de70bfb424f57368d40190d0aaaae426f831,677,master,passed,7185,2020-08-01 18:24:52 UTC,714034889,714034890,714034891,714034892,714034893,714034894,714034895,714034896,714034897,714034898,714034899,714034900,714034901,714034902,714034903,pull_request
714034735,b439a750cafc61a7cd7a6478e520a4438c1e9d9d,,docs/better-document-possible-input-data,passed,7244,2020-08-01 17:59:24 UTC,714034736,714034737,714034738,714034739,714034740,714034741,714034742,714034743,714034744,714034745,714034746,714034747,714034748,714034749,714034750,push
714027758,59c532621c8eb412f14d8f10bab2c660ebbe9953,675,master,errored,8506,2020-08-01 17:29:12 UTC,714027759,714027760,714027761,714027762,714027763,714027764,714027765,714027766,714027767,714027768,714027769,714027770,714027771,714027772,714027773,714027774,714027775,714027776,pull_request
714027736,778ae4f844eefb010e8ba62b9a031a38c3192a52,,pytorch-1.6.0,errored,8640,2020-08-01 17:01:34 UTC,714027737,714027738,714027739,714027740,714027741,714027742,714027743,714027744,714027745,714027746,714027747,714027748,714027749,714027750,714027751,714027752,714027753,714027754,push
714019837,98fa23fd34f939f09b39c1c70935ca7c54e48d2d,676,master,passed,7112,2020-08-01 16:36:53 UTC,714019838,714019839,714019840,714019841,714019842,714019843,714019844,714019845,714019846,714019851,714019852,714019853,714019854,714019855,714019856,pull_request
714019679,8ab99fef91f6da359cf60aef16cfb96e8779062a,,docs/improve-documentation-of-verbose-argument,passed,7198,2020-08-01 16:11:45 UTC,714019680,714019681,714019682,714019683,714019684,714019685,714019686,714019687,714019688,714019689,714019690,714019691,714019692,714019693,714019694,push
714018164,c52c084b76e2e5b1d40854aaccfe9766abe6e9b9,675,master,errored,8668,2020-08-01 15:39:03 UTC,714018165,714018166,714018167,714018168,714018169,714018170,714018171,714018172,714018173,714018174,714018175,714018176,714018177,714018178,714018179,714018180,714018181,714018182,pull_request
714018145,aafada804472747215b7e26d98badf6a30484676,,pytorch-1.6.0,errored,8649,2020-08-01 15:13:53 UTC,714018146,714018147,714018148,714018149,714018150,714018151,714018152,714018153,714018154,714018155,714018156,714018157,714018158,714018159,714018160,714018161,714018162,714018163,push
713483443,5d1aa0546e8a8bdf40a07832ad7399733014babb,675,master,errored,8395,2020-07-30 22:22:53 UTC,713483444,713483445,713483446,713483447,713483448,713483449,713483450,713483451,713483452,713483453,713483454,713483455,713483456,713483457,713483458,713483459,713483460,713483461,pull_request
713482994,39087710c4ddc02f1a7f06d9105b6daacb405bab,,pytorch-1.6.0,errored,8426,2020-07-30 21:57:21 UTC,713482995,713482996,713482997,713482998,713482999,713483000,713483001,713483002,713483003,713483004,713483005,713483006,713483007,713483008,713483009,713483010,713483011,713483012,push
