build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
722770287,525f80fe615713e5da40771fd89cc28d372e74ec,212,master,passed,143,2020-08-31 15:01:44 UTC,722770288,722770289,pull_request
700514230,a8565b39e578e3da7fffdefbfabe4c335c8c1a45,209,master,passed,135,2020-06-21 06:54:24 UTC,700514231,700514232,pull_request
700484783,82c99c9337455f1582e8977d70b2f7fe01894449,208,master,passed,164,2020-06-21 02:14:37 UTC,700484784,700484785,pull_request
700483862,3c8c472d163cb34c5639ebbc43f3c88bb260fffa,208,master,passed,164,2020-06-21 02:07:42 UTC,700483863,700483864,pull_request
662826908,40bf510d4430860140b1c8414dab2aaba803de56,206,master,passed,130,2020-03-15 21:19:10 UTC,662826909,662826910,pull_request
662826706,b50a665bebd2dca23a796e686ce434e70b992875,205,master,passed,131,2020-03-15 21:17:49 UTC,662826707,662826708,pull_request
662826500,33d13c953883882846c0dfbc5b37760e5a206c24,204,master,failed,128,2020-03-15 21:16:37 UTC,662826501,662826502,pull_request
659149396,db95f182782eca1c9ecb7c3beeb496420b34e4f0,194,master,passed,162,2020-03-06 13:08:28 UTC,659149397,659149398,pull_request
608262466,da78072a78898277566a081201b76e181a0f65fc,201,master,passed,160,2019-11-06 15:59:12 UTC,608262467,608262468,pull_request
608261584,bf421d9bcbe2579ebb865b627edc139f2732639f,199,master,errored,95,2019-11-06 15:57:20 UTC,608261585,608261586,pull_request
608261164,1937577abf73b0b0ce455092f10ee87459f52375,200,master,passed,164,2019-11-06 15:56:36 UTC,608261166,608261168,pull_request
608150445,5a9ae440b4b9382f388c270f35eb80e822bd9685,199,master,passed,178,2019-11-06 11:54:54 UTC,608150446,608150447,pull_request
589614944,75b1ae4c1addcd02e97d07abb0f17e75bcfc2e86,194,master,passed,127,2019-09-25 19:40:10 UTC,589614945,589614946,pull_request
545065163,00c1187c74ad5c1611ce7c73e37ac69e3552dd58,,master,passed,124,2019-06-13 05:13:00 UTC,545065164,545065165,push
545065021,e5de512f428d6d7d9356a0b5af8db2c786917922,,master,passed,121,2019-06-13 05:12:17 UTC,545065022,545065023,push
543279997,cc4b8c7dbab477330656ebd274cabc3097d70b39,187,master,passed,128,2019-06-09 01:51:55 UTC,543279998,543279999,pull_request
508491583,e1c433dd37027b1b4081c66cfcffefaeaf26bcce,183,master,passed,166,2019-03-19 16:55:16 UTC,508491584,508491585,pull_request
486762965,96599c91888f1b1cf2dccc7f1776ba7f511909e5,,master,passed,152,2019-01-31 04:42:27 UTC,486762966,486762967,push
486761401,6e6f07b1dce5e7b34604619c814ec326b046e2a6,,master,failed,171,2019-01-31 04:37:05 UTC,486761402,486761403,486761404,push
486282206,bf3e782ff28ce1e65b3c3685404fdbf2f0d98e69,178,master,failed,204,2019-01-30 07:34:43 UTC,486282207,486282208,486282209,pull_request
486281701,1f133df3ea64591841369aec2b6e9cd589336b5e,178,master,errored,65,2019-01-30 07:33:10 UTC,486281702,486281703,486281704,pull_request
481829854,743c55053da71d47ff32f73c5ada9a2714f488fd,176,master,failed,193,2019-01-19 18:51:47 UTC,481829855,481829856,481829857,pull_request
431005010,27349dd2c04a6bd743785c616db4764f07b3dabf,170,master,failed,194,2018-09-20 12:30:29 UTC,431005011,431005012,431005013,pull_request
430165996,f6d1458946da936e1a4488151afd00b7470264fa,170,master,passed,189,2018-09-18 17:46:41 UTC,430165997,430165998,430165999,pull_request
420627610,5e39ce136dd6bafe76094887339bed399ad23a9d,,master,passed,312,2018-08-25 23:44:37 UTC,420627611,420627612,420627613,push
409490686,fb0e93494326b6807d2cb6d901ddf23bce79f775,163,master,passed,203,2018-07-29 10:09:18 UTC,409490687,409490688,409490689,pull_request
405719009,a4d2d37c48a9d83c69e66909922263a1169bd40a,162,master,passed,201,2018-07-19 09:08:31 UTC,405719010,405719011,405719012,pull_request
349912312,6ada53bb069e86f8baf0953d4f0ddac081bc7610,,master,passed,262,2018-03-06 16:57:00 UTC,349912313,349912314,349912315,push
349702556,ec39c3f14fa35e0383d244e7544ab8d4374b184e,153,master,passed,252,2018-03-06 08:25:15 UTC,349702557,349702558,349702559,pull_request
349701408,46311b8bc927b8f73c43d4fc747627bba4374a42,153,master,errored,109,2018-03-06 08:22:16 UTC,349701409,349701410,349701411,pull_request
349322741,9a195703a438b073ec652307f81a81fe7c7de2c2,153,master,passed,190,2018-03-05 14:41:56 UTC,349322742,349322743,349322744,pull_request
349078979,4accc4a1a6ac832c2440b8b5380f395ab50af405,,master,passed,182,2018-03-04 23:40:50 UTC,349078980,349078981,349078982,push
348905888,7d8c39589254f78035ff21511ecbcce277d10068,152,master,passed,292,2018-03-04 12:19:41 UTC,348905889,348905890,348905891,pull_request
348816524,e3f6c97a4077ad821daab49db8172cf9f6690faf,,v3.0.0,passed,303,2018-03-04 03:04:30 UTC,348816525,348816526,348816527,push
348815395,e3f6c97a4077ad821daab49db8172cf9f6690faf,,master,passed,203,2018-03-04 02:56:13 UTC,348815396,348815397,348815398,push
348808942,b9a6b7060fdeebfda7f41add9b468dfde66abe9c,,master,failed,412,2018-03-04 02:15:01 UTC,348808943,348808944,348808945,push
348808625,f60d5bfddc217f6fdfb44ce6b69294ee1ccfc6bb,,master,errored,176,2018-03-04 02:12:55 UTC,348808626,348808627,348808628,push
348807691,959b68e82adb58d6964c7d963b362b060cc9c554,,master,errored,209,2018-03-04 02:07:33 UTC,348807695,348807699,348807700,push
348801978,5c606dc6355ddc15a54d5e0771b2badbf62eceb4,,master,failed,310,2018-03-04 01:31:15 UTC,348801979,348801983,348801985,push
348632496,bb9baab6e16add3fec3ad888ec8cbd4d504f4534,151,master,failed,200,2018-03-03 13:21:27 UTC,348632497,348632498,348632499,pull_request
348622277,1fa537cafb76fa552336ceee4f58ef05d87c6f45,150,master,failed,217,2018-03-03 12:32:20 UTC,348622278,348622279,348622280,pull_request
282523692,8cf0313221cb2c26a4059f8e273c0856b4cb091d,,master,passed,175,2017-10-03 01:33:45 UTC,282523693,282523694,282523695,push
282412235,6f2c430b91869b340b2b40a8779ee1a622e39347,128,master,passed,179,2017-10-02 19:58:57 UTC,282412236,282412237,282412238,pull_request
280712201,312a3306f0c04633b4f1e125c4efe34b9689964b,,master,passed,170,2017-09-28 03:53:10 UTC,280712203,280712205,280712206,push
276348803,c3ffb6c11574bf8699c58d19f4cd416ed2f35a44,,master,passed,165,2017-09-16 21:03:01 UTC,276348804,276348805,276348806,push
276260625,c4a0601e413467bfd582adb6ad923fa9803de4f0,126,master,passed,164,2017-09-16 14:23:39 UTC,276260628,276260630,276260632,pull_request
276252680,9c60763c83bbfe12f3d0374a0b426ae87f5bd63a,125,master,passed,187,2017-09-16 13:46:10 UTC,276252681,276252682,276252683,pull_request
271896495,e9915c8e335ba2ba043f83bb14b57ef1cbeec636,122,master,failed,163,2017-09-05 02:40:51 UTC,271896496,271896498,271896499,pull_request
271894466,a69f27b3e67d1d3b6fd71519a65e0a0869f15365,122,master,passed,212,2017-09-05 02:27:32 UTC,271894467,271894468,271894469,pull_request
271887973,f0ce2364d5e46d13dac4107833d37c8f1b7c8fa1,,v2-latest,passed,161,2017-09-05 01:46:12 UTC,271887974,271887975,271887976,push
271887935,2e13a7c3486e2b4058a6843f160d9aec54bd38e1,,1.0,failed,246,2017-09-05 01:44:42 UTC,271887936,271887937,271887938,push
271887930,b920a9cc753368454c642011939e1d7ec58e0024,,v2.0,failed,328,2017-09-05 01:42:53 UTC,271887931,271887932,271887933,271887934,push
271887917,f0ce2364d5e46d13dac4107833d37c8f1b7c8fa1,,master,passed,186,2017-09-05 01:42:42 UTC,271887918,271887919,271887920,push
271877491,5dfb2f8901011c11e2fbada35adee0f14ea5401f,,master,failed,415,2017-09-05 00:38:16 UTC,271877492,271877493,271877494,271877495,push
269889664,cd78dee461546acd4a9c53bceeef04fff8e289ac,122,master,passed,384,2017-08-30 07:51:24 UTC,269889665,269889666,269889667,269889668,pull_request
267186909,6457a1bb31cc9395022034b05da6c4ae233ee34f,118,master,passed,740,2017-08-22 13:33:44 UTC,267186910,267186911,267186912,267186913,pull_request
255808776,68cecafaafb63008b79a19eb71b5d61ded0f07eb,111,master,failed,415,2017-07-20 20:13:18 UTC,255808777,255808780,255808783,255808785,pull_request
255028813,3a6d7dde628fe56571a45401a30f098d29131d25,111,master,failed,369,2017-07-18 21:22:35 UTC,255028815,255028816,255028817,255028819,pull_request
254230337,39adb7fb258d68fcf8aef0a92dee7dbd3185bdb1,111,master,failed,374,2017-07-16 20:22:08 UTC,254230338,254230339,254230340,254230341,pull_request
253920125,39adb7fb258d68fcf8aef0a92dee7dbd3185bdb1,111,master,passed,388,2017-07-15 13:36:26 UTC,253920126,253920127,253920128,253920129,pull_request
244586065,dfc6680bb9fcb3f3d3b6f506a1d1e77fbc9c9613,,master,passed,384,2017-06-19 16:03:24 UTC,244586066,244586067,244586068,244586069,push
244368562,f8289dd7620f30660d7c5b0dfb7fec58dcd3d16c,108,master,passed,371,2017-06-19 03:05:03 UTC,244368563,244368564,244368565,244368566,pull_request
244283565,670f7d4ab4eabdd165678fd5b8f733aff64c8ef5,108,master,passed,379,2017-06-18 18:45:04 UTC,244283566,244283567,244283568,244283569,pull_request
243249812,19aa889cf895413b6e56a31080d275cf58dcb7e0,66,master,passed,382,2017-06-15 12:50:07 UTC,243249813,243249814,243249815,243249816,pull_request
243243622,4eff72352af4c677a612f6da1673af9eb52aee04,66,master,passed,375,2017-06-15 12:29:55 UTC,243243623,243243624,243243625,243243626,pull_request
243235890,374a2e2f956ffa15550f38e9f402199a3a2c73a3,66,master,passed,368,2017-06-15 12:07:12 UTC,243235891,243235892,243235893,243235895,pull_request
241403915,f1e66835134e952c878f0bf6494377c0c9ed7ddd,107,master,passed,396,2017-06-10 00:45:09 UTC,241403916,241403917,241403918,241403919,pull_request
208848168,b933c81ba06cfdef81a2ea5dd65dc0fd44fe1d9d,,master,passed,395,2017-03-08 04:43:05 UTC,208848169,208848170,208848171,208848172,push
208837676,4d144b71934cee9968c73ea78c6056e7610db3cc,101,master,passed,384,2017-03-08 03:37:28 UTC,208837677,208837678,208837681,208837683,pull_request
207791892,4f16e7f4b0d35948e6cd73fb2f042553007077b6,101,master,passed,399,2017-03-04 23:47:37 UTC,207791893,207791894,207791895,207791896,pull_request
182327245,611993e0901f1beaa0844a7f6c4a799cbfcce8a7,96,master,passed,377,2016-12-08 16:24:18 UTC,182327246,182327247,182327248,182327251,pull_request
178504214,da6ce95d89acab048b648c71fb45b57622d3457e,,master,passed,354,2016-11-24 05:25:17 UTC,178504215,178504216,178504217,178504218,push
178468790,d836043735c7b23c25c2a1627caaabd5eb1ddc5e,95,master,passed,353,2016-11-24 00:26:16 UTC,178468791,178468792,178468793,178468794,pull_request
178468460,d836043735c7b23c25c2a1627caaabd5eb1ddc5e,95,master,passed,344,2016-11-24 00:23:40 UTC,178468461,178468462,178468463,178468464,pull_request
175586770,fc7e3d5144ff5ded9239b3cda4a345ab20e14cc1,,master,passed,348,2016-11-14 01:13:05 UTC,175586771,175586772,175586773,175586774,push
174538424,8b65fc3e6acfd41e0c5545438d92732171f974af,90,master,passed,357,2016-11-09 16:41:50 UTC,174538426,174538427,174538431,174538433,pull_request
174537198,8b4d57b4d569656c5d70452b0b25891707428464,90,master,failed,345,2016-11-09 16:36:35 UTC,174537199,174537202,174537203,174537204,pull_request
174315988,fdc645bf0d6ae77e7331a67336092a4d2d2ae0cd,93,master,passed,362,2016-11-08 20:10:42 UTC,174315989,174315990,174315991,174315992,pull_request
174310256,46b21a76e9b2e2a1790567a1f6537dedadda7791,92,master,failed,339,2016-11-08 19:49:21 UTC,174310257,174310258,174310259,174310260,pull_request
174275820,d7686ebba1e6c3c49bcd4df78ebd12b95477aa27,90,master,passed,348,2016-11-08 17:29:50 UTC,174275821,174275822,174275823,174275824,pull_request
174096611,55c5ef2fa31204fa7fcd1e553a727c34b6e7735e,,master,passed,356,2016-11-08 02:29:59 UTC,174096612,174096613,174096614,174096615,push
173980753,bb69f21b7df1b8a22309acd1f4cf1a960318673a,90,master,failed,359,2016-11-07 18:15:32 UTC,173980755,173980757,173980760,173980762,pull_request
169345905,1ce93462b6502d70f16b2d146f9b482f467978d2,85,master,passed,361,2016-10-20 20:25:41 UTC,169345906,169345907,169345908,169345909,pull_request
169344215,f90ba3b0125549f8894bd04fcbf2d5e01c8b7a17,85,master,failed,342,2016-10-20 20:19:24 UTC,169344216,169344217,169344218,169344219,pull_request
167512398,1d217930b95113e88565b177e12192b75aa74fd1,,master,failed,380,2016-10-13 23:55:28 UTC,167512400,167512402,167512404,167512405,push
166776211,99236df56fa54405ae3a80c589297305793488f6,85,master,failed,357,2016-10-11 14:59:27 UTC,166776212,166776214,166776215,166776216,pull_request
166772541,1d916681df63d36373ae61a0ea06f9b8f89f7521,85,master,failed,372,2016-10-11 14:39:25 UTC,166772542,166772543,166772544,166772547,pull_request
164864008,c3c02af0896e21dd58017c39d2c2b59e895a9f94,66,master,failed,347,2016-10-04 08:16:54 UTC,164864009,164864010,164864011,164864012,pull_request
163279441,1b7bab9e087ad475174a2c1568d0f4680dc01fe1,,master,failed,344,2016-09-28 14:18:24 UTC,163279442,163279443,163279444,163279445,push
160279773,f1d4de7c3eb44655e678c966a7c9c260663aae50,85,master,failed,339,2016-09-15 20:36:23 UTC,160279774,160279775,160279776,160279777,pull_request
160200407,c56ee8ea0816c16f1f55558bafe400383b02d54a,85,master,failed,356,2016-09-15 15:33:21 UTC,160200408,160200409,160200410,160200411,pull_request
159608776,f55b39cb5753d76021bca0691caac58381925954,85,master,failed,384,2016-09-13 14:24:01 UTC,159608777,159608778,159608780,159608782,pull_request
155641787,dab7b01f206e43278618a7e0f5bc3ea39e48445a,,master,failed,316,2016-08-27 21:25:11 UTC,155641788,155641789,155641790,155641793,push
154321846,e840e8b0f03bc9122ca0f57d9516c60b9156271f,82,master,failed,390,2016-08-23 00:40:54 UTC,154321847,154321848,154321849,154321850,pull_request
120523910,24792ac4d790b9c49d93211c0e3fa8edef3af42d,71,master,passed,467,2016-04-04 01:57:51 UTC,120523911,120523912,120523913,120523914,pull_request
120521001,0c0809d84f51a20cabf028be98587a5159586407,71,master,errored,355,2016-04-04 01:24:01 UTC,120521002,120521003,120521004,120521007,pull_request
111651676,e5378e70dca437a9e16cc6d71a85aa0045dd94c7,,master,passed,299,2016-02-25 02:34:03 UTC,111651678,111651680,111651681,111651682,push
111598711,22fbc7d3a3717ca61710a64316a8b7cc47c98d32,44,master,passed,289,2016-02-24 21:56:27 UTC,111598714,111598715,111598716,111598717,pull_request
