build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
680547764,c43ae822be99373a6b0719caeff2dc13f28beae9,,2.1.x,errored,16,2020-04-28 14:12:09 UTC,680547767,push
680547661,999e24902c349ea425ddf63c97e54acd1a1b3a91,,2.2.x,errored,72,2020-04-28 14:07:14 UTC,680547664,680547669,680547671,680547674,push
680547418,0f987f44efa3c344732f80c212ec365b31dde6ba,,3.0.0.RC2,passed,2373,2020-04-28 13:44:12 UTC,680547419,680547420,680547421,680547422,680547423,680547424,push
680547316,09fbe6060ef6fce1cb7655b3d7c4ecc72e246e25,,master,failed,2343,2020-04-28 13:29:13 UTC,680547317,680547318,680547319,680547320,680547321,680547322,push
680537463,7dc509953a327120a868c37d7d67b6103aa1b7ef,,master,passed,2388,2020-04-28 13:08:16 UTC,680537464,680537465,680537466,680537467,680537468,680537469,push
680537402,881a69864f11ffb432f8ba232cba53fffc515cf4,,2.1.x,errored,18,2020-04-28 12:57:56 UTC,680537403,push
680536879,61bbc9ab7f9887eca4b6b48ab613bd46e0c60acf,,2.2.7.RELEASE,errored,71,2020-04-28 12:52:45 UTC,680536880,680536881,680536882,680536883,push
680536744,d19208abec83c582b297e4b002636d85a5a1b6f7,,2.2.x,errored,68,2020-04-28 12:48:44 UTC,680536745,680536747,680536748,680536749,push
680482903,2f4f1e524d101d0a664e058dc15b859c693aeda2,,master,passed,2444,2020-04-28 10:17:26 UTC,680482904,680482905,680482906,680482907,680482908,680482909,push
680482796,89cf78cc4a3e265d5ba2b1389fcec5d8c0c27475,,2.2.x,errored,67,2020-04-28 10:07:34 UTC,680482797,680482798,680482799,680482800,push
680482574,20fdb0e63c0f24197aba2ad1fe892a2e054c1fae,,2.1.17.RELEASE,errored,17,2020-04-28 10:04:55 UTC,680482575,push
680482454,dc054a793f4fb39a6c1bd0ea059628bdc78f45cb,,2.1.x,errored,18,2020-04-28 10:00:36 UTC,680482455,push
680425655,f2d23da9811f7b80f1d631005a7cfbb46cd972c4,860,master,passed,2455,2020-04-28 06:48:20 UTC,680425656,680425657,680425658,680425659,680425660,680425661,pull_request
679971737,26ddf9d59fb8dda504d620fbdd6d035f92540c0c,,master,passed,2412,2020-04-27 07:31:56 UTC,679971738,679971739,679971740,679971741,679971742,679971743,push
678912806,96ff4e1d147f813fc58eea26fde8845f60ec9576,,master,passed,2426,2020-04-24 07:03:45 UTC,678912807,678912808,678912809,678912810,678912811,678912812,push
678597973,1f07a3eb29768068e49f9d941720db99f98c4af7,,2.1.x,errored,17,2020-04-23 13:43:06 UTC,678597974,push
678596081,2af13c27a7e548d308e35f2e0d28c05cfbb6b62e,,master,failed,2434,2020-04-23 13:36:02 UTC,678596082,678596083,678596084,678596085,678596086,678596087,push
