build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755438216,dfdd3463467b4db8ba61be7b1484d09c8ae1ad81,,master,passed,471,2021-01-21 00:13:02 UTC,755438217,755438218,755438219,755438220,755438221,755438222,755438223,push
754749449,e32466cbd4b468c503403d14cbe9e11ba3299420,544,master,passed,802,2021-01-16 09:06:21 UTC,754749450,754749451,754749452,754749453,754749454,754749455,754749456,pull_request
753457063,35e2bdf6bc4d054652f9881dd830c14ce2bb890a,541,master,failed,484,2021-01-08 01:56:14 UTC,753457064,753457065,753457066,753457067,753457068,753457069,753457070,pull_request
753457055,67854028c0302af8f2ccd6c388a9f3eda3fd48c6,,awesomecode-format-ruby-code-47695,failed,464,2021-01-08 01:52:47 UTC,753457056,753457057,753457058,753457059,753457060,753457061,753457062,push
753457020,8f12b25d96556fcc47fac5a94ee46aec41e67e9d,,master,passed,484,2021-01-08 01:47:32 UTC,753457021,753457022,753457023,753457024,753457025,753457026,753457027,push
753454426,f7d67ee9a6ef96b7c56bcd2a04f5c6a8f947f500,540,master,failed,482,2021-01-08 01:40:50 UTC,753454427,753454428,753454429,753454430,753454431,753454432,753454433,pull_request
753454418,56408ea2ee5c348cfd18e683e1d3909e4ce86dfe,,awesomecode-lint-ruby-style-accessorgrouping-47691,failed,470,2021-01-08 01:34:16 UTC,753454419,753454420,753454421,753454422,753454423,753454424,753454425,push
753454390,a8dbc00737857382db8b08d439bf647d93dac13a,539,master,failed,471,2021-01-08 01:27:01 UTC,753454391,753454392,753454393,753454394,753454395,753454396,753454397,pull_request
753454382,8f324432e4161614972c7f160745130dd16b0ea1,,awesomecode-lint-ruby-performance-blockgivenwithexplicitblock-47691,failed,463,2021-01-08 01:17:20 UTC,753454383,753454384,753454385,753454386,753454387,753454388,753454389,push
753454266,12c3fc1cf37bf25d1e7e0efc5d447d2c8446f193,538,master,errored,404,2021-01-08 01:05:25 UTC,753454267,753454268,753454269,753454270,753454271,753454272,753454273,pull_request
753454256,9ce2f3ab55c393532ffbda84c8fafd0ef13e5807,,awesomecode-format-ruby-code-47691,failed,476,2021-01-08 00:53:52 UTC,753454257,753454258,753454259,753454260,753454261,753454262,753454263,push
753454187,718312e55e1f8cf779ef457765bb952f0eb59eb6,,master,failed,474,2021-01-08 00:46:21 UTC,753454188,753454189,753454190,753454191,753454192,753454193,753454194,push
750199331,22570b2ef81a63b9197572eeb7a676cf1ac8d84c,534,master,failed,511,2020-12-17 12:10:04 UTC,750199332,750199333,750199334,750199335,750199336,750199337,750199338,pull_request
750199323,2439879ad7ebfafd6e524db142d3cb33bf837291,,awesomecode-format-ruby-code-47417,failed,505,2020-12-17 11:35:56 UTC,750199324,750199325,750199326,750199327,750199328,750199329,750199330,push
750199254,25b5c455153a18fae8a196ba3362b3805c319ce3,,master,passed,497,2020-12-17 11:17:40 UTC,750199255,750199256,750199257,750199258,750199259,750199260,750199261,push
749729464,72206158e42afd2a969413aea40935aaee9a494a,,master,failed,514,2020-12-15 01:37:09 UTC,749729465,749729466,749729467,749729468,749729469,749729470,749729471,push
749423896,df545f691c8e57594e52bb044b9e59e039addb94,533,master,passed,513,2020-12-13 14:23:05 UTC,749423897,749423898,749423899,749423900,749423901,749423902,749423903,pull_request
749307284,50edad342bf8c353b885db89dc7bdee94ec507b9,533,master,passed,509,2020-12-12 19:02:00 UTC,749307285,749307286,749307287,749307288,749307289,749307290,749307291,pull_request
749217351,c29ed32ad921c791ed7324bf093e9efbce68e0bb,,6.1.2,passed,506,2020-12-12 08:42:43 UTC,749217352,749217353,749217354,749217355,749217356,749217357,749217358,push
749217271,c29ed32ad921c791ed7324bf093e9efbce68e0bb,,master,passed,496,2020-12-12 07:33:10 UTC,749217272,749217273,749217274,749217275,749217276,749217277,749217278,push
749205586,62945b75197f468d5a5bcaf0080e4cb7c8decad9,,6.1.1,passed,504,2020-12-12 05:56:37 UTC,749205587,749205588,749205589,749205590,749205591,749205592,749205593,push
749205574,62945b75197f468d5a5bcaf0080e4cb7c8decad9,,master,passed,503,2020-12-12 04:52:51 UTC,749205575,749205576,749205577,749205578,749205579,749205580,749205581,push
748987782,0e4acb837a4b8a80cd0d99755551880fbb1eafa7,,master,passed,508,2020-12-11 09:26:20 UTC,748987783,748987784,748987785,748987786,748987787,748987788,748987789,push
748700189,62c260f75da000df505173ae988323687788a36f,532,master,failed,514,2020-12-10 06:30:58 UTC,748700190,748700191,748700192,748700193,748700194,748700195,748700196,pull_request
742689379,384595299dfeb5bc18d4956c20c929a2d9db56e0,528,master,passed,531,2020-11-10 14:38:16 UTC,742689380,742689381,742689382,742689383,742689384,742689385,742689386,pull_request
742689369,b62877bf6ebb49a527b1f821b622a5578f9da85b,,awesomecode-format-javascript-code-47130,passed,538,2020-11-10 13:31:59 UTC,742689370,742689371,742689372,742689373,742689374,742689375,742689376,push
742689247,dfd77088eb8c06f8876ced1dee8a0111d08c1378,,master,passed,526,2020-11-10 13:00:51 UTC,742689248,742689250,742689252,742689254,742689255,742689256,742689257,push
742331542,06540f0ce4a26a2dd693606baa2b4cc9912a12d0,527,master,failed,542,2020-11-09 02:15:24 UTC,742331543,742331544,742331545,742331546,742331547,742331548,742331549,pull_request
742331530,7eca3b3659ffe88192200d8a1854145d59bc9d29,,awesomecode-format-ruby-code-47123,failed,517,2020-11-09 02:12:29 UTC,742331531,742331532,742331533,742331534,742331535,742331536,742331537,push
742331493,074a5ed31468b1c9e236461abef388008e08f667,,master,passed,521,2020-11-09 02:10:40 UTC,742331494,742331495,742331496,742331497,742331498,742331499,742331500,push
741137431,65afcbed84fd66bf504e8f283cc1f8b8e67670bb,526,master,passed,520,2020-11-03 14:22:31 UTC,741137432,741137433,741137434,741137435,741137436,741137437,741137438,pull_request
741128086,1fc7f5867a0da74541b89eb0f625272d76abe23b,525,master,passed,527,2020-11-03 13:32:55 UTC,741128087,741128088,741128089,741128090,741128091,741128092,741128093,pull_request
740890283,944c8c4b232fe23bea5d4ce6378b8ac71f7d9d0b,524,master,passed,550,2020-11-02 16:35:23 UTC,740890284,740890285,740890286,740890287,740890288,740890289,740890290,pull_request
732134287,fd1f9941711ad471c2b39b6e8a90572a4c02176f,,master,passed,529,2020-10-02 02:27:22 UTC,732134288,732134289,732134290,732134291,732134292,732134293,732134294,push
731796635,e7e4e3f6770655c092b265de89a94f58be60622d,522,master,passed,575,2020-10-01 02:04:50 UTC,731796636,731796637,731796638,731796639,731796640,731796642,731796644,pull_request
726161000,2f7cd1c8a120fcf89f2761488600bba84e5b8e30,521,master,passed,532,2020-09-11 05:11:56 UTC,726161001,726161002,726161003,726161004,726161005,726161006,726161007,pull_request
