build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760547066,56f83e83000335e26e7f868bb62d8a66d07f2fcd,1524,develop,errored,3304,2021-02-26 05:24:39 UTC,760547067,760547068,760547069,760547070,760547071,760547072,760547073,760547074,760547075,760547076,760547077,760547078,pull_request
760532127,fc7a23a70716efabff2359044b377382ebb5adc7,1529,develop,errored,3156,2021-02-26 02:23:00 UTC,760532128,760532129,760532130,760532131,760532132,760532133,760532134,760532135,760532136,760532137,760532138,760532139,pull_request
760531145,3478cb8fb59bcd8766b4e8362aefa31b4d289f40,1529,develop,canceled,318,2021-02-26 02:14:43 UTC,760531146,760531147,760531148,760531149,760531150,760531151,760531152,760531153,760531154,760531155,760531156,760531157,pull_request
757803881,03e5143f628f837333c035cd785b15a35cc4c756,1526,master,errored,2974,2021-02-06 10:18:20 UTC,757803882,757803883,757803884,757803885,757803886,757803887,757803888,757803889,757803890,757803891,757803892,757803893,pull_request
757346943,90c9f2bca7475e68d548ab81f19eda022c916ba2,1525,develop,errored,3023,2021-02-03 05:58:16 UTC,757346944,757346945,757346946,757346947,757346948,757346949,757346950,757346951,757346952,757346953,757346954,757346955,pull_request
756716738,fa6251e4c02de40c4f063429af2f3e3fd1a86411,1524,develop,errored,3173,2021-01-29 15:35:24 UTC,756716739,756716740,756716741,756716742,756716743,756716744,756716745,756716746,756716747,756716748,756716749,756716750,pull_request
754957371,df2c16e1ddae2d51b588455ed63a3b82e177f356,1523,master,errored,3102,2021-01-18 04:20:24 UTC,754957372,754957373,754957374,754957375,754957376,754957377,754957378,754957379,754957380,754957381,754957382,754957383,pull_request
747322661,413dda330277592a0d16e2b0134aa260ee22212f,,develop,errored,10034,2020-12-03 02:23:09 UTC,747322662,747322663,747322664,747322665,747322666,747322667,747322668,747322669,747322670,747322671,747322672,747322673,push
738299433,73841153dedc6e46f578af790fbd755da32d2955,1518,develop,failed,5870,2020-10-23 13:19:16 UTC,738299434,738299435,738299436,738299437,738299438,738299439,738299440,738299441,738299442,738299443,738299444,738299445,pull_request
737406618,3799c557afdc9dbe579d51b74942f43ebac5291c,,develop,passed,5995,2020-10-20 13:38:17 UTC,737406621,737406625,737406626,737406627,737406628,737406629,737406630,737406631,737406632,737406633,737406634,737406635,push
736679145,655927ac2ca30beeb6dcc4c3406bb620f427be5d,,develop,passed,5123,2020-10-17 18:45:03 UTC,736679146,736679147,736679148,736679149,736679150,736679151,736679152,736679153,736679154,736679155,736679156,736679157,push
732179749,155ef3f1d3798cbe751a9f2e4278335fee8f0d46,1514,develop,errored,5467,2020-10-17 19:03:05 UTC,732179750,732179751,732179752,732179753,732179754,732179755,732179756,732179757,732179758,732179759,732179760,732179761,pull_request
727948722,02388b02184a117a5b995920cb73809a869117b7,1511,master,errored,5357,2020-09-17 08:47:24 UTC,727948723,727948724,727948725,727948726,727948727,727948728,727948729,727948730,727948731,727948732,727948733,727948734,pull_request
707310606,e12cd0ebda8fb60e7573a812082e05b9b2e0bd2d,,develop,errored,4441,2020-07-12 06:39:50 UTC,707310607,707310608,707310609,707310610,707310611,707310612,707310613,707310614,707310615,707310616,707310617,707310618,push
707310591,ee237a4ce4b7660dcbafda789dd6f524a4a4b47d,,master,errored,4448,2020-07-12 06:22:12 UTC,707310592,707310593,707310594,707310595,707310596,707310597,707310598,707310599,707310600,707310601,707310602,707310603,push
707224106,3d1b0c323bfed1d255818a25248e2c70bdf93a8d,,develop,errored,4767,2020-07-11 19:03:08 UTC,707224107,707224108,707224109,707224110,707224111,707224112,707224113,707224114,707224115,707224116,707224117,707224118,push
706947141,ff2da7e8651f8aa8bc4a296e324255103ea82fa2,,develop,errored,5157,2020-07-10 16:31:35 UTC,706947142,706947143,706947144,706947146,706947147,706947148,706947149,706947150,706947151,706947152,706947153,706947154,push
704562537,6fdf8e41a6b6f7ee5d3c4e2554261f67df4e6e22,1498,develop,errored,2824,2020-07-03 06:29:20 UTC,704562538,704562539,704562540,704562541,704562542,704562543,704562544,704562545,704562546,704562547,704562548,704562549,pull_request
704374603,cf1f62eeffe7afecbdc7cbf361c2f5b7776bf6e2,1497,develop,failed,3323,2020-07-02 15:52:16 UTC,704374604,704374605,704374606,704374607,704374608,704374609,704374610,704374611,704374612,704374613,704374614,704374615,pull_request
704037819,cae51bb9889cabb26f18730aeeffd1b839a6ae27,1496,master,errored,3767,2020-07-01 18:30:34 UTC,704037820,704037821,704037822,704037823,704037824,704037825,704037826,704037827,704037828,704037829,704037830,704037831,704037832,704037833,704037834,pull_request
690779554,ff43c73ae9180a72bce6f3a9f60f387b7a54d680,,develop,failed,2810,2020-05-25 02:17:39 UTC,690779555,690779556,690779557,690779558,690779559,690779560,690779561,690779562,690779563,690779564,690779565,690779566,push
690759333,272d04d9d35217dd2ef99fee2b23d522cdd9fa4c,1491,develop,passed,2836,2020-05-25 00:16:01 UTC,690759334,690759335,690759336,690759337,690759338,690759339,690759340,690759341,690759342,690759343,690759344,690759345,pull_request
690689877,dd86e4f52a4e3aea63970812fab2109f9d30c70f,1491,develop,failed,2206,2020-05-24 18:50:44 UTC,690689878,690689879,690689880,690689881,690689882,690689883,690689884,690689885,690689886,690689887,690689888,690689889,pull_request
690666538,3a9a3c69313521d4f1141fe48e99156a89398231,1491,develop,failed,2251,2020-05-24 17:06:25 UTC,690666539,690666540,690666541,690666542,690666543,690666544,690666545,690666546,690666547,690666548,690666549,690666550,pull_request
690653745,7b50696cdb4b5bb1a81f16aefe01c27ffe54ae4c,1491,develop,failed,2905,2020-05-24 16:08:06 UTC,690653746,690653747,690653748,690653749,690653750,690653751,690653752,690653753,690653754,690653755,690653756,690653757,pull_request
690648284,3d387c4e9d84981e16c1276ea65ef63564e785fa,1491,develop,canceled,364,2020-05-24 15:43:26 UTC,690648285,690648290,690648291,690648293,690648294,690648295,690648296,690648297,690648298,690648299,690648300,690648301,pull_request
690647717,3399d253bb044c0101ae21499898d34bc301991d,1491,develop,canceled,116,2020-05-24 15:41:06 UTC,690647718,690647719,690647720,690647721,690647722,690647723,690647724,690647725,690647726,690647727,690647728,690647729,690647730,690647731,690647732,pull_request
690644192,eec01de2a97355320e99774c424c513c37dfae84,1491,develop,canceled,1961,2020-05-24 15:25:04 UTC,690644193,690644194,690644195,690644196,690644197,690644198,690644199,690644200,690644201,690644202,690644203,690644204,690644205,690644206,690644207,pull_request
690410292,495189b980d1d575f364f5cdd0ce2fb9ecf45c12,1491,develop,errored,2562,2020-05-23 16:44:09 UTC,690410293,690410294,690410295,690410296,690410297,690410298,690410299,690410300,690410301,690410302,690410303,690410304,690410305,690410306,690410307,pull_request
689019742,c067c4d52e17f5c1ac2020432ebbb2093b9d8e1c,1491,develop,errored,3431,2020-05-19 22:10:52 UTC,689019743,689019744,689019745,689019746,689019747,689019748,689019749,689019750,689019751,689019752,689019753,689019754,689019755,689019756,689019757,pull_request
680161676,1053f49f5d186cd91a0b1925e4d0f94ae58432d4,,develop,errored,3753,2020-04-27 15:46:24 UTC,680161677,680161678,680161679,680161680,680161681,680161682,680161683,680161684,680161685,680161686,680161687,680161688,680161689,680161690,680161691,push
680158518,dcafb9e6111e99143bc81942e81ee462aee14b65,,develop,canceled,0,,680158519,680158520,680158521,680158522,680158523,680158524,680158525,680158526,680158527,680158528,680158529,680158530,680158531,680158532,680158533,push
680157518,e30c8dab1441802b26fe6847e6aeca80097d80a4,,develop,errored,3834,2020-04-27 15:20:52 UTC,680157519,680157520,680157521,680157522,680157523,680157524,680157525,680157526,680157527,680157528,680157529,680157530,680157531,680157532,680157533,push
679819366,02ce48a8a68c0a2a529a9df1bb237b61af341b7a,1488,develop,errored,3380,2020-04-26 19:38:38 UTC,679819367,679819368,679819369,679819370,679819371,679819372,679819373,679819374,679819375,679819376,679819377,679819378,679819379,679819380,679819381,pull_request
648953367,4d2a9c94a5b42f2585001d16940e6dc3b9cb8838,1483,master,errored,3374,2020-02-11 15:15:56 UTC,648953368,648953369,648953371,648953373,648953374,648953375,648953376,648953377,648953381,648953385,648953395,648953396,648953397,648953399,648953403,pull_request
643933663,52b98093e70ec686af4bace12d617e81c938a726,1481,master,errored,3520,2020-01-30 16:15:40 UTC,643933664,643933666,643933668,643933669,643933670,643933671,643933672,643933674,643933675,643933676,643933677,643933678,643933679,643933680,643933681,pull_request
640571401,fdc724a5bbc2a7fef750e88cd5feae2681ef0421,,develop,errored,3566,2020-01-22 18:23:48 UTC,640571402,640571403,640571404,640571405,640571406,640571407,640571408,640571409,640571410,640571411,640571412,640571413,640571416,640571417,640571418,push
