build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
741849665,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,768,2020-11-06 10:46:22 UTC,741849666,741849667,741849668,741849669,741849670,741849671,741849673,741849674,741849675,741849676,cron
740740018,c07e834e81bdc3822a28bbee46fb3b7f7bb51964,903,master,passed,756,2020-11-02 04:34:27 UTC,740740019,740740020,740740021,740740022,740740023,740740024,740740025,740740026,740740027,740740028,pull_request
740734589,a79adb746ad9e4560c9fff68392df6d90c37926f,903,master,passed,775,2020-11-02 03:52:23 UTC,740734590,740734593,740734594,740734596,740734597,740734598,740734599,740734600,740734601,740734602,pull_request
740154327,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,784,2020-10-30 10:55:42 UTC,740154331,740154332,740154333,740154334,740154335,740154336,740154337,740154338,740154340,740154341,cron
738270528,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,778,2020-10-23 10:57:46 UTC,738270530,738270531,738270533,738270534,738270537,738270538,738270539,738270540,738270541,738270542,cron
736323674,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,795,2020-10-16 10:36:07 UTC,736323686,736323687,736323688,736323689,736323690,736323691,736323692,736323693,736323695,736323696,cron
734250187,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,755,2020-10-09 10:35:41 UTC,734250188,734250189,734250190,734250191,734250192,734250193,734250194,734250195,734250196,734250197,cron
732213667,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,749,2020-10-02 10:35:40 UTC,732213668,732213669,732213671,732213672,732213673,732213674,732213675,732213677,732213678,732213679,cron
732189670,37fd1e1b0126d75d80eef59c053f80634b09bd75,,v0.10.1,passed,755,2020-10-02 08:37:51 UTC,732189671,732189672,732189673,732189674,732189675,732189676,732189677,732189678,732189679,732189680,push
730216585,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,767,2020-09-25 10:35:33 UTC,730216586,730216587,730216588,730216589,730216590,730216591,730216592,730216593,730216594,730216595,cron
728289517,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,746,2020-09-18 10:34:37 UTC,728289518,728289519,728289520,728289521,728289522,728289523,728289524,728289525,728289526,728289527,cron
726228686,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,763,2020-09-11 10:33:55 UTC,726228687,726228688,726228689,726228690,726228691,726228692,726228693,726228694,726228695,726228696,cron
725837742,37fd1e1b0126d75d80eef59c053f80634b09bd75,,master,passed,776,2020-09-10 07:30:05 UTC,725837743,725837744,725837745,725837746,725837747,725837748,725837749,725837750,725837751,725837752,push
725518712,2f6bb5d720286ef4efb84749877980c3157f15d5,,master,passed,789,2020-09-09 09:06:26 UTC,725518713,725518714,725518715,725518716,725518718,725518719,725518720,725518722,725518724,725518726,push
725517570,dce4d497d0b557ae9345b4c2115e56a2af9a7b13,892,master,errored,288,2020-09-09 09:03:48 UTC,725517571,725517572,725517573,725517574,725517575,725517576,725517577,725517578,725517579,725517580,pull_request
725517437,5d7e7f769e181b4fa0982b786be2855236334a1e,,fix-sha2-auth,errored,287,2020-09-09 09:04:32 UTC,725517438,725517439,725517440,725517441,725517442,725517443,725517444,725517445,725517446,725517447,push
725516389,aa683d43bbf79c59fa884f4c3f8b4be5f66ead44,892,master,passed,787,2020-09-09 08:53:19 UTC,725516390,725516391,725516392,725516393,725516394,725516395,725516396,725516397,725516398,725516399,pull_request
725515235,2cda1164faf28ce12aa8abf0d9d96b37edf4fb66,892,master,passed,813,2020-09-09 08:49:19 UTC,725515236,725515237,725515238,725515239,725515240,725515241,725515242,725515243,725515244,725515245,pull_request
725512333,eac7808dd9ca5cbf47c8c861c3f41e006f634cae,892,master,canceled,265,2020-09-09 08:36:47 UTC,725512334,725512335,725512336,725512337,725512338,725512339,725512340,725512341,725512342,725512343,pull_request
724108690,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,796,2020-09-04 10:33:18 UTC,724108695,724108699,724108700,724108701,724108702,724108703,724108704,724108705,724108706,724108707,cron
721976467,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,815,2020-08-28 10:32:39 UTC,721976468,721976469,721976470,721976471,721976472,721976473,721976474,721976475,721976476,721976477,cron
719891088,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,807,2020-08-21 10:31:38 UTC,719891091,719891092,719891093,719891094,719891095,719891096,719891097,719891098,719891099,719891100,cron
718471992,b236cf143ecaee29ac73ae172308dddd047618ba,886,master,passed,811,2020-08-17 01:01:33 UTC,718471993,718471994,718471995,718471996,718471997,718471998,718471999,718472000,718472001,718472002,pull_request
718339926,4890383e712cea94451199a2bd52651faec38e0c,885,master,passed,811,2020-08-16 11:50:51 UTC,718339927,718339928,718339929,718339930,718339931,718339932,718339933,718339934,718339935,718339936,pull_request
717872769,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,800,2020-08-14 10:31:06 UTC,717872770,717872771,717872772,717872773,717872774,717872775,717872776,717872777,717872778,717872779,cron
715795240,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,790,2020-08-07 10:30:28 UTC,715795241,715795242,715795243,715795244,715795245,715795246,715795247,715795248,715795249,715795250,cron
713639321,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,794,2020-07-31 10:30:10 UTC,713639322,713639323,713639324,713639325,713639326,713639327,713639329,713639330,713639331,713639332,cron
712428632,3e71dd32e8ce868b090c282759eebdeabc960f58,,master,passed,774,2020-07-28 04:06:27 UTC,712428633,712428634,712428635,712428636,712428637,712428638,712428639,712428640,712428641,712428642,push
712426061,e5ad4689ec4dd5d65f69d91323d7a8df32286f71,879,master,passed,794,2020-07-28 03:59:07 UTC,712426062,712426063,712426064,712426065,712426066,712426067,712426068,712426069,712426070,712426071,pull_request
711414812,a27cbcb9be99b5b0038855eb6313083fe7feed3b,,master,passed,786,2020-07-24 10:29:23 UTC,711414813,711414814,711414816,711414817,711414818,711414819,711414820,711414821,711414823,711414824,cron
710616287,113f18a004194e128eb3ea92158c2e140af8418d,875,master,passed,769,2020-07-22 03:45:17 UTC,710616288,710616289,710616290,710616291,710616292,710616293,710616294,710616295,710616296,710616297,pull_request
709425770,a27cbcb9be99b5b0038855eb6313083fe7feed3b,,master,passed,772,2020-07-18 07:31:28 UTC,709425771,709425772,709425773,709425774,709425775,709425776,709425777,709425778,709425779,709425780,push
709425356,95e313acdbd522827fb2eaea5520c3b280b08195,,master,passed,756,2020-07-18 07:27:09 UTC,709425357,709425358,709425359,709425360,709425361,709425362,709425363,709425364,709425365,709425366,push
709087712,d78581ec246a22758fc397242b74ccaebf07cb62,,master,passed,723,2020-07-17 08:35:07 UTC,709087713,709087714,709087715,709087716,709087717,709087718,709087719,709087720,709087721,709087722,push
709011054,e929f94b2e26bd71eeb8253d16ab5e537f27ae91,,master,passed,732,2020-07-17 02:34:38 UTC,709011055,709011056,709011057,709011058,709011059,709011060,709011061,709011062,709011063,709011064,push
708992017,73f977029e2c076719a7ea8d0c3df84cb44ebe7c,,master,passed,838,2020-07-17 01:06:44 UTC,708992018,708992019,708992020,708992021,708992022,708992023,708992024,708992025,708992026,708992027,push
708991162,f75c0024c6bd89a165b559b2bacd7afdb8858cce,,master,passed,719,2020-07-17 01:03:24 UTC,708991163,708991164,708991165,708991166,708991167,708991168,708991169,708991170,708991171,708991172,push
708981928,ae6fdb4cac9742b5dd35db2059d2698317ee9317,873,master,passed,745,2020-07-17 00:25:11 UTC,708981929,708981930,708981931,708981932,708981933,708981934,708981935,708981936,708981937,708981938,pull_request
708979544,221d411cb2acfae34d95908aa841f7bb5a1d6e74,,master,passed,757,2020-07-17 00:18:19 UTC,708979545,708979546,708979547,708979548,708979549,708979550,708979551,708979552,708979553,708979554,push
708979283,0d5c4ea18594bd82fa7d20863e6699584327d63f,873,master,failed,683,2020-07-17 00:15:44 UTC,708979284,708979285,708979286,708979287,708979288,708979289,708979290,708979291,708979292,708979293,pull_request
708679725,2ff2890a4af388dc45fecc00c25d289b6dd45d4e,791,master,passed,1020,2020-07-16 10:08:50 UTC,708679726,708679727,708679728,708679729,708679730,708679731,708679732,708679733,708679734,708679735,pull_request
