build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
746835306,b39e34165767a1b1ed8329e4f445af5a5cd7b54b,1176,master,failed,1454,2020-11-30 21:49:17 UTC,746835307,746835308,746835309,746835310,746835311,746835312,746835313,746835314,746835315,pull_request
746270226,52d860fdbdc26a52ccfabb9ca3cba84e5f9354db,1181,master,failed,1687,2020-11-27 15:03:44 UTC,746270227,746270228,746270229,746270230,746270231,746270232,746270233,746270234,746270235,pull_request
746071522,aa3ce44c4732f37f02b756274585c7b17d1a2330,990,master,failed,42,2020-11-26 13:33:50 UTC,746071523,746071524,746071525,746071526,746071527,746071528,746071529,746071530,746071531,pull_request
745686010,523af5a87001ac797911bbdd1a65bdbdc38b74f9,1178,master,canceled,50,2020-11-24 18:30:25 UTC,745686011,745686012,745686013,745686014,745686015,745686016,745686017,745686018,745686019,pull_request
745624036,ab1da22c84a8d0063245682f74974eae892739a0,1178,master,failed,1824,2020-11-24 12:41:13 UTC,745624037,745624038,745624039,745624040,745624041,745624042,745624043,745624044,745624045,pull_request
745554563,1a12ee773199bec0ad6d49333e268f98e4b731be,,master,failed,1648,2020-11-24 03:55:35 UTC,745554564,745554565,745554566,745554567,745554568,745554569,745554570,745554571,745554572,push
745529375,799965d58bd74d95063f860a204decfd762ee87d,1176,master,failed,1708,2020-11-24 01:02:31 UTC,745529376,745529377,745529378,745529379,745529380,745529381,745529382,745529383,745529384,pull_request
745519887,dfcc396b413778b77b1ae2a607cab805de3c7953,,master,failed,1638,2020-11-24 01:02:21 UTC,745519888,745519889,745519890,745519891,745519892,745519893,745519894,745519895,745519896,push
745506538,0d58288e673fd4a38e0061aaa1d2f3bc5631167d,1176,master,failed,1674,2020-11-23 22:29:49 UTC,745506539,745506540,745506541,745506542,745506543,745506544,745506545,745506546,745506547,pull_request
745482810,2926274fd2a2ff9e02810eff64e42d887b97aa6b,,master,failed,1656,2020-11-23 20:14:27 UTC,745482811,745482812,745482813,745482814,745482815,745482816,745482817,745482818,745482819,push
745005319,ed47ddae0a381aba8c97b91d8774f58e4f04617b,,v0.12.0-rc2,passed,14455,2020-11-21 06:32:54 UTC,745005320,745005321,745005322,745005323,745005324,745005325,745005326,745005327,745005328,push
744997091,300d05c771c6ceb287d39aa5117dbedecf690cac,,master,failed,1638,2020-11-21 04:58:58 UTC,744997092,744997093,744997094,744997095,744997096,744997097,744997098,744997099,744997100,push
744995060,f87adaad44ae46003615530204f39795d795cd33,,master,failed,1601,2020-11-21 04:54:23 UTC,744995061,744995062,744995063,744995064,744995065,744995066,744995067,744995068,744995069,push
744989098,ed47ddae0a381aba8c97b91d8774f58e4f04617b,,r0.12,passed,14442,2020-11-21 00:20:59 UTC,744989099,744989100,744989101,744989102,744989103,744989104,744989105,744989106,744989107,push
744988782,70875c46129f53066fc3f639e79748d34daaa903,1174,r0.12,errored,38,2020-11-21 00:20:28 UTC,744988783,744988784,744988785,744988786,744988787,744988788,744988789,744988790,744988791,pull_request
744976031,a2071124af3c039de1d0a081290c5b0c1b4b0d08,,master,failed,1643,2020-11-20 23:51:10 UTC,744976032,744976033,744976034,744976035,744976036,744976037,744976038,744976039,744976040,push
744970305,3f0bae3fe45c9f3b4d224b661ab84fd2c5a7f964,,master,failed,1661,2020-11-20 23:20:59 UTC,744970306,744970307,744970308,744970309,744970310,744970311,744970312,744970313,744970314,push
744968871,794a96c3d474a545ee53f946a418e07ab76a8ee4,,master,failed,1643,2020-11-20 23:03:25 UTC,744968872,744968873,744968874,744968875,744968876,744968877,744968878,744968879,744968880,push
744966688,ded922221b9d490270710bb56cd9641b960533db,,master,failed,1663,2020-11-20 22:53:44 UTC,744966689,744966690,744966691,744966692,744966693,744966694,744966695,744966696,744966697,push
744957831,ce2f1fd7ed038b3fbcae324f6d6c68a07b97710e,,master,failed,11413,2020-11-20 22:50:49 UTC,744957832,744957833,744957834,744957835,744957836,744957837,744957838,744957839,744957840,push
744931193,157a721d34fb05e2d5b480c24a275756c12d1045,,master,failed,10476,2020-11-20 18:39:26 UTC,744931194,744931195,744931196,744931197,744931198,744931199,744931200,744931201,744931202,push
744914219,08bf47cbefd0535cc387e8d9f51d24bd5e26bbbd,,master,failed,10801,2020-11-20 18:18:07 UTC,744914220,744914221,744914222,744914223,744914224,744914225,744914226,744914227,744914228,push
744908602,f6eed3c5eb0d0c5bb5639ba4871952a8746bdd10,,master,failed,11247,2020-11-20 18:17:48 UTC,744908606,744908608,744908609,744908610,744908611,744908612,744908613,744908615,744908617,push
